"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK178	RCFDK179	RCFDK180	RCFDK181	RCFDK182	RCFDK183	RCFDK184	RCFDK185	RCFDK186	RCFDK192	RCFDK193	RCFDK194	RCFDK273	RCFN5513	RCFNK260	RCFNK290	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK178	RCONK179	RCONK180	RCONK181	RCONK182	RCONK183	RCONK184	RCONK185	RCONK186	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONK273	TEXT4087	
853112																																											0	2425	0	0	5000	true	0	0	0	551	1370	504	9825	4	0	0	true	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.heartlandbank.com	
853158																																											0	1621	0	0	0	true	0	657	0	964	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.rosemountbank.com	
853251																																											0	793	0	0	4023	true	0	254	0	373	0	166	588	1	0	0	false	0	0	0	0	0	0	4023	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WWW.UNITYBANKTEXAS.COM	
853372																																											0	16080	0	0	45000	true	0	11311	0	1969	0	2800	585	0	0	0	false	0	0	0	0	5000	10000	30000	40000	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.security-savings.com	
853644																																											0	325	0	0	0	true	0	0	0	325	0	0	1223	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fnbogden.com	
853747																																											32	0	1000	0	1199	true	32	0	0	0	0	0	573	0	0	0	false	0	199	0	1000	0	0	0	0	199	0	0	0	0	199	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.cnbalbion.com	
853804																																											0	7476	5000	0	22814	true	0	5568	0	0	0	1908	1706	1	0	0	true	0	0	0	5000	16000	0	1814	18000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bankofcanton.com	
853934																																											0	347	0	0	0	true	0	0	0	347	0	0	90	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.communirtystatebank-fl.com	
853952																																											2979	1389	0	2979	1007	true	0	455	124	684	101	25	66375	9	3889	0	true	0	0	0	0	0	0	0	0	1007	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.centralbank.net	
853970																																											353	115	0	353	477	true	0	0	0	115	0	0	507	1	368	0	false	0	0	0	8	2	0	467	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.firstsafetybank.com	
854052																																											304	1847	3000	0	3100	true	304	491	141	1059	0	156	60	0	0	0	false	0	100	0	3000	0	0	0	0	100	0	0	0	0	100	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.unitybanking.com	
854173																																											3	55	0	3	11297	true	0	0	0	55	0	0	213	0	3	0	true	0	0	0	2975	7307	520	495	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.investmentsb.com	
854258																																											93	0	250	0	1301	true	93	0	0	0	0	0	2616	1	0	0	false	0	0	0	250	0	425	626	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.penderstate.com	
854351																																											0	0	0	0	0	true	0	0	0	0	0	0	297	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bankofhamilton.com	
854418																																											0	2307	2981	0	3107	true	0	0	1828	28	0	451	543	0	0	0	false	0	0	0	2981	11	12	103	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fnbcynthiana.com	
854454																																											2672	1699	0	2672	0	true	0	1109	0	440	0	150	10143	4	3530	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.jefferson-bank.com	
854520																																											0	4256	22400	0	24950	true	0	2954	0	199	0	1103	2871	1	0	0	true	0	0	0	22400	2550	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.carrolltonbank.com	
854548																																											0	1232	0	0	0	true	0	1068	0	164	0	0	1618	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://NA	
854753																																											0	0	0	0	0	true	0	0	0	0	0	0	180	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://stclairstatebank.com	
854847																																											0	85	0	0	2000	true	0	30	0	55	0	0	175	0	0	0	false	0	0	0	1000	1000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://WWW.FSBBELMOND.COM	
855143																																											0	0	0	0	0	true	0	0	0	0	0	0	3673	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bankofaugusta.com	
855264																																											0	1259	0	0	0	true	0	1033	0	226	0	0	403	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://fnbportlavaca.com	
855303																																											0	0	0	0	0	false	0	0	0	0	0	0	219	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://citbank@cit-tele.com	
855563																																											0	192	0	0	752	false	0	0	0	192	0	0	65	0	0	0	false	0	0	0	752	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WWW.MURPHYBANK.COM	
855648																																											0	238	0	0	0	true	0	0	0	238	0	0	430	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.laurensstatebank.com	
855741																																											795	610	0	0	17900	true	795	610	0	0	0	0	2436	1	0	0	false	0	0	0	4000	7000	6900	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://WWW.BANKORION.COM	
855844																																											110	257	1500	0	2000	true	110	0	0	0	0	257	1747	1	0	0	true	0	0	0	1500	500	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.ajnational.com	
855956																																											0	433	0	0	728	true	0	388	0	45	0	0	1062	0	0	0	true	0	128	0	0	0	600	0	0	128	0	0	0	0	128	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://betterstate.com	
856140																																											0	0	0	0	0	false	0	0	0	0	0	0	1275	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
856159																																											0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.stmartinnationalbank.com	
856243																																											722	2597	0	398	0	true	324	0	0	2597	0	0	4432	3	398	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.firstottawa.com	
856337																																											0	13180	0	0	0	true	0	3887	0	2205	0	7088	5816	4	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.elginstatebank.com	
856346																																											0	2827	0	0	0	true	0	1795	165	786	81	0	5809	5	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://myfsb.com	
856458																																											0	315	0	0	0	false	0	315	0	0	0	0	96	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
856542																																											0	0	1200	0	3500	true	0	0	0	0	0	0	155	0	0	0	false	0	0	0	1200	1700	600	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bredasavingsbank.com	
856748																																											502	4779	3147	0	31156	true	502	0	121	4112	0	546	4522	2	0	0	false	0	0	0	3147	4187	1339	22483	0	0	0	0	0	345	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.thecitizensbank.net	
856869																																											0	44	0	0	0	false	0	0	0	31	0	13	73	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
856944																																											0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
857017																																											0	0	0	0	3000	true	0	0	0	0	0	0	1109	1	0	0	false	0	0	0	0	1000	1000	1000	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://harrisondepositbank.com	
857147																																											0	0	0	0	0	false	0	0	0	0	0	0	107	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://georgepbt@i-55.com	
857259																																											0	39	0	0	0	false	0	0	0	39	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
857455																																											0	0	0	0	0	true	0	0	0	0	0	0	2415	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.mytejasbank.com	
857576																																											123	917	0	123	0	true	0	0	0	665	0	252	836	1	123	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.westtownsavingsbank.com	
857745																																											0	532	0	0	6500	true	0	0	108	99	0	325	1215	0	0	0	true	0	0	0	3500	2100	900	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.libertyvillesavingsbank.com	
857811																																											525	1513	8500	525	34300	true	0	303	0	826	185	196	309	0	525	0	true	0	300	3	8500	18000	7500	0	0	300	0	0	0	0	300	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://mauchchunktrust.com	
857941																																											0	393	0	0	0	true	0	0	243	135	0	15	231	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fnbbarry.com	
858153																																											0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.statebankofcanton.com	
858210																																											195	0	0	195	7508	true	0	0	0	0	0	0	1491	0	195	0	true	0	0	0	7508	0	0	0	7500	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.farmerscitizensbank.com	
858443																																											0	0	0	0	0	true	0	0	0	0	0	0	308	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fnbava.com	
858452																																											0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
858528																																											832	235	6100	0	6600	true	832	0	0	235	0	0	3272	2	0	0	true	0	0	0	6100	500	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bankofmarionva.com	
858818																																											0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.watertownsavingsbank.com	
858854																																											335	87	3500	0	3830	true	335	0	0	10	0	77	1855	2	0	0	false	0	0	0	3500	330	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bankcsb.biz	
859002																																											0	627	2000	0	58000	true	0	0	0	627	0	0	5640	1	0	0	true	0	0	0	2000	21000	4000	31000	55000	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bankesb.com	
859141																																											0	6241	1000	0	11000	true	0	2816	0	3115	0	310	323	0	0	0	true	0	0	0	7000	4000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.carrollia.com	
859150																																											0	0	0	0	0	false	0	0	0	0	0	0	203	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://labelle.townandcountrybk.com	
859552																																											0	4630	0	0	0	true	0	50	135	329	0	4116	35	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bnkwest.com	
859655																																											0	85	0	0	0	true	0	85	0	0	0	0	308	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.thebankersbank.com	
859712																																											4963	1086	40000	231	175000	true	4732	38	0	198	850	0	1424	0	231	0	true	0	0	0	40000	10000	30000	95000	80000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.ridgewoodbank.com	
860053																																											126	2931	0	0	5000	true	126	0	0	750	315	1866	20	0	0	0	false	0	0	0	5000	0	0	0	5000	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.universitybank.com	
860147																																											0	253	0	0	0	true	0	0	0	232	0	21	1445	2	0	0	true	5	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://fnbpana.com	
860156																																											0	707	0	0	0	true	0	355	0	0	0	352	5124	5	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.firstmybank.com	
860231																																											0	0	0	0	0	false	0	0	0	0	0	0	822	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
860259																																											0	0	0	0	0	false	0	0	0	0	0	0	43	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
860334																																											0	0	0	0	4000	true	0	0	0	0	0	0	2908	2	0	0	false	0	0	0	4000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bankofzachary.com	
860352																																											92	77	0	0	0	true	92	0	0	77	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://dhbanknd.com	
861153																																											0	0	0	0	290	true	0	0	0	0	0	0	0	0	0	0	false	0	290	0	0	0	0	0	0	290	0	0	0	0	290	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.havilandstatebank.com	
861434																																											0	18601	22176	0	98415	true	0	13609	85	484	0	4423	9917	4	0	0	true	0	0	0	47176	20165	185	30889	35000	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.aliantbank.com	
861658																																											0	1814	0	0	1000	true	0	201	0	145	0	1468	11	0	0	0	true	0	0	0	0	500	500	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.firstsecuritybanks.com	
861742																																											0	754	0	0	0	true	0	719	0	35	0	0	62	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.sbppil.com	
861854																																											0	11	0	0	6321	true	0	11	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	6235	0	80	1	5	0	0	86	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fsbrandolph.com	
862057																																											0	0	55	0	2772	true	0	0	0	0	0	0	2273	1	0	0	false	0	0	0	55	570	0	2147	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.boc-ks.com	
862141																																											61	809	0	0	2500	true	61	709	0	0	0	100	1016	0	0	0	false	0	0	0	0	2500	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.csbindianola.com	
862552																																											13	330	0	0	0	true	13	10	0	170	150	0	972	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bank-star.com	
862824																																											2854	16244	0	2854	5960	true	0	6320	0	1826	0	8098	2513	1	3474	0	true	0	0	0	0	5000	0	0	0	0	611	349	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.palmettobank.com	
862945																																											0	0	0	0	0	true	0	0	0	0	0	0	50	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.centerpointbank.com	
863353																																											122	127	0	0	0	true	122	0	0	0	0	127	10	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fnbstarbuck.com/	
863362																																											0	0	4100	0	4100	false	0	0	0	0	0	0	323	1	0	0	false	0	0	0	4100	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
863607																																											381	0	0	381	0	true	0	0	0	0	0	0	5933	3	494	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ngbank.com	
863652																																											0	175	0	0	3090	true	0	0	0	175	0	0	6	0	0	0	false	0	0	0	3000	37	0	53	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://WWW.FSBKS.COM	
863746																																											0	2297	0	0	18000	true	0	947	0	0	0	1350	3315	2	0	0	false	0	0	0	6000	4000	0	8000	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fmbankia.com	
864248																																											0	0	0	0	0	true	0	0	0	0	0	0	644	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://fmsb-iowa.com	
864341																																											0	0	0	0	500	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	500	0	0	0	0	0	0	0	0	620	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.pekinnationalbank.com	
864846																																											0	1518	0	0	4289	true	0	584	148	470	0	316	3928	2	0	0	false	0	0	0	0	2378	1000	911	0	0	0	0	0	1540	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fnbberryville.com	
864855																																											0	1144	0	0	3114	false	0	0	0	0	0	1144	0	0	0	0	false	0	0	0	200	111	2681	0	0	122	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
865142																																											0	1218	0	0	0	true	0	0	1218	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.iowastatebank.com	
865151																																											0	2095	1955	0	9555	true	0	19	0	107	0	1969	48	0	0	0	true	0	0	0	1955	2000	200	5400	4000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.legendsbk.com	
865450																																											0	5349	13000	0	13000	true	0	2308	700	283	0	2058	2982	2	0	0	true	0	0	0	13000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.profinium.com	
865544																																											0	144	600	0	4300	true	0	144	0	0	0	0	4595	2	0	0	true	0	0	0	600	700	0	3000	3000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.clearlakebank.com	
865674																																											0	572	0	0	33387	true	0	0	0	481	0	91	0	0	0	0	false	0	0	0	2119	8768	0	22500	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.northakronsavingsbank.com	
865759																																											0	561	12951	0	41351	true	0	509	0	52	0	0	661	1	0	0	false	0	0	0	16351	1000	2000	22000	10400	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.usbcc.com	
865852																																											0	424	0	0	0	true	0	0	0	424	0	0	39	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.farmersstbank.com	
