"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDF664	RCFDF665	RCFDF666	RCFDF667	RCFDF668	RCFDF669	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK072	RCFDK073	RCFDK074	RCFDK075	RCFDK076	RCFDK077	RCFDK078	RCFDK079	RCFDK080	RCFDK081	RCFDK082	RCFDK083	RCFDK084	RCFDK085	RCFDK086	RCFDK087	RCFDK088	RCFDK089	RCFDK091	RCFDK092	RCFDK093	RCFDK095	RCFDK096	RCFDK097	RCFDK099	RCFDK100	RCFDK101	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK134	RCFDK135	RCFDK136	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK269	RCFDK271	RCFDK272	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDK283	RCFDK284	RCFDK285	RCFDK286	RCFDK287	RCFDK288	RCFNB572	RCFNB573	RCFNB574	RCFNK291	RCFNK292	RCFNK293	RCFNK294	RCFNK295	RCFNK296	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONF664	RCONF665	RCONF666	RCONF667	RCONF668	RCONF669	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	
859655																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	17	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
859712																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	7226	0	16436	0	0	0	0	0	0	0	0	0	0	0	147	0	299	0	0	16	0	0	0	0	0	0	0	0	0	0	10991	0	6965	0	0	0	0	0	21393	7548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
860053																																																																																																																																												0	0	0										3	0	59	0	0	0	0	0	635	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1332	48	0	0	0	0	0	0	570	653				0	0	0	0	0	0	375	165	0	0	410	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
860147																																																																																																																																												0	0	0							0	0	0	1111	0	119	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	814	0	0	0	0	0	0	0	0	0	0	0	0	747	0	977	0	11	0	0	0	195	0				0	0	0	0	0	0	521	0	0	0	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
860156																																																																																																																																												0	0	0										216	0	8	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	37	0	0	0	0	0	0	0	0				0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
860231																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
860259																																																																																																																																												0	0	0							222	0	0	25	73	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
860334																																																																																																																																												0	0	0										65	0	5	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	163	888	49	0	0	0	0	60	0				0	0	0	0	0	0	221	83	0	0	0	648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
860352																																																																																																																																												0	0	0							0	0	0	68	0	0	171	0	0	0	0	0	0	0	0						0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
861153																																																																																																																																												0	0	0							0	0	0	0	0	685	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0				0	550	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
861434																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	2693	62	777	0	0	2875	261	0	0	0	0	0	0	0	0	0	0	0	0	0	589	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	2467	184	2974	30	24	278	0	0	11078	0	0	0	0	717	570	83	0	12396	1713	1212	73	0	0	8897	2001	0	0	381	0	0	0	0	0	0	108	0	182	90	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	
861658																																																																																																																																												91	0	0							0	254	0	157	7	0	93	0	0	0	0	0	0	0	0						0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	86	0	548	14	0	0	0	0	31	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
861742																																																																																																																																												0	0	0										0	0	1084	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	196	0	142	0	0	0	0	0	0	0				0	0	0	0	0	0	0	307	0	0	0	721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
861854																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
862057																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0				0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
862141																																																																																																																																												0	0	0							0	0	0	91	0	104	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0				0	0	0	0	0	336	0	119	0	0	0	905	0	0	0	0	0	0	0	0	0	91	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
862552																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	1251	0	0	0	0	0	397	0				0	278	0	21	0	0	163	100	0	949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
862824																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	416	0	1795	521	0	0	0	0	7475	0	0	0	0	0	0	0	0	0	0	0	559	10	875	0	0	0	0	0	0	0	0	26	0	0	0	22654	7395	606	2634	187	159	0	0	0	12250	3073	0	0	0	0	2415	0	0	517	51869	737	534	0	0	6003	8060	0	0	2353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
862945																																																																																																																																												0	0	0							0	0	0	168	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
863353																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	105	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
863362																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
863607																																																																																																																																												0	0	0										159	0	29	0	0	0	0	0	0	0	0	0						0	0	0	259	0	57	0	0	0	0	0	0	30	6	0	0	0	0	0	589	0	1808	272	0	0	0	0	0	0				0	0	0	0	0	0	72	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
863652																																																																																																																																												0	0	0							0	14	0	0	0	140	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	306	0	251	0	0	0	0	0	66	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
863746																																																																																																																																												0	0	0	0	0	0	0	0	0	0	175	0	888	791	1483	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	175	0	0	0	0	0	0	0	0	0	0	0	0	93	8	145	0	0	0	0	0	867	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
864248																																																																																																																																												0	0	0							0	0	0	0	0	0	0	48	0	0	0	0	0	0	0						0	0	0	0	0	0	20	26	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0				0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
864341																																																																																																																																												0	0	0										0	0	57	0	0	0	0	0	0	0	0	0						0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	40	0	0	0	0	0	0	0				0	0	0	0	0	490	0	177	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
864846																																																																																																																																												0	0	0										438	29	81	186	0	150	0	0	0	0	0	0						0	0	0	0	0	0	73	0	68	0	0	0	0	0	0	0	0	0	0	353	0	1508	120	148	0	0	0	433	0				0	0	0	0	0	78	320	0	555	0	641	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
864855																																																																																																																																												0	0	0							0	0	0	42	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0				0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
865142																																																																																																																																												0	0	0							86	117	0	443	0	415	0	0	244	0	0	0	0	0	0						0	0	0	0	0	0	117	0	86	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	
865151																																																																																																																																												0	0	0										232	113	0	63	0	34	0	0	0	0	0	0						0	0	0	0	0	0	23	2	0	0	0	0	15	5	0	0	0	0	0	281	0	890	424	0	0	0	0	90	0				0	425	0	83	246	780	1043	62	162	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
865450																																																																																																																																												0	0	0	0	0	0	0	0	0	27	0	0	76	0	708	0	0	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	20	1	0	27	0	0	0	0	0	0	0	0	0	0	132	0	696	0	67	0	0	0	1921	0	0	0	0	126	0	0	0	204	1640	607	898	250	0	2603	1160	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
865544																																																																																																																																												0	0	0							0	0	0	174	203	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	59	180	0	5	0	0	0	0	0				0	0	0	0	0	0	44	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
865674																																																																																																																																												0	0	0										0	0	77	0	0	0	0	0	887	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998	22	529	0	0	0	0	0	632	0				0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
865759																																																																																																																																												0	0	0							0	397	0	5	0	0	239	0	0	0	0	0	0	0	0						0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	66	0	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
865852																																																																																																																																												0	0	0							0	0	0	58	32	0	0	0	190	0	0	0	0	0	0						0	0	0	0	0	13	47	0	0	0	0	0	0	0	0	0	0	0	0	91	0	76	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
866000																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	781	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	424	29	1278	33	215	0	0	0	433	0	0	0	0	0	0	0	0	0	0	1406	30	0	0	777	403	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
866055																																																																																																																																												0	0	0										12	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	238	0	0	0	0	0	0				0	928	0	0	0	0	257	192	0	0	0	1465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
866121																																																																																																																																												0	0	0										96	45	659	116	0	177	0	0	0	0	0	1938						0	0	0	95	0	7	79	12	109	0	0	0	0	0	0	0	0	0	0	137	111	1440	238	31	0	0	0	209	0				0	0	0	0	0	0	431	367	764	8	1028	18	94	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
866251																																																																																																																																												0	0	0							0	28	0	46	5	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	3	0	0	0	0	0	0				0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
866859																																																																																																																																												0	0	0							917	0	0	55	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	917	0	0	0	0	0	0	0	0	0	0	0	111	0	94	40	0	0	0	3	0				0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
867258																																																																																																																																												0	0	0										213	0	0	0	0	0	0	0	197	0	0	285						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	555	70	106	17	0	0	0	0				0	0	0	0	0	0	0	221	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
867632	0	0	0	3390	0	303	0	0	1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0	474	0	337												687	0	893														20850	578	1509	0	0	0								0	303	0	0	0	1580	104	210	0	432	0	113	1485	0	15112																0	0	0	0	0	0	0	0	0	0	
867650																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	105	10	1079	0	8	7	0	0	4191	0	0	0	0	26	859	0	0	0	0	274	2114	231	92	0	4178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
867856																																																																																																																																												0	0	0										12	0	20	0	0	0	0	0	0	0	0	0						0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	859	114	183	0	0	0	0	0	150	0				0	34	0	0	0	3081	0	0	0	0	193	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
867940																																																																																																																																												0	0	0							22	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	1	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	5	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
868059																																																																																																																																												0	0	0							0	169	0	147	126	22	48	0	0	0	0	0	0	0	0						0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	104	0	381	0	0	0	0	0	12	0				0	0	0	0	0	0	0	123	0	0	466	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
868068																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
868442																																																																																																																																												0	0	0							0	0	0	0	0	27	50	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0				0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
868844																																																																																																																																												0	0	0							0	0	0	14	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	135	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
868956																																																																																																																																												0	0	0							0	0	0	816	8	1337	0	125	377	0	0	0	0	0	0						0	0	0	0	0	0	239	314	277	0	0	0	15	0	0	0	0	0	0	498	98	522	0	242	16	0	0	1006	0				0	523	0	0	0	71	323	145	260	0	274	146	0	0	0	0	0	0	0	0	0	105	428	932	86	385	722	0	0	0	0	0	0	0	0	0	0	0	0	0	
869346																																																																																																																																												0	0	0							16	224	0	33	0	9	278	0	0	0	0	0	0	0	0						0	0	0	68	0	0	224	0	16	0	0	0	0	3	0	0	0	0	0	137	0	542	0	0	0	0	0	211	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
869524																																																																																																																																												0	0	0										0	43	3769	0	0	307	0	0	0	0	0	0						0	0	0	7	0	0	150	181	963	0	0	0	24	10	0	0	0	0	0	4062	283	560	0	0	0	0	0	190	0				0	0	0	0	101	0	231	0	0	0	3519	0	7	0	1813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
869551																																																																																																																																												0	0	0							0	186	12	387	205	960	382	11	0	0	0	0	0	0	0						0	0	0	8	0	0	191	13	0	0	0	0	20	4	0	0	0	0	0	1175	0	2254	187	38	85	0	0	0	3				0	74	0	0	153	821	326	40	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
869663																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	37	3023	0	335	0	0	0	0	0	0	0	0	0	169	0	0	0	0	171	352	0	0	553	533	0	0	0	0	0	0	0	0	0	69	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
869953																																																																																																																																												0	0	0							0	0	0	1	0	44	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	102	0	7	0	0	0	101	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
869971																																																																																																																																												0	0	0										0	0	286	17	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	20	1	0	0	0	0	0	1936	0	210	0	597	0	0	0	0	0				0	23	0	0	1691	3221	82	0	0	0	0	0	0	0	1635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
870539																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	1674	462	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1043	72	3614	892	262	0	0	0	1003	0	0	0	0	0	20777	0	1038	632	387	5976	11906	470	0	340	10656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
870650																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	1147	0	2530	0	0	0	0	0	0	0	0	0	0	0	89	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661	0	548	0	87	0	0	0	4572	0	0	0	0	0	0	0	0	354	363	28	0	0	0	2587	2806	0	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
870856																																																																																																																																												0	0	0							158	36	148	0	42	53	353	0	132	0	0	0	0	0	0						0	0	0	0	0	0	36	148	158	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
870913																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	96	58	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
871358																																																																																																																																												0	0	0							0	0	0	73	162	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	296	0	350	17	0	0	0	0	0	0				0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
871648																																																																																																																																												0	0	0										152	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	136	7	542	2	12	20	0	0	212	0				0	19	0	0	0	0	0	0	0	0	291	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
871769																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	13531	0	1252	0	0	0	345	0	8930	0	0	0	0	0	0	0	0	0	0	0	1281	0	519	232	4000	0	0	0	0	274	280	0	0	0	0	0	4802	871	9844	401	129	0	0	0	3476	0	0	0	0	0	5618	0	0	11094	2860	6989	12038	1300	1751	38635	10050	0	0	2329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
871956																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	9	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
