"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD5523	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
20053	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	5				AUDIT &TAX ACCOUNTING FEES                                                                                                                                                                       													
20147	14	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	14	0	0	0	0	0	12	0	12																	
20259	11	0	0	21	3	4	4	0	9	4	4	0	0	0	0	0	0	0	0	0	0	false	0	6	0	0	1	0	1	4	31	7	Miscellaneous Fees and Charges                                                                                                                                                                   	Fees - Letters of Credit                                                                                                                                                                         		Repossession & OREO Expense                                                                                                                                                                      	ATM Fees Expenses                                                                                                                                                                                	Internet Banking Expense                                                                                                                                                                         											
20370	47	0	28	126	6	20	6	0	28	40	34	0	0	0	0	0	0	0	0	0	0	false	0	21	0	0	0	36	3	61	43	29	Real Estate Loan Set Up Fees                                                                                                                                                                     	+Wire Transfer Fees                                                                                                                                                                              		Service Charges Correspondent Accounts                                                                                                                                                           	Shareholders Expense                                                                                                                                                                             	B&O Taxes                                                                                                                                                                                        											
20512	0	0	0	10	15	0	0	0	19	16	21	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	17				PA Shares Tax                                                                                                                                                                                    	ATM expense                                                                                                                                                                                      	Bank Fees                                                                                                                                                                                        											
20633	44	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	84	48																	
20754	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	false	0	2	0	0	0	0	0	0	9	4				KS AGENCIES & INVESTMENTS (FEE SERVICE)                                                                                                                                                          	TELEPHONE EXPENSE                                                                                                                                                                                												
20839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	67	0																	
20857	3	0	4	7	0	0	0	0	12	4	4	0	0	0	0	0	0	0	0	0	0	false	0	5	0	0	0	4	6	1	0	10				Exam Expense                                                                                                                                                                                     	Public Relations                                                                                                                                                                                 	Dues and Memberships                                                                                                                                                                             											
20866	0	0	0	56	0				39	23			0		0		0	1005				false	0	20			0	0	0	0	0	0				SOFTWARE MAINTANENCE                                                                                                                                                                             	TELEPHONE EXPENSE                                                                                                                                                                                					INVESTMENT FROM PARENT                                                                                                                                                                           							
21256	0	0	3	7	2								0		0		0					false	0	3			0	6	1	0	12	3																	
21359	3	0	5	0	0				3	4		3	0		0		0					false	0	0			0	6	0	0	5	5				OTHER INS                                                                                                                                                                                        	CORRESPONDENT BANK CHARGES                                                                                                                                                                       		TAX REFUND                                                                                                                                                                                       										
21630	0	0	20	0	0	0	0	0	18	15	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	13	0				Ad Valorem Tax Expense                                                                                                                                                                           	Service Charge Correspondents                                                                                                                                                                    												
21658	0	0	23	0	39	0	0	0	17	0	0	0	0	0	0	0	0	0	0	806	0	false	0	18	0	0	0	26	0	0	78	0				CORRESPONDENT FEES                                                                                                                                                                               								MERGER WITH BANK OF BUFFALO                                                                                                                                                                      					
22048	0	0	0	0	0	41	0	0	50	45	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Miscellaneous Customer Fee                                                                                                                                                                       			Forclosed Property Expense                                                                                                                                                                       	Other Outside Service                                                                                                                                                                            												
22235	0	0	0	0	0	180	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	155	0	Georgia First Mortgage - SRP                                                                                                                                                                     	Georgia First Mortgage - L/P ADJ                                                                                                                                                                 															
22356	62	0	8	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	19	0	0	13	37	21	8	44	44																	
22459	11	0	16	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	15	0	0	2	0	15	10	42	14																	
22543	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	15	Data Processing Income                                                                                                                                                                           																
22552	7	0	5	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	6	0	0	1	0	2	2	0	0	data processing                                                                                                                                                                                  																
22730	17	0	24	0	0	26	0	0	25	14	14	0	0	0	0	0	0	-2	0	0	0	false	0	0	0	0	0	0	0	0	55	14	Secondary Market Fees                                                                                                                                                                            			Director Fees                                                                                                                                                                                    	Donations                                                                                                                                                                                        	Accounting Fees                                                                                                                                                                                  				Dividend to Holding Company                                                                                                                                                                      							
22936	39	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	71	28	Mortgage Loan Fees                                                                                                                                                                               																
22954	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	-4	0	0	20	0	0	35	0				service charges on correspondent accounts                                                                                                                                                        											overstated income by $4,000 12/31/02                                                                                                                                                             		
23036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	false	6	0	0	0	0	0	0	0	307	0										Capital Infusion                                                                                                                                                                                 							
23045	0	0	0	24	0	4	0	0	15	7	-38	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	10	5	other fee income                                                                                                                                                                                 			Exam and Audit Fees                                                                                                                                                                              	Telephone Expense                                                                                                                                                                                	accounts payable expense                                                                                                                                                                         											
23241	0	0	0	0	0	0	0	0	722	556	0	0	0	0	0	0	0	0	0	0	0	false	0	487	0	0	0	488	0	0	1204	0				Low income housing                                                                                                                                                                               	Telephone                                                                                                                                                                                        												
23456	14	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	13				Service Fees                                                                                                                                                                                     													
23504	82	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	77	0	Merchant Income                                                                                                                                                                                  																
23540	30	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	DEBIT CARD INTERCHANGE                                                                                                                                                                           																
23643	35	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				OTHER LOSSES & WRITE DOWNS                                                                                                                                                                       													
23755	30	0	0	0	0	0	0	0	48	24	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	48	0				Telephone                                                                                                                                                                                        	Real Estate Tax                                                                                                                                                                                  												
23812	193	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
24006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
24266	712	0	50	843	99	167	1489	318	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	350	0	0	82	0	91	545	1255	345	Miscellaneous Income                                                                                                                                                                             	Merchant Discount Fees                                                                                                                                                                           	Loan Fees                                                                                                                                                                                        														
24453	0	0	10	0	12	0	0	0	9	9	9	0	0	0	0	0	0	0	0	0	0	false	0	14	0	0	0	0	0	0	31	0				Office Supplies                                                                                                                                                                                  	OCC Assessment                                                                                                                                                                                   	Business Development                                                                                                                                                                             											
24659	3	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	3	0	0	0	0	0	0	3	9																	
24668	17	1	29	1	4	0	0	0	27	20	0	0	0	0	0	0	0	0	0	0	0	false	0	19	0	0	8	0	6	12	2	10				Professional fees                                                                                                                                                                                	Software maintenance                                                                                                                                                                             												
24855	0	0	0	0	0	0	0	0	4	2	4	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	2	2				ACCTG.                                                                                                                                                                                           	ATM-POS                                                                                                                                                                                          	PROP & CASUALTY INS.                                                                                                                                                                             											
24949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
25357	0	0	2	0	1	22	3	0	20	62	0	0	0	0	0	0	0	0	0	0	0	false	0	7	0	0	6	0	2	2	9	0	Computer                                                                                                                                                                                         	Misc                                                                                                                                                                                             		Fee                                                                                                                                                                                              	Misc.                                                                                                                                                                                            												
25647	26	0	41	19	39	3	15	0	12	14	0	0	0	0	0	0	0	0	0	0	0	false	0	14	0	0	0	0	5	5	3	24	debit card transaction fees                                                                                                                                                                      	Trust Fees                                                                                                                                                                                       		Audit Expense (Accrual)                                                                                                                                                                          	Telephone                                                                                                                                                                                        												
25852	85	0	0	0	0	0	0	0	258	115	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	63	0	0	93				Holding Company Management Fees                                                                                                                                                                  	Telephone\Dataline Expense                                                                                                                                                                       												
26149	0	0	9	0	0	10	0	0	10	10	9	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	26	0	Real estate loan sales premium                                                                                                                                                                   			Telephone                                                                                                                                                                                        	Correspondent bank s/c                                                                                                                                                                           	ORE Expense                                                                                                                                                                                      											
26233	0	0	0	0	0	0	0	0	271	180	106	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	173	0				Auto Loan Servicing Expense                                                                                                                                                                      	Loan Administration Expense                                                                                                                                                                      	Management Fee Expense                                                                                                                                                                           											
26242	47	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
26457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	5	8																	
26756	0	0	0	18	8	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4	0	0	0	7				Consulting Fees                                                                                                                                                                                  													
26765	0	0	16	0	0	9	0	0	17	10	0	0	0	0	0	0	0	0	0	0	0	false	0	8	0	0	0	0	9	0	30	9	Other Misc. Income                                                                                                                                                                               			Other Insurance Expenses                                                                                                                                                                         	Service Charges from Correspondent Banks                                                                                                                                                         												
26859	0	0	0	0	0	0	0	0	135	9	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	86	0				year end expense                                                                                                                                                                                 	telephone                                                                                                                                                                                        												
26916	0	0	0	0	0	73	0	0	418	73	87	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	105	0	Success Card Fees                                                                                                                                                                                			Management Fees                                                                                                                                                                                  	Telephone                                                                                                                                                                                        	FFA Expense                                                                                                                                                                                      											
27548	63	0	26	88	10	64	0	0	75	90	54	0	0	0	0	0	0	0	0	0	0	false	0	57	0	0	13	77	12	7	195	63	Net Merchant / Interchange                                                                                                                                                                       			Telephone and Telecommunications                                                                                                                                                                 	Other Professional Fees                                                                                                                                                                          	Miscellaneous Expense                                                                                                                                                                            											
27614	0	0	56	0	0	0	0	0	45	61	71	0	0	0	0	0	0	0	0	0	0	false	0	54	0	0	0	0	0	0	54	46				TELEPHONE                                                                                                                                                                                        	EXAMINATION & AUDIT FEES                                                                                                                                                                         	CORPORATE FRANCHISE TAX                                                                                                                                                                          											
27838	21	0	19	70	7	16	130	0	14	27	77	0	0	0	0	0	0	0	0	0	0	false	0	17	0	0	5	0	4	170	124	28	Merchant Processing                                                                                                                                                                              	Mortgage Origination                                                                                                                                                                             		Correspondent Bank Fees                                                                                                                                                                          	Armored Car Service                                                                                                                                                                              	ATM Services                                                                                                                                                                                     											
27847	38	3	14	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	27	0	0	5	26	5	9	13	38																	
28013	90	0	70	270	38	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	65	0	0	0	296	0	68	227	0	FHLB Stock                                                                                                                                                                                       																
28152	3	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	5	0	0	0	9	2	0	20	8																	
28255	23	0	26	0	0	38	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	false	0	18	0	0	0	0	0	0	46	19	ISP Access Fees                                                                                                                                                                                  			ISP Access Expenses                                                                                                                                                                              													
28349	3	0	8	0	6	3	15	468	341				0		0		0					false	0	9			1	0	0	1	5	6	Management Fee                                                                                                                                                                                   	ORE Sales Gain                                                                                                                                                                                   	Net Income - subsidiary                                                                                                                                                                          	Profit allocation - subsidiary                                                                                                                                                                   													
28406	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	187	0	0	208	0																	
28572	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	14	0	0	0	12				OH franchise tax                                                                                                                                                                                 													
28732	9	0	0	0	0	0	0	0	11	18	16	0	0	0	0	0	0	0	0	0	0	false	0	8	0	0	0	14	0	0	24	0				Bad Check Expense                                                                                                                                                                                	Directors' Deferred Benefit Plan Expense                                                                                                                                                         	Implicit Earnings Expense on Directors' Deferred Benefit                                                                                                                                         											
29104	177	0	45	92	24	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	60	0	0	29	180	26	137	124	135	L/C fee income                                                                                                                                                                                   																
29159	3	0	0	1	1	1	5	0	6	8	0	0	0	0	0	0	0	0	0	0	0	false	0	4	0	0	0	0	3	1	0	7	EXCHANGE                                                                                                                                                                                         	OTHER NON INTEREST INCOME                                                                                                                                                                        		EXAM FEES                                                                                                                                                                                        	CORR. BANK CHARGES                                                                                                                                                                               												
29252	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	false	0	11	0	0	0	0	0	29	69	0				Correspondent Fees                                                                                                                                                                               													
29636	93	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	false	0	103	0	0	0	0	0	0	0	0				Office Supplies                                                                                                                                                                                  													
29850	5	0	8	0	2	17	7	7	21	68	9	0	0	0	0	0	0	0	0	0	0	false	0	15	0	0	1	14	11	13	33	11	EXCHANGE                                                                                                                                                                                         	CREDIT LIFE INSURANCE                                                                                                                                                                            	MISC. INCOME                                                                                                                                                                                     	AUDIT FEES                                                                                                                                                                                       	MISC. INCOME                                                                                                                                                                                     	INSURANCE & BONDS                                                                                                                                                                                											
29944	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	4	0	0	0	0	0	0	0	7																	
29953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
30025	0	0	0	0	0	87	66	64	72	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	215	0	Fees - Merchant Cards                                                                                                                                                                            	Fees - BANCLUB                                                                                                                                                                                   	Fees - Check Cards                                                                                                                                                                               	Credit Card Charges                                                                                                                                                                              													
30052	4	5	11	12	6	96	12	0	32	12	89	0	0	0	0	0	0	0	0	0	0	false	0	6	0	0	2	5	0	10	32	15	Ln origination & Ln premium fees                                                                                                                                                                 	Other Income                                                                                                                                                                                     		Depr on F/F                                                                                                                                                                                      	Courier Expense                                                                                                                                                                                  	All other expense                                                                                                                                                                                											
30146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
30155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	22	0																	
30258	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	-12	0	0	0	0	49	0	0															12/31/02 non-post; system posted 2003                                                                                                                                                            		
30418	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	3000	0	0	0	false	0	0	0	0	0	0	0	0	59	0				Professional Fees                                                                                                                                                                                						Capital Contributions                                                                                                                                                                            							
30502	0	0	0	0	0	0	0	0	1402	0	0	0	0	0	0	0	0	1000	0	0	0	false	0	0	0	0	0	0	0	0	0	58				Intercompany expense                                                                                                                                                                             						Capital contribution from parent company                                                                                                                                                         							
30650	34	0	33	0	0	149	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Secondary Market Commissions                                                                                                                                                                     			Computer Expenses                                                                                                                                                                                													
30810	0	0	0	0	0	197094	0	0	453475	21657	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Other Fee Income                                                                                                                                                                                 			Cardmember Servicing Fee                                                                                                                                                                         	Cardmember Fraud Losses                                                                                                                                                                          												
30856	0	0	0	0	0	24	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Lease Rental Income                                                                                                                                                                              	Net Income in Subsidiary                                                                                                                                                                         															
31134	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	29	0	0	0	0	0	0	73	20																	
31152	2	4	4	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	4	0	0	1	9	5	0	26	9																	
31255	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Item processing expenses                                                                                                                                                                         													
31303	0	0	0	0	0	0	0	0	1000	882	700	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	2048	0	0	1527	0				Audit fees                                                                                                                                                                                       	Special Board Committee Expenses                                                                                                                                                                 	Telephone expense                                                                                                                                                                                											
31657	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	false	0	0	0	0	0	0	12	14	47	0				PROFESSIONAL SERVICE                                                                                                                                                                             								ROUNDING                                                                                                                                                                                         					
31826	0	0	49	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Other Taxes                                                                                                                                                                                      													
31835	0	0	23	15	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	false	0	14	-6	0	0	68	13	0	0	21				Professional Fees                                                                                                                                                                                											Post Closing Adjusting Entries                                                                                                                                                                   		
32159	35	0	17	134	7	85	13	0	10	7	0	0	0	0	0	0	0	0	0	0	0	false	0	15	0	0	4	0	2	10	77	24	LOAN FEES                                                                                                                                                                                        	LATE CHARGES ON LOANS                                                                                                                                                                            		OTHER REAL ESTATE OWNED EXPENSE                                                                                                                                                                  	CONSULTING FEES                                                                                                                                                                                  												
32234	7	0	6	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	7	0	0	7	0	3	8	31	9																	
32766	0	0	0	0	0	0	0	0	6	12	5	0	0	0	0	0	0	0	0	0	0	false	0	8	0	0	0	0	0	0	29	0				AUDIT EXPENSE                                                                                                                                                                                    	YEAR END EXPENSE                                                                                                                                                                                 	OCC AUDIT & EXPENSE                                                                                                                                                                              											
33147	0	0	0	0	0	57	0	0	28	0	0	0	0	0	0	0	0	175	0	0	0	true	0	0	0	0	0	0	0	0	37	0	Data Processing Fees                                                                                                                                                                             			Depreciation - Data Processing Software                                                                                                                                                          						Capital contributions with no stock issuance.                                                                                                                                                    							
33259	157	0	0	0	0	78	99	180	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	105	0	loan service release premium                                                                                                                                                                     	orig. fee - MLA Held for Sale                                                                                                                                                                    	affiliate bank D/P service                                                                                                                                                                       														
33268	8	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	false	0	11	0	0	0	0	0	0	0	11				ACCOUNTING & AUDIT FEES                                                                                                                                                                          													
33549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
33727	0	0	0	0	0	0	0	0	64	44	47	0	0	0	0	0	0	0	0	0	0	false	0	109	0	0	0	0	59	98	142	78				Telephone                                                                                                                                                                                        	Travel & Entertainment                                                                                                                                                                           	Consulting Fees                                                                                                                                                                                  											
33754	1	0	8	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	5	0	0	0	0	5	0	0	10																	
33772	0	0	0	0	0	171							0		0		0					false	0	0			0	194	0	0	873	163	Debit card / merchant discount fees                                                                                                                                                              																
33839	2	1	7	1	1	1	0	0	2	10	2	0	0	0	0	0	0	0	0	0	0	false	0	3	0	0	1	0	4	6	17	3	Miscellaneous                                                                                                                                                                                    			Telephone                                                                                                                                                                                        	Miscellaneous                                                                                                                                                                                    	FDIC & State Exam Fee                                                                                                                                                                            											
33857	12	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	false	0	9	0	0	0	0	0	0	34	11				Consultants fees                                                                                                                                                                                 													
34153	0	0	0	0	0	0	0	0	119	137	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Loss on Unamortized Tax Exempt Loan Premium                                                                                                                                                      	Item Processing Services                                                                                                                                                                         												
