"IDRSSD"	RCFD0010	RCFD1350	RCFD1395	RCFD1651	RCFD1727	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD2243	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3819	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB528	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB613	RCFDB614	RCFDB616	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB645	RCFDB646	RCFDB647	RCFDB648	RCFDB649	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB674	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCON0010	RCON1350	RCON1395	RCON1651	RCON1727	RCON1754	RCON1773	RCON2170	RCON2221	RCON2243	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3819	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	
345345																																																																																																																																																																																	1711	2700	0	0	0	0	11310	125023	0	0	1304	0	9557	126457	0	0	0	0	9810	0	0	90	0	3160	0	0	1297	1297	3273	16368	14858	6164	91416	996	0	0.0677	0.0945	0.0820	0.0000	0.0000	0.0000	8513	1297	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	
345747																																																																																																																																																																																	8504	4622	0	0	0	61874	2008	176737	0	0	1560	0	22461	177283	0	0	0	0	23744	0	0	495	0	1109	0	0	1318	1318	5469	46752	61997	5647	64049	0	0	0.1265	0.2257	0.2132	0.0000	0.0000	0.0000	22426	1318	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	
345756																																																																																																																																																																																	6206	6425	0	0	0	0	9768	137460	0	0	1277	0	26357	135041	0	0	0	0	27580	0	0	410	0	7396	0	0	1280	1280	4166	18734	42637	4295	73110	0	0	0.1948	0.2695	0.2570	0.0000	0.0000	0.0000	26300	1280	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
346566																																																																																																																																																																																	1168	6745	0	0	0	0	16506	46964	0	0	198	0	3534	47041	0	0	0	0	3432	0	0	19	0	0	0	0	198	198	1583	21461	6747	2325	17071	0	0	0.0687	0.1386	0.1306	0.0000	0.0000	0.0000	3234	198	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
347022																																																																																																																																																																																	4732	28365	0	0	0	1005	17546	119243	0	0	965	0	17306	119520	0	0	0	0	18123	0	0	466	0	1254	0	0	917	917	3293	47178	13435	5997	56145	0	0	0.1440	0.2471	0.2346	0.0000	0.0000	0.0000	17206	917	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	
347639																																																																																																																																																																																	12562	7000	0	0	0	31404	40483	253272	45	0	2356	0	25823	248325	0	0	0	0	26942	0	0	500	5	23264	0	0	2356	2401	5654	65890	18011	10861	164352	0	0	0.0989	0.1356	0.1235	0.0000	0.0000	0.0000	24541	2401	1166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
347657																																																																																																																																																																																	802	1000	0	0	0	4045	511	23161	0	0	334	0	4516	22750	0	0	0	0	4756	0	0	0	0	426	0	0	248	248	1102	3123	469	799	18790	0	0	0.1982	0.2405	0.2279	0.0000	0.0000	0.0000	4508	248	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	
347956																																																																																																																																																																																	6713	3100	0	0	0	4131	3468	112592	0	0	822	0	8693	111973	0	0	0	0	9313	0	0	567	0	11758	0	0	822	822	6960	10561	9037	2916	86520	570	0	0.0758	0.0957	0.0872	0.0000	0.0000	0.0000	8491	822	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
348159																																																																																																																																																																																	1118	0	0	0	0	130	4863	44230	0	0	364	0	4378	41870	0	0	0	0	4619	0	0	0	0	0	0	0	364	364	906	4545	6700	1557	32284	0	0	0.1016	0.1264	0.1164				4255	364	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
348207																																																																																																																																																																																	7206	5263	0	0	0	79813	13934	410363	0	0	910	0	33870	405031	0	0	0	0	33952	0	0	0	0	0	0	0	910	910	2732	50154	249118	12831	108393	16162	324	0.0817	0.1397	0.1360	0.0000	0.0000	0.0000	33042	910	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
348458																																																																																																																																																																																	4020	5150	0	0	0	32254	8846	142683	0	0	1206	0	10391	145129	0	0	0	0	11428	0	0	355	0	4440	0	0	1171	1171	15835	37839	13111	2187	76970	0	0	0.0707	0.1221	0.1096	0.0000	0.0000	0.0000	10257	1171	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	
348542																																																																																																																																																																																	3144	3891	0	0	0	0	32908	131258	0	0	802	0	13489	128621	89	0	0	0	13810	0	0	161	105	0	0	0	802	802	2122	27576	48101	2821	53781	0	0	0.1011	0.1652	0.1556	0.0000	0.0000	0.0000	13008	802	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
348551																																																																																																																																																																																	9027	0	0	0	0	0	95466	310724	0	0	2637	0	22630	321611	71	0	0	0	23581	0	0	2820	0	2021	0	0	2606	2606	14539	87096	44004	10388	165182	0	0	0.0652	0.1131	0.1006	0.0000	0.0000	0.0000	20975	2606	1655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	
348720																																																																																																																																																																																	44477	0	0	0	0	0	32237	351643	0	0	3178	0	29541	318260	0	0	0	0	31396	5672	0	0	305	35346	0	0	3178	3178	4553	73144	102576	15492	172698	0	0	0.0888	0.1225	0.1101	0.0000	0.0000	0.0000	28218	3178	790	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	
348748																																																																																																																																																																																	5772	268	0	0	0	2447	9391	86236	0	0	691	0	7194	86664	0	0	0	0	7777	0	0	162	0	0	0	0	691	691	2348	11115	22527	2036	50679	1934	0	0.0818	0.1209	0.1102	0.0000	0.0000	0.0000	7086	691	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
349129																																																																																																																																																																																	3452	10028	0	0	0	100	34355	95926	0	0	637	0	16711	95216	0	0	0	0	16801	0	0	145	0	0	0	0	521	521	7039	37759	33474	0	17637	0	0	0.1710	0.4005	0.3880	0.0000	0.0000	0.0000	16280	521	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	
349165																																																																																																																																																																																	4556	21185	0	0	0	991	11884	82679	0	0	634	0	6990	81782	0	0	0	0	6832	0	0	248	0	0	0	0	528	528	2154	43098	9612	4562	28282	0	0	0.0776	0.1637	0.1511	0.0000	0.0000	0.0000	6304	528	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	
349343																																																																																																																																																																																	2139	0	0	0	0	332	5211	66656	0	0	537	0	5476	67472	1133	0	0	0	5860	0	0	0	212	0	0	0	537	537	1471	5964	17997	4446	41608	0	0	0.0789	0.1124	0.1021	0.0000	0.0000	0.0000	5323	537	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
349370																																																																																																																																																																																	21762	0	0	0	0	0	36360	373664	0	0	2402	0	43075	368130	0	0	0	0	44665	0	0	0	0	2260	0	0	2402	2402	1588	59976	102908	15003	210559	4378	0	0.1148	0.1623	0.1536	0.0000	0.0000	0.0000	42263	2402	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
350433																																																																																																																																																																																	3821	3049	0	0	0	0	25853	95499	0	0	537	0	9451	94323	0	0	0	0	10104	0	0	0	54	0	0	0	537	537	1263	29594	11181	4941	54114	0	0	0.1014	0.1539	0.1457	0.0000	0.0000	0.0000	9567	537	-163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	
350554																																																																																																																																																																																	21984	16100	0	0	0	5682	41955	254545	0	0	1338	0	23321	243102	0	0	0	0	20753	0	0	349	0	4077	0	0	1338	1338	9478	87367	18712	15140	136189	0	100	0.0810	0.1255	0.1174	0.0000	0.0000	0.0000	19415	1338	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
350657																																																																																																																																																																																	3415	2534	0	0	0	0	14806	31723	0	0	103	0	3472	30680	0	0	0	0	3150	0	0	64	0	1000	0	0	103	103	1833	18921	0	650	10648	0	0	0.0993	0.2136	0.2066	0.0000	0.0000	0.0000	3047	103	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
350750																																																																																																																																																																																	5225	2415	0	0	0	496	23569	81597	0	0	418	0	6013	83758	0	0	0	0	5918	0	0	114	0	1914	0	0	418	418	8160	15287	13783	5092	44273	0	0	0.0657	0.1074	0.0998	0.0000	0.0000	0.0000	5500	418	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
351122																																																																																																																																																																																	69675	14000	0	0	0	0	388322	1607325	0	0	15429	0	128914	1572990	0	0	0	0	134484	0	0	3609	0	5955	0	0	14195	14195	28149	354338	340227	71509	888073	14082	0	0.0768	0.1189	0.1064	0.0000	0.0000	0.0000	120289	14195	6865	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	1234	
351131																																																																																																																																																																																	545	5430	0	0	0	0	30868	59192	0	0	369	0	11638	54579	0	0	0	0	11305	0	0	2573	0	0	0	0	369	369	6003	25923	6404	2654	20099	0	0	0.2004	0.3640	0.3521	0.0000	0.0000	0.0000	10936	369	702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
351207																																																																																																																																																																																	15472	35386	0	0	0	211	104548	476990	0	0	2974	0	38891	465750	0	0	0	0	37797	0	0	0	463	14555	0	0	2974	2974	42377	78276	211693	22383	143168	1442	0	0.0753	0.1389	0.1279	0.0000	0.0000	0.0000	34823	2974	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517	0	
351355																																																																																																																																																																																	3102	1500	0	0	0	0	19062	57393	0	0	432	0	6336	56169	0	0	0	0	6124	0	0	30	33	0	0	0	399	399	5236	16151	13797	1797	21806	0	0	0.1022	0.1918	0.1793	0.0000	0.0000	0.0000	5725	399	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	
351560																																																																																																																																																																																	28328	17485	0	0	0	2034	0	135940	0	0	1448	0	12701	140716	0	0	0	0	14013	0	0	0	1783	14000	0	0	1312	1312	7271	40709	997	4485	88411	0	0	0.0903	0.1337	0.1212	0.0000	0.0000	0.0000	12701	1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	
351850																																																																																																																																																																																	2941	0	0	0	0	0	12144	110732	0	0	1194	0	11090	110611	0	0	0	0	12032	0	0	160	0	0	0	0	1164	1164	2266	3520	27285	1978	78633	0	0	0.0983	0.1293	0.1168	0.0000	0.0000	0.0000	10868	1164	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	
352035																																																																																																																																																																																	2589	2000	0	0	0	0	26491	170182	0	0	1375	0	15864	165726	142	0	0	0	14067	0	0	697	0	5390	0	0	1375	1375	1267	28238	15827	9059	122883	0	0	0.0779	0.1006	0.0907	0.0000	0.0000	0.0000	12692	1375	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
352558																																																																																																																																																																																	70088	0	0	0	0	0	203410	915679	0	0	13161	0	209374	915519	0	0	192295	0	102112	0	0	320	6743	93682	0	0	7099	7099	209523	63945	123441	29355	413640	0	0	0.1177	0.1817	0.1691	0.0000	0.0000	0.0000	95013	7099	6409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6062	
352651																																																																																																																																																																																	1608	2000	0	0	0	0	3173	11575	0	0	45	0	1130	9938	0	0	0	0	1086	0	0	141	0	0	0	0	45	45	131	6194	1735	258	3425	0	0	0.1047	0.1914	0.1835				1041	45	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
352745																																																																																																																																																																																	11127	5123	0	0	0	1632	18090	105791	0	0	524	0	10863	104997	0	0	0	0	10741	0	0	0	248	3899	0	0	524	524	17884	17109	19061	2836	51282	0	0	0.0973	0.1620	0.1541	0.0000	0.0000	0.0000	10217	524	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
352772																																																																																																																																																																																	54450	1825	0	0	0	15546	313458	2093961	993	0	18592	0	189543	2087938	0	0	0	0	174053	0	0	730	1018	11575	0	0	18592	19585	43692	284149	554447	60519	1194699	20262	0	0.0751	0.1133	0.1006	0.0000	0.0000	0.0000	154468	19585	2698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
352820																																																																																																																																																																																	3543	0	0	0	0	91	16527	62624	0	0	435	0	4793	62705	0	0	0	0	5022	0	0	28	0	0	0	0	435	435	4698	16278	13690	2133	28051	0	0	0.0732	0.1315	0.1201	0.0000	0.0000	0.0000	4587	435	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
352857																																																																																																																																																																																	17535	11155	0	0	0	1056	26874	543826	0	0	4392	0	79414	550814	0	0	0	0	48156	0	0	549	10027	25348	0	0	4392	4392	13146	52548	108858	46375	337115	4219	0	0.0850	0.1148	0.1043				43764	4392	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
353023																																																																																																																																																																																	957	2310	0	0	0	7491	0	21156	0	0	130	0	2760	21128	0	0	0	0	2890	0	0	0	0	0	0	0	130	130	2636	7967	3502	392	7181	0	0	0.1306	0.2746	0.2622	0.0000	0.0000	0.0000	2760	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
353069																																																																																																																																																																																	1954	5980	0	0	0	2405	0	40530	0	0	360	0	5482	40088	3	0	0	0	5842	0	0	0	0	0	0	0	360	360	840	8979	4234	1207	26837	0	0	0.1367	0.1900	0.1783	0.0000	0.0000	0.0000	5482	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
353238																																																																																																																																																																																	3484	4374	0	0	0	2850	26556	117735	0	0	978	0	13466	118629	0	0	0	0	13678	5000	0	68	0	0	0	0	979	979	2566	21524	26540	6984	67502	80	0	0.1070	0.1601	0.1487				12699	979	582	399	7500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	185	0	
353322																																																																																																																																																																																	1169	794	0	0	0	1932	5623	19115	0	0	148	0	1536	19247	0	0	0	0	1604	0	0	0	210	0	0	0	120	120	1492	7282	4625	912	5778	0	0	0.0771	0.1681	0.1556	0.0000	0.0000	0.0000	1484	120	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	
353359																																																																																																																																																																																	11746	0	0	0	0	2181	301	63966	0	0	371	0	4653	63199	0	0	0	0	5022	0	0	0	91	0	0	0	371	371	10	13802	22675	1431	27849	0	0	0.0736	0.1196	0.1108				4651	371	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
353546																																																																																																																																																																																	1443	7000	0	0	0	0	10692	62264	0	0	328	0	6596	57080	0	0	0	0	6248	0	0	202	0	0	0	0	328	328	1561	17655	12367	4148	30704	0	0	0.1046	0.1538	0.1457	0.0000	0.0000	0.0000	5920	328	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
353555																																																																																																																																																																																	113080	183140	0	0	0	24554	181709	1372934	19	0	11505	0	127745	1349895	0	0	0	0	134453	6839	0	1042	8792	188396	0	0	11505	11524	52520	459029	140585	59163	727489	20133	0	0.0911	0.1359	0.1243	0.0000	0.0000	0.0000	122929	11524	4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
353724																																																																																																																																																																																	3725	12173	0	0	0	5519	7	121175	0	0	1009	0	15993	119248	0	0	0	0	17002	0	0	0	2304	0	0	0	1009	1009	2354	20081	30888	5106	68861	0	0	0.1341	0.1900	0.1787	0.0000	0.0000	0.0000	15993	1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
353751																																																																																																																																																																																	3173	3900	0	0	0	0	28585	114629	0	0	1049	0	11416	113161	0	0	0	0	11608	0	0	251	0	3974	0	0	1013	1013	8305	33088	2517	5608	70913	0	0	0.0936	0.1433	0.1308	0.0000	0.0000	0.0000	10595	1013	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	
353957																																																																																																																																																																																	2088	800	0	0	0	0	21200	38290	0	0	831	0	8051	38003	0	0	0	0	7629	0	0	0	0	642	0	0	199	199	4669	20937	2487	645	10407	0	0	0.1955	0.4996	0.4865	0.0000	0.0000	0.0000	7430	199	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632	
354057																																																																																																																																																																																	6423	4065	0	0	0	9791	35697	89846	0	0	361	0	14495	91219	0	0	0	0	14501	0	0	0	41	0	0	0	361	361	6785	40697	12736	4935	29617	0	0	0.1550	0.3285	0.3203	0.0000	0.0000	0.0000	14140	361	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
354132																																																																																																																																																																																	2636	971	0	0	0	0	19455	69755	0	0	436	0	7908	67312	0	0	0	0	4620	0	0	0	0	1318	0	0	436	436	1983	18532	13874	4616	34635	0	0	0.0650	0.1006	0.0911	0.0000	0.0000	0.0000	4184	436	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
354253																																																																																																																																																																																	637	0	0	0	0	1149	3982	21466	0	0	368	0	2330	21601	0	0	0	0	2403	0	0	0	0	0	0	0	175	175	349	8096	1829	1707	11436	0	0	0.1031	0.1744	0.1617				2228	175	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	
354310																																																																																																																																																																																	40898	8077	0	0	0	137331	168955	1076602	0	0	9221	0	101350	1060945	376	0	0	0	106113	10000	0	10546	9986	44609	367	0	9899	9899	11733	299898	132514	46404	634965	0	0	0.0908	0.1340	0.1215	0.0000	0.0000	0.0000	96214	9899	3610	564	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	664	0	76	
354552																																																																																																																																																																																	1174	2700	0	0	0	0	19721	85352	0	0	619	0	7660	84470	0	0	0	0	7967	0	0	375	0	361	0	0	619	619	393	23164	20391	3255	41586	812	0	0.0871	0.1398	0.1290	0.0000	0.0000	0.0000	7348	619	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
354851																																																																																																																																																																																	338	1477	0	0	0	0	4349	21234	0	0	370	0	2010	21430	0	0	0	0	2134	0	0	76	0	0	0	0	193	193	1197	5569	1049	962	13686	0	0	0.0906	0.1402	0.1275	0.0000	0.0000	0.0000	1941	193	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	
354954																																																																																																																																																																																	1244	245	0	0	0	964	8202	26901	0	0	375	0	3554	26943	0	0	0	0	3573	0	0	18	0	757	0	0	226	226	581	8878	3167	887	14320	0	0	0.1242	0.1993	0.1867	0.0000	0.0000	0.0000	3347	226	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	
355120																																																																																																																																																																																	16263	27378	0	0	0	4755	11542	207049	0	0	1526	0	20908	201861	0	0	0	0	22306	0	0	572	0	0	0	0	1526	1526	6887	51811	17486	9508	132196	0	0	0.1029	0.1469	0.1368	0.0000	0.0000	0.0000	20780	1526	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
355559																																																																																																																																																																																	4080	700	0	0	0	0	17889	93576	0	0	401	0	8228	92888	200	0	0	0	8302	0	0	0	0	5082	0	0	401	401	2112	8323	40224	3584	42790	16582	0	0.0851	0.1236	0.1177	0.0000	0.0000	0.0000	7901	401	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
355737																																																																																																																																																																																	1450	1635	0	0	0	874	0	10229	0	0	75	0	1558	9225	0	0	0	0	1634	0	0	0	0	0	0	0	76	76	645	3575	1460	280	4624	0	0	0.1689	0.2692	0.2567	0.0000	0.0000	0.0000	1558	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
355746																																																																																																																																																																																	5816	500	0	0	0	11342	7290	67525	0	0	583	0	6111	66860	0	0	0	0	6592	0	0	1816	0	0	0	0	578	578	3649	21131	5999	2804	37181	0	0	0.0900	0.1426	0.1301	0.0000	0.0000	0.0000	6014	578	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	
355821																																																																																																																																																																																	3270	9800	0	0	0	18914	27111	175448	0	0	1167	0	15961	175361	0	0	0	0	16784	0	0	565	0	0	0	0	1167	1167	8055	41771	33817	6152	92972	0	0	0.0891	0.1416	0.1318				15617	1167	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
355858																																																																																																																																																																																	5305	14265	0	0	0	865	5152	205666	0	0	18834	0	23623	206132	0	0	0	0	25669	0	0	1280	0	7181	0	0	2482	2482	5192	26514	7817	15310	184498	0	0	0.1127	0.1409	0.1272	0.0000	0.0000	0.0000	23187	2482	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16352	
356145																																																																																																																																																																																	1938	2905	0	0	0	1340	1992	18732	0	0	101	0	2050	17562	0	0	0	0	2114	0	0	0	10	0	0	0	101	101	750	6793	3410	368	7829	0	0	0.1146	0.1940	0.1847	0.0000	0.0000	0.0000	2013	101	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	
356239																																																																																																																																																																																	2435	2830	0	0	0	0	31749	119825	0	0	882	0	11730	122905	0	0	0	0	10236	0	0	164	28	2458	0	0	883	883	2613	26865	19202	7015	70655	0	0	0.0775	0.1173	0.1072	0.0000	0.0000	0.0000	9353	883	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
356350																																																																																																																																																																																	3066	19580	0	0	0	0	12547	162735	0	0	1462	0	13319	159236	0	0	0	0	14396	0	0	1315	0	2740	0	0	1462	1462	1446	35235	16833	4641	110075	241	0	0.0812	0.1124	0.1010	0.0000	0.0000	0.0000	12934	1462	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
356659																																																																																																																																																																																	2778	1000	0	0	0	30	11051	87865	0	0	683	0	8569	87276	119	0	0	0	9191	0	0	0	4	2645	0	0	683	683	370	14574	42209	1716	31293	0	0	0.0975	0.1622	0.1502	0.0000	0.0000	0.0000	8508	683	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
356752																																																																																																																																																																																	2622	3800	0	0	0	0	19297	46819	0	0	151	0	7096	45186	0	0	0	0	6822	0	0	125	0	0	0	0	151	151	7364	10294	15909	1289	12760	0	0	0.1476	0.2979	0.2913				6671	151	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
356930																																																																																																																																																																																	3458	7928	0	0	0	1135	27665	81342	0	0	738	0	9241	80666	75	0	0	0	9377	0	0	0	0	0	0	0	580	580	3052	31238	14021	1423	33158	0	0	0.1092	0.2026	0.1898	0.0000	0.0000	0.0000	8797	580	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	
356949																																																																																																																																																																																	5245	2278	0	0	0	6107	38194	88600	0	0	590	0	11596	87682	0	0	0	0	11534	0	0	175	0	470	0	0	454	454	13160	38049	17676	1606	19427	0	0	0.1264	0.3191	0.3065				11080	454	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	
357049																																																																																																																																																																																	14375	3525	0	0	0	709	82700	211594	0	0	1505	0	33371	214833	177	0	0	0	33370	0	0	0	0	4109	0	0	1505	1505	1719	86312	42942	5676	79843	1349	0	0.1483	0.2765	0.2641	0.0000	0.0000	0.0000	31865	1505	1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
357151																																																																																																																																																																																	2965	10150	0	0	0	25998	0	104482	0	0	765	0	17746	102201	0	0	0	0	18511	0	0	369	0	118	0	0	765	765	2900	37191	10776	3045	54380	0	0	0.1736	0.2749	0.2635	0.0000	0.0000	0.0000	17746	765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
357375																																																																																																																																																																																	27576	2285	0	0	0	0	40845	335676	0	0	6647	0	27489	335963	2470	0	0	0	30476	0	0	0	13436	0	0	0	3424	3424	4158	67218	69453	13770	200870	10133	0	0.0805	0.1126	0.0999	0.0000	0.0000	0.0000	27052	3424	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	3223	
357432																																																																																																																																																																																	8192	0	0	0	0	0	58253	206831	0	0	1032	0	14663	206276	0	0	0	0	15314	0	0	930	0	6943	0	0	1032	1032	20070	33801	44071	11380	109325	0	0	0.0692	0.1074	0.1002	0.0000	0.0000	0.0000	14282	1032	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
