"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDC980	RCFDC981	RCFDC982	RCFDC983	RCFDC984	RCFDC985	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	
386142																																																																																																																																																																																										2966	0	0	0	14733	69855	0	477	0	7008	68913	0	0	0	0	7566	0	0	809	0	0	0	477	477	527	17309	19402	3076	33270	84	0	0.1029	0.1602	0.1501	0	0	0	7089	477	-111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
386357																																																																																																																																																																																										1005	0	0	0	18235	28620	0	83	0	1723	29773	0	0	0	0	2379	0	0	0	0	0	0	83	83	7448	13718	3337	1590	4772	0	0	0.0771	0.259	0.25	0	0	0	2296	83	-573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
386432																																																																																																																																																																																										4943	0	0	11366	23026	82828	0	639	0	10979	83147	0	0	0	0	12330	0	0	0	0	0	0	557	557	1632	38176	16487	2477	28451	0	0	0.1416	0.2773	0.2648	0	0	0	11773	557	-794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
386450																																																																																																																																																																																										10778	0	0	25979	0	102506	0	577	0	9238	102884	0	0	0	0	9815	0	0	0	4440	0	0	577	577	2302	24264	18577	3166	57941	119	0	0.0898	0.132	0.1243	0	0	0	9238	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
386731																																																																																																																																																																																										6193	0	0	23806	61481	160039	0	610	0	21602	162403	0	0	0	0	23339	0	0	0	0	0	0	610	610	8332	73994	40450	6619	39103	0	0	0.14	0.3114	0.3033	0	0	0	22729	610	-1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
386825																																																																																																																																																																																										4232	0	0	27837	575	57730	0	202	0	7392	56368	0	0	0	0	7599	0	0	0	877	0	0	202	202	3545	32114	11488	1557	10793	0	0	0.1312	0.3204	0.3119	0	0	0	7397	202	-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
386852																																																																																																																																																																																										3187	0	0	455	21740	109432	0	1215	0	11722	108459	0	0	4152	0	8840	1527	0	0	0	0	0	941	941	774	31138	20715	3170	54494	1901	0	0.075843	0.117948	0.105393	0	0	0	7899	941	-486	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
387000																																																																																																																																																																																										20828	0	0	0	17574	728727	0	9617	0	66389	714041	47	0	0	0	70455	0	0	133	47154	0	0	8189	8189	3994	80000	71857	15004	578476	0	0	0.087731	0.107806	0.095276	0	0	0	62266	8189	-181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
387055																																																																																																																																																																																										8982	0	0	201	8627	67312	0	402	0	6979	63793	45	0	0	0	7355	0	0	0	1668	0	0	402	402	1318	16842	6653	7125	42863	0	0	0.109	0.1459	0.138	0	0	0	6953	402	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
387345																																																																																																																																																																																										2657	0	0	125	35574	82878	0	449	0	11577	81725	0	0	0	0	12669	0	0	0	1380	0	0	449	449	1822	38202	21397	4363	22881	0	0	0.1495	0.2978	0.2872	0	0	0	12220	449	-643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
388155																																																																																																																																																																																										11814	0	0	0	31190	203406	0	1563	0	18146	198087	0	0	0	0	20357	0	0	1993	11642	0	0	1563	1563	4469	37703	12068	8127	151377	2689	0	0.095098	0.118513	0.109414	0	0	0	18794	1563	-1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
388258																																																																																																																																																																																										509	0	0	0	4961	25298	0	231	0	3639	24373	9	0	0	0	3912	0	0	0	0	0	0	231	231	94	7171	97	648	18238	0	0	0.151	0.1983	0.1866	0	0	0	3681	231	-42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
388557																																																																																																																																																																																										431	0	0	2	1215	4288	0	41	0	1735	4185	0	0	0	0	1811	0	0	0	0	0	0	38	38	35	1740	0	150	2598	0	0	0.4237	0.6154	0.6024	0	0	0	1773	38	-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
388744																																																																																																																																																																																										5417	0	0	0	8035	180784	0	3014	0	19110	183692	0	0	0	0	20911	0	0	0	4177	0	0	1806	1806	1481	19937	48264	8214	114108	0	0	0.104	0.146	0.1334	0	0	0	19105	1806	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
388753																																																																																																																																																																																										1976	0	0	0	3817	23341	0	315	0	2583	23058	0	0	0	0	2853	0	0	0	0	0	0	222	222	75	5786	2646	736	15228	0	0	0.1141	0.1618	0.1492	0	0	0	2631	222	-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
388940																																																																																																																																																																																										4231	0	0	0	29096	102913	0	663	0	5607	101876	0	0	0	0	6689	0	0	1100	0	0	0	700	700	5320	32450	15328	5370	51135	0	0	0.0589	0.1016	0.091	0	0	0	5989	700	-535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
389059																																																																																																																																																																																										1386	0	0	0	7983	32193	0	306	0	2326	31408	0	0	0	0	2688	0	0	0	159	0	0	306	306	276	8624	631	2300	23053	0	0	0.0758	0.1065	0.0944	0	0	0	2382	306	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
389358																																																																																																																																																																																										2295	0	0	66756	2365	83763	0	39	0	15291	86988	0	0	0	0	15465	0	0	0	0	0	0	39	39	185	65970	8159	831	9623	0	0	0.1773	0.575	0.5735	0	0	0	15426	39	-135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
389826																																																																																																																																																																																										3689	0	0	676	12777	38879	0	97	0	3175	38454	0	0	0	0	3420	0	0	0	0	0	0	97	97	0	20736	14753	929	3710	0	0	0.0864	0.2245	0.2181	0	0	0	3323	97	-148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
390167																																																																																																																																																																																										13016	0	0	0	0	13422	0	0	0	13166	13397	0	0	0	0	13166	0	0	0	0	0	0	0	0	12	13016	0	394	394	0	0	0.982757	4.39306	4.39306	0	0	0	13166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
390336																																																																																																																																																																																										9653	0	0	0	158017	360644	0	2740	0	40146	356860	0	0	0	0	47782	0	0	0	0	0	0	2740	2740	4076	6927	204203	19505	155596	0	0	0.126218	0.182854	0.172369	0	0	0	45042	2740	-4896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
390457																																																																																																																																																																																										5584	0	0	0	44027	209667	0	1541	0	19699	214276	0	0	0	0	20558	0	0	3341	8431	0	0	1541	1541	3376	68065	18451	8290	120634	0	0	0.0895	0.1378	0.1275	0	0	0	19017	1541	-1069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
390840																																																																																																																																																																																										4155	0	0	0	10145	171629	0	1881	0	15452	168660	0	0	0	0	16396	0	0	1272	7267	0	0	1881	1881	1455	14903	22122	10918	134116	0	0	0.086564	0.10753	0.095194	0	0	0	14515	1881	-44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
390925																																																																																																																																																																																										33139	0	0	0	204594	1032512	0	18239	0	91594	1030455	2553	0	0	0	104496	0	0	0	49144	0	0	10151	10151	16353	225089	144742	44748	669619	4076	0	0.0916	0.13	0.1173	0	0	0	94345	10151	-3650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
391137																																																																																																																																																																																										24681	0	0	41899	313802	856611	0	4637	0	51687	852459	0	0	0	0	61876	0	0	0	48268	0	0	4637	4637	12957	346670	114609	35280	395938	0	0	0.067146	0.112758	0.104308	0	0	0	57239	4637	-5592	0	25000	0	0	0	0	0	0	0	0	0	0	0	0	0	
391249																																																																																																																																																																																										2161	0	0	500	38699	306470	0	3102	0	22586	301705	0	0	0	0	27456	0	0	0	11507	0	0	3102	3102	4266	38428	23572	9494	245074	125	0	0.0807	0.1013	0.0899	0	0	0	24354	3102	-1768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
391418																																																																																																																																																																																										10787	0	0	0	76712	183895	0	1190	0	33384	185791	0	0	0	0	36051	0	0	23	0	0	0	1190	1190	7715	72118	49824	6865	57666	0	0	0.187636	0.370202	0.357982	0	0	0	34861	1190	-1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
391557																																																																																																																																																																																										1251	0	0	3433	0	24449	0	181	0	2660	24655	0	0	0	0	2841	0	0	100	0	0	0	181	181	0	4191	8482	2312	11957	0	0	0.107889	0.166276	0.155683	0	0	0	2660	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
391838																																																																																																																																																																																										30161	0	0	0	102847	1121459	0	13929	0	95074	1102118	0	0	0	0	110289	0	0	115	90430	0	0	12971	12971	3254	141822	111312	26584	882649	659	0	0.088301	0.106358	0.093849	0	0	0	97318	12971	-2244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
391959																																																																																																																																																																																										700	0	0	0	4277	25825	0	351	0	2825	26242	0	0	0	0	3143	0	0	0	0	0	0	261	261	184	4233	3661	791	18191	0	0	0.1099	0.1513	0.1387	0	0	0	2882	261	-70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
391977																																																																																																																																																																																										18621	0	0	62563	852	466804	0	3008	0	51234	462478	0	0	0	0	52166	0	0	202	0	0	0	3008	3008	15445	69737	169259	40315	213295	0	2076	0.106772	0.166994	0.157365	0	0	0	49158	3008	-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
392031																																																																																																																																																																																										5342	0	0	0	5165	102947	0	797	0	8250	105062	160	0	0	0	9064	0	0	0	576	0	0	797	797	1637	13967	12312	2770	75855	0	0	0.0787	0.1065	0.0971	0	0	0	8267	797	-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
392152																																																																																																																																																																																										1070	0	0	5611	0	16578	0	284	0	1566	16740	0	0	0	0	1699	0	0	0	50	0	0	133	133	187	5890	2258	505	8527	0	0	0.0935	0.1587	0.1462	0	0	0	1566	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
392228																																																																																																																																																																																										139926	0	0	0	51442	7548541	0	85336	0	646299	7071551	2134	0	0	0	668118	0	0	0	141709	0	0	69891	69891	36531	2312357	669310	161343	4567575	0	0	0.085175	0.119829	0.107293	0	0	0	598227	69891	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
392255																																																																																																																																																																																										3559	0	0	3102	11126	61365	0	464	0	5768	61791	0	0	0	0	6310	0	0	0	1612	0	0	464	464	1598	15515	8415	4224	36379	0	0	0.0949	0.1414	0.131	0	0	0	5846	464	-242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
392358																																																																																																																																																																																										7837	0	0	0	14891	119888	0	649	0	15975	120222	0	0	0	0	17325	0	0	0	3058	0	0	649	649	3155	20100	31406	4201	66577	0	0	0.13871	0.19831	0.190882	0	0	0	16676	649	-701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
392778																																																																																																																																																																																										15168	0	0	3785	127263	236427	0	394	0	45686	236701	0	0	0	0	48939	0	0	0	1828	0	0	394	394	25867	117911	58237	13281	40072	0	0	0.20509	0.522367	0.518162	0	0	0	48545	394	-3001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
393252																																																																																																																																																																																										1328	0	0	158	39755	76043	0	895	0	10760	78063	0	0	0	0	12019	0	0	0	4747	0	0	451	451	24319	23152	2503	1982	27772	0	0	0.148188	0.337092	0.324443	0	0	0	11568	451	-808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
393355																																																																																																																																																																																										3056	0	0	193	22693	80008	13	620	0	6226	79677	0	0	0	0	7099	0	0	0	195	0	0	601	614	1217	31553	13537	5296	34812	3321	0	0.0815	0.1477	0.1349	0	0	0	6485	614	-330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
393757																																																																																																																																																																																										2086	0	0	408	21960	64055	0	542	0	5112	61200	0	0	0	0	5283	0	0	0	2251	0	0	488	488	720	31456	1275	1368	30853	0	0	0.0795	0.1318	0.1196	0	0	0	4795	488	-568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
393850																																																																																																																																																																																										2397	0	0	0	13171	104735	0	1870	0	10883	106864	0	0	0	0	12248	5000	0	0	2356	0	0	1101	1101	1905	12566	19740	6672	72657	0	0	0.1043	0.1403	0.1277	0	0	0	11147	1101	-264	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
393953																																																																																																																																																																																										9162	0	0	0	46094	209895	0	1456	0	20874	210276	0	0	0	0	23168	0	0	122	6372	0	0	1456	1456	15286	49310	50330	6776	97695	0	0	0.1033	0.1711	0.1604	0	0	0	21712	1456	-838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
394053																																																																																																																																																																																										3194	0	0	417	18006	149232	0	1362	0	12630	145258	0	0	0	0	12769	0	0	0	0	0	0	1362	1362	1791	24123	17012	7985	106559	0	0	0.079291	0.106015	0.094707	0	0	0	11407	1362	-172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
394156																																																																																																																																																																																										4556	0	0	0	12591	34062	0	478	0	3683	35064	0	0	0	0	4227	0	0	25	118	0	0	198	198	803	21833	2036	808	10362	0	0	0.1149	0.272	0.2593	0	0	0	4029	198	-346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
394259																																																																																																																																																																																										3267	0	0	0	70145	200357	0	3031	0	17788	194006	0	0	0	0	17076	0	0	0	387	0	0	1732	1732	3224	73696	12787	9721	114951	0	0	0.0806	0.1244	0.1118	0	0	0	15344	1732	-1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
394352																																																																																																																																																																																										2072	0	0	390	4473	30479	0	249	0	2579	31103	1	0	0	0	2960	0	0	0	651	0	0	249	249	257	7177	1769	1045	21656	0	0	0.0872	0.1214	0.1112	0	0	0	2711	249	-169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
394932																																																																																																																																																																																										1458	0	0	8893	0	41849	0	295	0	3664	41662	0	0	0	0	3959	0	0	0	0	0	0	295	295	996	9788	10929	1183	20431	0	0	0.087946	0.141773	0.131209	0	0	0	3664	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
395238	309892	0	0	0	422278	6096200	0	33838	0	1186363	5723325	9137	0	0	0	1287796	734000	0	9191	325993	45	0	33838	33838	80641	1984676	144843	1260420	3817069	0	0	0.225245	0.228536	0.222531	0	0	0	1253958	33838	-8353	27696	371653	577584	0	0	0	0	0	0	0	0	0	0	0	0	19757	0	39799	0	0	5634983	5567091	0	0	0	0	0	2713695	0	0	0	1159238	1159238	0	0	0	1159238	0	215521	156234	0	0	0	0	0	0	79817	230075	0	0	0	0	0	0	-13572	824	423592	8876	2558	0	0	0	0	0	0	0	23637	135967	2554091	0	0	0	0	0	1389230	116381	0	12429	0	68971	4596	0	0	0	4596	1827	0	0	0	1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162997	0	0	0	162997	0	0	39799	80641	1984676	184642	5145727	0	396935	92321	5145727	5634983	0	1294943	1294943	1253958	0	0	0	0	0	0	0	0	309892					6096200																																																		
395256																																																																																																																																																																																										1442	0	0	1200	7347	30010	0	350	0	4564	30297	0	0	0	0	4501	0	0	0	0	0	0	291	291	249	8233	951	787	21141	0	207	0.139914	0.193967	0.181426	0	0	0	4210	291	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
395555																																																																																																																																																																																										9362	0	0	11896	28184	383945	0	3744	0	34222	381057	0	0	0	0	38785	0	0	1687	21811	0	0	3744	3744	2177	44153	87925	17416	254252	399	0	0.091957	0.121237	0.109534	0	0	0	35041	3744	-819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
395779																																																																																																																																																																																										863	0	0	909	984	38647	0	264	0	4059	35321	0	0	0	0	4332	0	0	0	771	0	0	264	264	558	2940	8659	3090	26768	902	0	0.115172	0.133243	0.125123	0	0	0	4068	264	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
395836																																																																																																																																																																																										17433	0	0	0	212473	726623	0	4602	0	52216	726352	0	0	0	0	60775	0	0	6782	60515	0	0	4602	4602	26913	214674	120491	30064	376145	0	0	0.077406	0.118094	0.109152	0	0	0	56173	4602	-4618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
396057																																																																																																																																																																																										2882	0	0	0	10465	63926	0	565	0	7202	61611	113	0	0	0	7902	0	0	0	464	0	0	565	565	496	11128	11824	3221	41247	185	0	0.1191	0.1333	0.1238	0	0	0	7337	565	-135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
396244																																																																																																																																																																																										5776	0	0	0	27529	234114	0	420	0	34466	230992	0	0	0	0	35209	0	0	562	0	0	0	420	420	4425	35172	132929	6688	62505	0	0	0.1506	0.2573	0.2542	0	0	0	34789	420	-323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
396253																																																																																																																																																																																										3898	0	0	0	44346	112334	0	623	0	12081	110019	0	0	0	0	13752	0	0	0	5203	0	0	623	623	3639	50129	16900	2811	42289	0	0	0.1193	0.2156	0.2059	0	0	0	13129	623	-1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
396356																																																																																																																																																																																										461	0	0	0	10779	31679	0	252	0	4598	32152	0	0	0	0	5058	0	0	0	722	0	40	241	281	135	12704	5812	433	13458	0	0	0.1486	0.2625	0.2479	0	0	0	4777	281	-179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
396954																																																																																																																																																																																										5778	0	0	0	42797	93228	0	611	0	6543	94685	0	0	0	0	9107	0	0	0	1868	0	0	609	609	3138	48302	11216	2788	33138	0	0	0.0898	0.1834	0.1711	0	0	0	8498	609	-1955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
397447																																																																																																																																																																																										5474	0	0	0	36523	201604	0	1292	0	18980	202035	0	0	0	0	20723	0	0	676	6926	0	0	1292	1292	2495	49105	2273	5785	149708	0	0	0.0962	0.1256	0.1177	0	0	0	19431	1292	-451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
397456																																																																																																																																																																																										2256	0	0	0	25043	42604	0	245	0	7138	43804	118	0	0	0	8183	0	0	0	169	0	0	219	219	959	29695	3131	896	9890	0	0	0.1818	0.4682	0.4557	0	0	0	7964	219	-826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
397531																																																																																																																																																																																										29385	0	0	7085	117653	700441	0	5863	0	54994	650607	0	0	0	0	62810	0	0	0	32969	0	0	5863	5863	98671	188935	7281	31648	414607	0	0	0.087529	0.132518	0.120148	0	0	0	56947	5863	-1961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
397540																																																																																																																																																																																										64733	0	0	83852	21823	773496	0	5981	0	111178	762822	0	0	0	0	112611	0	0	3228	54797	0	0	5981	5981	27388	135106	72742	25613	539758	0	0	0.1406	0.1765	0.1672	0	0	0	106630	5981	-104	0	0	3213	0	0	0	0	0	0	0	0	0	0	0	0	
397559																																																																																																																																																																																										1940	0	0	1749	0	20464	0	144	0	2486	17028	0	0	0	0	2591	0	0	0	0	0	0	144	144	380	4053	1646	1306	14490	0	0	0.144	0.1607	0.1518	0	0	0	2447	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
397755																																																																																																																																																																																										2994	0	0	0	12693	107588	0	1347	0	12110	105561	0	0	0	0	9975	0	0	0	1896	0	0	977	977	1119	15447	32118	3499	57219	467	0	0.0879	0.1295	0.1168	0	0	0	8998	977	-140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
397858																																																																																																																																																																																										4382	0	0	6700	16550	48696	0	400	0	5739	49810	0	0	0	0	6207	0	0	0	0	0	0	249	249	2083	31418	4666	1175	11283	0	0	0.1196	0.3141	0.3015	0	0	0	5958	249	-219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
398051																																																																																																																																																																																										1538	0	0	1500	4684	58240	0	583	0	6054	57987	0	0	0	0	6656	0	0	0	0	0	0	567	567	418	7581	14093	2509	36781	0	0	0.105	0.1468	0.1343	0	0	0	6089	567	-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
398248																																																																																																																																																																																										13558	0	0	26	130289	282768	0	1011	0	24679	275033	0	0	0	0	28823	0	0	0	0	0	0	1011	1011	1743	160031	76647	7153	50546	0	0	0.101122	0.237923	0.229578	0	0	0	27812	1011	-3133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
398350																																																																																																																																																																																										41488	0	0	1628	217873	2108113	18	25944	0	189576	2115320	44	0	0	0	216089	0	0	1282	465552	0	0	22677	22695	18240	638603	57243	65446	1426461	305477	0	0.0914	0.1194	0.1069	0	0	0	193394	22695	-4075	0	0	4273	0	0	0	0	0	0	0	0	0	0	0	0	
398631																																																																																																																																																																																										8413	0	0	5633	0	79808	0	642	0	8251	79450	0	0	0	0	8893	0	0	0	0	0	0	642	642	3469	11132	16481	4857	49368	0	0	0.1039	0.1486	0.1379	0	0	0	8251	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
398668																																																																																																																																																																																										3885	0	0	63	64252	559300	0	0	0	419055	559748	0	0	0	0	135781	0	0	0	0	0	0	0	0	140251	93121	0	43021	43038	0	0	0.491	2.202	2.202	0	0	0	135781	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
398837																																																																																																																																																																																										8800	0	0	9726	13975	110628	0	780	0	9142	111846	0	0	0	0	9948	0	0	175	0	0	0	780	780	0	18697	17840	4326	74927	0	0	0.08197	0.113466	0.104569	0	0	0	9168	780	-184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
399067																																																																																																																																																																																										2723	0	0	2229	16567	70817	0	917	0	5970	72197	0	0	0	0	6959	0	0	358	0	0	0	546	546	1118	26491	13293	2165	31515	0	0	0.0888	0.1607	0.1481	0	0	0	6413	546	-443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
399142																																																																																																																																																																																										30553	0	0	0	262886	1258795	0	11563	0	131288	1277482	0	0	0	0	122823	0	0	675	90233	-730	0	11335	11335	10320	210793	354327	92939	674390	1257	0	0.0889	0.1291	0.1172	0	0	0	111488	11335	-3256	0	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	
399357																																																																																																																																																																																										570	0	0	695	2314	18714	0	534	0	1635	18737	0	0	0	0	1718	0	0	0	0	0	0	185	185	175	3478	1797	614	13220	0	137	0.0824	0.1188	0.106	0	0	0	1533	185	-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
399517																																																																																																																																																																																										21725	0	0	0	161778	763136	245	5927	0	57772	752931	0	0	0	0	60435	0	0	2637	0	0	0	5927	6172	20211	129157	149355	36203	459750	2603	0	0.0731	0.1054	0.0946	0	0	0	54263	6172	-135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
399731																																																																																																																																																																																										4269	0	0	0	28871	71426	0	609	0	9591	72708	0	0	0	0	10579	0	0	0	0	0	0	609	609	499	22527	5548	2092	44034	0	0	0.137124	0.20603	0.194169	0	0	0	9970	609	-379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
400057																																																																																																																																																																																										5299	0	0	0	50886	131250	0	1069	0	11273	137151	0	0	0	0	12350	0	0	0	298	0	0	994	994	1887	57160	11214	5920	62141	0	0	0.0834	0.1554	0.1429	0	0	0	11356	994	-1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
400141																																																																																																																																																																																										4996	0	0	3909	41324	138496	0	1474	0	12665	140598	0	0	0	0	14453	0	0	0	6805	0	0	1080	1080	5263	48448	28731	2303	58601	0	0	0.0951	0.1681	0.1555	0	0	0	13373	1080	-708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
400253																																																																																																																																																																																										16338	0	0	0	176515	1423632	0	15796	0	129745	1374634	0	0	0	0	148641	329	0	2209	132715	0	0	16726	16726	7343	207534	24576	22932	1203892	655	0	0.096049	0.110472	0.098041	0	0	0	131915	16726	-3391	0	0	1620	0	0	0	0	0	0	0	0	0	0	0	0	
400365																																																																																																																																																																																										5506	0	0	0	8945	86823	0	1493	0	11219	82367	0	0	0	0	12323	0	0	0	548	0	0	851	851	2646	18851	6512	6007	60691	0	0	0.1393	0.1826	0.17	0	0	0	11472	851	-253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
400552																																																																																																																																																																																										494	0	0	5260	1581	21259	0	133	0	3641	20752	0	0	0	0	3755	0	0	0	977	0	0	133	133	0	8154	0	591	13257	0	0	0.1745	0.2442	0.2355	0	0	0	3622	133	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
