"IDRSSD"	RCFD0426	RCFD2130	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5372	RCFD5374	RCFD5375	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB565	RCFDB566	RCFDB567	RCFDB568	RCFDB569	RCFDB570	RCFDB571	RCFN5513	RCON0426	RCON2130	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5372	RCON5374	RCON5375	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB565	RCONB566	RCONB567	RCONB568	RCONB569	RCONB570	RCONB571	RCONC979	TEXT4087	
264558																								0	0	0	5078	0	6762	true	0	0	0	0	0	0	0	0	0	6273	4	0	0	1299	385	0	0	true	2750	0	0	www.fremontnational.com	
264941																								819	0	2132	2250	819	55198	true	0	0	0	0	0	0	77	0	2055	2323	2	1167	0	17500	35250	0	0	true	0	198	0	http://www.bankofelmwood.com	
265340																								0	0	0	0	0	2000	false	0	0	0	0	0	0	0	0	0	835	0	0	0	0	2000	0	0	false	0	0	0		
265407																								4628	1138	0	9720	489	45998	true	0	0	1138	4139	0	0	0	0	0	2374	1	931	0	7500	28778	0	0	true	0	0	0	http://www.Laconiasavings.com	
265452																								0	0	0	3950	0	9592	false	0	0	0	0	0	0	0	0	0	8	0	0	0	2692	2950	0	0	false	0	0	0		
265676																								0	0	507	2000	0	6616	true	0	0	0	0	99	0	191	0	217	2304	1	0	0	334	4282	0	0	false	0	0	0	http://www.CENTRALBANKSAVANNAH.COM	
265948																								514	0	110	3000	0	4000	true	0	0	0	514	0	0	55	0	55	1130	0	0	0	1000	0	0	0	true	0	0	0	www.fnboelwein.com	
266066																								0	0	0	4000	0	4668	true	0	0	0	0	0	0	0	0	0	744	1	0	0	0	668	0	0	false	0	0	0	http://www.fnbspearman.com	
266244																								0	0	0	7396	0	11796	false	0	0	0	0	0	0	0	0	0	428	0	0	0	3400	1000	0	0	false	0	0	0	http://statebankofwaterloo.com	
266253																								118	0	0	457	0	5454	false	0	0	0	118	0	0	0	0	0	92	0	0	0	849	4148	0	0	false	0	0	0		
266271																								1772	0	25986	300000	0	985912	true	0	0	0	1772	2293	0	20393	41	3259	44604	2	0	0	117000	500000	28213	4082	true	0	36617	0	http://www.tcfexpress.com	
266655																								0	0	0	0	0	1840	false	0	0	0	0	0	0	0	0	0	202	0	0	0	0	1840	0	0	false	0	0	0		
266851																								0	727	1788	6000	0	12500	true	0	0	727	0	0	0	1788	0	0	686	16	0	0	5500	1000	0	0	true	1	0	0	http://www.fmbstclair.com	
266879																								0	0	242	0	0	0	false	0	0	0	0	0	0	242	0	0	674	13	0	0	0	0	0	0	false	0	0	0	http://www.colonial4banking.com	
266945																								0	0	1248	8000	0	8000	true	0	0	0	0	169	0	186	0	893	1915	1	0	0	0	0	0	0	true	0	0	0	http://www.bankatmbc.com	
267652																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1195	1	0	0	0	0	0	0	true	0	0	0	http://www.ssbmn.com	
267737																								957	0	0	60000	10	60299	true	0	0	0	947	0	0	0	0	0	1031	1	10	0	0	0	0	0	false	0	299	0	www.tibbank.com	
268042																								824	0	0	5000	0	13000	true	0	0	0	824	0	0	0	0	0	1772	1	0	0	7000	1000	0	0	true	0	0	0	http://www.reedsburgbank.com	
268136																								0	205	0	1000	0	1000	true	0	0	205	0	0	0	0	0	0	5518	5	0	0	0	0	0	0	false	0	0	0	www.citizensbankswain-laurens.com	
268257																								121	0	133	0	121	0	true	0	0	0	0	0	0	0	0	133	1288	1	121	0	0	0	0	0	false	0	0	0	www.communitybank-tx.com	
268341																								0	0	0	14000	0	21000	true	0	0	0	0	0	0	0	0	0	3225	2	0	0	0	7000	0	0	false	0	0	0	http://csbwaterloo.com	
268556																								184	0	114	31025	0	56025	true	0	0	0	184	0	0	0	0	114	3162	1	0	0	25000	0	0	0	true	0	0	0	http://www.bremer.com	
268734																								0	0	13521	0	0	35000	true	0	0	0	0	0	0	1265	0	12256	8761	1	0	0	35000	0	0	0	false	0	0	0	www.broadwaybankchicago.com	
268828																								0	0	349	0	0	0	true	0	0	0	0	0	0	45	0	304	10879	5	0	0	0	0	0	0	false	0	0	0	grundynationalbank@yahoo.com	
268846																								285	257	50	7500	285	16500	true	0	0	257	0	0	0	50	0	0	1792	0	627	0	0	9000	0	0	true	0	0	0	www.valleyridge.com	
268976																								0	0	0	18000	0	18240	true	0	0	0	0	0	0	0	0	0	945	0	0	0	0	240	0	0	false	0	0	0	www.wcbonline.com	
269049																								0	0	10	4200	0	12200	true	0	0	0	0	0	10	0	0	0	2614	2	0	0	1000	7000	0	0	true	0	0	0	http://www.citystateonline.com	
269058																								0	0	0	900	0	3200	true	0	0	0	0	0	0	0	0	0	18	0	0	0	900	1400	0	0	false	0	0	0	www.annabank.com	
269478																								0	0	2219	6575	0	9000	true	2219	0	0	0	0	0	0	0	0	939	0	0	0	0	2425	0	0	false	0	0	0	http://www.equitablebank.com	
269759																								0	0	89	0	0	1	false	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	false	0	1	0		
270036																								0	16735	0	102000	0	200000	false	0	16735	0	0	0	0	0	0	0	23213	4	0	0	0	98000	0	0	false	0	0	0		
270148																								0	0	226	0	0	0	false	0	0	0	0	0	0	36	0	190	788	0	0	0	0	0	0	0	false	0	0	0		
270335																								564	0	3397	5000	0	38157	true	0	0	0	564	0	158	271	2470	498	12628	5	0	0	10000	23000	0	0	true	0	157	0	www.habcorp.com	
270353																								0	0	83	170	0	2469	false	0	0	0	0	0	0	83	0	0	9	0	0	0	370	1929	0	0	false	0	0	0		
270504																								1000	153	0	12523	1000	17563	true	0	0	153	0	0	0	0	0	0	1490	1	1564	0	30	5010	0	0	false	0	0	0	www.communitynationalbank.com	
270531																								0	1	1499	0	0	311	true	0	0	1	0	1499	0	0	0	0	2035	1	0	0	0	311	0	0	false	0	0	0	http://www.brickyardbank.net	
270652																								0	0	62	0	0	0	false	0	0	0	0	0	0	0	0	62	657	0	0	0	0	0	0	0	false	0	0	0		
271136																								0	0	1598	0	0	0	true	0	0	0	0	0	0	1219	0	379	768	1	0	0	0	0	0	0	false	0	0	0	www.bankoflouisiana.com	
271154																								0	0	686	1500	0	11500	true	0	0	0	0	0	0	149	0	537	1629	1	0	0	3900	6100	0	0	false	0	0	0	www.statebankofalcester.com	
271275																								84	0	0	23750	84	44750	true	0	0	0	0	0	0	0	0	0	3012	3	222	0	15000	6000	0	0	true	0	0	0	www.deanbank.com	
271341																								463	0	0	42	463	1938	true	0	0	0	0	0	0	0	0	0	628	0	463	0	164	1732	0	0	true	0	0	0	http://peoplesbankmtw.com	
271529																								0	0	22	0	0	22786	true	0	0	0	0	22	0	0	0	0	4364	6	0	0	0	21783	0	0	false	0	1003	0	http://www.ecountybank.com	
271631																								0	0	0	0	0	15036	true	0	0	0	0	0	0	0	0	0	9813	5	0	0	12036	3000	0	0	false	0	0	0	http://WWW.FMBBANK.COM	
271743																								0	0	48	1000	0	4000	false	0	0	0	0	0	0	11	37	0	69	0	0	0	3000	0	0	0	false	0	0	0		
271752																								0	0	0	1000	0	1000	true	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	false	0	0	0	www.bankofcushing.net	
271855																								0	12	328	0	0	3749	true	0	12	0	0	0	0	0	0	328	1862	2	0	0	1000	1000	0	0	false	0	1749	0	http://www.efirstbank.com	
272030																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0		
272058																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	1118	3	0	0	0	0	0	0	false	0	0	0	bellinghambank@farmerstel.net	
272151																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	http://www.grangernationalbank.com	
272218	6261	2489	4816	0	2137	310325	true	0	2489	0	4124	72755	2	2137	0	0	35500	0	0	true	0	274825	0						310325						0	4617	0	0	199												0	www.wilmingtontrust.com	
272245																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	387	1	0	0	0	0	0	0	false	0	0	0		
272254																								0	0	0	0	0	6	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	6	0		
272272																								2348	0	200	6000	0	46000	true	0	0	0	2348	0	0	112	0	88	10307	3	0	0	6000	34000	0	0	false	0	0	0	www.smbtonline.com	
272302																								0	0	0	2000	0	5408	true	0	0	0	0	0	0	0	0	0	1967	1	0	0	2000	1000	0	408	true	0	0	0	http://institutionforsavings.com	
272870																								16	0	0	5117	16	6369	false	0	0	0	0	0	0	0	0	0	287	0	16	0	1252	0	0	0	false	0	0	0		
273149																								0	0	0	0	0	6109	true	0	0	0	0	0	0	0	0	0	1873	0	0	0	0	6095	0	0	false	0	14	0	http://www.fnb-hope.com	
273251																								0	0	0	3800	0	3823	false	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	false	0	23	0		
273336																								0	1100	0	0	0	20000	true	0	0	1100	0	0	0	0	0	0	41363	8	0	0	0	20000	0	0	false	0	0	0	http://bankoftampa.com	
273523																								1432	0	458	2480	1432	58407	true	0	0	0	0	5	0	453	0	0	14297	2	1432	0	54960	62	0	0	true	0	905	0	www.firstknox.com	
273550																								0	0	0	0	0	4000	true	0	0	0	0	0	0	0	0	0	510	0	0	0	0	4000	0	0	true	0	0	0	http://www.thecsb.com	
273653																								0	0	0	2000	0	2000	true	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	false	0	0	0	http://www.concordebanks.com	
273662																								1683	0	4	0	0	3169	true	0	0	0	1683	0	0	0	0	4	7423	3	0	0	0	3169	0	0	false	0	0	0	www.fsbuvalde.com	
273840																								0	50	0	0	0	0	false	0	0	50	0	0	0	0	0	0	73	0	0	0	0	0	0	0	false	0	0	0		
273859																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	534	1	0	0	0	0	0	0	false	0	0	0		
274025																								0	0	0	300	0	396	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	false	0	0	0		
274052																								0	0	0	0	0	2154	true	0	0	0	0	0	0	0	0	0	870	2	0	0	1500	654	0	0	false	0	0	0	www.fmbankmc.com	
274164																								0	0	96	0	0	2526	true	0	0	0	0	0	0	15	0	81	2703	1	0	0	0	2526	0	0	false	0	0	0	http://www.texasstarbank.com	
274548																								0	0	7	1000	0	17000	true	0	0	0	0	0	7	0	0	0	8391	3	0	0	5000	7500	0	0	true	0	3500	0	http://www.northwesternbankonline.com	
274641																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	false	0	0	0	http://gehantbank.com	
274753																								0	0	0	250	0	1250	false	0	0	0	0	0	0	0	0	0	177	0	0	0	300	700	0	0	false	0	0	0		
274829																								4933	0	10	0	0	0	true	0	0	0	4933	0	0	10	0	0	607	0	0	0	0	0	0	0	true	0	0	0	www.trupointbank.com	
274856																								108	0	149	1500	0	1500	true	0	0	0	108	0	0	0	0	149	1015	1	0	0	0	0	0	0	true	0	0	0	http://csbarlington.com	
275116																								0	0	0	0	0	25275	true	0	0	0	0	0	0	0	0	0	2089	1	0	0	10000	15000	0	0	true	0	275	0	WWW.FNBGC.COM	
275255																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0		
275358																								0	0	19	11500	0	16500	true	0	0	0	0	0	0	19	0	0	1475	1	0	0	3000	2000	0	0	true	0	0	0	http://www.americanbanktrust.net	
275509																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1117	4	0	0	0	0	0	0	false	0	0	0	http://WWW.CBBCNJ.COM	
275657																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	false	0	0	0		
275750																								0	0	0	5000	0	10000	true	0	0	0	0	0	0	0	0	0	7545	2	0	0	5000	0	0	0	true	0	0	0	http://www.bremer.com	
275769																								293	0	0	0	0	0	false	0	0	0	293	0	0	0	0	0	27	0	0	0	0	0	0	0	false	0	0	0		
276159																								0	0	23	0	0	0	true	0	0	0	0	0	0	0	0	23	156	0	0	0	0	0	0	0	false	0	0	0	www.united-national.org	
276355																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	false	0	0	0		
276449																								1184	0	610	5920	0	7651	false	0	0	0	1184	3	364	149	0	94	0	0	0	0	984	747	0	0	true	0	0	0		
276551																								0	0	0	2250	0	4500	true	0	0	0	0	0	0	0	0	0	3392	3	0	0	1500	750	0	0	false	0	0	0	http://www.fnbhugo.com	
276579	4669	27548	3331	500000	0	533078	true	0	0	27548	4669	66483	4	0	0	1213	13599	0	16418	true	0	1848	0						533078						1104	0	589	0	1638												0	http://www.zionsbank.com	
276645																								1	0	15	3600	0	9500	true	0	0	0	1	0	0	15	0	0	245	0	0	0	4400	1500	0	0	true	0	0	0	www.americanstatebank.com	
276654																								0	0	0	1000	0	3107	true	0	0	0	0	0	0	0	0	0	30	0	0	0	2000	107	0	0	true	0	0	0	http://www.ffmbank.com	
276711																								0	0	0	7769	0	7769	false	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	false	0	0	0		
276775																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	277	3	0	0	0	0	0	0	false	0	0	0		
276850																								2015	0	160	33100	0	90287	true	0	0	0	2015	0	0	61	0	99	2259	1	0	0	2000	55000	0	0	true	0	187	0	http://www.security1stbank.com	
276953																								0	0	0	3000	0	3000	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	http://commbank@gwtc.net	
277053																								0	0	500	0	0	0	true	0	0	0	0	500	0	0	0	0	42	0	0	0	0	0	0	0	false	0	0	0	http://www.fsb-hotchkiss.com	
277240																								0	112	0	1300	0	10900	true	0	0	112	0	0	0	0	0	0	7944	4	0	0	9600	0	0	0	false	0	0	0	http://www.fnbwbank.com	
277277																								0	0	0	9100	0	14800	false	0	0	0	0	0	0	0	0	0	615	1	0	0	0	5700	0	0	false	0	0	0		
277558																								0	0	282	0	0	0	true	0	0	0	0	0	0	224	0	58	767	2	0	0	0	0	0	0	false	0	0	0	www.firststatebankmo.com	
277567																								0	0	0	2000	0	4000	true	0	0	0	0	0	0	0	0	0	1581	1	0	0	2000	0	0	0	false	0	0	0	http://WWW.VCB.COM	
277736																								0	0	120	1500	0	3875	true	0	0	0	0	120	0	0	0	0	73	0	0	0	2375	0	0	0	false	0	0	0	www.thepnb.com	
277820																								0	0	0	8000	0	8000	true	0	0	0	0	0	0	0	0	0	747	0	0	0	0	0	0	0	false	0	0	0	http://www.palmettostatebank.com	
277950																								0	0	14	0	0	0	false	0	0	0	0	0	0	1	0	13	440	0	0	0	0	0	0	0	false	0	0	0	http://GROVETONBANK.COM	
278078																								0	0	0	6600	0	25200	true	0	0	0	0	0	0	0	0	0	2423	1	0	0	9100	9500	0	0	false	0	0	0	www.wellesleybank.com	
278153																								0	0	225	0	0	0	true	0	0	0	0	0	0	0	0	225	1013	2	0	0	0	0	0	0	false	0	0	0	http://www.peoplesbanktulsa.com	
278256																								0	0	24	520	0	4855	true	0	0	0	0	0	0	24	0	0	851	4	0	0	750	3423	0	0	false	0	162	0	http://www.fsboakley.com	
278555																								355	278	0	400	12	21500	true	0	0	278	343	0	0	0	0	0	12064	5	12	0	6100	15000	0	0	true	0	0	0	http://www.cnb-ok.com	
278733																								2607	0	54	0	0	4000	true	0	0	0	2607	0	0	54	0	0	1658	1	0	0	4000	0	0	0	false	0	0	0	www.citizensbankcochran.com	
278751																								40	0	46	0	0	3870	true	0	0	0	40	0	0	46	0	0	127	0	0	0	0	0	0	0	false	0	3870	0	http://www.wbcasslake.com	
278818																								1500	0	98	8850	0	46902	true	0	0	0	1500	0	0	98	0	0	413	0	0	0	2097	26741	0	0	false	0	9214	0	www.peoplesnatbank.com	
278957																								0	150	0	5295	0	12042	true	0	150	0	0	0	0	0	0	0	268	0	0	0	3219	3528	0	0	true	0	0	0	www.amfirstbank.com	
279105																								820	0	0	108000	820	164695	true	0	0	0	0	0	0	0	0	0	3159	1	1219	0	27000	29695	0	0	true	0	0	0	www.florencesavings.com	
279338																								0	0	0	5000	0	16000	true	0	0	0	0	0	0	0	0	0	1200	1	0	0	3250	7750	0	0	false	0	0	0	www.firstsouthernbank.com	
279673																								0	0	0	1400	0	1400	true	0	0	0	0	0	0	0	0	0	1936	2	0	0	0	0	0	0	false	0	0	0	www.holbrookcoop.com	
279842																								1853	0	0	0	0	8000	false	0	0	0	1853	0	0	0	0	0	13209	4	0	0	2000	6000	0	0	true	0	0	0	http://www.riverbank.biz	
279954																								0	0	25	123	0	5373	true	0	0	0	0	0	0	0	0	25	401	0	0	0	657	4593	0	0	false	0	0	0	http://www.citizens-state-bank.com	
280044																								1488	3630	1374	70000	1260	105182	true	0	0	3630	228	0	0	124	0	1250	3129	2	1260	0	10182	25000	0	0	true	0	0	0	www.baylake.com	
280110	369705	760602	25836	670297	231061	7715669	true	0	750924	9678	113481	363811	4	307861	25163	18445	110689	1708038	1812838	true	12706401	3395362	0						6743063						43	0	24451	605	737												0	https://www.key.com	
280138																								0	0	0	0	0	8	true	0	0	0	0	0	0	0	0	0	793	0	0	0	0	0	0	0	false	0	8	0	http://www.wcgb.com	
280352																								0	0	144	0	0	0	false	0	0	0	0	0	0	0	0	144	381	0	0	0	0	0	0	0	false	0	0	0		
280558																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	false	0	0	0	http://www.fnbcokato.com	
280950																								0	0	59	0	0	0	false	0	0	0	0	0	0	59	0	0	906	0	0	0	0	0	0	0	false	0	0	0		
281144																								594	0	0	0	0	0	true	0	0	0	594	0	0	0	0	0	589	0	0	0	0	0	0	0	false	0	0	0	http://www.edensbank.com	
281210																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1217	1	0	0	0	0	0	0	false	0	0	0	www.natbkdelco.com	
282048																								0	0	115	0	0	8250	false	50	0	0	0	0	0	0	0	65	250	0	0	0	8250	0	0	0	false	0	0	0		
282226																								655	0	157	0	0	0	true	0	0	0	655	0	0	157	0	0	1076	0	0	0	0	0	0	0	false	0	0	0	http://www.fmbsc.com	
282329																								7640	0	368	32000	2204	57383	true	0	0	0	5436	0	0	368	0	0	12069	4	2204	0	10000	14000	0	0	true	0	1383	0	http://www.yadkinvalleybank.com	
282824																								0	0	64	0	0	3000	false	0	0	0	0	0	0	0	0	64	179	0	0	0	3000	0	0	0	false	0	0	0		
283054																								0	0	8045	17490	0	25293	true	0	0	0	0	7829	0	216	0	0	1111	1	0	0	2037	5766	0	0	true	0	0	0	http://www.heritagebanks.com	
283157																								0	0	0	0	0	2575	true	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	false	0	2575	0	http://www.sbdanvers.com	
283438																								69	218	393	0	0	6000	true	0	0	218	69	0	0	393	0	0	1067	0	0	0	0	6000	0	0	false	0	0	0	WWW.LIBERTYBANK.NET	
283652																								0	0	708	3000	0	4112	true	0	0	0	0	0	0	708	0	0	2126	2	0	0	0	1112	0	0	false	0	0	0	www.triadbank.com	
283737																								0	0	90	5000	0	10230	true	0	0	0	0	0	0	0	0	90	15092	4	0	0	5000	230	0	0	true	0	0	0	http://www.fnbotn.com	
283858																								0	0	0	8950	0	15050	true	0	0	0	0	0	0	0	0	0	0	0	0	0	6100	0	0	0	true	0	0	0	http://www.delanobank.com	
283867																								0	0	0	1500	0	15790	true	0	0	0	0	0	0	0	0	0	7321	1	0	0	7948	6342	0	0	false	0	0	0	http://wallisbank.com	
284154																								0	0	475	0	0	0	true	0	0	0	0	0	0	475	0	0	290	0	0	0	0	0	0	0	false	0	0	0	http://www.freedombankok.com	
284239																								0	102	201	721	0	7014	false	0	0	102	0	0	0	70	0	131	665	1	0	0	2452	3841	0	0	false	0	0	0		
284248																								213	0	441	3000	149	3000	true	0	0	0	64	0	0	265	0	176	314	0	149	0	0	0	0	0	true	0	0	0	www.1st-bank.net	
284332																								33	0	1000	6500	0	6500	true	0	0	0	33	0	0	257	0	743	9382	5	0	0	0	0	0	0	true	16	0	0	www.firstcommunbanktifton.com	
284408																								400	0	44	0	0	0	true	0	0	0	400	0	0	44	0	0	185	0	0	0	0	0	0	0	false	0	0	0	http://www.fsbcanisteo.com	
284556																								0	0	1305	150	0	6354	true	0	0	0	0	0	1075	178	0	52	488	0	0	0	3331	2873	0	0	false	0	0	0	http://www.stockmansbankok.com	
284819																								3936	0	64	55000	2617	259765	true	0	0	0	1319	0	0	0	64	0	30792	4	3949	0	103750	99000	0	0	true	0	2015	0	www.harleysvillebank.com	
284958																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	108	2	0	0	0	0	0	0	false	0	0	0		
285151																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	903	1	0	0	0	0	0	0	false	0	0	0	http://www.colobank.com	
285348																								0	0	110	6000	0	10000	true	0	0	0	0	0	0	110	0	0	640	1	0	0	4000	0	0	0	false	0	0	0	http://www.thestatebankgroup.com	
285544																								0	0	42	0	0	3500	true	0	0	0	0	0	0	42	0	0	15208	9	0	0	0	3500	0	0	true	0	0	0	http://www.capitolnational.com	
285553																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	false	0	0	0		
285740																								0	0	0	9787	0	34450	true	0	0	0	0	0	0	0	0	0	3364	1	0	0	7500	17163	0	0	true	0	0	0	http://www.paducahbank.com	
285759																								0	0	0	400	0	410	true	0	0	0	0	0	0	0	0	0	935	1	0	0	0	0	0	0	true	0	10	0	http://www.okstatebank.com	
285777																								0	0	0	3500	0	7500	false	0	0	0	0	0	0	0	0	0	12	0	0	0	3000	1000	0	0	false	0	0	0		
285852																								0	0	0	1923	0	4052	true	0	0	0	0	0	0	0	0	0	2084	2	0	0	1250	879	0	0	false	0	0	0	http://www.firstoptionbank.com	
285928																								0	0	253	71	0	22296	true	0	0	0	0	0	0	253	0	0	4916	2	0	0	1725	20500	0	0	true	0	0	0	www.peoplesbanksc.com	
286251																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	false	0	0	0		
286457																								0	0	0	0	0	500	true	0	0	0	0	0	0	0	0	0	515	1	0	0	500	0	0	0	false	0	0	0	http://www.parkstatebank.com	
286840																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	946	1	0	0	0	0	0	0	false	0	0	0		
286952																								427	0	0	0	0	0	true	0	0	0	427	0	0	0	0	0	2527	3	0	0	0	0	0	0	true	0	0	0	http://www.lamarbanktexas.com	
287007																								0	0	2104	0	0	0	false	0	0	0	0	154	0	0	0	1950	0	0	0	0	0	0	0	0	false	0	0	0		
287155																								0	0	0	1500	0	1500	false	0	0	0	0	0	0	0	0	0	903	6	0	0	0	0	0	0	false	0	0	0		
287342																								0	0	0	350	0	7281	false	0	0	0	0	0	0	0	0	0	387	0	0	0	400	5481	0	0	false	0	1050	0		
287351																								0	0	0	0	0	449	true	0	0	0	0	0	0	0	0	0	263	0	0	0	0	449	0	0	true	0	0	0	http://cbrrv.com	
287539																								3288	0	0	12500	0	12500	true	0	0	0	3288	0	0	0	0	0	13402	1	0	0	0	0	0	0	false	0	0	0	http://www.chicagocommunitybank.com	
287650																								0	0	0	605	0	605	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0		
287856																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	false	0	0	0		
287922																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	false	0	0	0		
287959																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1427	1	0	0	0	0	0	0	false	0	0	0	http://www.ksb-ottawa.com	
288152																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0		
288358																								0	0	248	3650	0	9801	true	0	0	0	0	7	17	0	0	224	298	0	0	0	0	6000	0	0	false	0	151	0	http://www.fnbvinita.com	
288376																								0	1	227	0	0	0	true	0	0	1	0	0	0	54	0	173	556	0	0	0	0	0	0	0	false	0	0	0	www.pinnaclebanc.com	
288750																								716	0	607	0	0	0	false	0	0	0	716	0	0	381	0	226	408	0	0	0	0	0	0	0	false	0	0	0	FIRSTHENRYETTA.COM	
288853																								0	0	610	0	0	2000	true	0	0	0	0	0	0	125	0	485	7521	3	0	0	1000	1000	0	0	false	0	0	0	http://www.efirstbank.com	
289056																								0	229	351	0	0	1548	true	0	0	229	0	0	0	200	0	151	1700	1	0	0	0	1548	0	0	true	0	0	0	http://www.norwaybank.com	
289225																								0	0	35	1000	0	40000	false	0	0	0	0	0	0	35	0	0	84	0	0	0	3500	35500	0	0	false	0	0	0		
289449																								0	0	0	1200	0	1200	false	0	0	0	0	0	0	0	0	0	889	0	0	0	0	0	0	0	false	0	0	0	remseniowa.net/Farmers_Savings_Bank/Farmers_Savings_Bank.html	
289515																								1696	296	50	706	1634	40498	true	50	0	296	62	0	0	0	0	0	4627	1	1634	0	23591	16201	0	0	true	0	0	0	FMTRUSTONLINE.COM	
289542																								178	15	333	0	0	207	true	0	0	15	178	333	0	0	0	0	11331	5	0	0	0	0	0	0	true	0	207	0	http://o2bancorp.com	
289702																								481	1684	1307	5000	0	66760	true	1254	0	1684	481	0	0	53	0	0	1627	2	0	0	21151	39500	71	1003	false	0	35	0	http://www.norwaysavingsbank.com	
289739																								0	0	0	56	0	458	true	0	0	0	0	0	0	0	0	0	2447	3	0	0	402	0	0	0	false	0	0	0	http://www.guaranty-bnk.com	
289757																								0	0	293	2000	0	4500	false	0	0	0	0	0	0	0	0	293	2041	2	0	0	2500	0	0	0	true	0	0	0		
290052																								1345	0	101	59	1345	4573	true	0	0	0	0	8	0	50	0	43	2628	1	2650	0	3130	1115	95	137	true	0	37	0	EmpireBank.com	
290230																								0	503	260	0	0	1000	true	0	0	503	0	0	0	101	0	159	336	0	0	0	1000	0	0	0	false	0	0	0	http://www.fnbmanchester.com	
290249																								0	0	1975	0	0	10000	false	0	0	0	0	0	0	560	0	1415	4307	2	0	0	9000	0	0	0	true	0	1000	0		
290838																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	731	2	0	0	0	0	0	0	false	0	0	0		
290847																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	655	4	0	0	0	0	0	0	false	0	0	0	http://www.wyomingbnk.com	
290922																								0	0	239	0	0	0	false	0	0	0	0	0	0	239	0	0	506	0	0	0	0	0	0	0	false	0	0	0		
291059																								0	0	50	0	0	10610	true	0	0	0	0	0	50	0	0	0	0	0	0	0	2835	7775	0	0	true	0	0	0	http://www.bankofhydro.com	
291152																								0	12	0	0	0	1000	true	0	12	0	0	0	0	0	0	0	27	0	0	0	0	1000	0	0	false	0	0	0	http://www.efirstbank.com	
291273																								0	0	155	0	0	250421	false	0	0	0	0	0	0	121	0	34	300	1	0	0	31000	219421	0	0	false	0	0	0	http://geaugasavings.com	
291330																								0	0	0	2600	0	2600	false	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	false	0	0	0		
291611																								0	0	446	22433	0	22477	false	0	0	0	0	0	0	311	0	135	31	0	0	0	0	0	4	3	false	0	37	0		
291732																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	265	4	0	0	0	0	0	0	false	0	0	0		
291910																								0	0	317	14962	0	17540	true	0	0	0	0	0	0	317	0	0	603	0	0	0	876	1702	0	0	true	0	0	0	www.the-communitybank.com	
