"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDC980	RCFDC981	RCFDC982	RCFDC983	RCFDC984	RCFDC985	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	
248147																																																																																																																																																																																										917	0	0	0	4127	24630	0	351	0	4134	24662	0	0	0	0	4369	0	0	0	0	0	0	246	246	337	4701	2330	507	17601	0	0	0.16718	0.222897	0.210346	0	0	0	4123	246	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
248240																																																																																																																																																																																										11639	0	0	0	4749	402903	0	3201	0	37424	412301	0	0	0	0	40683	0	0	6188	46960	0	0	3201	3201	10242	17048	72851	21896	305964	1402	0	0.0909	0.1069	0.0985	0	0	0	37482	3201	-58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
248352																																																																																																																																																																																										441	0	0	110	4314	24152	0	197	0	2838	23957	0	0	0	0	3136	0	0	0	223	0	0	197	197	175	5947	1015	625	17061	0	0	0.1227	0.1661	0.1556	0	0	0	2939	197	-101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
248455																																																																																																																																																																																										5566	0	0	0	33222	164230	0	1497	0	17535	164076	0	0	0	0	17329	0	0	0	8025	0	0	1597	1597	1110	39321	350	5626	123162	0	0	0.0971	0.1277	0.1159	0	0	0	15732	1597	-254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
248633																																																																																																																																																																																										3245	0	0	14264	29102	160879	0	952	0	15304	157553	0	0	0	0	16470	0	0	0	0	0	0	952	952	0	35171	30553	10757	96452	0	0	0.098494	0.13868	0.130664	0	0	0	15518	952	-214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
248745																																																																																																																																																																																										3207	0	0	17036	11628	134407	0	1242	0	17019	133340	0	0	0	0	18387	0	0	429	0	0	0	1242	1242	670	12925	38979	7576	83270	0	0	0.1286	0.1617	0.1507	0	0	0	17145	1242	-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
248950																																																																																																																																																																																										3625	0	0	0	0	82907	0	641	0	9626	78825	0	0	0	0	9237	0	0	10	17572	0	0	641	641	3359	7333	1120	4233	70706	0	0	0.1105	0.1133	0.1054	0	0	0	8596	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
248969	19409	0	0	28848	0	166226	0	1514	0	26009	165275	26	0	0	0	27523	0	0	0	19626	0	0	1514	1514	764	38761	16895	1113	111320	0	0	0.157368	0.191801	0.18125	0	0	0	26009	1514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143498	165275	0	0	0	0	0	112052	0	0	0	6200	6200	0	50	0	6150	0	0	0	0	0	0	0	0	0	764	18645	0	0	0	13877	0	14971	0	0	0	0	0	0	0	0	0	0	0	0	0	16816	95236	0	0	0	0	0	3031	0	0	1839	79	-1514	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9813	0	0	0	9813	0	0	0	764	38811	16895	127288	0	7762	8448	127288	143498	0	4400	4400	26009	0	0	0	0	0	0	0	0	10349					146989																																																		
249153																																																																																																																																																																																										637	0	0	88965	2198	135923	0	302	0	9213	138439	0	0	0	0	9511	0	0	0	0	0	0	302	302	172	96031	6021	2042	33997	0	0	0.0665	0.1656	0.1603	0	0	0	9209	302	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
249256																																																																																																																																																																																										1300	0	0	0	17770	75197	0	1695	0	5151	75986	0	0	0	0	4878	0	0	0	2580	0	0	702	702	2040	20263	8159	4015	46728	0	1160	0.055809	0.088411	0.075688	0	0	0	4176	702	-185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
249304																																																																																																																																																																																										2157	0	0	0	31294	99958	0	516	0	6771	98437	0	0	0	0	7460	0	0	0	2653	0	0	516	516	3983	30248	8587	4242	57900	0	0	0.0705	0.1072	0.0998	0	0	0	6944	516	-208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
249416																																																																																																																																																																																										2815	0	0	0	34189	102631	0	566	0	9629	101184	0	0	0	0	10537	0	0	0	2091	0	0	566	566	313	35983	35276	5257	32143	0	0	0.0985	0.1797	0.1701	0	0	0	9971	566	-342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
249546																																																																																																																																																																																										1463	0	0	893	3134	45740	0	291	0	4073	44563	0	0	0	0	4362	0	0	0	1192	0	0	291	291	385	10985	4488	1915	30170	0	0	0.0914	0.1192	0.1112	0	0	0	4071	291	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
249555																																																																																																																																																																																										2761	0	0	1438	40248	111126	0	742	0	10193	113582	0	0	0	0	11324	0	0	0	176	0	0	742	742	1143	45831	12688	8640	52595	0	0	0.0932	0.1653	0.1545	0	0	0	10582	742	-389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
249564																																																																																																																																																																																										4342	0	0	0	76529	117383	0	115	0	11917	117623	0	0	0	0	13133	0	0	165	0	0	0	131	131	10309	73697	11364	2301	23968	0	0	0.1105	0.292	0.2891	0	0	0	13002	131	-1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
249612																																																																																																																																																																																										39352	0	0	4171554	111359	7398135	1314	4628	0	650473	7441967	0	0	0	0	648725	0	0	0	55395	0	0	4786	6100	517755	5516636	904121	99935	456530	0	0	0.086424	0.318105	0.315114	0	0	0	642625	6100	1573	14	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	
249658																																																																																																																																																																																										4385	0	0	0	68757	119350	0	828	0	8856	118404	0	0	0	0	9143	0	0	0	3741	71	0	751	751	12423	58074	10392	10584	38897	0	0	0.0709	0.1524	0.1398	0	0	0	8392	751	380	0	25000	0	0	0	0	0	0	0	0	0	0	0	0	0	
249872																																																																																																																																																																																										27998	0	0	387666	18060	1921119	123	14618	0	155872	1851776	0	0	0	0	136733	0	0	0	143274	0	0	12838	12961	11475	580220	848491	45610	463474	799	0	0.068012	0.133364	0.120723	0	0	0	123772	12961	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
249957																																																																																																																																																																																										3483	0	0	42	6996	25224	0	324	0	3476	26035	0	0	0	0	3798	0	0	0	1267	0	0	209	209	902	9896	1549	1138	13314	0	0	0.1379	0.229	0.2164	0	0	0	3589	209	-113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
250047																																																																																																																																																																																										2722	0	0	1825	44193	112600	0	431	0	7260	112688	0	0	0	0	9015	0	0	0	603	0	0	431	431	1032	47518	19494	4816	46311	0	0	0.0762	0.1352	0.1288	0	0	0	8584	431	-1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
250113																																																																																																																																																																																										4055	0	0	5329	27372	103575	0	650	0	8196	99093	673	0	0	0	8130	0	0	0	2783	0	0	650	650	6917	38342	23094	6686	35203	0	0	0.0761	0.1453	0.1337	0	0	0	7480	650	-70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
250430																																																																																																																																																																																										3107	0	0	5577	40109	89925	0	323	0	10229	90235	0	0	0	0	10999	0	0	0	0	0	0	323	323	193	35125	24874	6311	30733	0	0	0.1183	0.2188	0.2123	0	0	0	10676	323	-447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
250850																																																																																																																																																																																										771	0	0	0	21320	43547	0	327	0	3737	43716	0	0	0	0	4239	0	0	0	0	0	0	327	327	0	14466	10530	1889	19170	0	0	0.0895	0.1548	0.1429	0	0	0	3912	327	-175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
251352																																																																																																																																																																																										11957	0	0	0	70201	205611	0	1066	0	28703	206719	0	0	0	0	28481	0	0	1616	0	0	0	1066	1066	14820	70153	14860	12075	105556	0	0	0.13432	0.222812	0.214473	0	0	0	27415	1066	-1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
251558																																																																																																																																																																																										10616	0	0	0	57992	212038	0	1707	0	23040	205232	6131	0	0	0	24934	0	0	0	6132	0	0	1707	1707	4760	35631	37176	8964	136494	0	0	0.11321	0.149754	0.139502	0	0	0	23227	1707	-251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
251736																																																																																																																																																																																										53595	0	0	75412	336140	1544893	122	14183	0	137956	1540080	0	0	0	0	130361	0	0	15710	147375	0	0	14053	14175	16107	474354	227232	52076	820612	1912	0	0.07659	0.11597	0.10336	0	0	0	116186	14175	-1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
251745																																																																																																																																																																																										16165	0	0	35179	81120	262025	0	1686	0	30966	261353	0	0	0	0	33039	0	0	0	0	0	0	1686	1686	24723	108228	22924	8341	108223	809	0	0.120499	0.231937	0.220101	0	0	0	31353	1686	-1548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
251857																																																																																																																																																																																										3840	0	0	0	13525	47660	0	837	0	4967	46578	0	0	0	0	5487	0	0	0	0	0	0	467	467	0	13591	653	1781	34314	0	0	0.107776	0.148341	0.135716	0	0	0	5020	467	-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
251969																																																																																																																																																																																										5395	0	0	991	27148	231870	0	2318	0	27490	230181	0	0	0	0	26033	35000	0	0	20536	-342	0	2592	2592	2496	33664	4205	8272	189483	0	0	0.103852	0.124389	0.112004	0	0	0	23441	2592	-74	0	45000	0	0	0	0	0	0	0	0	0	0	0	0	0	
252041																																																																																																																																																																																										7811	0	0	2436	23505	160343	0	1346	0	14375	160722	0	0	0	0	14861	0	0	0	5037	0	0	1346	1346	0	22713	37183	4324	100928	0	0	0.0845	0.1173	0.1067	0	0	0	13515	1346	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
252256																																																																																																																																																																																										3948	0	0	0	1364	11969	0	49	0	1411	11988	0	0	0	0	1463	0	0	0	0	0	0	49	49	280	5839	2831	396	3072	0	0	0.118	0.2587	0.25	0	0	0	1414	49	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
252452																																																																																																																																																																																										1401	0	0	0	13684	41861	0	291	0	4074	41959	0	0	0	0	4406	0	0	0	727	0	0	291	291	704	15006	4476	1320	22035	0	0	0.0981	0.1594	0.1489	0	0	0	4115	291	-41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
252658																																																																																																																																																																																										2552	0	0	0	26760	81718	0	363	0	5238	72799	0	0	0	0	6093	0	0	25	555	0	0	363	363	263	41379	0	3419	40931	0	0	0.0787	0.1212	0.1139	0	0	0	5730	363	-492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
252706																																																																																																																																																																																										32107	0	0	0	290179	1600400	0	13935	0	306078	1620202	167	0	0	0	127927	0	0	576	35220	0	0	14135	14135	10077	254929	178690	47002	980931	0	0	0.079952	0.111746	0.099399	0	0	0	113792	14135	-4665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
252836																																																																																																																																																																																										17512	0	0	0	120240	444107	0	4393	0	39331	430522	0	0	0	0	45883	0	0	0	19391	0	0	3921	3921	7449	159229	33217	10410	252954	0	0	0.0975	0.1465	0.134	0	0	0	41962	3921	-2631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253262																																																																																																																																																																																										3313	0	0	0	68177	178469	0	655	0	11566	177687	0	0	0	0	12579	0	0	0	0	0	0	655	655	2374	74921	16646	8845	85541	0	0	0.0671	0.1145	0.1085	0	0	0	11924	655	-442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253356																																																																																																																																																																																										59169	0	0	409517	38567	993382	0	2919	0	72659	976357	0	0	0	0	77786	0	0	0	0	0	0	2919	2919	16273	637864	31928	28431	310871	0	0	0.0767	0.1698	0.1635	0	0	0	74867	2919	-2208	0	3844	0	0	0	0	0	0	0	0	0	0	0	0	0	
253440																																																																																																																																																																																										4925	0	0	0	6771	155903	0	1455	0	11069	155569	0	0	0	0	14829	0	0	0	8108	0	3000	1455	4455	7770	10303	25808	9679	112801	862	0	0.066997	0.109648	0.076707	0	0	0	10374	4455	-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253468																																																																																																																																																																																										32555	0	0	997	248684	811134	0	8820	0	82621	787715	0	0	0	0	93229	0	0	0	170332	0	0	8295	8295	11221	285431	41413	29721	485744	0	0	0.107823	0.140605	0.128095	0	0	0	84934	8295	-2313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253646																																																																																																																																																																																										3090	0	0	0	23204	104759	0	559	0	7835	95329	0	0	0	0	8031	0	0	0	3540	0	0	559	559	2919	30346	7250	6122	64437	0	0	0.078639	0.105809	0.098444	0	0	0	7472	559	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253730																																																																																																																																																																																										2524	0	0	0	7335	59642	0	647	0	7176	58172	0	0	0	0	7828	0	0	0	0	0	0	579	579	958	8506	12539	4972	38360	0	0	0.124613	0.169206	0.156691	0	0	0	7249	579	-73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253776																																																																																																																																																																																										356	0	0	127	3350	11576	339	61	0	1958	11536	0	0	0	0	1941	0	0	0	0	0	0	61	400	128	2953	5716	907	2498	0	0	0.133582	0.326383	0.259122	0	0	0	1541	400	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
254317																																																																																																																																																																																										26908	0	0	626585	33703	742012	4673	1998	0	96246	758831	0	0	67942	0	95714	0	0	0	0	0	0	1998	6671	6266	546598	6304	8596	179494	0	0	0.1173	0.2655	0.247	0	0	0	89043	6671	7203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
254504																																																																																																																																																																																										6424	0	0	0	37346	137717	0	1076	0	12765	136918	0	0	0	0	13111	0	0	0	17396	0	0	1076	1076	6626	41741	39472	9524	50448	0	0	0.088596	0.150157	0.137834	0	0	0	12035	1076	-346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
254652																																																																																																																																																																																										3022	0	0	0	8099	71430	0	428	0	5211	72227	0	0	0	0	5774	0	0	0	0	0	0	428	428	131	7421	18486	4150	45955	0	0	0.0741	0.1014	0.0938	0	0	0	5346	428	-218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
254670																																																																																																																																																																																										274	0	0	0	12759	19916	0	6	0	2862	18449	0	0	0	0	3336	0	0	0	0	0	0	6	6	127	14164	5401	191	781	0	0	0.1805	0.5283	0.5273	0	0	0	3330	6	-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
254849																																																																																																																																																																																										10667	0	0	0	122680	246657	0	909	0	13977	223573	0	0	0	0	16002	0	0	0	22533	0	0	909	909	9272	169556	19981	8279	50448	0	0	0.067508	0.150402	0.141858	0	0	0	15093	909	-1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255136																																																																																																																																																																																										8981	0	0	0	63640	327365	0	3902	0	27609	324637	0	0	0	0	29577	0	0	329	0	0	0	3029	3029	4094	65908	68528	28605	192223	191	0	0.082255	0.122508	0.109962	0	0	0	26548	3029	-822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255350																																																																																																																																																																																										2621	0	0	427	12330	84069	0	896	0	8061	83091	0	0	0	0	9020	0	0	1440	1332	0	0	819	819	471	15474	16273	4249	52887	0	0	0.0987	0.1379	0.1253	0	0	0	8201	819	-140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255547																																																																																																																																																																																										1148	0	0	0	12865	60555	0	615	0	8680	59841	0	0	0	0	9313	0	0	0	0	0	0	544	544	0	13150	20085	3726	27935	0	0	0.1465	0.1893	0.1782	0	0	0	8769	544	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255556																																																																																																																																																																																										5412	0	0	34787	20876	132103	0	681	0	14662	133107	0	0	0	0	15669	0	0	636	6506	0	0	681	681	7786	45892	19035	6142	60581	0	0	0.1126	0.1789	0.1711	0	0	0	14988	681	-326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255659																																																																																																																																																																																										78052	0	0	0	424666	1681646	0	17928	0	150965	1634642	0	0	0	0	136100	0	0	0	81869	0	0	15303	15303	31444	495396	143412	48576	998774	5040	0	0.07536	0.111411	0.098884	0	0	0	120797	15303	-1859	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255873																																																																																																																																																																																										5879	0	0	194	18211	139213	0	485	0	11744	138506	0	0	875	0	12284	0	0	0	2055	0	0	485	485	1719	26289	66187	8882	45649	1837	0	0.0852	0.1422	0.1365	0	0	0	11799	485	-175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
256049																																																																																																																																																																																										249	0	0	0	3706	8788	0	68	0	874	8881	0	0	0	0	973	0	0	0	0	0	0	50	50	3815	206	1728	728	3107	0	0	0.1039	0.2436	0.2311	0	0	0	923	50	-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
256058																																																																																																																																																																																										9311	0	0	185	49957	138982	0	736	0	13104	139326	0	0	0	0	14153	0	0	370	0	0	0	736	736	5325	48903	25948	5306	60096	0	0	0.096299	0.170151	0.161303	0	0	0	13417	736	-363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
256179																																																																																																																																																																																										2205	0	0	1622	7747	49687	0	437	0	7084	48096	0	0	0	0	7563	0	0	361	164	0	0	436	436	1265	16078	2873	2287	29951	0	0	0.1482	0.2169	0.2044	0	0	0	7127	436	-43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
256553																																																																																																																																																																																										22420	0	0	650	188163	1190610	0	18839	0	114419	1179842	0	0	0	0	122319	0	0	0	0	0	0	12542	12542	8330	185920	107620	63735	903555	4156	0	0.0935	0.1227	0.1101	0	0	0	109777	12542	-1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
256964																																																																																																																																																																																										14989	0	0	0	10061	201381	0	2007	0	18205	200403	0	0	0	0	20365	0	0	0	5560	0	0	1950	1950	10155	30914	27173	6769	135255	0	0	0.0919	0.1298	0.1174	0	0	0	18415	1950	-236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
257233																																																																																																																																																																																										6380	0	0	0	130644	278731	0	1498	0	33936	269960	0	0	0	0	35928	0	0	0	0	0	0	1498	1498	6106	78853	33761	18131	162332	0	0	0.1275	0.1839	0.1762	0	0	0	34430	1498	-494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
257345																																																																																																																																																																																										2904	0	0	0	14806	114151	0	747	0	7708	111358	0	0	0	0	8709	0	0	0	0	0	0	747	747	97	24006	22445	5143	68604	0	0	0.071499	0.102322	0.093545	0	0	0	7962	747	-254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
257466																																																																																																																																																																																										2629	0	0	12665	46829	105911	0	314	0	10171	110264	0	0	0	0	11211	0	0	0	0	0	0	314	314	743	68203	6742	2812	31637	0	0	0.098826	0.227945	0.22156	0	0	0	10897	314	-726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
257653																																																																																																																																																																																										1931	0	0	0	6591	27916	0	359	0	3986	27889	0	0	0	0	4277	0	0	0	407	0	0	232	232	485	10416	2227	409	15206	0	0	0.145	0.2317	0.2191	0	0	0	4045	232	-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
257756																																																																																																																																																																																										1559	0	0	0	6017	40706	0	516	0	3678	40671	0	0	0	0	4168	0	0	78	1593	0	0	404	404	426	8587	6025	2799	26270	0	0	0.0925	0.1294	0.1168	0	0	0	3764	404	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
257840																																																																																																																																																																																										1518	0	0	0	6916	79054	0	966	0	7023	77464	0	0	0	0	7791	0	0	45	3751	0	0	738	738	551	9191	30029	1477	40281	0	0	0.091	0.1325	0.1199	0	0	0	7053	738	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
257868																																																																																																																																																																																										21509	0	0	6837	106323	877392	0	9965	0	89786	838579	0	0	0	0	86892	0	0	0	109218	0	0	9615	9615	22370	169073	25098	36299	658337	6856	0	0.0936	0.113	0.1005	0	0	0	77277	9615	-75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258146																																																																																																																																																																																										1366	0	0	1	5311	26198	0	172	0	2944	26276	0	0	0	0	2991	0	0	0	0	0	0	172	172	103	6949	4725	858	14426	0	0	0.108	0.1645	0.1551	0	0	0	2819	172	-42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258306																																																																																																																																																																																										15224	0	0	1978	7952	322324	0	2247	0	32134	315433	0	0	0	0	34895	10000	0	573	4890	-11	0	2708	2708	10572	19948	168766	17453	125396	0	0	0.102071	0.1611	0.148598	0	0	0	32187	2708	-135	57	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	
258351																																																																																																																																																																																										4997	0	0	0	14401	127164	0	1278	0	13482	122748	0	0	0	0	14642	0	0	512	0	0	0	1194	1194	2919	22431	29485	4483	73556	81	0	0.1096	0.1534	0.1409	0	0	0	13448	1194	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258379																																																																																																																																																																																										5077	0	0	0	11298	83240	0	702	0	8794	82931	0	0	0	0	9756	0	0	0	6882	0	0	702	702	2204	15586	28108	6280	38471	0	0	0.109175	0.168105	0.156009	0	0	0	9054	702	-260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258445																																																																																																																																																																																										12236	0	0	84297	0	598905	0	5105	0	53061	611024	0	0	0	0	58154	0	0	4817	23402	0	0	5105	5105	10047	117774	39051	20951	437134	1512	0	0.0868	0.1172	0.1069	0	0	0	53049	5105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258539																																																																																																																																																																																										1225	0	0	0	32656	70381	0	397	0	7373	69487	0	0	0	0	7875	0	0	0	3330	0	0	397	397	2170	33066	14430	924	21217	0	0	0.107617	0.214519	0.203705	0	0	0	7478	397	-105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258632																																																																																																																																																																																										1340	0	0	0	8993	46743	0	316	0	3462	41820	0	0	0	0	4111	0	0	0	0	0	0	316	316	735	17131	9155	1717	20371	0	0	0.0907	0.1435	0.1325	0	0	0	3795	316	-333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258771																																																																																																																																																																																										38612	0	0	245	132789	2356654	0	26312	0	229235	2266134	0	0	0	0	256291	136871	0	393	185343	0	0	25976	25976	7431	201384	493919	61400	1682171	62222	0	0.101656	0.12339	0.110884	0	0	0	230315	25976	-1583	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
259031																																																																																																																																																																																										130948	0	0	0	4829443	9641339	0	42157	0	971345	9554197	0	0	0	0	1015721	81000	0	0	4361155	0	0	47657	47657	55917	5197956	17164	94739	4409853	0	0	0.101371	0.132928	0.126691	0	0	0	968064	47657	-1242	0	229533	0	0	0	0	0	0	0	0	0	0	0	0	0	
259059																																																																																																																																																																																										1861	0	0	0	44758	75957	0	190	0	11031	75066	0	0	0	0	11428	0	0	319	1544	0	0	190	190	694	26993	30117	1043	18550	0	0	0.1497	0.2861	0.2813	0	0	0	11238	190	-207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
259330																																																																																																																																																																																										31702	0	0	0	122033	641555	0	7522	0	88837	640917	0	0	0	0	92044	0	0	0	2953	168	0	5648	5648	7106	145770	151514	44286	342917	0	0	0.1355	0.2045	0.192	0	0	0	86396	5648	-838	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	
259442																																																																																																																																																																																										4040	0	0	4000	35209	206738	0	1431	0	19009	206829	0	0	0	0	20648	0	0	0	14661	0	0	1431	1431	1039	43225	53777	8218	110444	137	0	0.0929	0.1309	0.1218	0	0	0	19217	1431	-208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
259518	3159169	0	0	0	7483674	135661518	299	931537	0	13260800	137764468	287942	0	0	479058	13253959	28697607	1426743	296202	20959729	-1775	2428258	1011544	3440101	3299207	10965538	23841401	8091196	94328708	19505252	0	0.073157	0.104462	0.077348	0.07312	0.077308	0.104378	9813858	3440101	-15407	723988	36975164	14413774	224498	0	0	0	0	0	0	0	0	0	0	0	0	0	1150563	0	0	126878804	134148576	0	11558	9337	12141	0	92962311	157402	1506336	1506336	4777048	4777048	0	512398	0	4264650	0	151768	3371786	244106	0	0	0	0	0	607889	2551280	0	0	0	0	0	0	-30954	2080712	4797308	139819	496789	0	0	0	14250534	5254718	0	318330	3007205	9449349	80187427	126979	300	51502	1699	298578	12631981	4062176	191976	286633	0	3226664	148101	0	5461	0	142640	57588	0	0	0	57588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1726516	1726516	0	0	1423434	303082	1504579	1504579	0	866423	0	638156	10479865	0	403737	0	10076128	0	656314	494249	3299207	13409871	25759084	111317288	0	2681974	12879542	111317288	126878804	100000	271610	371610	10057964	5779	0	56093	703875	533199	16000	159000	35000	3159169					135250094																																																		
