"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDC980	RCFDC981	RCFDC982	RCFDC983	RCFDC984	RCFDC985	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	
86358																																																																																																																																																																																										1104	0	0	0	19911	36580	0	350	0	7276	37277	0	0	0	0	7797	0	0	0	340	0	0	251	251	244	20919	107	396	15660	0	0	0.2024	0.3905	0.3779	0	0	0	7546	251	-270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
86527																																																																																																																																																																																										25337	0	0	0	285193	816852	0	5921	0	100603	809073	0	0	0	0	102897	3239	0	0	0	0	0	5921	5921	24208	258163	88449	32301	451026	0	0	0.12079	0.186004	0.175301	0	0	0	96976	5921	-2951	1970	59784	0	0	0	0	0	0	0	0	0	0	0	0	0	
86554																																																																																																																																																																																										7949	0	0	0	14029	40230	0	557	0	3561	39750	0	0	0	0	3947	0	0	0	0	0	0	252	252	993	21060	6056	1145	12883	0	0	0.093	0.1988	0.1861	0	0	0	3695	252	-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
87047																																																																																																																																																																																										2285	0	0	0	46233	118473	0	749	0	15715	119939	0	0	0	0	16879	0	0	0	3336	0	0	749	749	1354	48130	28361	3737	41867	0	0	0.1345	0.2474	0.2364	0	0	0	16130	749	-415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
87159																																																																																																																																																																																										2291	0	0	4528	57312	102761	0	324	0	17913	102486	0	0	0	0	19208	0	0	564	264	0	0	324	324	2197	59714	12382	1877	29762	0	0	0.1845	0.3976	0.3909	0	0	0	18884	324	-1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
87234																																																																																																																																																																																										6288	0	0	56516	93252	315564	0	1826	0	52006	317091	0	0	0	0	55165	0	0	0	0	0	0	1826	1826	6037	123020	100239	6775	90253	0	0	0.1682	0.3306	0.3197	0	0	0	53339	1826	-1333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
87476																																																																																																																																																																																										4420	0	0	0	2159	182769	821	1741	0	31735	184978	0	0	0	0	32938	0	0	0	0	0	0	1586	2407	1148	6764	100213	1974	75382	0	0	0.1651	0.26	0.241	0	0	0	30531	2407	1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
87533																																																																																																																																																																																										5078	0	0	0	23561	260321	0	2605	0	22501	253969	0	0	0	0	25407	0	0	53	17628	0	0	2605	2605	2035	26304	33519	10259	201558	0	0	0.089783	0.103779	0.093139	0	0	0	22802	2605	-301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
88240																																																																																																																																																																																										783	0	0	0	20082	45629	0	250	0	3483	45527	0	0	0	0	4009	0	0	0	0	0	0	250	250	2351	16983	13244	720	13577	0	0	0.0826	0.1692	0.1587	0	0	0	3759	250	-276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
88259																																																																																																																																																																																										838	0	0	0	10707	44097	0	488	0	4633	44880	0	0	0	0	5240	0	0	0	2430	0	0	488	488	154	964	0	2999	43586	0	0	0.1059	0.1159	0.1051	0	0	0	4752	488	-119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
88352																																																																																																																																																																																										3923	0	0	0	17520	59187	0	320	0	8257	58324	0	0	0	0	8769	0	0	0	381	0	0	320	320	1066	24484	7142	2000	27007	0	0	0.1449	0.2459	0.2369	0	0	0	8449	320	-192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
88455																																																																																																																																																																																										3101	0	0	16092	9162	159597	0	1578	0	13294	152238	0	0	0	0	14643	0	0	0	8819	0	0	1578	1578	3501	24534	12461	7572	120584	0	0	0.086097	0.105088	0.093763	0	0	0	13065	1578	-262	543	0	0	0	0	0	0	0	0	0	0	0	0	0	1594	
88530																																																																																																																																																																																										9970	0	0	27	45438	194747	13	789	0	18999	194862	0	0	0	0	19711	0	0	0	1552	0	0	789	802	3323	54088	32735	9899	105312	0	0	0.0974	0.1475	0.1415	0	0	0	18909	802	-593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
88950																																																																																																																																																																																										739	0	0	0	5474	21057	0	156	0	1543	21713	0	0	0	0	1747	0	0	0	241	0	0	156	156	139	6936	2243	822	11943	0	0	0.073274	0.120036	0.109317	0	0	0	1591	156	-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
89032																																																																																																																																																																																										3242	0	0	4602	20408	95125	0	548	0	11407	95223	0	0	0	0	12224	0	0	0	3761	0	0	548	548	825	32690	15685	4371	46881	0	0	0.1226	0.1925	0.1839	0	0	0	11676	548	-269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
89135																																																																																																																																																																																										3632	0	0	0	15449	80305	0	550	0	9092	80481	0	0	0	0	9901	0	0	0	0	0	0	550	550	4696	19752	22174	5214	34478	0	0	0.116189	0.197921	0.186927	0	0	0	9351	550	-259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
89162																																																																																																																																																																																										5156	0	0	0	0	6202	0	0	0	5582	6181	0	0	0	0	4550	0	0	0	0	0	0	0	0	0	5168	0	2	2	0	0	0.8837	4.3919	4.3919	0	0	0	4550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
89452																																																																																																																																																																																										2145	0	0	0	3955	78268	0	838	0	6240	78412	0	0	0	0	7026	0	0	0	2288	0	0	823	823	744	9363	19365	3526	49596	0	0	0.0791	0.1067	0.0942	0	0	0	6203	823	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
89751																																																																																																																																																																																										12326	0	0	0	91292	452821	0	4281	0	38171	440649	276	0	0	0	43720	0	0	3471	0	0	0	4281	4281	3326	104680	60339	18296	290679	2	0	0.0895	0.126	0.1136	0	0	0	39439	4281	-1268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
89854																																																																																																																																																																																										2540	0	0	3434	7123	85195	0	964	0	7666	83223	0	0	0	0	8635	0	0	0	810	0	0	853	853	1313	12245	14730	5007	57987	75	0	0.0935	0.1267	0.1142	0	0	0	7782	853	-116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
89957																																																																																																																																																																																										1036	0	0	150	15794	40336	0	210	0	5513	41107	0	0	0	0	6045	0	0	0	6	0	0	227	227	782	21086	5758	1229	13383	0	0	0.1415	0.2918	0.2808	0	0	0	5818	227	-305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
90047																																																																																																																																																																																										419	0	0	709	8460	29405	0	264	0	2945	28921	10	0	0	0	3000	0	0	0	0	0	0	191	191	1839	10153	9081	256	8460	0	0	0.0971	0.2005	0.1878	0	0	0	2809	191	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
90328																																																																																																																																																																																										10202	0	0	3971	32636	305967	0	2577	0	24414	300729	0	0	0	0	27189	0	0	0	2668	0	0	2577	2577	5894	56529	102459	17901	144196	0	0	0.0818	0.1307	0.1183	0	0	0	24612	2577	-651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
90337																																																																																																																																																																																										8717	0	0	0	7672	228759	0	2310	0	22513	229724	773	0	0	0	24725	0	0	0	0	0	0	2138	2138	5750	39772	45437	15284	140209	0	0	0.098322	0.144705	0.132192	0	0	0	22587	2138	-74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
90403																																																																																																																																																																																										37524	0	0	0	1159310	2651495	0	6386	0	276316	2745794	23909	0	0	19322	261855	0	0	9416	69037	84	0	6883	6883	101792	1096430	405828	112722	1049787	679	0	0.0944	0.1718	0.1673	0	0	0	254972	6883	-24772	7770	225000	0	0	0	0	0	0	0	0	0	0	0	0	0	
90467																																																																																																																																																																																										4119	0	0	8632	41474	114968	0	1025	0	17674	115951	0	0	0	0	19161	0	0	41	83	0	0	942	942	4299	36153	16746	5347	59722	0	0	0.1571	0.2544	0.2419	0	0	0	18219	942	-545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
90645																																																																																																																																																																																										3923	0	0	24627	6120	79520	0	452	0	8918	82632	1250	0	0	0	9449	0	0	3	0	0	0	452	452	3770	36283	21626	1652	18423	186	0	0.1089	0.2566	0.2443	0	0	0	8997	452	-79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
90739																																																																																																																																																																																										3608	0	0	855	15009	101362	0	1100	0	9897	100626	0	0	0	0	8293	0	0	0	5901	0	0	1005	1005	975	17828	14266	2473	66784	0	0	0.0745	0.1032	0.0907	0	0	0	7288	1005	-254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
91147																																																																																																																																																																																										2876	0	0	0	12994	57679	0	609	0	6609	57801	0	0	0	0	6852	0	0	0	0	0	0	435	435	451	21214	11959	1271	24568	0	0	0.1117	0.1897	0.1777	0	0	0	6417	435	-143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
91156																																																																																																																																																																																										6431	0	0	0	51349	228800	0	2356	0	17519	225063	0	0	0	0	20065	0	0	0	4244	0	0	2252	2252	2257	58605	11610	9396	159188	52	0	0.079173	0.111457	0.098947	0	0	0	17813	2252	-370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
91259																																																																																																																																																																																										1087	0	0	0	15889	79785	0	933	0	11815	80610	0	0	0	0	9566	0	0	125	10090	0	0	789	789	609	20697	5051	2339	51324	135	0	0.1135	0.152	0.1394	0	0	0	8777	789	-237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
91615																																																																																																																																																																																										1777	0	0	0	18690	57305	0	412	0	5450	56077	0	0	0	0	6149	0	0	0	815	0	0	408	408	696	20972	16950	1821	19538	0	0	0.1024	0.1884	0.1759	0	0	0	5741	408	-291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
91651																																																																																																																																																																																										2546	0	0	0	16814	84758	0	783	0	9042	84192	0	0	0	0	9950	0	0	0	2276	0	0	783	783	327	16646	8112	4640	60582	0	0	0.1089	0.1437	0.1324	0	0	0	9167	783	-169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
91754																																																																																																																																																																																										2785	0	0	12367	25720	124944	0	763	0	10069	122889	0	0	0	0	11394	0	0	0	1592	0	0	763	763	3200	41941	29499	3937	51918	0	0	0.0865	0.15	0.1399	0	0	0	10631	763	-562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
91866																																																																																																																																																																																										28522	0	0	0	122247	610925	0	5020	0	56596	595893	718	0	0	0	62328	0	0	6328	64719	0	0	5169	5169	4635	120192	57499	30195	435865	0	0	0.096	0.1186	0.1088	0	0	0	57159	5169	-1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
91950																																																																																																																																																																																										1677	0	0	516	2860	37353	0	346	0	4113	37759	0	0	0	0	4491	0	0	0	0	0	0	346	346	387	4902	8499	2206	23962	0	0	0.1098	0.1538	0.1419	0	0	0	4145	346	-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
91969																																																																																																																																																																																										59737	0	0	148825	7008	677990	0	7319	0	40916	649187	0	0	0	0	53493	0	0	0	47220	65	6000	6620	12620	52066	165959	2878	26948	464448	0	0	0.06296	0.101147	0.077285	0	0	0	40873	12620	-83	11	14000	6617	0	0	0	0	0	0	0	0	0	0	0	0	
92050																																																																																																																																																																																										957	0	0	0	16960	47577	0	469	0	3087	47160	0	0	0	0	3446	0	0	51	0	0	0	337	337	7409	11505	8976	1130	20177	0	0	0.0659	0.1283	0.1158	0	0	0	3109	337	-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
92144																																																																																																																																																																																										563	0	0	9190	1651	25894	0	282	0	3994	26128	0	0	0	0	4235	0	0	0	963	0	0	220	220	1	10250	402	528	15494	0	0	0.153667	0.233012	0.220908	0	0	0	4015	220	-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
92630																																																																																																																																																																																										22632	0	0	59744	0	992037	0	12479	0	84794	946321	0	0	0	0	96801	0	0	1432	119241	0	0	12007	12007	6833	101500	36012	28635	860171	930	0	0.0896	0.1008	0.0883	0	0	0	84794	12007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
92706																																																																																																																																																																																										1362	0	0	0	28653	201573	0	1119	0	27628	201747	0	0	0	0	29525	0	0	0	0	0	0	1119	1119	982	20190	110715	12892	72102	0	0	0.140808	0.219826	0.211494	0	0	0	28406	1119	-790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
92854																																																																																																																																																																																										950	0	0	984	5359	26758	0	215	0	3225	26556	0	0	0	0	3507	0	0	0	470	0	0	215	215	127	8092	964	1284	17857	0	0	0.124	0.1737	0.163	0	0	0	3292	215	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
92902																																																																																																																																																																																										2495	0	0	1426	783	13278	0	124	0	1419	12457	0	0	0	0	1479	0	0	0	0	0	0	80	80	1528	2666	6597	771	2570	0	44	0.1127	0.2326	0.22	0	0	0	1399	80	-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
93244																																																																																																																																																																																										3483	0	0	11822	0	134456	0	979	0	10459	131767	134	0	0	0	11229	0	0	0	1616	0	0	979	979	659	26043	31758	5612	76975	0	0	0.0779	0.1057	0.0965	0	0	0	10250	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
93329																																																																																																																																																																																										3546	0	0	0	19995	106672	0	1047	0	13930	96095	0	0	0	0	8783	0	0	0	1116	0	0	878	878	1097	28040	18167	2130	54474	3589	0	0.087912	0.12528	0.112756	0	0	0	7905	878	-151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
93413																																																																																																																																																																																										4449	0	0	0	81259	210936	0	2042	0	17023	210463	0	0	0	0	19766	0	0	1	724	0	0	1541	1541	5095	77717	50677	8785	81464	0	0	0.0867	0.161	0.1485	0	0	0	18225	1541	-1499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
93543																																																																																																																																																																																										5160	0	0	0	25735	226638	0	2646	0	21879	224635	0	0	0	0	23853	0	0	0	13053	0	0	2092	2092	4657	33714	75282	13723	115556	61	0	0.096883	0.14295	0.130412	0	0	0	21761	2092	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
93619																																																																																																																																																																																										19377	0	0	0	0	25204	0	0	0	22316	23500	0	0	0	0	22316	0	0	0	0	0	0	0	0	141	19312	0	5751	5751	0	0	0.949617	2.32144	2.32144	0	0	0	22316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
93628																																																																																																																																																																																										26062	0	0	58266	0	277396	0	1871	0	18674	272729	0	0	0	0	20545	0	0	842	0	0	0	1871	1871	3915	94352	49112	8772	131888	0	0	0.0685	0.1169	0.1063	0	0	0	18674	1871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
93721																																																																																																																																																																																										207715	0	0	10775	953871	5453728	0	46662	0	500731	5333735	11	0	0	0	429239	43702	0	6700	608932	0	12742	43794	56536	484861	994609	1212495	297672	2684950	19490	0	0.071712	0.122713	0.10655	0	0	0	372703	56536	-8456	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
93758																																																																																																																																																																																										1973	0	0	0	13776	57632	0	396	0	4681	56871	0	0	0	0	5403	0	0	0	1424	0	0	396	396	2592	16232	8630	1716	30899	0	0	0.088	0.1375	0.1274	0	0	0	5007	396	-326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94139																																																																																																																																																																																										37000	0	0	106481	169802	519524	0	3100	0	39796	499619	0	0	0	0	41999	0	0	0	0	0	0	2788	2788	39459	299648	40759	19412	142324	0	0	0.07862	0.188547	0.176031	0	0	0	39211	2788	-295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94456																																																																																																																																																																																										826	0	0	1324	1944	23546	0	704	0	2693	24559	0	0	0	0	2977	0	0	0	0	0	0	239	239	136	5346	1494	755	17320	0	0	0.1115	0.1594	0.1466	0	0	0	2738	239	-45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94522																																																																																																																																																																																										7924	0	0	500	21123	301809	0	2138	0	27627	299750	0	0	0	0	28812	0	0	0	11297	0	0	2138	2138	2156	34245	109720	15094	156794	0	1032	0.0893	0.128	0.1185	0	0	0	26674	2138	-79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94755																																																																																																																																																																																										3512	0	0	4973	23761	86216	0	720	0	7076	85939	0	0	0	0	8253	0	0	0	0	0	0	720	720	1051	26974	9969	2295	49634	0	0	0.0877	0.1375	0.1255	0	0	0	7533	720	-457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94858																																																																																																																																																																																										6084	0	0	0	8558	77262	0	375	0	6166	77883	0	0	0	0	6679	0	0	174	0	0	0	375	375	1548	13028	16031	2050	47168	0	0	0.0809	0.1154	0.1089	0	0	0	6304	375	-138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
95051																																																																																																																																																																																										2112	0	0	0	6977	85971	0	1475	0	7554	84422	0	0	0	0	8448	0	0	0	1846	0	0	955	955	511	10104	7323	3272	69555	0	0	0.0888	0.1113	0.0988	0	0	0	7493	955	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
95659																																																																																																																																																																																										1258	0	0	0	3064	55441	0	487	0	4388	55431	0	0	0	0	4894	0	0	437	0	0	0	487	487	1524	3714	18783	2787	31945	0	0	0.0795	0.1157	0.1042	0	0	0	4407	487	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
95725																																																																																																																																																																																										6646	0	0	504	38492	400268	0	4821	0	53544	398526	0	0	0	0	38714	0	0	16702	60586	0	0	4466	4466	7253	39278	58638	9993	280873	0	0	0.090419	0.108475	0.095962	0	0	0	34248	4466	-462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
96254																																																																																																																																																																																										5185	0	0	20720	22345	226154	0	1477	0	18116	219137	0	0	0	0	19472	0	0	1609	7173	0	0	1477	1477	1536	65769	36690	9719	123515	0	0	0.0823	0.1222	0.1129	0	0	0	17995	1477	-304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
96357																																																																																																																																																																																										2763	0	0	75	24851	88855	0	669	0	8009	89237	0	0	0	0	8843	0	0	0	2367	0	0	669	669	1096	28329	12660	4888	47956	0	0	0.092	0.1421	0.1314	0	0	0	8174	669	-529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
96553																																																																																																																																																																																										776	0	0	2399	0	35006	0	700	0	5416	33898	0	0	0	0	5752	0	0	0	1677	0	0	336	336	1000	7129	5988	799	21589	0	0	0.1598	0.2171	0.2044	0	0	0	5416	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
97055																																																																																																																																																																																										1082	0	0	0	16801	37552	0	224	0	2959	38750	0	0	0	0	3396	0	0	0	445	0	0	224	224	339	16337	3203	2324	18209	0	0	0.0819	0.1457	0.1361	0	0	0	3172	224	-217	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
97279																																																																																																																																																																																										2967	0	0	12121	0	32449	0	143	0	3053	32368	0	0	0	0	3196	0	0	0	92	0	0	143	143	656	9155	19191	733	3590	0	0	0.094322	0.212302	0.202803	0	0	0	3053	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
97457																																																																																																																																																																																										779	0	0	0	2586	26027	0	254	0	1952	25327	0	0	0	0	2251	0	0	0	0	0	0	245	245	359	4013	7818	977	14091	0	0	0.0792	0.1198	0.1067	0	0	0	2006	245	-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
97804																																																																																																																																																																																										4270	0	0	0	182308	369924	213	2280	0	41422	367698	0	0	0	0	43972	0	0	0	2046	0	0	2205	2418	23098	124002	111742	28846	114669	0	0	0.113872	0.225193	0.212809	0	0	0	41554	2418	-2910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
97943																																																																																																																																																																																										5269	0	0	4	59560	176624	0	1265	0	13571	171144	0	0	0	0	14902	0	0	0	0	0	0	1265	1265	737	43809	45285	1992	88820	267	0	0.0797	0.1233	0.1128	0	0	0	13637	1265	-66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
98351																																																																																																																																																																																										2908	0	0	1328	29485	64189	0	279	0	8081	65108	0	0	0	0	8450	0	0	186	0	0	0	279	279	17760	17430	5774	1431	23504	0	0	0.1255	0.2819	0.2726	0	0	0	8171	279	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
98454																																																																																																																																																																																										4352	0	0	0	24693	127089	0	1554	0	12915	125467	0	0	0	0	14330	0	0	542	1465	0	0	1268	1268	2152	28842	6202	6755	91594	0	0	0.104107	0.141627	0.129095	0	0	0	13062	1268	-147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
98463																																																																																																																																																																																										17026	0	0	7875	56087	332745	0	2795	0	44645	334724	0	0	0	0	47629	0	0	3337	25193	0	0	2795	2795	4307	77759	17662	17187	236122	222	0	0.133943	0.173268	0.1631	0	0	0	44834	2795	-189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
98548																																																																																																																																																																																										2870	0	0	0	7586	15544	0	91	0	1479	15761	0	0	0	0	1314	0	0	0	58	0	0	69	69	858	10312	1535	520	2696	0	0	0.0805	0.2375	0.225	0	0	0	1245	69	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
98557																																																																																																																																																																																										5502	0	0	18547	23923	99877	0	454	0	9277	98754	0	0	0	0	10037	0	0	0	82	0	0	454	454	3451	49522	19965	5005	27856	0	0	0.097	0.2089	0.1994	0	0	0	9583	454	-306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
98641																																																																																																																																																																																										7209	0	0	0	23078	174363	0	1220	0	13198	168669	0	0	0	0	14626	0	0	1473	2024	0	0	1220	1220	2901	40787	22671	12548	109629	3406	0	0.0795	0.1118	0.1025	0	0	0	13406	1220	-208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
98717																																																																																																																																																																																										4319	0	0	1079	5714	134775	0	1908	0	18812	135222	0	0	0	0	20156	0	0	0	7566	0	0	1240	1240	3021	32805	24741	6493	76308	0	0	0.1399	0.2046	0.192	0	0	0	18916	1240	-104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
99004																																																																																																																																																																																										7968	0	0	0	36616	133229	0	1467	0	13113	134850	0	0	0	0	10667	0	0	0	0	0	0	948	948	7806	53722	9542	9806	60308	0	0	0.073983	0.141653	0.129064	0	0	0	9719	948	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
99059																																																																																																																																																																																										9741	0	0	0	28028	61536	0	284	0	5058	62215	704	0	0	0	5650	0	0	0	705	0	0	284	284	1598	39941	1932	1176	18816	0	0	0.0862	0.1999	0.1899	0	0	0	5366	284	-308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
99143																																																																																																																																																																																										7340	0	0	360	52385	142268	0	1027	0	11952	143259	0	0	0	0	13747	0	0	0	0	0	0	1027	1027	1992	55361	18371	11798	68821	0	0	0.0888	0.1535	0.142	0	0	0	12720	1027	-768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
99255																																																																																																																																																																																										1571	0	0	0	3625	31240	0	279	0	5030	31332	0	0	0	0	5358	0	0	0	0	0	0	279	279	338	8198	622	2223	22444	0	0	0.1621	0.2196	0.2082	0	0	0	5079	279	-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
99442																																																																																																																																																																																										3082	0	0	13976	55410	168439	0	1119	0	16649	170151	0	0	0	0	18467	0	0	53	630	0	0	1119	1119	14625	40686	53730	11015	61577	0	0	0.102	0.1905	0.179	0	0	0	17348	1119	-699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
99536																																																																																																																																																																																										9735	0	0	5964	99272	275263	0	1014	0	19479	269243	0	0	0	0	21241	0	0	0	0	0	0	1014	1014	60300	64502	61502	10428	90721	0	0	0.0751	0.1576	0.1501	0	0	0	20227	1014	-778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
99853																																																																																																																																																																																										10332	0	0	638	21613	56149	0	303	0	5534	56275	0	0	0	0	6154	0	0	0	0	0	0	303	303	3299	19768	5547	1801	27838	0	0	0.104	0.178	0.1693	0	0	0	5851	303	-388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
99974																																																																																																																																																																																										2153	0	0	0	10960	120607	0	1894	0	11339	116768	0	0	0	0	12514	0	0	390	2345	0	0	1274	1274	5663	15094	8587	5095	93228	0	0	0.0965	0.1235	0.111	0	0	0	11240	1274	-197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100160																																																																																																																																																																																										13337	0	0	1339	63718	264546	0	2285	0	25364	247036	0	0	0	0	28273	95000	0	0	23134	-636	0	2501	2501	7933	88229	2685	6611	169065	0	860	0.104689	0.141292	0.128793	0	0	0	25772	2501	-632	0	55000	0	0	0	0	0	0	0	0	0	0	0	0	0	
