"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADG894	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB527	
315629	535	0	0	163	CONF	313	187	0	286	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	230	0	647	805	0	0	0	0	512	317	175	0	Other Miscellaneous Income	Cash Management Fees		PA Capital Stock Tax												
315656	78	0	59	0	CONF	0	0	0	39	81	38	0	0	0	0	0	0	0	0	0	0	false	50	0	0	0	0	0	297	110	0	57	0	42	68	60	0				Correspondent Bank Fees	Bank Security and Protection	Outside Service Fees										
315674	80	0	94	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	46	0	0	69	0	0	329	85	0	0	0	0	0	0	0																
315852	396	0	30	7	CONF	225	0	0	201	0	0	0	0	0	0	0	0	27	0	0	0	false	129	0	41	112	60	6	554	105	0	571	38	70	313	71	0	Merchant Program Fee Income			Merchant Program Expense						Stock option expense						
316354	52	0	77	198	CONF	0	0	0	125	70	60	0	0	0	0	0	0	0	0	0	0	false	80	0	0	0	18	0	0	97	0	17	59	29	0	81	0				Correspondent Bank Fees	Business Development	Donations										
316840	2159	0	0	825	CONF	11792	0	0	1957	1062	0	0	0	0	0	0	0	0	0	0	0	false	1398	0	0	0	0	0	2201	1701	0	3757	1660	0	2705	1909	1799	Servicing / Management Fee			Bank Franchise Tax	Contributions											
316859	36	16	45	90	CONF	0	0	0	79	75	69	0	0	0	0	0	0	0	0	0	0	false	42	0	0	0	18	0	0	56	0	0	0	75	101	41	0				ORE General Expense	Consulting Fees	OD Charge Offs										
316934	0	0	28	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0																
317100	163	0	216	0	CONF	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	104	0	0	185	30	46	517	120	0	234	168	0	220	124	0	WIRE TRANSFER FEES															
317258	101	0	49	9	CONF	51	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	false	75	0	0	0	19	42	265	123	0	221	50	59	121	61	0	GAIN ON SALE - FHLMC LOANS SOLD PRIOR YEARS			FHLMC LOAN REPURCHASE LOSS												
317342	0	0	0	1090	CONF	1076	327	318	1290	0	0	0	0	0	0	0	0	0	0	0	0	false	452	0	0	737	0	0	1804	487	0	2151	0	0	0	365	0	Other Income, Title Service and Other Fee Income	Deferred Comp	Internet Banking Fee	Bank Taxes												
317650	0	0	32	0	CONF	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	50	163	40	0	0	45	0	0	0	0				Other Travel												
318639	6	3	18	10	CONF	0	0	0	12	7	36	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	2	0	42	6	0	0	0	0	0	3	0				proff fees	ibb s c	ore exp										
318835	0	0	0	95	CONF	85	0	0	62	91	0	0	0	0	0	0	0	2200	0	0	0	false	0	0	0	160	0	0	346	0	0	0	108	0	0	113	0	Visa Fee Income			Other Real Estate Owned Exp	Internet Banking					Capital Injection						
319047	187	0	84	18	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	66	0	10	0	18	131	12	78	0	0	45	75	106	87	0																
319458	0	0	31	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	32	0	0	0	0	0	0	45	0	59	38	0	47	0	0																
319542	142	0	96	289	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	54	0	79	0	0	0	0	0	0	0	0	0																
319551	0	0	0	178	CONF	94	109	240	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	103	0	0	158	0	0	0	0	0	0	0	0	Accounting Department Fees	Data processing	Other Operating Income													
320034	26	0	59	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	30	0	0	0	0	52	0	36	0	0	0	0	39	0	0																
320052	219	84	295	173	CONF	54	78	106	464	949	346	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	191	0	219	0	976	0	0	411	351	0	Fees-Trust Department	Rental Income Financial Services	Rental Income from Building	Software Maintenance Expense	Losses Charged Off Deposit Accounts	ORE Expense										
320070	0	0	116	0	CONF	0	0	0	232	55	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	90	0	0	3	0	0	0	0	0				Franchise Tax	Directors Pension											
320119	1728	0	0	1776	CONF	4294	4092	2565	4951	2317	1399	0	0	0	0	0	0	0	0	0	0	false	0	0	0	4787	0	0	0	0	0	0	0	0	0	1598	0	Fees on Payment Orders	Fees on Letters of Credit	Fees from Factoring	Expenses Related to Foreign Representative Offices	Misc Taxes (including Sales and Use Taxes)	Insurance										
320155	0	0	0	335	CONF	32	39	36	320	460	535	0	0	0	0	0	0	10000	0	0	0	false	227	0	31	160	56	80	0	306	0	502	232	0	0	276	0	Bookkeeping/Teller Fees	Wire Trans/Collections Fees	Miscellaneous Income	Software Maintenance	Credit/Debit Card Expense	Loan Expense & Business Manager Fees				Capital injection from Holding Company (TARP Funds)						
320856	0	0	18	13	CONF	3	1	0	21	12	0	0	0	0	0	0	0	0	0	0	0	false	15	0	0	0	1	8	46	0	0	0	11	0	0	0	0	Other Service Fees	Commission Income		Blanket Bond	Other Real Estate Exp											
321152	4	0	32	2	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	0	0	10	13	9	0	0	16	0	12	0	0																
321255	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0																
321330	10	17	33	72	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	23	0	0	18	3	23	193	36	0	0	0	0	0	0	0																
321947	121	0	61	0	CONF	0	0	0	152	103	102	0	0	0	0	0	0	0	0	0	0	false	72	0	0	0	0	36	0	115	0	208	212	0	110	90	0				Computer software maintenance	Other equipment service & rental expense	Loan recovery expense										
322056	0	0	0	0	CONF	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-24	0	146	62	781	0	0	0	0	0	0	373	0	0	Mortgage Miscellaneous Income														2007 Entry for retirement liability	
322449	18	0	23	5	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	4	0	100	8	0	0	0	0	0	0	0																
322476	3	0	13	1	CONF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	0	36	4	0	0	17	0	0	0	0				REO PROPERTY												
322551	9	0	10	3	CONF	5	3	0	15	13	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	4	2	39	9	0	0	16	0	0	9	0	collection & exchange	loan application & late fees		bank serv chgs	line equip	misc										
322757	51	0	13	65	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	0	5	4	32	19	0	0	43	7	2	15	0																
322850	48	0	0	57	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	27	0	0	0	0	34	77	27	0	35	0	73	0	0	0																
323035	0	0	0	224	CONF	437	150	0	104	408	0	0	0	0	0	0	0	0	0	0	0	false	97	0	0	0	0	178	340	150	0	343	0	0	0	169	0	Mortage release fees	Miscellaneous income		Other Losses	Outside Services											
323204	168	0	126	0	CONF	0	0	0	123	255	0	0	0	0	0	0	0	0	0	0	0	false	113	0	43	170	0	152	482	156	0	258	185	114	0	130	0				Contribution?SPonsorships	Mortgage Tax											
323651	35	0	119	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	45	0	0	0	0	123	49	63	0	0	85	0	71	0	0																
323718	55	2	95	75	CONF	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	false	27	0	45	273	29	87	493	108	0	337	87	35	159	34	0				loss on sale of mortgages												
324153	111	0	35	0	CONF	0	0	0	48	43	0	0	0	0	0	0	0	0	0	0	0	false	37	0	0	0	0	0	183	47	0	0	68	37	0	0	0				Software licensing and Maintenence	Comptroller Assessment											
324229	17	0	69	1	CONF	0	0	0	44	5	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	3	14	158	21	0	48	26	0	13	24	0				Corporate Franchise Tax	Dues & Subscriptions											
324256	4	0	22	4	CONF	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	false	31	0	1	17	7	39	0	20	0	0	13	0	30	15	0				Service Charges												
324274	45	0	252	14	CONF	6	31	0	334	0	0	0	0	0	0	0	0	0	0	0	0	false	34	0	5	323	1	0	374	50	0	0	126	39	0	24	0	MONEY ORDER FEES	OTHER		OTHER												
324340	0	83	170	204	CONF	28	63	0	410	198	0	0	0	0	0	0	0	27	0	0	0	false	217	0	120	274	0	129	721	182	0	0	0	0	231	230	0	MISC OTHER CUSTOMER FEES	INVESTMENT IN MI BANKERS TITLE		FORECLOSED ASSET EXPENSE	LOAN COLLECTION EXPENSE					ESOP ENTRIES						
324649	222	122	187	40	CONF	34	43	101	146	0	0	0	0	0	0	0	0	0	0	0	0	false	199	0	34	0	86	106	590	222	0	325	50	0	0	437	0	MANAGEMENT FEES	WIRE TRANSFER FEES	MISC INCOME	INTERNET BANKING												
324854	40	0	29	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	30	0	11	81	9	39	185	51	0	0	23	0	0	63	0																
324863	295	0	0	144	CONF	39	86	577	192	98	203	0	0	0	0	0	0	0	0	62	0	false	189	0	43	0	40	0	0	225	0	330	0	0	0	196	0	COLLECTION/WIRE CHARGES	LETTER OF CREDIT FEES	SECONDARY MARKET & SRP FEES	COURIER SERVICE	TRAVEL/LODGING	INTERNET BANKING EXPENSE						Cumulative adjustment for off-balance sheet credit exposures				
324975	0	0	51	0	CONF	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	149	28	0	47	0	0	0	0	-53				Deferred Fees											Changes in accounting principals for vacation pay	
325141	153	48	40	14	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	67	0	0	0	22	89	0	105	0	0	47	10	0	253	0																
325459	0	0	17	0	CONF	0	0	0	18	22	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	4	0	0	12	0	0	0	0	0	0	0				Correspondent Bank Service Charges	Software Licensing											
325534	49	0	0	0	CONF	956	0	0	183	112	105	0	0	0	0	0	0	0	0	0	0	true	46	0	0	0	0	0	0	82	0	149	47	0	0	0	0	MORTGAGE SERVICING RIGHTS			ORE EXPENSE	GAIN/LOSS SALE OF ASSETS	LOAN EXPENSE								#2 OTHER NON INTEREST EXPENSE (CONTINUED) 2.o.  CORRESPONDENT BANK CHARGES  49 2.p.  DONATIONS  48 2.q.  CERTEGY USER FEES  46 2.r.  DEBIT CARD EXPENSE  44		
325824	34	0	91	84	CONF	32	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	false	31	0	0	0	0	61	0	67	0	0	65	28	47	0	0	Other Service Charges and Fees			Franchise Tax												
326054	0	0	0	0	CONF	27	0	0	108	40	39	0	0	0	0	0	0	0	0	0	0	false	40	0	0	0	0	0	33	0	0	94	31	0	97	0	0	Other Income			Foreclosure Expense	Donations and Contributions	Entertainment										
326344	85	0	123	56	CONF	158	0	0	104	36	0	0	0	0	0	0	0	0	0	0	0	false	69	0	14	0	38	0	0	64	0	0	0	0	0	0	0	Internet income			Internet Expense	Correspondent Bank Fees											
326858	324	0	221	242	CONF	142	0	0	332	319	290	0	0	0	0	0	0	10000	15808	0	0	false	410	0	0	243	0	1726	1265	0	0	1547	394	273	0	465	0	Wire Transfer Fees			Business Development	Charitable Contributions	Education & Travel				Additional Paid-in Capital	Land & Building Transfers					
326979	198	0	95	0	CONF	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	false	95	0	37	99	0	0	502	146	0	0	83	0	0	0	0				Correspondent Bank Chanrges												
327015	18	0	21	74	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	21	0	0	0	4	0	91	13	0	53	11	0	23	16	0																
327220	0	0	55	0	CONF	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	false	35	0	0	0	0	46	0	34	0	113	65	0	104	39	0				Corporate Franchise Tax												
327305	400	0	104	0	CONF	103	0	0	155	0	0	0	0	0	0	0	0	10449	0	0	0	false	209	-65	35	209	41	148	0	198	0	414	146	109	263	186	0	Foreign Currency Exchange Fees			Internet Banking Expense						Additional Paid in Capital from the Holding Company					Costs Associated With Split Dollar Life Insurance Agreement	
327435	231	0	0	106	CONF	0	0	0	198	112	107	0	0	0	0	0	0	0	0	0	0	false	123	0	0	216	66	0	261	0	0	0	0	0	240	0	-161				Electronic Banking Expense	Other Real Estate Expense	Other Insurance										
327453	213	0	103	0	CONF	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	115	0	30	208	37	435	420	127	0	0	132	0	278	178	0	Exchange Fees															
327556	58	0	0	0	CONF	44	36	15	59	29	23	0	0	0	0	0	0	0	0	0	0	false	26	0	0	0	0	32	112	72	0	100	24	0	0	52	0	OTHER EARNINGS	LETTER OF CREDIT FEES	LOAN PREP FEES	DEBIT CARD EXPENSE	CORRESPONDENT BANK SC FEES	SEMINAR & SCHOOL EXP.										
327855	44	0	37	0	CONF	117	68	62	98	88	54	0	0	0	0	0	0	0	0	0	0	false	75	0	0	124	0	212	59	81	0	0	116	0	89	50	0	Data Processing Fees	Secondary Market Mortgage Fee Income	Management Fees FSB	Internet Banking and Bill Pay	Officer and Director Deferrred Comp	OCC Assessment										
327949	0	0	0	0	CONF	43	37	0	66	102	0	0	0	0	0	0	0	0	0	0	0	false	75	0	0	0	0	36	350	75	0	220	0	0	118	78	0	Class Action Lawsuit - State of IL Settlement	Utility Payment Processing Fees		Loan Processing Expense	Loan Expense											
328058	7	0	21	5	CONF	29	0	0	27	49	0	0	0	0	0	0	0	0	0	0	0	false	3	0	4	0	4	4	0	16	0	5	0	0	17	7	0	Other Misc Income			Outside Service Fees	Other Loan Expense											
328151	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
328357	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	250	0	-361	0	false	0	0	0	0	0	0	0	0	0	32	40	33	0	28	0										Capital Injection		Push Down Accounting				
328423	410	0	114	326	CONF	0	0	0	578	0	0	0	0	0	0	0	0	0	0	0	0	false	227	0	0	346	0	0	995	283	0	0	109	516	0	294	0				FRANCHISE TAX												
328450	157	0	125	0	CONF	43	0	0	58	154	0	0	0	0	0	0	0	0	0	0	0	false	62	2	0	857	0	79	0	55	0	184	91	0	181	0	0	Miscellaneous Income from Subsidiary			Collection & Reposession Expense	OREO Expense										Corrected 08 Subsidiary Depreciation after year end to undivided profit	
328553	555	0	0	0	CONF	115	85	82	276	258	0	0	0	0	0	0	0	0	0	0	0	false	0	0	165	0	0	100	2254	201	0	1870	0	0	610	0	0	Draft Discount	Cash Reserve Fees	Secondary Market Mortgage Loan Fees	Loan Processing	Management Services											
328656	13	0	0	0	CONF	46	21	0	88	60	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	OFFICERS LIFE INSURANCE INCOME	MISCELLANEOUS INCOME		INSURANCE BOND   PREMIUM	EXAM AUDIT   PROFESSIONAL FEES											
328777	126	0	127	136	CONF	59	0	0	122	92	0	0	0	0	0	0	0	0	0	0	0	false	135	0	12	514	49	24	662	91	0	244	160	153	165	193	0	Income from Investment in Partnership			Insurance & Bonds	Prepayment Penalty on FHLB Advances											
329149	64	0	26	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	36	0	0	0	0	0	96	29	0	0	0	0	0	0	0																
329345	148	0	69	0	CONF	0	0	0	33	70	29	0	0	0	0	0	0	0	0	0	0	false	44	0	22	91	17	65	511	118	0	107	18	46	0	36	0				oreo w/d	s/c ABB and State assessment	Harland Free Cks										
329550	0	0	0	0	CONF	0	0	0	1111	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	146	0	77	416	0	0	0	174	0	0	216	0				Other Real Estate Expense												
329756	31	0	0	0	CONF	27	31	0	37	29	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	144	27	0	0	26	0	0	51	0	Fee Income - MPF Loans	Origination Fees - Commercial Loans		Insurance and Bonds	Furniture and Equipment Depreciation											
329952	194	0	63	35	CONF	0	0	0	267	72	76	0	0	0	0	0	0	0	0	0	0	false	83	0	0	0	56	453	211	115	0	110	143	0	104	126	0				ACH fees and expense	Comptrollers fees	Losses sustained										
330239	42	0	95	143	CONF	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	false	84	0	0	0	54	173	99	48	0	0	0	0	0	62	0				Assessments												
330248	54	0	71	101	CONF	0	0	0	246	81	58	0	0	0	0	0	0	0	0	0	0	false	41	0	0	43	0	0	0	50	0	0	0	0	0	51	0				Other Insurance and Bonds	Write down of Bankers Bank Stock	Miscellaneous Service Charges										
330453	9	0	13	0	CONF	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	4	30	7	2	1	15	0	15	6	1	15	8	0	Salary Continuation liability recapture															
330855	579	0	144	38	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	137	0	38	305	37	60	339	186	0	6	72	0	107	163	0																
330873	33	0	110	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	93	55	0	32	52	32	0	32	0																
330949	58	0	81	35	CONF	0	0	0	59	123	36	0	0	0	0	0	0	0	0	0	0	false	47	0	0	0	0	43	161	73	0	0	111	0	0	76	0				OREO Expense	Other Taxes	Insurance Expense										
331375	146	0	162	26	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	39	0	0	0	0	0	179	56	0	75	95	37	78	19	0																
331544	39	0	64	0	CONF	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	37	0	0	0	0	0	140	44	0	0	0	0	0	0	0	Real Estate Secondary Market Fees															
331553	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0																
331713	0	0	68	0	CONF	30	0	0	237	55	48	0	0	0	0	0	0	0	0	0	0	false	48	0	0	252	0	0	210	53	0	0	71	0	0	70	0	New Tripoli Home Settlement Misc Income			Shares Taxes	Repo/Real Estate Expenses	Repair/Maintanance Software										
332055	78	0	0	50	CONF	29	0	0	49	113	57	0	0	0	0	0	0	0	0	0	0	false	54	0	0	0	0	0	271	44	0	189	0	0	0	60	0	Other Income			Internet Banking	Repo & Collection	Losses Sustained										
332224	77	0	188	170	CONF	-88	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	148	0	0	622	0	0	136	319	62	0	141	0	Impairment of other asset			Travel and entertainment												
332345	0	0	33	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
332402	180	0	215	152	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	true	115	-852	24	234	41	102	500	94	0	143	216	83	210	122	0												Prior Year Accounting Error Per External Auditors		Prior year adjustments are applicable to the year end audit conducted by the bank's external auditors.	Prior Year Accounting Error Per External Auditors	
332756	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
333034	0	0	93	0	CONF	133	0	0	130	108	75	0	0	0	0	0	0	0	0	0	0	false	67	0	0	0	0	38	338	81	0	81	0	66	0	0	0	Other Income			Outside Services	Other Real Estate Expenses	Stateside Tax Amortization										
333052	35	0	0	0	CONF	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0				CORRESPONDENT SC + FEES 539500												
333203	179	0	125	0	CONF	337	47	0	258	132	295	0	0	0	0	0	0	0	0	0	0	false	171	0	58	44	55	264	0	210	0	450	0	0	0	170	0	Merchant Program	Credit Card Income		Debit Card Expense	Trust Department Expenses	Vermont Franchise Tax								The following are additions to RI-E.2 FDIC & FICO Assessment                                      566 OREO Expense                                                       204 Fees on Loans Sold to Freddie Mac                      241 Amortization of Limited Partnership Investment     319		
333650	12	11	28	19	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	39	0	9	0	16	8	80	28	0	72	18	0	14	23	0																
333856	13	0	17	13	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	50	0	7	0	3	137	206	32	0	0	17	48	103	47	0																
333940	16	0	26	21	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	13	0	2	0	9	6	0	22	0	0	44	0	0	0	0																
334255	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	-500	0	0	0	false	0	0	0	0	0	0	58	0	0	27	0	0	0	0	0										capital withdrawal - per state regulatory approval treat as capital withdrawal not	as dividend					
334264	154	0	108	0	CONF	0	0	0	65	51	46	0	0	0	0	0	0	250	0	0	0	false	75	-42	0	0	0	38	131	120	0	289	83	0	145	106	0				ARMORED CAR CHARGES	DEBIT CARD LOSSES	OCC ASSESSMENTS				NET CASH PROCEEDS FROM LINE OF CREDIT					UNRECORDED LIABILITIES AND PAYROLL ADJUSTMENTS	
334648	119	0	0	0	CONF	62	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	false	34	0	0	0	0	0	64	65	0	87	0	108	66	41	0	Income Tax Service			Bankers Bank Service Fees												
334657	12	0	0	11	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	16	0	0	18	7	11	28	17	0	1	21	37	0	12	0																
335346	39	0	99	61	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	39	0	0	0	27	0	220	85	0	0	0	0	0	0	0																
335355	36	36	34	32	CONF	0	0	0	30	48	56	0	0	0	0	0	0	0	0	0	0	true	0	764	0	99	0	0	191	47	0	0	68	0	0	53	0				Loan Expense	Business Development	Donations and Scholarships								Based on assessments made in 2009, Two Rivers Bank met virtually all conditions of RC on or before December 31, 2008 hence the amounts originally recorded as a TIF liability no longer carried any repayment contingency and the entire amount of the liability could be adjusted.  We have a detailed memorandum from our accountant explaining  the TIF adjustment. Our accountant, John Smolsky also contacted Julia Kuhn at the FDIC office in Kansas City regarding this same mattert.  Please let me know if the memorandum from our accountant needs to be sent to you for further explanation.	TIF Bond Accounting Adjustments	
335757	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0																
336147	0	0	67	0	CONF	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	false	33	0	0	36	0	0	0	34	0	64	26	0	45	34	0				Bank Franchise and Deposits Tax												
336361	41	0	26	0	CONF	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	false	31	0	0	0	0	0	232	0	0	63	62	0	0	0	0				Supplies												
336576	419	0	0	531	CONF	26	20	312	375	411	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	34	386	0	0	0	0	0	276	134	0	LOC Fee Income	Misc Income	Service Fees Participations	Consumer Ln Exp	REO Exp											
336950	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
337247	10	0	4	1	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	8	4	7	59	8	0	0	3	0	3	3	0																
337340	0	0	27	0	CONF	28	29	0	26	58	0	0	0	0	0	0	0	0	0	0	0	false	32	0	0	0	0	0	218	42	0	0	0	0	0	0	0	ATM Surcharge	Safe Deposit Rental		Loan Administration	Business Services											
337733	86	20	0	387	CONF	111	9	0	195	190	122	0	0	0	0	0	0	0	0	0	0	false	48	0	0	0	12	11	250	44	0	0	47	63	64	109	0	check card income	Credit life premium		expense on troubled loans	Insurance expense	expense on OREO										
338178	63	0	73	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	117	0	0	154	38	0	0	84	43	0	0	0																
338646	58	0	85	27	CONF	44	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	false	60	0	34	0	23	21	127	45	0	172	104	0	102	23	0	Internet Service Provider			Online Banking Expense												
338758	260	25	85	151	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	121	0	13	230	23	78	654	153	0	639	27	0	415	84	0																
338851	40	0	0	0	CONF	40	0	0	37	25	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	56	0	0	0	0	25	0	31	0	Misc. income			Item processing	Misc. expense											
338945	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0																
339054	3	0	16	2	CONF	6	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0	false	8	0	1	45	6	6	54	10	0	19	4	12	22	12	0	Exchange			Bookkeeping Fees	Insurance- DO, Blanket Bond, Kidnap											
339353	0	0	0	0	CONF	0	0	0	66	44	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0				Management Fees	Other Real Estate Expenses											
339456	688	0	0	98	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	283	415	156	0	0	179	0	177	141	0																
339607	237	57	0	0	CONF	74	49	0	242	226	129	0	0	0	0	0	0	0	0	0	0	false	116	0	0	0	47	51	461	224	0	190	0	0	0	111	0	Miscellaneous loan income	Miscellaneous income		Donations	Miscellaneous losses	Debit card processing										
339773	480	0	267	0	CONF	0	0	0	182	562	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	78	0	0	540	217	0	44	0	0	0	0	0				Appraisal Fees	OREO Expense											
339858	7240	0	0	5504	CONF	8483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3570	0	0	0	0	36275	48247	0	0	36064	0	0	0	0	0	International fee income															
339951	384	21	163	108	CONF	62	55	0	692	1356	0	0	0	0	0	0	0	0	0	0	0	false	151	0	36	0	113	245	991	171	0	556	159	49	333	159	0	Letter of Credit fees	Other		Other Property Expense	Other											
340135	377	0	234	0	CONF	233	3394	-30	259	200	571	0	0	0	0	0	0	500	0	0	0	false	0	0	0	452	0	0	0	171	0	319	0	301	399	296	0	Secondary Market Mortgage Origination Income	BTIS & Other Service Revenue	Lawsuit Settlement Homestead-356  Silverton Bank loss-(386)	Courier Service	Loan costs - fees and other closing costs absorbed by Bank	Software Maintenance and Amortization				Capital injection from BancTenn				In April, the Bank recorded $386k loss as a result of the liquidation of Silverton Bank. During the  2nd quarter, the Bank also sold approximately $12MM in bonds.  This transaction resulted in a $334k  gain.  These items are reported in Sch. RI.5.l. and Sch. RI.6.b., respectively.  The Bank has recorded a $300k loss on repossessed medical equipment, specifically an MRI machine. This has been reported in Sch. RI.5.k.		
