"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1289	RCFD1290	RCFD1291	RCFD1293	RCFD1294	RCFD1295	RCFD1297	RCFD1298	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG324	RCFDG325	RCFDG326	RCFDG327	RCFDG328	RCFDG329	RCFDG330	RCFDG331	RCFDG336	RCFDG337	RCFDG338	RCFDG339	RCFDG340	RCFDG341	RCFDG342	RCFDG343	RCFDG344	RCFDG345	RCFDG346	RCFDG347	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1289	RCON1290	RCON1291	RCON1293	RCON1294	RCON1295	RCON1297	RCON1298	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	
63359																																																																																																																																																						0	0	19898	39642	39006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74158	73518	0	0	0	34516	34512	0	0	0	0	0	105	60	14971	4938	43024	10420	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63573																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	37558	37648	0	0	8870	8371	0	0	0	0	0	0	46428	46019	0	0	0	0	0	0	0	26051	0	0	26051	0	1005	2002	16961	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63733																																																																																																																																																						0	0	21867	0	0	0	0	0	0	0	0	50809	51298	0	0	0	0	0	0	0	0	0	0	124585	127380	0	0	0	73737	76074	25856	25812	6701	39	8	750	4668	10623	31557	79774	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63742																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	969	925	0	0	6315	5645	0	0	0	0	0	402	250	0	1263	790	4290	227	0	0	0	250	0	0	0	0	0	0	0	87																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63751																																																																																																																																																						0	0	500	0	0	0	0	0	0	0	0	658	657	0	0	0	0	0	0	0	0	0	0	658	657	0	0	0	0	0	0	0	0	0	0	0	0	347	102	207	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
64150																																																																																																																																																						0	0	6125	0	0	0	0	0	0	0	0	1747	1789	0	0	0	0	0	0	0	0	4039	4139	4057	4099	0	4039	4139	0	0	0	0	470	2310	2310	159	321	2490	1542	1316	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
64543																																																																																																																																																						0	0	5525	0	0	0	0	0	0	0	0	0	0	0	0	1508	1401	0	0	0	0	0	0	68161	71201	0	0	0	31227	33872	0	0	1079	0	0	362	1079	1428	2465	17823	12482	3	10	0	0	12555	7874	10554	4127																									0	4	0	6	0	0	10	10	0	0	19704	20433	0	0	0	0	0	0	
64552																																																																																																																																																						0	0	4316	0	0	0	0	0	0	0	0	206	207	0	0	0	0	0	0	0	0	1	1	13600	13943	0	0	0	2944	3018	206	207	207	0	0	207	0	0	0	2888	130	12	311	0	939	6745	2093	0	620																									0	0	0	0	0	0	248	255	1	1	9601	9843	0	0	0	0	0	0	
64619	0	0	370840	0	0	0	0	0	0	132079	124564	90294	89814	0	0	150942	152001	250	250	0	0	395508	407730	322103	326150	0	42532	45502	22945	24604	0	0	182653	0	0	49021	77139	36401	17677	241489	19554	52150	4343	22802	13852	92700	51981	0	42549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6343	6851	13136	13530	185394	200679	31268	32562	0	0	0	0	28910	29884	13518	13639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0																	395508			326148		42532			24604					0																																																									
64730																																																																																																																																																						0	0	22954	0	0	0	0	0	0	0	0	31300	31022	0	0	5832	6031	0	0	0	0	0	0	45172	45350	0	0	0	6178	6398	15500	15258	6481	0	0	450	6031	1217	1387	32785	1581	61	249	0	0	912	468	37	173																									0	0	0	0	0	0	1071	1081	0	0	582	610	0	0	0	0	0	0	
65205																																																																																																																																																						15076	15267	4527	0	0	0	0	0	0	140563	142079	0	0	0	0	0	0	0	0	0	0	155639	157346	121892	123373	0	0	0	0	0	0	0	95483	5027	6009	15010	80472	60157	0	0	0	15006	102020	0	0	0	338	0	0																									0	0	0	0	0	0	116865	117364	0	0	0	0	0	0	0	0	0	0	
65241																																																																																																																																																						0	0	8791	0	0	0	0	0	0	0	0	3599	3618	0	0	224	250	0	0	0	0	600	601	11324	11636	0	600	601	3881	4029	0	0	560	0	0	200	360	5288	1355	1294	0	0	0	0	0	371	0	3368	0																									0	0	0	0	0	0	352	371	0	0	0	0	0	0	0	0	0	0	
65513	0	0	82301	0	0	0	0	0	0	0	0	0	0	54756	56592	18072	18767	15895	16745	8931	9061	70875	73564	27864	28708	0	224	227	860	879	0	0	22359	0	0	3726	18633	43915	32429	880	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0																	70875			28708		224			879					0																																																									
65559																																																																																																																																																						0	0	54769	0	0	0	0	0	0	0	0	19483	19889	0	0	2000	2025	0	0	0	0	0	0	117198	119709	0	0	0	33944	35145	3997	3992	2200	7	8	583	1617	16823	17707	20329	0	7563	14714	14850	21289	3313	0	913	0																									0	0	0	0	0	0	995	1014	0	0	59884	60715	0	0	0	0	0	0	
65746																																																																																																																																																						0	0	51342	2951	2888	0	0	3297	3467	0	0	11798	12148	0	0	0	0	0	0	0	0	0	0	60245	62482	0	0	0	3351	3278	606	629	0	5000	5000	0	0	1322	1849	16538	2073	0	0	0	613	4373	19060	6513	5142																									0	0	0	0	0	0	301	325	0	0	22593	23721	0	0	0	0	0	0	
65858																																																																																																																																																						0	0	213586	0	0	0	0	0	0	0	0	20886	21057	0	0	200	200	0	0	0	0	0	0	336833	327837	0	0	0	17149	17776	0	0	2067	0	0	0	0	12003	16198	24488	1599	5	652	987	1016	8491	3338	156253	102807	0	0	0	0	0	0	1591	1599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599	0	1591	0	0	4725	4814	0	0	9276	9675	0	0	0	0	0	0	
66015	0	0	63803	0	0	0	0	25281	25027	0	0	0	0	0	0	0	0	0	0	13882	14151	0	0	86209	86320	0	0	0	0	0	0	0	6278	0	0	25028	6198	1000	6954	0	0	127	589	0	0	0	637	825	44965																									0	0	0	0	0	0	931	929	0	0	423	423	0	0	0	0	0	0	45692	45790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0																	0			86320		0			0					0																																																									
66154																																																																																																																																																						0	0	7172	0	0	0	0	0	0	0	0	14454	14243	0	0	446	337	0	0	0	0	0	0	25006	24917	0	0	0	3030	3211	2000	1956	0	0	0	0	0	0	0	10275	7867	230	98	0	254	983	5072	0	0																									0	0	0	0	0	0	3642	3684	0	0	2854	2953	0	0	0	0	0	0	
66172																																																																																																																																																						0	0	7309	0	0	0	0	0	0	0	0	0	0	0	0	2988	2415	0	0	0	0	0	0	36627	36171	0	0	0	0	0	0	0	0	7074	6482	0	0	0	0	1399	1016	679	0	55	7504	771	17717	548	0																									0	0	0	0	0	0	12199	12385	0	0	13877	14341	0	0	0	0	0	0	
66275																																																																																																																																																						0	0	3276	0	0	0	0	0	0	0	0	2000	2004	0	0	0	0	0	0	0	0	0	0	11897	12066	0	0	0	0	0	2000	2004	0	0	0	0	0	0	2004	0	0	216	530	0	1136	1096	3187	3600	297																									0	0	0	0	0	0	2010	2059	0	0	4014	4106	0	0	0	0	0	0	
66837																																																																																																																																																						0	0	2396	0	0	0	0	0	0	0	0	3997	3962	0	0	0	0	0	0	0	0	0	0	16300	16470	0	0	0	0	0	3997	3962	0	0	0	0	0	0	0	3962	0	272	370	592	0	1608	0	6243	3423																									0	0	0	0	0	0	330	331	0	0	2439	2511	0	0	0	0	0	0	
67142																																																																																																																																																						0	0	10658	0	0	0	0	0	0	0	0	3000	2839	0	0	0	0	0	0	0	0	0	0	27538	28201	0	0	0	4964	5106	0	0	1152	0	0	1838	0	0	0	5489	618	2456	1039	370	87	3991	7476	0	4837																									0	0	0	0	0	0	1446	1494	0	0	13244	13926	0	0	0	0	0	0	
67151																																																																																																																																																						0	0	91195	0	0	0	0	0	0	0	0	7037	7069	0	0	0	0	0	0	0	0	230	234	105979	108138	0	230	234	39815	41082	3499	3497	7337	0	0	135	7180	14482	5284	21025	276	2066	11585	9488	8670	24641	955	2581	0																									0	0	0	0	0	0	6147	6150	0	0	50419	51256	0	0	0	0	0	0	
67209																																																																																																																																																						0	0	3042	0	0	0	0	0	0	0	0	20280	20550	0	0	45575	44542	0	0	0	0	0	0	102520	107458	0	0	0	2071	2156	2000	1999	1288	24434	29967	498	790	17689	27385	19989	1363	0	0	0	0	0	0	8115	1662																									0	0	0	0	0	0	0	0	0	0	445	466	0	0	0	0	0	0	
67254																																																																																																																																																						0	0	1085	0	0	0	0	0	0	0	0	9192	9387	0	0	0	0	0	0	0	0	0	0	9192	9387	0	0	0	0	0	0	0	508	0	0	0	508	1619	2541	4719	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
67311																																																																																																																																																						0	0	2021760	0	0	0	0	0	0	0	0	11995	12000	0	0	62064	40194	0	0	0	0	38454	38454	2508761	2583120	0	38454	38454	287882	303728	0	0	79039	2432	2432	46028	20538	11141	7701	301381	7587	59184	107826	67707	132727	1113026	145627	432992	165677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2461	2497	0	0	1563301	1623600	0	0	0	0	0	0	
68345																																																																																																																																																						0	0	15870	0	0	0	0	0	0	55990	55986	20521	20537	0	0	0	0	0	0	0	0	62325	62553	21607	21694	0	6335	6567	1086	1157	0	0	0	0	0	0	0	0	1157	67515	15347	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
68448																																																																																																																																																						0	0	1021	0	0	0	0	0	0	0	0	2513	2571	0	0	0	0	0	0	0	0	0	0	22974	24845	0	0	0	9941	10484	0	0	2205	0	1059	505	1701	1340	3277	6234	0	0	0	0	0	0	0	8655	2081																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
68756																																																																																																																																																						0	0	20211	0	0	0	0	0	0	0	0	2041	2088	0	0	0	0	0	0	0	0	0	0	44769	45337	0	0	0	50	52	0	0	26	0	0	0	25	558	0	1556	0	0	0	0	0	18864	24302	0	32																									0	0	0	0	0	0	13165	13469	0	0	29481	29696	0	0	0	0	0	0	
68831																																																																																																																																																						0	0	12644	0	0	0	0	0	0	0	0	6579	6703	0	0	1956	1925	0	0	0	0	3801	3884	24420	23144	0	1338	1378	5237	5417	1073	1072	2985	0	0	4336	1960	5682	2379	3700	0	363	1210	2426	261	3208	57	1363	0																									0	0	0	0	157	161	0	0	2306	2345	4861	5062	0	0	0	0	0	0	
68840																																																																																																																																																						0	0	27280	0	0	0	0	0	0	0	0	1312	1386	0	0	3212	3354	0	0	0	0	0	0	28050	29381	0	0	0	20535	21525	0	0	1780	0	0	732	1047	7477	5060	11948	0	146	195	648	0	1292	0	836	0																									0	0	0	0	0	0	6	6	0	0	2188	2274	0	0	0	0	0	0	
68859																																																																																																																																																						0	0	32922	0	0	0	0	0	0	0	0	27561	28302	0	0	14139	14397	0	0	0	0	0	0	106968	108693	0	0	0	61178	62039	4999	5004	13082	0	0	21871	10239	11432	30177	26520	2934	123	123	35	40	1655	0	8	1971																									0	0	0	0	0	0	1683	1709	0	0	271	267	0	0	0	0	0	0	
68943																																																																																																																																																						0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
69333																																																																																																																																																						0	0	214661	498	498	0	0	0	0	6000	6063	0	0	0	0	0	0	0	0	0	0	232176	232896	71584	75184	0	109441	113832	0	0	2000	2028	6798	0	0	38341	11486	12923	5896	89624	753	1112	1766	36	0	27677	53117	64629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0	40331	42249	41060	43370	0	0	0	0	33313	34748	
69678																																																																																																																																																						0	0	46445	0	0	0	0	0	0	0	0	9835	10047	0	0	0	0	0	0	0	0	14174	14672	46172	47198	0	14174	14672	36328	37077	0	0	9683	9	74	4438	5487	25419	10579	14759	616	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
69847																																																																																																																																																						809	812	0	462	470	0	0	0	0	1428	1446	1819	1843	0	0	0	0	0	0	0	0	2237	2258	2281	2313	0	0	0	0	0	0	0	1827	0	0	400	1427	1423	410	890	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
70049																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	10002	10063	0	0	0	0	0	0	0	0	1319	1368	10002	10063	0	1319	1368	0	0	0	0	192	0	0	0	192	1848	9142	200	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
70058																																																																																																																																																						0	0	14795	0	0	0	0	0	0	0	0	19605	19557	0	0	570	546	0	0	0	0	0	0	31229	31074	0	0	0	10729	10710	705	699	0	0	0	0	0	0	228	23493	7164	0	0	0	0	189	0	0	0																									0	73	0	146	0	0	2	2	0	0	177	186	0	0	0	0	0	0	
70218																																																																																																																																																						0	0	7476	0	0	0	0	50	48	0	0	6006	6015	0	0	0	0	0	0	0	0	0	0	7936	7974	0	0	0	0	0	1000	1001	133	0	0	48	0	0	0	6015	0	0	133	0	0	457	566	667	88																									0	0	0	0	0	0	487	498	0	0	636	658	0	0	0	0	0	0	
70254																																																																																																																																																						0	0	9110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569	596	11205	11380	0	395	418	1104	1158	0	0	5	0	0	0	5	121	248	1179	0	549	2627	0	0	972	2688	2606	952																									0	0	0	0	0	0	468	476	73	74	6149	6288	0	0	0	0	101	104	
70414																																																																																																																																																						0	0	50503	0	0	0	0	45180	44580	0	0	1000	999	4848	4923	0	0	0	0	0	0	7347	7478	134840	136389	0	2499	2555	34249	35096	0	0	3690	0	0	47085	3185	12775	11331	13645	0	880	0	0	1103	43057	0	8383	2292																									0	0	0	0	0	0	870	880	0	0	42841	44159	0	0	0	0	0	0	
70638																																																																																																																																																						0	0	18353	0	0	0	0	0	0	0	0	500	519	0	0	1491	455	0	0	0	0	0	0	33752	34568	0	0	0	15076	16027	0	0	678	0	0	106	588	1436	858	12076	1937	0	0	0	1132	5049	2155	0	9231																									0	0	0	0	0	0	0	0	0	0	7897	8336	0	0	0	0	0	0	
70955																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
71318																																																																																																																																																						0	0	178796	0	0	0	0	0	0	0	0	58177	58311	0	0	23336	22403	0	0	0	0	48604	48549	179595	180122	0	27648	27141	0	0	14538	14604	15711	0	0	9351	9526	17148	30242	38605	3597	0	6185	3993	121	87639	8235	6072	8012																									0	0	0	0	0	0	0	0	16934	17379	87921	89239	0	0	0	0	3915	3921	
71457																																																																																																																																																						0	0	18587	9997	10220	0	0	0	0	0	0	6516	6568	0	0	0	0	0	0	0	0	3788	3786	32553	33125	0	3788	3786	6571	6708	0	0	7188	0	0	1563	5210	7273	3924	9314	0	308	108	1949	3176	3751	0	337	0																									0	0	0	0	0	0	0	0	0	0	9139	9292	0	0	0	0	0	0	
71859																																																																																																																																																						0	0	229	0	0	0	0	0	0	229	238	0	0	0	0	0	0	0	0	0	0	229	238	0	0	0	0	0	0	0	0	0	229	0	0	149	80	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
72258																																																																																																																																																						0	0	38397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21837	20971	82438	82329	0	21837	20971	0	0	0	0	463	0	0	57	406	1869	1093	10760	7652	11607	69291	1431	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	82438	82329	0	0	0	0	0	0	
72351																																																																																																																																																						0	0	6642	0	0	0	0	0	0	0	0	1260	1267	0	0	0	0	0	0	0	0	0	0	15096	15754	0	0	0	4099	4267	750	751	0	0	0	0	0	412	1698	3424	0	0	0	70	61	6536	3553	0	0																									0	0	0	0	0	0	3201	3450	0	0	6536	6770	0	0	0	0	0	0	
72454																																																																																																																																																						0	0	3994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7343	7577	3	3	0	7326	7559	0	0	0	0	215	0	0	65	150	578	3257	3276	0	0	1	5	0	14	0	0	0																									0	0	0	0	0	0	2	2	17	18	1	1	0	0	0	0	0	0	
72678																																																																																																																																																						0	0	185424	0	0	0	0	0	0	53559	53912	0	0	0	0	0	0	0	0	0	0	234143	239606	60241	61130	0	0	0	0	0	0	0	1014	43	93	18585	23838	2500	0	8636	0	37892	77261	2435	783	9165	114085	0	0																									0	0	0	0	34189	35103	15640	15838	146395	150591	44558	45199	0	0	0	0	0	0	
73031																																																																																																																																																						0	0	5261	0	0	0	0	0	0	0	0	7242	7269	0	0	0	0	0	0	100	100	0	0	7644	7674	0	0	0	0	0	0	0	305	0	0	0	0	1508	100	5761	0	0	305	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	302	305	0	0	0	0	0	0	
73116																																																																																																																																																						0	0	32198	0	0	0	0	0	0	0	0	47989	47946	0	0	0	0	0	0	0	0	0	0	149827	153535	0	0	0	14322	14742	0	0	4393	0	0	2999	95	695	0	52645	6254	23347	1111	7447	1774	17475	7495	29436	2762																									0	0	0	0	0	0	107	113	0	0	56579	58536	0	0	0	0	0	0	
73152																																																																																																																																																						0	0	17919	0	0	0	0	0	0	0	0	6221	6199	0	0	66	50	0	0	0	0	0	0	37697	38363	78	0	0	10812	10893	1414	1440	2059	0	0	0	2046	1695	1854	11530	17	558	133	0	952	4369	1765	12996	448																									0	0	0	0	0	0	237	244	0	0	7258	7533	0	0	0	0	0	0	
73554																																																																																																																																																						0	0	4870	0	0	0	0	0	0	0	0	6362	6408	0	0	302	305	0	0	0	0	8572	8681	11958	12073	0	8572	8681	0	0	0	0	774	0	0	164	610	1015	3714	9782	0	0	0	964	0	3874	0	0	522																									0	0	0	0	0	0	954	964	0	0	3822	3874	0	0	0	0	0	0	
73956																																																																																																																																																						0	0	4492	0	0	0	0	0	0	0	0	1677	1722	0	0	0	0	0	0	0	0	2950	3032	12815	13319	0	2950	3032	714	742	0	0	354	0	0	0	873	1031	632	2863	533	0	161	0	0	4563	5613	0	0																									0	0	0	0	0	0	1698	1794	0	0	8205	8543	0	0	0	0	0	0	
74056																																																																																																																																																						0	0	5868	0	0	0	0	0	0	7	7	5703	6033	0	0	66	76	0	0	0	0	7	7	6849	7183	0	0	0	380	374	0	0	1583	0	0	921	662	1647	3880	73	0	0	0	0	0	0	0	0	0																									0	700	0	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
74140																																																																																																																																																						0	0	115172	1999	2011	0	0	0	0	0	0	17006	17216	0	0	11000	9269	0	0	0	0	0	0	245037	249062	0	0	0	149787	153934	0	0	7329	0	0	23446	4732	26952	32215	94179	906	0	20	128	220	60676	373	0	5215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	67	0	0	60002	61350	0	0	0	0	0	0	
74159																																																																																																																																																						0	0	5395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5152	5408	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	25	92	0	792	2973	1525	0	0																									0	0	0	0	0	0	81	83	0	0	5071	5325	0	0	0	0	0	0	
74403																																																																																																																																																						0	0	60312	29873	30034	0	0	3231	3209	0	0	66998	67559	0	0	2506	2526	0	0	0	0	0	0	111381	112898	0	0	0	1255	1242	11000	11072	18367	1371	2020	18208	11156	65906	8081	615	602	1633	1635	0	1558	1429	0	53	0																									0	0	0	0	0	0	1420	1443	0	0	4674	4812	0	0	0	0	0	0	
74449																																																																																																																																																						6165	6182	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6165	6182	0	0	0	0	0	0	0	0	0	4551	0	0	1901	2650	1614	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
74458																																																																																																																																																						0	0	3820	0	0	0	0	0	0	0	0	7799	7866	0	0	0	0	0	0	0	0	0	0	10414	10573	0	0	0	1819	1839	0	0	12	17	52	0	0	7593	273	1839	0	12	91	0	0	0	713	0	0																									0	0	0	0	0	0	0	0	0	0	779	816	0	0	0	0	0	0	
75053																																																																																																																																																						0	0	113667	0	0	0	0	0	0	0	0	129373	128958	0	0	0	0	0	0	0	0	0	0	168051	170060	0	0	0	35995	38401	97792	97334	316	0	0	0	316	1532	3354	154109	8048	0	504	0	0	505	0	1692	0																									0	0	0	0	0	0	0	0	0	0	992	1009	0	0	0	0	0	0	
75259																																																																																																																																																						0	0	920	200	202	0	0	9	9	0	0	1840	1836	0	0	1346	1375	0	0	0	0	0	0	3781	3715	0	0	0	0	0	0	0	591	385	292	143	590	859	206	1624	0	0	0	0	0	0	0	0	1																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
75446																																																																																																																																																						0	0	10759	0	0	0	0	0	0	0	0	28737	28940	2000	2000	3137	2404	0	0	0	0	2000	2000	95866	95304	0	0	0	45407	44788	20735	20713	516	0	0	2451	464	1594	3954	60488	9167	1730	2522	994	0	6537	7311	52	26																									0	0	0	0	0	0	25	26	0	0	18487	19068	0	0	0	0	0	0	
75455																																																																																																																																																						0	0	2098	0	0	0	0	0	0	0	0	10608	10824	0	0	0	0	0	0	0	0	0	0	13491	13727	0	0	0	0	0	0	0	5101	0	0	1010	4091	5227	496	0	0	0	0	0	0	2069	0	0	833																									0	0	0	0	0	0	0	0	0	0	2003	2069	0	0	0	0	0	0	
75558																																																																																																																																																						0	0	2508	0	0	0	0	0	0	0	0	4000	4013	0	0	0	0	0	0	0	0	0	0	5015	5028	0	0	0	1015	1015	2000	2005	0	0	0	1015	0	4013	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
75633	0	0	3647155	25800	25800	0	0	265	264	0	0	3437039	3457620	0	0	0	0	0	0	500498	501790	0	0	6481245	6595669	0	0	0	1533071	1587576	0	0	2979224	100583	100584	1592722	1380406	1717683	288359	606159	36043	398	40462	22510	26555	648067	53561	59882	22277	0	0	0	0	0	0	0	0	0	0	1805	1813	0	0	37698	46510	0	0	0	0	0	0	0	0	0	48323	0	39503	0	0	49324	50583	0	0	715274	740970	0	0	0	0	0	0	79754	82013	0	0	6	6	0	0	128	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				25800																	0			6595669		0			1587576					100584																																																									
75651																																																																																																																																																						0	0	3997	0	0	0	0	0	0	0	0	2152	2192	0	0	0	0	0	0	0	0	0	0	15087	15388	0	0	0	3462	3440	0	0	1132	0	0	286	751	2757	422	1416	0	0	0	0	0	0	0	445	9311																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76135																																																																																																																																																						0	0	29695	0	0	0	0	0	0	0	0	29000	29090	0	0	0	0	0	0	0	0	0	0	37715	37931	0	0	0	0	0	15000	15027	0	0	0	0	0	0	0	29090	0	813	1687	0	0	3924	2417	0	0																									0	0	0	0	0	0	769	773	0	0	7946	8068	0	0	0	0	0	0	
76153																																																																																																																																																						0	0	0	0	0	0	0	0	0	1713	1741	0	0	0	0	0	0	0	0	0	0	2273	2306	0	0	0	560	565	0	0	0	0	516	0	0	0	516	1177	160	420	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
