"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFN5513	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	TEXT4087	
136655																										525	279	0	0	4767	true	525	0	0	279	0	0	392	2	0	0	true	0	0	0	0	450	1000	3317	0	0	0	0	0	0	0	true	false	http://www.lyndonstatebank.com	
137205																										1357	8517	30500	1357	151500	true	0	151	0	6171	0	2195	18325	4	1357	0	false	0	97000	0	30500	24000	0	0	0	97000	0	0	0	0	97000	true	true	www.MachiasSavings.com	
137447																										1619	795	0	0	575	true	1619	795	0	0	0	0	1087	0	0	0	true	0	0	0	575	0	0	0	0	0	0	0	0	0	0	true	true	www.thefnb.com	
137456																										0	425	1000	0	4369	true	0	0	0	0	0	425	462	0	0	0	false	0	0	0	1000	42	98	3229	0	0	0	0	0	0	0	true	false	http://www.bankofbeaver.com	
137559																										0	161	0	0	0	true	0	0	161	0	0	0	58	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.farmersnationalbankonline.com	
137643																										17	0	1018	0	3998	true	17	0	0	0	0	0	47	0	0	0	false	0	0	0	1018	795	639	1546	0	0	0	0	0	0	0	true	false	http://www.westiowabank.com	
137652																										1992	818	0	1992	0	true	0	358	0	460	0	0	95	0	1992	0	true	1	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.university-bank.com	
137821																										544	824	0	0	2315	false	544	0	0	337	0	487	2782	2	0	0	false	0	0	0	2250	0	0	65	0	0	0	0	0	0	0	false	false		
137915																										2169	66579	0	2169	2475000	true	0	0	0	36526	30053	0	681	1	2169	0	true	0	0	0	0	100000	50000	2325000	2325000	0	0	0	0	0	0	false	false	www.emigrant.com	
138051																										0	245	0	0	0	false	0	0	0	53	0	192	3086	4	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
138257																										0	0	0	0	0	false	0	0	0	0	0	0	9	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://fnbasp@srcaccess.net	
138556																										200	48	0	0	0	false	200	0	0	48	0	0	2104	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://homebankingco.com	
138725																										0	0	0	0	0	false	0	0	0	0	0	0	822	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
138752																										0	21	0	0	0	false	0	0	0	21	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
139133																										0	2228	5000	0	5000	true	0	0	0	2228	0	0	2399	1	0	0	false	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	true	false	http://WWW.AMERIFIRSTBANK.COM	
139432																										0	11621	0	0	0	true	0	1911	0	1615	3641	4454	7890	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.heritagebanknfl.com	
139478																										0	747	30358	0	309091	true	0	0	0	747	0	0	56	0	0	0	true	0	0	0	30358	16849	25793	186044	0	47	0	30000	20000	0	50000	false	false	www.harleysvillesavings.com	
139553																										0	1450	2500	0	20355	true	0	878	0	572	0	0	1415	1	0	0	true	0	0	0	5500	0	0	3000	0	10000	0	0	1855	0	10000	true	false	http://www.citizenssecurity.com	
139656																										1392	3695	18279	0	45170	true	1392	176	0	3231	0	288	17885	6	0	0	false	0	0	0	20779	16625	4732	3034	0	0	0	0	0	0	0	true	false	http://www.equitywebbank.com	
139740																										309	18089	20000	0	126860	true	309	2680	700	3130	1386	10193	23968	2	0	0	false	0	1860	0	20000	0	0	105000	105000	1860	0	0	0	0	1860	true	true	WWW.WESTBANKIOWA.COM	
139834																										0	43	0	0	7000	false	0	0	0	43	0	0	1064	1	0	0	false	0	0	0	0	0	7000	0	0	0	0	0	0	0	0	true	false		
139843																										4758	2936	33200	1786	62200	true	2739	533	0	180	0	2223	7929	4	1763	233	true	0	0	0	33200	29000	0	0	10000	0	0	0	0	0	0	true	false	http://www.ffbt.com	
139955																										0	1984	1780	0	3049	true	0	585	0	511	486	402	413	0	0	0	true	0	0	0	1780	1179	0	90	1000	0	0	0	0	0	0	true	false	http://www.fbcdirect.com	
140018																										2282	2197	60000	1939	139828	true	343	0	0	0	0	2197	40857	5	1939	0	true	0	4063	0	105000	29500	1265	0	57500	4063	0	0	0	0	0	true	false	www.lafambank.com	
140157																										0	0	4500	0	7960	true	0	0	0	0	0	0	4049	1	0	0	true	0	0	0	4500	0	1110	2350	0	0	0	0	0	0	0	false	false	http://www.homesteadbank.com	
140362																										0	3175	15000	0	35000	true	0	1938	0	1028	105	104	450	0	0	0	false	0	0	0	15000	10000	10000	0	0	0	0	0	0	0	0	false	false	http://www.sunwestbank.com	
140634																										0	324	0	0	425	false	0	324	0	0	0	0	90	0	0	0	false	0	0	0	0	0	425	0	0	0	0	0	0	0	0	false	false	NONE	
141211																										0	77	0	0	12654	true	0	0	0	77	0	0	5066	1	0	0	true	0	0	0	2205	10400	0	49	0	0	0	0	0	0	0	false	false	http://WWW.MUNCYBANK.COM	
141341																										0	1915	5200	0	15150	true	0	0	0	281	0	1634	2486	1	0	0	false	0	0	0	5200	5700	4250	0	0	0	0	0	0	0	0	true	false	http://www.tboc.com	
141350																										0	0	0	0	1250	false	0	0	0	0	0	0	2537	4	0	0	false	0	0	0	1250	0	0	0	0	0	0	0	0	0	0	true	false		
141453																										0	445	0	0	0	true	0	0	0	188	0	257	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	www.farmersandmerchants.com	
141556																										1705	27346	0	0	388	true	1705	11441	25	7868	147	7865	4014	1	0	0	false	0	388	0	0	0	0	0	0	388	0	0	0	0	388	true	false	www.stearns-bank.com	
141734																										1406	4688	0	615	302151	true	791	0	0	880	0	3808	8736	2	677	0	true	0	152	0	291048	10842	109	0	218000	152	0	0	0	0	152	false	false	sbk.com	
141958																										0	383	0	0	0	true	0	0	14	95	0	274	2186	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	www.bankofgleason.com	
142049																										0	12	0	0	586	true	0	0	0	12	0	0	2106	2	0	0	false	0	0	0	0	0	0	586	0	0	0	0	0	0	0	true	false	www.fnbwu.com	
142571																										0	197	0	0	0	true	0	0	0	197	0	0	189	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.hibbank.com	
142656																										0	60	25	0	3865	true	0	0	0	0	0	60	1286	2	0	0	false	0	0	0	3475	128	192	70	2250	0	0	0	0	0	0	true	false	http://www.lyonsstatebank.com	
142955																										0	9837	20000	0	96017	true	0	1470	0	1247	5581	1539	8618	2	0	0	true	0	0	0	20000	75000	0	1017	95000	0	0	0	0	0	0	true	false	www.spiritbank.com	
143158																										0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
143653																										0	630	0	0	0	true	0	593	0	0	0	37	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.statebankofaurora.com	
143662																										44078	26705	75000	11552	76329	true	31739	21123	0	426	0	5156	14964	4	11552	787	true	0	0	0	75000	0	822	0	0	0	0	0	507	0	507	true	false	www.umpquabank.com	
143859																										0	20	0	0	3936	true	0	0	0	20	0	0	0	0	0	0	false	0	0	0	700	1950	1286	0	0	0	0	0	0	0	0	false	false	http://www.fsbdodge.com	
143952																										1567	862	0	872	0	true	695	100	0	341	74	347	413	0	872	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://WWW.FIRSTBANKBALDWIN.COM	
144034																										0	5832	0	0	5000	true	0	3846	0	874	0	1112	7750	3	0	0	false	0	0	0	0	5000	0	0	5000	0	0	0	0	0	0	false	false	http://www.bankofcleveland.com	
144052																										0	0	2000	0	10111	true	0	0	0	0	0	0	8213	5	0	0	true	0	111	0	2000	4500	2500	1000	0	111	0	0	0	0	111	true	true	http://WWW.EXCHANGEBANKONLINE.COM	
144155																										0	2177	9000	0	24051	true	0	623	0	830	0	724	4723	2	0	0	true	0	51	0	9000	4000	11000	0	0	51	0	0	0	0	51	true	false	http://www.sterlingstatebank.com	
144436																										0	3640	0	0	4303	true	0	3640	0	0	0	0	3985	2	0	0	false	0	0	0	0	229	4074	0	0	0	0	0	0	0	0	false	false	www.union-bank.com	
144856																										0	405	1000	0	3045	true	0	246	0	159	0	0	2884	0	0	0	true	0	45	0	1000	2000	0	0	0	45	0	0	0	0	45	true	true	http://www.bayportbank.com	
144913																										0	0	0	0	1725	true	0	0	0	0	0	0	3658	2	0	0	false	0	0	0	0	0	0	0	0	1725	0	0	0	0	1725	false	false	http://www.neffsnatl.com	
145059																										0	30	1900	0	2700	true	0	0	0	30	0	0	3963	4	0	0	false	0	0	0	1900	300	500	0	0	0	0	0	0	0	0	true	false	http://bankofhalls.com	
145545																										1152	5943	2000	1152	2215	true	0	5943	0	0	0	0	1050	1	1172	0	false	0	0	0	2000	0	0	0	0	215	0	0	0	0	215	true	false	http://www.fnbwaterloo.com	
145554																										0	4681	0	0	6602	true	0	681	0	1981	716	1303	773	0	0	0	true	0	0	0	5082	0	560	960	0	0	0	0	0	0	0	true	true	www.fnbba.com	
145741																										0	121	2000	0	3360	true	0	0	0	121	0	0	1824	1	0	0	false	0	0	0	2000	700	500	160	0	0	0	0	0	2500	0	true	false	http://www.fmsbiowa.com	
145750																										0	511	2000	0	2000	true	0	511	0	0	0	0	74	0	0	0	false	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	true	false	www.statebankbp.com	
145844																										178	334	275	163	1172	true	15	0	0	334	0	0	15	0	163	0	false	0	0	0	275	897	0	0	0	0	0	0	0	0	0	true	true	http://www.fountaintrust.com	
145956																										0	0	0	0	0	true	0	0	0	0	0	0	76	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://ericsonstatebank.com	
146056																										0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://jbomhoff@oldi.net	
146533																										0	0	0	0	0	false	0	0	0	0	0	0	47	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://merchantsandfarm@bellsouth.net	
146618																										0	961	0	0	5117	false	0	0	0	859	0	102	988	0	0	0	false	0	0	0	0	0	0	0	0	1000	0	0	4117	0	0	true	true	bankofharlan.com	
146654																										438	7248	2500	0	35519	true	438	1579	0	2939	0	2730	20539	7	0	0	false	0	0	0	2500	3800	11526	17670	0	0	0	23	0	0	23	true	false	http://www.claytonbank.com	
146663																										579	6020	0	0	0	true	579	2034	0	986	0	3000	5979	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	WWW.SAVINGSBANK.COM	
146850																										0	0	0	0	11500	true	0	0	0	0	0	0	871	1	0	0	false	0	0	0	5000	2000	2500	2000	0	0	0	0	0	0	0	false	false	http://www.psbonline.net	
147053																										0	716	0	0	2500	true	0	257	0	409	0	50	80	0	0	0	true	0	0	0	1500	500	500	0	0	0	0	0	0	0	0	true	false	www.fnbbarron.com	
147174																										3	1677	4000	3	25173	true	0	1075	0	602	0	0	1642	1	3	0	false	0	0	0	4000	10000	0	10000	24000	0	0	0	1173	0	1173	true	false	www.sterlingbankfl.com	
147633																										133	307	0	0	3	true	133	156	0	18	0	133	2079	1	0	0	true	0	0	0	0	3	0	0	0	0	0	0	0	0	0	false	false	http://www.merchantsbk.com	
147651																										0	116	0	0	0	false	0	0	116	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		
147679																										0	0	750	0	6750	false	0	0	0	0	0	0	456	0	0	0	false	0	0	0	750	4000	2000	0	0	0	0	0	0	0	0	false	false	www.glenrocksavings.com	
147839																										4447	42417	12000	0	52000	true	4447	37607	0	1540	0	3270	9812	7	0	0	false	0	0	0	12000	20000	10000	10000	47000	0	0	0	0	0	0	false	false	http://www.fnbga.com	
147857																										0	1690	7000	0	9036	true	0	902	0	0	0	788	9420	6	0	0	true	0	36	0	7000	2000	0	0	0	36	0	0	0	0	36	false	false	http://www.firstbankblueearth.com	
147923																										0	50	0	0	0	true	0	0	0	0	0	50	8117	5	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	www.bankofoceancity.com	
148144																										102	110	0	0	3500	true	102	0	0	0	0	110	1420	2	0	0	false	0	0	0	1000	2000	500	0	0	0	0	0	0	0	0	true	true	http://www.wemplestatebank.com	
148238																										0	1868	3003	0	8543	true	0	0	1439	0	0	429	395	0	0	0	false	0	0	0	3003	13	0	5527	5000	0	0	0	0	0	0	true	false	pbbanking.com	
148340																										0	736	0	0	0	true	0	0	151	135	0	450	957	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	WWW.USBIOWA.COM	
148715																										0	3765	0	0	4500	true	0	926	0	1626	1093	120	948	0	0	0	false	0	0	0	0	0	1000	3500	4500	0	0	0	0	0	0	true	false	http://www.pbkbank.com	
148809																										0	364	0	0	16000	true	0	0	0	0	0	364	2032	0	0	0	true	0	0	0	3000	13000	0	0	0	0	0	0	0	0	0	false	false	www.rsibanking.com	
148920																										0	0	1000	0	1000	false	0	0	0	0	0	0	258	0	0	0	false	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	false	false		
149150																										0	477	3000	0	5900	true	0	477	0	0	0	0	173	0	0	0	false	0	0	0	3000	2900	0	0	0	0	0	0	0	0	0	false	false	http://www.csbankcadott.com	
149235																										0	180	0	0	0	true	0	180	0	0	0	0	12260	5	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	www.talstatebank.com	
149253																										0	527	0	0	0	true	0	22	0	495	0	10	2428	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	www.reelfootbank.com	
149271																										0	0	0	0	9707	true	0	0	0	0	0	0	2005	1	0	0	false	0	0	0	0	5707	0	4000	6000	0	0	0	0	0	0	true	false	www.northamptoncoop.com	
150035																										112	2507	10077	0	34609	true	112	2005	0	362	0	140	7250	5	0	0	false	0	432	0	10077	21000	3100	0	0	432	0	0	0	0	432	false	false	www.fandmbank.com	
150044																										1283	8769	5000	1283	41000	true	0	4677	0	2604	0	1488	900	0	1495	0	true	0	0	0	5000	5000	31000	0	0	0	0	0	0	0	0	false	false	http://www.unitedbankofmichigan.com	
150071																										277	101805	45374	0	377192	true	277	82299	0	17714	0	1792	35268	4	0	0	true	0	1440	0	45374	120378	115000	95000	225752	1440	0	0	0	0	1440	true	false	http://www.frontierbank.com	
150156																										0	0	0	0	0	false	0	0	0	0	0	0	27	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		
150334																										0	0	0	0	0	true	0	0	0	0	0	0	1721	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.fnbchillicothe.com	
150352																										0	0	0	0	4539	true	0	0	0	0	0	0	353	1	0	0	false	0	0	0	2500	64	0	1975	0	0	0	0	0	0	0	false	false	www.fullertonnational.com	
150727																										292	49	0	292	0	true	0	0	0	0	0	49	845	0	292	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://richwoodbank.com	
150754																										0	1084	596	0	8530	true	0	561	0	523	0	0	2367	2	0	0	true	0	0	0	596	4335	311	3288	7500	0	0	0	0	0	0	true	true	www.hsbt.com	
151331																										0	35903	0	0	1412	true	0	23284	0	8016	0	4603	252	0	0	0	false	0	0	0	1321	0	0	0	0	91	0	0	0	0	91	true	false	www.firststateonline.com	
151546																										47	71	0	0	0	true	47	0	0	71	0	0	51	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.securitynb.com	
151555																										0	248	0	0	0	true	0	150	9	89	0	0	731	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.firstbankchandler.com	
151751																										0	9002	30000	0	56030	true	0	2854	0	206	0	5942	7290	1	0	0	false	0	16030	0	30000	10000	0	0	40000	16030	0	0	0	0	16030	true	false	www.e-pbc.com	
151818																										901	1932	0	901	0	true	0	0	0	89	0	1843	8803	2	901	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	www.combk.com	
151957																										272	3305	18600	0	85975	true	272	223	0	3082	0	0	311	0	0	0	true	0	0	0	73100	7000	875	0	875	0	5000	0	0	0	5000	false	false	http://www.1stStateBank.com	
152057																										0	5599	0	0	3060	true	0	1498	0	1724	0	2377	307	0	0	0	false	0	0	0	0	40	811	2209	0	0	0	0	0	0	0	false	false	www.bankboc.com	
152235																										0	11925	10000	0	32000	true	0	6793	0	3882	0	1250	12727	5	0	0	true	0	0	0	20000	0	0	12000	0	0	0	0	0	0	0	true	false	www.bartowcountybank.com	
152253																										0	485	0	0	0	false	0	0	0	485	0	0	496	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://castlerockbank.net	
152431																										0	209	0	0	0	true	0	0	0	209	0	0	99	0	0	0	true	1923	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.sbchrisman.com	
152440																										0	1220	0	0	0	true	0	98	0	586	0	536	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.csb123.com	
152673																										0	118	17025	0	20828	true	0	0	0	118	0	0	338	0	0	0	false	0	803	0	17025	3000	0	0	0	803	0	0	0	0	0	false	false	http://WWW.ATHOLCLINTONBANK.COM	
152851																										237	0	0	0	0	true	237	0	0	0	0	0	839	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	www.1stcommbk.com	
153054																										0	7003	0	0	15000	true	0	6696	0	30	0	277	3825	3	0	0	true	0	0	0	0	15000	0	0	15000	0	0	0	0	0	0	true	true	www.northwesternbank.com	
153353																										0	419	0	0	0	true	0	0	0	349	0	70	3392	4	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.peoplesbankonline.com	
154154																										0	118	32	0	507	true	0	0	0	118	0	0	7177	2	0	0	false	0	385	0	32	90	0	0	0	385	0	0	0	0	0	true	true	bankfnbt.com	
154257																										0	0	0	0	0	true	0	0	0	0	0	0	23	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.centennialbanking.com	
154770																										0	3884	0	0	860	true	0	2745	0	1139	0	0	2934	3	0	0	false	0	0	0	0	597	263	0	0	0	0	0	0	0	0	false	false	www.framinghambank.com	
155245																										1420	409	28732	406	74006	true	1014	0	0	409	0	0	581	0	455	0	false	0	9460	0	28732	23726	5626	0	29352	11086	0	4836	0	0	11086	false	false	http:www.thelpsb.com	
155517																										0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.greatlakesbb.com	
155759																										0	0	0	0	0	false	0	0	0	0	0	0	79	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
155777																										430	902	0	0	18686	true	430	852	0	50	0	0	2088	1	0	0	false	0	0	0	0	6000	12000	686	0	0	0	0	0	0	0	false	false	heartlandbankonline.com	
156457																										0	445	0	0	0	true	0	109	0	0	0	336	367	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	www.hcbmn.com	
156635																										0	24	0	0	0	true	0	0	0	0	0	24	399	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.colchesterstatebank.com	
156877																										26	16141	22137	26	28479	true	0	4119	0	9747	0	2275	1747	1	26	0	false	0	0	0	22137	950	4000	1392	0	0	0	0	0	0	0	true	false	www.butlerbank.com	
156952																										0	2563	6158	0	10220	true	0	1186	0	193	504	680	481	0	0	0	false	0	0	0	6159	2450	1611	0	0	0	0	0	0	0	0	false	false	www.wbalamo.com	
157155																										0	2083	2842	0	11596	true	0	460	0	1623	0	0	647	1	0	0	false	0	0	0	6842	1067	581	3106	5500	0	0	0	0	0	0	true	true	http://thayercountybank.com	
157379																										0	300	0	0	0	true	0	0	0	300	0	0	1310	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://WWW.METHUENCOOP.COM	
157650																										0	215	0	0	7200	true	0	0	0	215	0	0	272	0	0	0	false	0	0	0	0	4800	2400	0	7200	0	0	0	0	0	0	true	false	www,crowriverbank.com	
157744																										635	849	0	112	179	true	523	0	0	137	0	712	1590	1	112	0	false	0	0	0	179	0	0	0	0	0	0	0	0	0	0	true	false	http://www.myhhsb.com	
157838																										0	1647	0	0	243	true	0	609	0	407	0	631	12954	5	0	0	true	0	243	0	0	0	0	0	0	243	0	0	0	0	243	false	false	www.fnb-jasper.com	
157856																										0	0	2480	0	2980	true	0	0	0	0	0	0	731	0	0	0	false	0	0	0	2480	500	0	0	0	0	0	0	0	0	0	true	true	http://www.fbtok.com	
157904																										0	1193	13000	0	72551	true	0	525	0	203	0	465	360	0	0	0	true	0	0	0	13000	41738	6000	6000	37000	0	0	0	5813	0	0	false	false	www.hampdenbank.com	
158554																										0	0	0	0	0	true	0	0	0	0	0	0	2374	5	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://WWW.UFMSB.ORG/	
158741																										0	0	0	0	0	true	0	0	0	0	0	0	4540	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.crossroadsbank.com	
158750																										0	115	0	0	1500	false	0	0	0	0	0	115	147	0	0	0	true	0	0	0	500	500	500	0	0	0	0	0	0	0	0	false	false	http://statebankofhildreth.com	
158947																										2071	193	19000	0	24000	true	2071	0	0	35	0	158	1941	2	0	0	true	0	0	0	19000	5000	0	0	0	0	0	0	0	0	0	true	false	http://www.marklebank.com	
158974																										0	455	4700	0	27503	true	0	281	0	174	0	0	1778	1	0	0	false	0	0	0	4700	11500	3300	8000	18000	3	0	0	0	0	3	true	false	www.saugusbank.com	
159636																										1003	3602	204	0	204	true	1003	1748	50	1549	0	255	19645	6	0	0	true	0	0	0	204	0	0	0	0	0	0	0	0	0	0	false	false	www.wilsonbank.com	
159645																										0	0	0	0	0	false	0	0	0	0	0	0	511	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	www.statebankofreeseville.com	
159953																										0	0	0	0	3035	true	0	0	0	0	0	0	3919	1	0	0	false	0	34	0	0	0	204	2797	0	34	0	0	0	0	34	false	false	http://www.oklahomabankandtrust.com	
160360																										672	1624	4000	527	13807	true	145	0	0	194	0	1430	5266	3	578	0	true	0	0	0	4000	4600	1207	4000	0	0	0	0	0	0	0	true	true	http://www.opbc.com	
160454																										0	0	0	0	0	true	0	0	0	0	0	0	345	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://fnbballinger.com	
160557																										10	0	0	0	0	false	10	0	0	0	0	0	30	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
160614	53907	0	0	0	0	false	53907	250	0	0	0	false	57031	0	0	0	0	0	0	0	0	0	0	0	0					0			0	0	0	0	0								0										0		true	false	http://www.fiduciarytrust.com	
160650																										0	2058	37000	0	46131	true	0	147	0	213	1177	521	6629	1	0	0	true	0	131	0	37000	9000	0	0	0	131	0	0	0	0	130	true	false	http://www.charterbankec.com	
160959																										235	208	12250	0	54888	true	235	0	0	208	0	0	6994	3	0	0	true	0	0	0	12250	17000	16000	9638	0	0	0	0	0	0	0	true	false	http://www.kansasstatebank.com	
161031																										0	219	593	0	2593	true	0	0	0	219	0	0	1650	3	0	0	false	0	0	0	593	1000	1000	0	0	0	0	0	0	0	0	true	false	http://www.csbcfin.com	
161107																										20	0	4625	20	56103	true	0	0	0	0	0	0	307	0	20	0	true	0	0	0	37625	13174	5304	0	2800	0	0	0	0	0	0	true	true	www.BeverlyNational.com	
161273																										269	925	6747	269	59606	true	0	925	0	0	0	0	2890	2	269	0	true	0	0	0	6747	25909	16000	10950	34000	0	0	0	0	0	0	true	false	Northshore-bank.com	
161433																										0	612	0	0	1196	true	0	0	0	500	0	112	541	0	0	0	false	0	0	0	0	0	0	1196	1196	0	0	0	0	0	0	false	false	http://libertystatebanktn.com	
161602																										3180	3007	0	1693	8440	true	1487	0	0	2359	0	648	9514	3	2288	0	true	0	0	0	7500	635	0	0	0	0	305	0	0	0	0	true	true	www.cnbank.com	
162337																										1666	5817	0	0	0	true	1666	2944	0	1872	0	1001	1150	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.ctcbonline.com	
163343																										112	1030	0	112	3504	true	0	14	0	133	0	883	701	0	112	0	false	0	4	0	0	3500	0	0	0	4	0	0	0	0	0	true	true	www.centrebank.net	
163370																										682	445	5000	682	10500	true	0	445	0	0	0	0	3616	1	682	0	true	0	0	0	5000	3500	2000	0	0	0	0	0	0	0	0	false	false	www.mansfieldbankonline.com	
163549																										3877	5957	0	1300	20000	true	2577	1823	0	1470	0	2664	0	0	1985	0	true	0	0	0	0	0	5000	15000	0	0	0	0	0	0	0	false	false	http://rivervalleybank.com	
163857																										0	1117	0	0	6024	true	0	1117	0	0	0	0	825	0	0	0	true	0	24	0	0	2000	2000	2000	0	24	0	0	0	0	24	false	false	http://www.fmbankok.com	
164032																										3530	2020	1	0	71	true	3530	191	0	1829	0	0	986	1	0	0	false	0	0	0	1	10	29	31	0	0	0	0	0	0	0	false	false	http://WWW.OAKLANDBANK.COM	
164153																										0	266	0	0	9400	true	0	171	0	0	0	0	902	0	0	0	true	57992	0	95	2000	1900	1500	4000	0	0	0	0	0	0	0	true	false	fsb@lakeregion.com	
164331																										24	0	0	0	0	true	24	0	0	0	0	0	773	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.lbandt.com	
164377																										0	727	0	0	19600	true	0	0	0	727	0	0	1370	1	0	0	false	0	0	0	2000	4000	9800	3800	0	0	0	0	0	0	0	false	false	www.sharonbank.com	
164854																										0	404	0	0	16300	true	0	72	0	65	0	267	877	1	0	0	true	0	0	0	0	0	3300	13000	13000	0	0	0	0	0	0	false	false	www.unitedbankwi.com	
164957																										0	368	0	0	0	true	0	0	0	0	0	368	1491	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.concordia-bank.com	
164975																										6	240	1000	6	16000	false	0	0	0	240	0	0	1944	1	6	0	false	0	0	0	1000	2000	4000	9000	0	0	0	0	0	0	0	false	false	http://www.stoughtoncoopbank.com	
165039																										996	4238	0	0	0	true	996	2270	0	347	0	1621	1337	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	WWW.FNBPOLK,COM	
165628	7031	16324	68537	2201	410356	true	4830	25763	5	2242	0	true	0	0	68537	112382	500	228937	150000	0	0	0	0	0	0					410356			5639	0	4479	3600	2606								0										0		true	true	www.bankatfirst.com	
165758																										0	1918	1240	0	9800	true	0	1668	0	0	0	250	1692	2	0	0	true	0	0	0	1240	6000	2320	240	0	0	0	0	0	0	0	true	false	http://www.newmarketbank.com	
165806																										457	440	0	457	30000	true	0	366	0	20	0	54	24204	4	457	0	true	0	0	0	0	0	15000	15000	0	0	0	0	0	0	0	true	false	http://www.BankofCastile.com	
