"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF465	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB527	
246237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
246451	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	5	3	0	14	0	0	0	8	0	0	0																
246657	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	Other Recoveries															
246947	7	0	11	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	23	0	1	9	7	0	0	0	11	11	2	3																
246956	42	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34																
247140	5	0	11	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	13	0	5	0	13	52	21	1	0	0	34	2	0	28	8																
247355	0	0	70	0	0	70	26	0	77	446	53	0	0	0	0	0	0	0	0	0	0	false	70	0	39	0	0	0	136	55	0	0	156	0	0	93	108	MORTGAGE LOAN DEPARTMENT INCOME	OTHER INCOME		FEES FOR SERVICES	OTHER REAL ESTATE EXPENSE	BUSINESS DEVELOPMENT EXPENSE										
247449	3	0	12	9	1	0	0	0	1	6	5	0	0	0	0	0	0	0	0	0	0	false	4	0	0	9	4	1	25	6	0	0	0	0	0	0	0				SOFTWARE EXPENSE	TELEPHONE EXPENSE	CORRESPOND BANK SER CHG										
247476	16	0	16	1	1	0	0	0	12	11	6	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	2	4	23	7	0	0	1	7	1	7	7				Checking Operations Ex	Various Ins	mis Exp										
247551	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	208	0	0	false	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0										ISO CONTRIBUTIONS	FROM BANKING GROUP STOCK PROCEEDS					
247645	3	0	5	0	0	0	0	0	3	4	3	0	0	0	0	0	0	3500	0	127	0	true	8	0	0	0	0	0	80	12	0	0	0	9	0	0	4				Courier	Service Charges due from Banks	Examination Fees				Capital Surplus transfer from Holding Company		ALL acquired from The First State Bank of Thornton purchase		Effective February 29, 2008 First State Bank of Nora Springs purchased The First State Bank of Thornton (ABA 073911281 Cert #15768).  Effective that date, total assets were $26,104,921.70.		
247908	253	0	44	26	126	0	0	0	106	172	116	0	0	0	0	0	0	0	0	0	0	false	87	-40	18	134	28	298	0	70	0	0	0	34	222	233	84				Amortization Software	Charitable Contributions	Check Processing Charges									SPLIT DOLLAR LIFE INSURANCE	
248147	4	0	2	0	0	0	0	0	5	2	3	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	18	3	0	0	0	0	0	0	0				EXAMS	TELEPHONE	INSURANCE										
248240	83	0	42	168	77	28	0	0	48	47	0	0	0	0	0	0	0	0	0	0	0	false	54	-16	0	45	0	0	253	74	0	0	138	0	0	0	0	Miscellaneous Income			Prepaid Insurance	Credit Card Processing										EITF Issue 06-4; Accounting for Def Comp & Post Retirement Benefits	
248352	5	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	1	0	4	3	15	7	0	0	0	5	0	4	2																
248455	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	31	27	28	0	0	0	0	0	0	0																
248633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0																
248745	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-432	0	0	0	0	58	0	0	0	0	0	0	26	0	Gain on sale of securities														BOLI cumulative effect adjustment	
248950	7	0	9	0	4	15	0	0	5	9	10	0	0	0	0	0	0	0	0	0	0	false	6	0	3	0	3	7	26	8	0	0	0	7	3	5	10	Letter of Credit Fee			Fedline Charge	OCC Assessment	Airplane Exp										
248969	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	INCOME FOREIGN EXCHANGE & REM															
249153	15	0	4	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	1	0	4	0	37	5	0	0	0	15	0	1	3	Collection fee income															
249304	0	0	0	0	0	25	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	3	20	2	0	70	0	0	0	0	0	0	0	0	Misc Income	Canadian Exchange														
249416	18	0	25	6	0	6	2	0	28	20	0	0	0	0	0	0	0	0	0	0	0	false	0	0	2	0	3	0	20	14	0	0	13	20	0	17	0	LOAN FEE INCOME	VISA/MASTERCARD FEES		PA SHARES TAX	DEFERRED COMP EXPENSE											
249546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	253	0	0	0	0	46	0	0	0	0	0	0	0	0														Schedule Ri-A, item 2 - Less 3 thousand:  EITF Issue 06-4 - Accounting for Def Comp & Post Retiremen t Benefits Schedule RI-A, item 2 - Plus 256 thousand:  To Began mortgage servicing amortization	See Below	
249555	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	-255	0	0	0	0	0	0	0	0	0	0	0																
249564	0	0	20	0	8	1	0	0	18	14	17	0	0	0	0	0	0	0	0	0	0	false	8	0	2	7	2	2	25	9	0	0	0	8	9	9	0	Miscellaneous Earnings			Employee Expense	OCC Assessment	Subscriptions and Dues										
249612	357	0	156	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	244	0	0	0	330	1025	579	247	0	0	0	195	0	0	211																
249658	0	0	0	26	0	234	31	0	174	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-24	0	0	0	26	29	0	0	0	0	0	29	0	0	LEASE RENTAL INCOME	FEES AND EXCHANGE		OPERATING LEASE DEPRECIATION											BOLI - ACCUMULATED POST RETIREMENT BENEFIT OBLIGATION	
249872	88	0	0	57	0	62	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	false	157	0	0	274	0	133	273	126	109	0	0	0	0	122	127	Legal and Title			Other Bank Service Charges												
249957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
250047	35	0	5	25	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	20	1	7	20	16	0	0	21	10	0	20	7																
250430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	25	0	0	0	53	0	0	0	0	0	0	0																
250850	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0																
251352	29	0	0	0	0	39	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	27	0	0	0	0	0	97	52	0	0	44	52	0	30	35	Wireless Internet Income	Royalty Income														
251558	20	0	20	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	31	0	4	0	8	15	3	32	0	0	35	24	27	22	16																
251745	59	0	43	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	41	0	0	0	42	63	25	49	0	0	0	36	0	0	92	CHECK CASHING FEES															
251857	3	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	1	6	3	2	17	7	0	0	0	10	4	0	8																
252041	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	53	58	29	0	0	26	0	0	0	0	SECONDARY MARKET RE LOAN INCOME															
252256	1	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	0	2	8	5	0	0	0	0	0	5	1				Federal Reserve Fees												
252452	2	0	4	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	4	0	3	2	41	0	0	0	11	5	3	3	5				EMPLOYEE EDUCATION												
252658	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	15	3	4	63	0	0	0	0	0	0	112	0																
252836	29	0	25	50	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	false	26	0	0	0	0	0	180	25	0	0	40	0	0	32	68				OCC ASSESSMENTS	ORE PROPERTY TAXES											
253262	58	0	29	0	0	0	0	0	30	30	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	69	0	0	0	33	0	0	0	29				Travel	Professional Fees											
253356	242	0	0	118	0	277	143	52	175	164	825	0	0	0	0	0	0	0	0	0	0	false	116	0	0	0	0	0	0	129	0	0	0	0	171	0	182	Credit Card Income	Wires & Funds Transfer, Lockbox, Check Cashing	Gift Card, Broker Fees, Other Miscellaneous	Property & Other Taxes	Trust Processing	Other Loss-Returned Check										
253440	0	0	0	0	28	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	88	0	0	0	38	0	0	0	0				Proof & Statement Services												
253468	479	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	-141	0	0	0	false	0	0	0	0	0	147	852	235	0	0	0	183	0	0	214	Check Card Fees									Split dollar adjustment between Bank and Holding Company						
253646	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	4	22	2	3	0	13	0	0	0	0	0	0	0																
253730	0	0	14	0	0	2	0	0	6	12	0	0	0	0	0	0	0	0	0	0	0	false	0	0	11	0	0	0	0	26	0	0	2	0	0	0	0	other income			Insurance	Telephone											
253776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
254317	32	0	0	0	0	59	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	World Comm Class Action			Service charges correspondent banks												
254504	28	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	55	0	41	0	88	65	43	0	0	0	0	0	51	0															2007 cpa year end audit adjusting entries	
254652	27	0	2	6	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	1	0	1	10	50	20	0	0	0	0	0	0	0																
254670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
254849	0	0	0	0	0	25	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	228	61	25	0	0	0	34	0	113	0	MISCELLANEOUS/OTHER			PROFESSIONAL/CONTRACT SERVICES												
255136	32	0	41	28	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	false	49	0	0	73	0	42	0	52	0	0	0	0	0	0	82				Misc Ln exp, re-appraisals, property taxes, etc.												
255350	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										Capital injection from Holding Company						
255547	7	0	10	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	0	0	1	44	8	0	0	6	7	0	0	0																
255556	0	0	36	0	0	26	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	42	0	0	99	29	0	0	65	0	0	0	0	MISC INCOME			SERVICE CHARGES & FEES PAID												
255574	708	0	80	59	35	766	0	0	36	30	61	0	0	0	0	0	0	0	0	0	0	false	69	0	0	0	0	0	309	92	0	0	73	73	0	0	110	insurance proceeds from prior year loss			s/c on our from accounts	conventions	mileage, tolls and pk										
255659	356	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	154	0	0	0	87	0	890	191	0	0	553	0	324	0	131	CUSTOMER SERVICE FEES															
255873	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	29	0	0	95	0	0	0	0	0	0	0	0																
256049	1	0	2	0	2	0	0	0	3	14	12	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	1	0	9	2	0	0	0	0	0	0	0				Accounting	Other Real Estate Expense	Miscellaneous										
256058	17	0	38	2	4	0	0	0	50	20	0	0	0	0	0	0	0	0	0	0	0	false	24	-16	0	0	8	79	68	27	0	0	0	25	0	21	22				Deferred payroll exense	COC exam fee										Audit adjustment for 2007 tax	
256179	0	0	12	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	5	0	0	0	43	5	0	0	12	19	0	0	0				internet banking exp												
256553	0	0	0	0	0	219	0	0	586	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	Secondary Loan Fees			DBI Management Fee												
256964	36	0	23	10	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	23	0	16	8	7	37	161	21	0	0	0	42	40	0	32																
257233	31	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	26	0	0	66	0	49	0	32	0	0	0	34	0	0	0																
257345	6	3	6	1	13	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	false	14	0	1	0	8	17	91	22	0	0	9	10	0	0	10				OCC Assessments												
257466	22	0	27	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0																
257653	5	0	3	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	1	0	0	2	0	4	0	0	0	7	0	6	1				FEES FOR SERVICES & ASSESSMENTS												
257756	12	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0																
257868	287	0	0	0	127	335	239	0	98	140	113	0	0	0	0	0	0	0	0	0	0	false	166	-172	0	74	0	0	0	178	0	0	220	84	228	99	189	Orig Fee R/E Loans Sold - Not RC-C loans	Secured card Savings Servicing fee		Armored Car and Courier	Strategic and other Meetings	Other Travel, Transport and Lodging									EITF 06-04  BOLI Acctg guidance	
258146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
258306	33	15	39	5	16	0	0	0	33	46	0	0	0	0	0	0	0	0	0	0	0	false	29	0	5	79	12	0	239	36	0	0	0	39	62	0	0				General Insurance Expense	Contributions											
258351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	31	100	0	0	0	0	0	0	0	0																
258379	16	0	40	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	14	0	0	27	1	22	71	11	0	0	0	13	0	12	0																
258445	67	0	0	0	70	57	10	0	57	41	60	0	0	0	0	0	0	0	0	0	0	false	83	0	0	0	0	106	304	75	0	0	0	40	0	0	52	Doc prep fees	Official check income		Other real estate expense	Telephone	Loan review and internal audit										
258539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0																
258632	14	0	26	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	2	0	3	5	58	5	0	0	19	12	12	3	5																
258771	381	0	0	172	264	701	8094	0	777	273	127	0	0	0	0	0	0	0	0	0	0	false	169	0	0	0	0	0	0	108	0	0	0	153	362	0	212	Income from investment/parnership	Hedging gain		Taxes and Insurance	Travel and Entertainment	Charitable Contributions										
259031	0	706	0	204	1594	89	0	0	183	210	1002	0	0	0	0	0	0	3	-2	-1250	0	true	207	0	42	0	87	42	470	246	0	0	183	675	0	0	240	Letter & Statement Processing Fee - Student Loans			Meals & Entertainment	Repairs & Maintenance - Equipment	Other Real Estate Owned				Dividends on Restricted Stock	Restricted Stock Issuance	1st Qtr liab for credit commitment provision not incl. in loan loss allowance		The amended report reflects the reclassification of a $33,000 recovery related to a closed end 1-4 family junior lien mortgage loan. The recovery was previously classified as a closed end 1-4 family first lien mortgage loan. Please refer to schedule RI B line 1. c. (2).		
259059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
259330	0	0	0	187	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Telephone Expense												
259442	63	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	29	0	0	86	0	0	0	0	0	0	26	0				Maintenance Agreement-Computer Software												
259518	19035	0	0	0	0	41585	72074	26417	-289000	42146	44233	0	0	0	0	0	0	-246110	200000	43765	0	false	13303	0	0	22515	0	10655	0	0	0	7823	20313	0	0	0	18328	Operating lease income	Loan fees	Foreign exchange gain	Reversal of Visa litigation expense	Expenses for OREO	Mscellaneous services and professional fees				Return of capital	Capital infusion	Allowance from MidAmerica Bank, fsb merger			0	
259657	113	0	64	68	118	255	142	0	250	74	94	0	0	0	0	0	0	8000	0	0	0	false	0	0	0	0	0	0	138	235	0	0	0	0	0	0	174	contingancy loss provision uncollected funds	provision for cr losses on off balance sheet credit exposures		fees paid for loan brokers	O.R.E.O Expense	Due from Bank charge				Downstream Capital						
259853	1	0	4	2	1	2	0	0	5	5	5	0	0	0	0	0	0	0	0	0	0	false	1	0	2	0	1	2	42	4	0	0	3	2	0	2	8	Wire Transfers fees			OCC Assessment	Licenses & Fees	Courier & Transportation Expense										
259956	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	exchange collection items															
260055	445	0	131	66	208	1229	0	0	1056	0	0	0	0	0	0	0	0	10000	0	0	0	false	167	0	48	172	77	165	0	352	0	0	1044	78	38	412	209	Merhcant Processing Income			Merchant Processing Expense						Capital Injection from Holding Company						
260354	10	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	1	0	4	6	42	8	0	0	0	8	0	5	10																
260831	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Miscellaneous Losses & Expenses												
260868	0	0	0	0	0	34	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	55	0	0	0	0	0	31	0	0	Mortgage Fee Income			Visa?Mastercard Check Card Expense												
261070	32	0	0	80	30	35	0	0	60	80	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	74	30	0	0	0	33	35	43	25	Income Tax Refund			Ad Valorum Tax	Misc Accr- Bonus											
261146	14	0	12	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	13	0	1	0	4	0	46	15	0	0	0	0	0	0	0																
261258	34	0	13	1	3	6	5	0	27	0	0	0	0	0	0	0	0	0	0	0	0	false	20	0	9	0	11	14	71	13	0	0	47	17	4	25	18	Fees Income/ Exchange	Letters of Credit Commissions		Expenses Kansas Equity Fund l & Fund ll per K-1 Tax Credit												
261360	48	10	85	9	6	9	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	false	25	0	11	47	14	11	103	46	0	0	0	0	0	0	0	Collection Fees			All Insurance												
261940	75	0	42	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	false	30	0	0	47	0	36	148	39	0	0	0	40	0	0	37				Computer expense and supplies												
262059	71	0	0	120	70	78	0	0	101	123	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	136	0	0	0	0	0	0	0	0	0	76	0	Bankcard Credit Card Income			Bad debt expense	Bankcard Credit Card Expense											
262237	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	4	0	11	9	0	0	0	0	14	0	0	0	0																
262358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	38	70	50	0	0	0	0	0	29	0																
262451	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	false	0	0	0	3	0	0	0	17	0	0	0	0	0	0	0												CHANGE IN PORTION OF ALLOWANCE ALLOCATED TO UNUSED COMMITMENTS				
262741	4	5	19	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	16	0	2	0	4	28	70	16	0	0	28	19	0	15	9																
262844	18	0	38	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	28	0	12	81	5	21	78	44	0	0	10	22	0	17	0																
262956	0	0	0	0	0	0	0	0	27	181	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	41	0	0	72	26	0	0	0	0	0	0	0				Other Office	ORE Expense											
263243	60	0	0	0	56	27	29	0	27	29	106	0	0	0	0	0	0	0	0	0	0	false	57	0	0	0	0	0	213	43	0	0	103	0	0	62	47	SECONDARY MARKET LOAN ORIGINATION FEES	VISA IPO GAIN		INTERNET EXPENSE	CORRESPONDENT BANK ANALYSIS CHARGES	BANK FRANCHISE TAXES										
263551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	2	0	49	0	6	0	0	0	0	0	0																
263627	9	0	24	11	3	0	0	0	19	36	33	0	0	0	0	0	0	0	0	0	0	false	18	0	0	69	0	21	98	21	0	0	0	38	0	11	0				Ohio Franchise Tax expense	Charitable Contributions	Diretors/Keyman/Other Insurance expense										
264156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0																
264455	26	0	37	0	0	0	0	0	25	40	0	0	0	0	0	0	0	0	0	0	0	false	35	0	0	0	0	32	73	26	29	0	0	0	0	70	45				Internet Banking Expense	Misc Operating											
264558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	141	307	0	0	0	0	0	0	0	0																
264941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	71	174	70	0	0	0	0	0	0	0																
265340	21	0	25	1	12	9	13	6	44	35	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1	0	1	8	23	9	0	0	0	16	0	17	12	OTHER INCOME	OTHER CHARGES	MORTGAGE FEES	OTHER TAXES	CASH OVER/SHORT,GEN. EXPENSE, MISC. CHG OFFS, OTHER BANK PROPERTY	0										
265407	338	0	94	25	18	20	0	0	104	88	0	0	0	0	0	0	0	0	0	0	0	false	82	0	15	148	62	58	115	101	0	0	269	38	119	208	107	Wire transfer fees			Charitable donations	Employee training											
265452	5	0	0	7	8	0	0	0	4	7	4	0	0	0	0	0	0	0	0	0	0	true	6	0	0	0	0	0	0	1	0	0	0	0	0	0	5				DONATIONS	SERVICE CHARGES	MISCELLANEOUS								SCHEDULE RI-9 IS DUE TO SUB  S ADJUSTMENT.		
265676	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	Realized gain from sale of securities															
266066	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	Executive Life Insurance Income															
266244	18	0	19	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	20	0	5	0	8	0	0	0	0	0	0	0																
266253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
266271	6038	0	0	0	0	10026	8308	0	1889	4506	3341	0	0	0	0	0	0	3543	0	0	0	true	3334	65	0	0	0	2446	7116	2563	0	0	24738	0	1682	1688	2951	Leasing Revenues	Gain on Visa share redemption		Travel Expense	Other deposit losses	Holding Company Management Fees				Stock compensation tax benefit				Continuation of RI-E item 2 - other noninterest expense items that exceed 3% of RI item 7d: Operating lease depreciation $4,514 Title and appraisal expense $2,025	Implementation of FAS 158 - Measurement Date Change	
266655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
266851	44	0	14	2	6	0	0	0	0	0	0	0	0	0	0	0	0	-35	0	0	0	false	17	0	3	0	5	25	140	20	0	0	33	42	0	0	30										Payment for Interest on Capital Notes						
266879	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	-73	0	false	0	0	0	0	0	40	47	0	0	0	0	0	0	0	0	Tr ck, Bank cks & PMO fees	Now & Ret'd Check Fees	Misc & Heartland Fees									Burst Pipes in "in process of f/c" property; had to repair and convert sprinkler system				
266945	136	0	104	0	0	133	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	false	67	0	0	98	0	0	0	64	0	0	100	0	0	67	71	Secondary Market Fee Income			Bank Franchise Tax Expense												
267652	8	0	5	0	0	15	2	0	9	10	0	0	0	0	0	0	0	0	0	0	0	false	8	0	3	27	6	4	47	12	0	0	0	7	0	0	7	Agent 2nd market mortgage fees	Wire transfer fees		Correspondent banks fees	Loan collection expenses											
267737	224	0	0	0	204	312	41	0	1220	306	0	0	0	0	0	0	0	0	0	0	0	false	0	-140	26	118	0	88	551	0	0	0	185	0	450	0	237	Management fees	Wire transfer fees		Repo and recovery expense	OREO expense										Cumulative-effect adjustment resulting from EITF 06-4	
268136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	44	31	0	0	0	0	0	29	0																
268257	187	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	28	0	295	40	0	0	0	44	0	168	107	Brokered Mortgage Loan Income															
268341	5	0	28	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-15	0	false	24	0	0	0	13	13	61	0	0	0	20	0	33	11	15												record adj for allowance for credit losses on off-balance sheet credit exposure				
268556	134	0	0	0	0	0	0	0	1416	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	38	0	55	0	0	0	0	0	165	0	0	0	0				Corporate service fee												
268734	52	0	24	52	140	32	29	0	31	0	0	0	0	0	0	0	0	11500	0	0	0	false	0	0	0	0	6	41	33	0	0	0	5	84	0	0	0	FEE INCOME MORTGAGE BANKINGS	WIRE TRANSFER FEE INCOME		LOAN EXPENSES						INCREASE IN CAPITAL						
268828	0	0	49	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				CAPITAL STOCK TAX												
268976	30	0	29	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	26	0	0	0	12	0	118	27	0	0	0	39	0	6	5																
269049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
