"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	
578255												CONF																																																																																																																																																																								23530	0	0	111	86644	413721	0	3349	0	29360	408286	0	0	0	0	31541	0	0	0	22986	0	0	3349	3349	6908	120242	34629	25287	254123	0	0	0.069388	0.102531	0.091644	0	0	0	28192	3349	-823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307625	
578554												CONF																																																																																																																																																																								960	0	0	0	5894	75080	0	892	0	5810	76265	0	0	0	0	6594	0	0	0	266	0	0	751	751	682	10624	14333	4624	50383	0	0	0.0766	0.109	0.0966	0	0	0	5843	751	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	60489	
578741												CONF																																																																																																																																																																								2087	0	0	1697	32334	177382	0	1950	0	21426	178424	0	0	0	0	22893	0	0	0	1829	0	0	1906	1906	234	34695	3130	4298	140609	0	0	0.1176	0.1482	0.1359	0	0	0	20987	1906	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	154484	
578862												CONF																																																																																																																																																																								3164	0	0	0	20788	42131	0	363	0	4561	45567	0	0	0	0	4912	0	0	0	740	0	0	263	263	2735	24393	0	411	15454	0	0	0.102	0.2348	0.2222	0	0	0	4649	263	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	20923	
579140												CONF																																																																																																																																																																								2082	0	0	215	6713	73327	0	618	0	5582	73085	25	0	0	0	6200	0	0	0	0	0	0	618	618	1007	6486	26677	1733	39775	0	0	0.0765	0.1139	0.1026	0	0	0	5582	618	-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54416	
579252												CONF																																																																																																																																																																								67858	0	0	391087	333197	4059771	0	34222	0	376231	4017927	6657	0	0	0	392147	0	0	65883	475601	0	0	34222	34222	126206	680987	207606	181386	3059600	15492	0	0.089712	0.109302	0.099763	0	0	0	357925	34222	-9914	0	60000	130000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2250	0	0	3587743	
579319												CONF																																																																																																																																																																								1360	0	0	746	2028	38735	0	131	0	4088	38486	0	0	0	0	4215	0	0	0	782	0	0	131	131	775	3893	17716	1185	16487	0	0	0.1061	0.159	0.154	0	0	0	4084	131	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26515	
579364												CONF																																																																																																																																																																								7030	0	0	0	7636	183339	0	1261	0	16240	173085	0	0	0	0	16988	0	0	228	3620	0	0	1261	1261	2874	35660	14095	7158	131458	0	0	0.0912	0.1151	0.1066	0	0	0	15727	1261	-103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147562	
579636												CONF																																																																																																																																																																								4809	0	0	0	29135	66501	0	408	0	8145	68415	0	0	0	0	8740	0	0	0	0	0	0	408	408	1895	33644	7941	4199	23720	0	0	0.1218	0.2534	0.2416	0	0	0	8332	408	-187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34485	
580155												CONF																																																																																																																																																																								2146	0	0	1498	7887	100925	0	759	0	8123	98534	0	0	0	0	8652	0	0	0	1916	0	0	759	759	1626	10578	23988	4533	65284	952	0	0.080327	0.107098	0.097703	0	0	0	7893	759	-164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	80786	
580548												CONF																																																																																																																																																																								6375	0	0	0	14568	180209	0	2269	0	17789	180762	0	0	0	0	19922	0	0	0	0	0	0	2259	2259	988	27385	22801	7953	131141	79	0	0.0977	0.1164	0.1032	0	0	0	17663	2259	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	171151	
580623												CONF																																																																																																																																																																								109777	0	0	0	329401	3558680	0	34445	0	299340	3498616	0	0	0	0	330998	0	0	31904	7865	0	0	34445	34445	40793	486692	308106	109454	2755645	0	0	0.084865	0.105361	0.094397	0	0	0	296553	34445	-1434	0	115000	182500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3313	0	0	3141558	
580726												CONF																																																																																																																																																																								23619	0	0	0	113286	542216	0	4588	0	44126	539251	0	0	0	0	49365	0	0	0	22036	0	0	4588	4588	15509	123065	31875	37610	377413	0	0	0.083036	0.114834	0.104161	0	0	0	44777	4588	-651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429882	
580847												CONF																																																																																																																																																																								1989	0	0	915	22221	61197	0	410	0	8193	60079	0	0	0	0	8843	0	0	0	0	0	0	410	410	0	23360	16160	2076	22451	0	0	0.1404	0.2487	0.2371	0	0	0	8433	410	-240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35560	
581237												CONF																																																																																																																																																																								6353	0	0	45413	0	63262	0	165	0	12430	62616	0	0	0	0	12565	0	0	0	1137	0	0	135	135	43661	11876	0	1050	7890	0	0	0.198512	1.162995	1.1505	0	0	0	12430	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	10804	
581358												CONF																																																																																																																																																																								4156	0	0	0	19732	71826	0	754	0	11696	70464	158	0	0	0	12409	0	0	0	1001	0	0	588	588	528	26678	8860	3173	36704	0	0	0.1678	0.265	0.2524	0	0	0	11821	588	-125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	46835	
582177												CONF																																																																																																																																																																								10390	0	0	0	69721	170258	0	335	0	11081	169676	0	0	0	0	12100	0	0	557	11416	0	0	335	335	7319	66923	61193	7190	36319	119	0	0.069338	0.140228	0.136346	0	0	0	11765	335	-715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	86288	
582234												CONF																																																																																																																																																																								4503	0	0	0	87338	377962	0	1900	0	29640	370434	0	0	0	0	29752	0	0	5940	71955	0	0	1900	1900	5331	93310	86745	12146	192921	352	0	0.0757	0.1011	0.0947	0	0	0	27867	1900	-357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294319	
582579												CONF																																																																																																																																																																								6328	0	0	0	13283	119373	0	1532	0	15400	122945	0	0	0	0	15353	0	0	0	9212	0	0	1113	1113	1087	25905	27186	11093	65601	2779	0	0.117	0.1733	0.1608	0	0	0	14240	1113	-72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	88582	
582654												CONF																																																																																																																																																																								1232	0	0	0	14472	37688	0	618	0	4431	37754	0	0	0	0	4891	0	0	0	605	0	0	325	325	458	15511	0	1467	22550	0	0	0.1209	0.1905	0.1778	0	0	0	4566	325	-135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	25676	
582766												CONF																																																																																																																																																																								3969	0	0	4001	0	20008	0	92	0	3133	19078	0	0	0	0	3225	0	0	0	0	0	0	92	92	350	11055	549	291	8146	0	0	0.1642	0.3002	0.2917	0	0	0	3133	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10742	
582953												CONF																																																																																																																																																																								5012	0	0	4166	14333	124641	0	904	0	9770	118422	0	0	0	0	10270	0	0	0	8272	0	0	904	904	1927	20654	18709	6703	83852	0	0	0.0795	0.1006	0.0917	0	0	0	9366	904	-212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102127	
583138												CONF																																																																																																																																																																								2399	0	0	0	20898	54001	0	365	0	4226	57630	140	0	0	0	4525	0	0	0	0	0	0	365	365	923	11797	22261	1462	19319	0	0	0.0722	0.1376	0.1265	0	0	0	4160	365	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32889	
583268												CONF																																																																																																																																																																								3122	0	0	929	23198	108959	0	836	0	15625	107851	0	0	0	0	16435	0	0	0	1378	0	0	836	836	1241	38312	11988	4171	58235	0	0	0.1446	0.2264	0.2149	0	0	0	15599	836	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72580	
583352												CONF																																																																																																																																																																								21635	0	0	0	114291	269562	0	1646	0	25106	260443	0	0	0	0	21739	0	0	0	0	0	0	1451	1451	27925	135338	29029	9440	74388	0	0	0.0795	0.1872	0.1747	0	0	0	20288	1451	-563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	116146	
583745												CONF																																																																																																																																																																								557	0	0	0	1843	12006	0	131	0	1288	11735	0	0	0	0	1398	0	0	0	0	0	0	101	101	515	2059	3730	530	5841	47	0	0.1105	0.1728	0.1604	0	0	0	1297	101	-43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	30	8088	
583754												CONF																																																																																																																																																																								1174	0	0	0	13873	29612	0	277	0	3288	29035	0	0	0	0	3561	0	0	0	81	0	0	181	181	1008	16546	2546	730	9928	0	0	0.1164	0.2463	0.2338	0	0	0	3380	181	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	14456	
583905												CONF																																																																																																																																																																								7020	0	0	0	75600	544648	0	2752	0	62626	539178	0	0	0	0	65153	0	0	0	26356	0	0	2752	2752	6298	29646	367432	18555	143982	0	0	0.1157	0.1879	0.1799	0	0	0	62401	2752	-326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551	0	346805	
584377												CONF																																																																																																																																																																								20729	0	0	0	46314	642105	0	5014	0	58492	601761	0	0	0	0	59968	5750	0	0	43508	0	0	5014	5014	11891	128318	58459	31163	444319	1683	0	0.092014	0.115109	0.105485	0	0	0	54954	5014	-454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520967	
584724												CONF																																																																																																																																																																								5565	0	0	20648	85218	284775	7	2176	0	24415	279405	0	0	0	0	27039	0	0	0	1537	0	0	2176	2183	2726	111077	35530	14287	138321	0	0	0.088978	0.150388	0.138246	0	0	0	24856	2183	-495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179795	
584920												CONF																																																																																																																																																																								131165	0	0	184830	0	1240070	0	13014	0	123107	1196857	0	0	0	0	111306	0	0	0	40396	0	0	10951	10951	125252	227222	140510	49269	737348	0	0	0.0855	0.1274	0.1148	0	0	0	100355	10951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2213	873901	
585235												CONF																																																																																																																																																																								3426	0	0	0	52069	135178	0	831	0	16976	137209	0	0	0	0	17801	0	0	30	6254	0	0	770	770	15570	52578	39945	4358	27901	231	0	0.1246	0.2893	0.2768	0	0	0	17031	770	-551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	61521	
585749												CONF																																																																																																																																																																								9445	0	0	2978	27259	229098	0	1663	0	20412	227363	0	0	0	0	17404	0	0	0	2153	0	0	1663	1663	2322	23911	81220	7265	118643	0	0	0.070723	0.105146	0.095099	0	0	0	15741	1663	-121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165522	
586027												CONF																																																																																																																																																																								6788	0	0	17497	47186	109993	0	802	0	42045	110742	0	0	0	0	42933	0	0	0	0	0	0	637	637	8358	61839	4853	8349	36139	0	0	0.3819	0.8457	0.8331	0	0	0	42296	637	-278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	165	50769	
586175												CONF																																																																																																																																																																								19181	0	0	0	36265	404404	44	4937	0	48819	385435	0	0	0	0	49815	0	0	1386	481	0	0	4271	4315	4118	80415	19982	23643	301538	11352	0	0.1191	0.1461	0.1335	0	0	0	45500	4315	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	340889	
586205												CONF																																																																																																																																																																								57763	0	0	0	1270190	4208285	0	22674	0	329369	4175357	1685	0	0	0	284110	12953	4395	5254	585272	2364	0	22674	22674	706081	734327	826168	96929	1885873	0	0	0.063677	0.106927	0.098393	0	0	0	261436	22674	-4101	15452	618084	485719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25873	0	0	2657049	
586241												CONF																																																																																																																																																																								636	0	0	0	17722	28846	0	124	0	4383	28662	0	0	0	0	4606	0	0	0	0	0	0	124	124	2382	14810	3318	775	8631	0	0	0.156374	0.34757	0.338213	0	0	0	4482	124	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13252	
586335												CONF																																																																																																																																																																								2962	0	0	6689	37219	79299	0	517	0	5867	79653	0	0	0	0	6832	0	0	0	0	0	0	493	493	1285	43446	10317	3022	25483	0	0	0.0796	0.1735	0.1609	0	0	0	6339	493	-472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	39386	
586858												CONF																																																																																																																																																																								2643	0	0	0	18552	80693	17	605	0	5766	80684	0	0	0	0	6313	0	0	0	936	0	0	605	622	463	22950	9794	3191	48033	3857	0	0.0707	0.1089	0.0981	0	0	0	5691	622	-123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57988	
586960												CONF																																																																																																																																																																								7482	0	0	0	18358	60528	0	312	0	4021	57730	0	0	0	0	4413	0	0	0	1682	0	0	312	312	1230	28303	4877	2836	26551	0	0	0.071	0.1242	0.1154	0	0	0	4101	312	-80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35525	
587350												CONF																																																																																																																																																																								3480	0	0	0	26938	75825	0	491	0	7515	75722	0	0	0	0	8220	0	0	0	1003	0	0	491	491	4117	22339	20447	2582	29752	98	0	0.1021	0.1823	0.1714	0	0	0	7729	491	-214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45084	
587574												CONF																																																																																																																																																																								300	0	0	697	1476	4396	0	22	0	946	4650	0	0	0	0	983	0	0	0	0	0	0	22	22	746	2088	490	90	1094	0	0	0.2067	0.5595	0.547	0	0	0	961	22	-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1757	
587677												CONF																																																																																																																																																																								6764	0	0	91834	16953	331110	1208	875	0	61866	332256	0	0	0	0	62390	0	0	0	0	0	0	875	2083	19277	72420	181229	7684	57802	0	0	0.181534	0.382711	0.369934	0	0	0	60307	2083	1511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163021	
587743												CONF																																																																																																																																																																								1241	0	0	294	12440	105248	0	863	0	12675	101661	0	0	0	0	10822	0	0	0	0	0	0	863	863	234	38597	579	9219	66660	0	0	0.1006	0.1428	0.1314	0	0	0	9959	863	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75765	
587752												CONF																																																																																																																																																																								2355	0	0	0	17769	39829	0	484	0	3421	41017	0	0	0	0	3954	0	0	0	652	0	0	256	256	4115	18597	2869	2003	15009	0	0	0.0902	0.1952	0.1825	0	0	0	3698	256	-277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	20261	
587800												CONF																																																																																																																																																																								53497	0	0	805	333799	2285892	12597	24887	0	357928	2254396	0	0	0	0	371219	0	0	1646	183000	0	0	23106	35703	46556	263935	555497	45566	1425547	0	0	0.149152	0.201024	0.18169	0	0	0	335516	35703	17511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1781	1846638	
588058												CONF																																																																																																																																																																								7486	0	0	1940	50357	145143	0	1112	0	12787	144898	0	0	0	0	14361	0	0	0	5341	0	0	1084	1084	4569	59945	20726	3563	61506	0	0	0.09163	0.160505	0.148389	0	0	0	13277	1084	-490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	89474	
588245												CONF																																																																																																																																																																								1455	0	0	0	1818	66388	0	770	0	6682	64441	0	0	0	0	7371	0	0	0	4531	0	0	770	770	351	1101	13220	3490	52406	0	0	0.102553	0.116365	0.104209	0	0	0	6601	770	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63344	
588348												CONF																																																																																																																																																																								1724	0	0	4095	6656	60482	0	516	0	4788	59228	0	0	0	0	5465	0	0	0	0	0	0	516	516	13	8671	11356	1286	41119	0	0	0.0836	0.1126	0.1019	0	0	0	4949	516	-161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48551	
588441												CONF																																																																																																																																																																								4794	0	0	0	66181	209583	0	1780	0	19779	213386	0	0	0	0	21097	0	0	2235	12668	0	0	1780	1780	13925	55570	21626	12014	119551	127	0	0.0905	0.1417	0.1297	0	0	0	19317	1780	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148930	
588553												CONF																																																																																																																																																																								355	0	0	0	171	8348	0	585	0	4116	19445	0	0	0	0	4217	0	0	0	0	0	0	105	105	279	316	1	742	8331	0	0	0.211468	0.532786	0.51952	0	0	0	4112	105	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	7915	
589158												CONF																																																																																																																																																																								1636	0	0	3598	0	44471	0	743	0	6012	45087	52	0	0	0	6573	0	0	0	0	0	0	565	565	0	0	0	2864	45214	0	4	0.1333	0.1459	0.1334	0	0	0	6008	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	45046	
589439												CONF																																																																																																																																																																								4240	0	0	0	7490	25058	0	122	0	4070	24694	0	0	0	0	4184	0	0	0	1062	0	0	122	122	405	11794	4636	437	8334	0	0	0.1645	0.3076	0.2987	0	0	0	4062	122	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13600	
589523												CONF																																																																																																																																																																								11990	0	0	0	68064	322625	0	2677	0	26749	317041	0	0	0	0	30050	0	0	0	0	0	0	2677	2677	5445	78549	45492	18813	196750	0	0	0.086339	0.126738	0.115447	0	0	0	27373	2677	-624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237104	
589943												CONF																																																																																																																																																																								8867	0	0	0	44009	355728	0	2950	0	40821	358801	0	0	0	0	31776	0	0	0	0	0	0	2950	2950	2745	49665	33026	24140	261278	0	0	0.083115	0.110139	0.099914	0	0	0	28826	2950	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288508	
590145												CONF																																																																																																																																																																								977	0	0	64	10447	33897	0	427	0	6422	34371	0	0	0	0	6818	0	0	0	0	0	0	286	286	3107	9289	2193	710	19903	0	0	0.19	0.3001	0.2875	0	0	0	6532	286	-110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	22717	
590220												CONF																																																																																																																																																																								12472	0	0	0	21163	243432	4	3033	0	20936	238142	0	0	0	0	22790	0	0	0	37020	0	0	2342	2346	9878	32757	78444	14682	124605	8149	0	0.0859	0.1221	0.1095	0	0	0	20444	2346	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	691	186689	
590248												CONF																																																																																																																																																																								8268	0	0	2233	70083	244939	8925	1747	0	32073	222825	0	0	0	0	30310	0	0	685	11200	0	0	1747	10672	3723	51888	32253	8636	147422	1068	0	0.0881	0.1685	0.1092	0	0	0	19638	10672	12435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179870	
590640												CONF																																																																																																																																																																								5968	0	0	0	88496	220617	0	1006	0	22964	219022	0	0	0	0	23532	0	0	0	962	0	0	1006	1006	5584	69343	49964	6147	96068	462	0	0.102848	0.172024	0.16467	0	0	0	22526	1006	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136795	
590855												CONF																																																																																																																																																																								5737	0	0	446	49930	298262	20	3912	0	33535	315226	0	0	0	0	33942	0	0	0	9120	0	0	2517	2537	3047	84666	56024	14961	156241	6049	0	0.0999	0.1651	0.1528	0	0	0	31405	2537	1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1395	205582	
590949												CONF																																																																																																																																																																								3833	0	0	32600	7053	122859	43	850	0	13616	123848	0	0	0	0	14473	0	0	0	1570	0	0	850	893	9681	29880	41038	2374	43080	0	0	0.109652	0.205837	0.193136	0	0	0	13580	893	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70313	
591209												CONF																																																																																																																																																																								6780	0	0	50976	9414	170236	0	822	0	31135	170172	0	0	0	0	32023	0	0	0	10737	0	0	822	822	1913	65623	88377	4968	15252	0	0	0.183359	0.407107	0.396656	0	0	0	31201	822	-75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	78660	
591320												CONF																																																																																																																																																																								25224	0	0	0	45029	491390	0	4007	0	39269	474110	1905	0	0	0	43347	0	0	0	49632	0	0	4007	4007	23900	58718	118340	19471	294546	0	0	0.083	0.111	0.1007	0	0	0	39340	4007	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390657	
591357												CONF																																																																																																																																																																								996	0	0	0	14109	39307	0	536	0	4986	38579	0	0	0	0	5301	0	0	0	0	0	0	236	236	2	18813	11989	1198	9159	0	0	0.1313	0.2847	0.2721	0	0	0	5065	236	-79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	18617	
591366												CONF																																																																																																																																																																								5650	0	0	211	15427	133650	0	1276	0	12556	131843	0	0	0	0	13974	0	0	0	32	0	0	1238	1238	4777	25447	22479	7414	82402	0	0	0.0966	0.1411	0.1286	0	0	0	12736	1238	-180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	99029	
591740												CONF																																																																																																																																																																								1876	0	0	290	8898	40434	0	76	0	1778	23346	0	0	0	0	1829	0	0	0	0	0	0	76	76	1875	28806	5165	449	4624	0	0	0.0751	0.141	0.1352	0	0	0	1753	76	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12968	
591825												CONF																																																																																																																																																																								22904	0	0	48792	71173	906604	5	8026	0	90350	883240	0	0	0	0	85039	0	0	516	89664	0	0	8026	8031	13710	143083	152775	46831	591438	1587	0	0.0885	0.1137	0.103	0	0	0	77008	8031	462	0	7000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	747775	
591852												CONF																																																																																																																																																																								4248	0	0	6114	48198	124313	1	598	0	13811	121128	0	0	0	0	8659	0	0	317	0	0	0	598	599	1786	63372	11027	3353	43050	0	0	0.0697	0.141	0.1313	0	0	0	8060	599	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61396	
591937												CONF																																																																																																																																																																								10476	0	0	0	142825	579118	0	4581	0	69598	575393	0	0	0	0	50549	0	0	4915	0	0	0	4581	4581	3871	146935	27338	23984	381924	0	0	0.0833	0.1169	0.1063	0	0	0	45968	4581	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432371	
592439												CONF																																																																																																																																																																								10515	0	0	103281	844	250554	375	757	0	29303	238750	0	0	0	0	29893	0	0	539	0	0	0	757	1132	10515	76254	86060	2004	78023	0	0	0.1205	0.2189	0.2106	0	0	0	28761	1132	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136574	
592448												CONF																																																																																																																																																																								861	0	0	0	7918	24985	0	432	0	4922	22042	0	0	0	0	2661	0	0	34	34	0	0	162	162	3138	5950	4389	438	9517	2004	0	0.1279	0.2101	0.1973	0	0	0	2499	162	-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	12666	
592550												CONF																																																																																																																																																																								2633	0	0	960	15108	99978	0	1278	0	12362	99061	0	0	0	0	13431	0	0	0	4336	0	0	1038	1038	718	21859	4654	5719	74074	0	0	0.125105	0.16211	0.149582	0	0	0	12393	1038	-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	82851	
592644												CONF																																																																																																																																																																								15688	0	0	0	104799	276795	0	1341	0	32838	275688	0	0	0	0	34853	0	0	157	0	0	0	1341	1341	14323	90898	72104	11885	101773	196	0	0.12156	0.223296	0.214705	0	0	0	33512	1341	-679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156084	
592831												CONF																																																																																																																																																																								713	0	0	709	14039	34121	0	122	0	2767	35542	0	0	0	0	2967	0	0	0	731	0	0	122	122	5284	10461	3108	1038	15507	0	0	0.080046	0.152006	0.145755	0	0	0	2845	122	-78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19519	
