"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADJ447	RIADJ536	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB527	
219138	0	0	0	0	CONF	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0				oreo,repo & foreclosure												
219259	81	0	0	0	CONF	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	false	31	0	0	0	12	39	0	40	0	109	50	0	57	148	0	0				ORE expenses												
219343	317	0	140	172	CONF	819	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	false	212	0	66	685	90	134	239	178	0	1366	105	88	486	283	0	0	Data Processing Income			Other Real Estate Expense												
219651	51	0	55	0	CONF	132	156	0	54	36	54	0	0	0	0	0	0	0	0	0	0	false	41	0	0	0	0	0	138	71	0	122	73	0	59	38	0	0	Discount Fees	Loan Servicing Fees		Insurance and Bonds	Examination Assessments	Mortgage Servicing Rights										
219857	3	0	10	4	CONF	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	2	1	0	0	7	0	0	8	0	0	2	0	0	CD PENALTY	FEES														
220059	204	0	85	0	CONF	0	0	0	127	0	0	0	0	0	0	0	0	3000	0	0	0	false	78	0	0	54	25	0	0	65	0	176	91	298	115	0	0	0				Provision for Off Balance Sheet Credit Losses						Capital contribution from parent Holding Company						
220527	369	0	0	0	CONF	355	578	117	288	145	317	0	0	0	0	0	0	0	0	0	0	false	175	0	0	128	0	426	153	184	0	786	0	0	449	505	0	0	Mortgage broker/miscellaneous loan fee income	Check cashing/miscellanous fee income	Appraisal fees	Deposit program expense	Fraud/forgery expense	Foreclosure/OREO expense										
220545	215	0	0	354	CONF	158	0	0	130	102	0	0	0	0	0	0	0	-4	0	0	0	false	190	0	0	841	0	0	0	0	0	660	166	450	282	250	0	0	Charge Card Income			NMTC investment amortization	OREO expense/loss					Change in FMV of ESOP shares						
220844	0	0	0	0	CONF	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	31	0	0	69	0	0	0	0	0	0	0	0	0				OTHER REAL ESTATE EXPENSES												
221476	84	0	72	0	CONF	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	false	96	0	0	132	0	74	345	61	0	161	108	0	0	68	0	0				other REO expense												
222147	3342	0	0	0	CONF	2210	530	1030	7959	4673	2388	0	0	0	0	0	0	1137	0	0	0	false	0	0	1079	1677	618	3368	8037	0	0	4273	0	0	0	2946	0	0	Commitment fees	Client/Bank derivative income	Unrealized gain/loss	Foreclosure expenses	Corporate services	Other real estate owned expenses				Due to sale of F&M Bank Iowa cash transferred for assumption of pension liability						
222156	30	3	14	14	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	28	0	8	18	16	10	82	29	0	119	22	10	71	16	0	0																
222446	52	32	50	42	CONF	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	false	45	0	20	132	19	17	352	75	0	110	79	31	0	30	0	0				real estate taxes, legal, utilities, maintenance on OREO												
222558	0	0	0	0	CONF	32	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	Interest Recovered on Charged off Loans			Professional services												
222754	111	0	29	13	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	25	0	0	0	9	17	167	35	0	0	0	0	0	48	0	0																
223322	152	0	104	26	CONF	0	0	0	371	535	0	0	0	0	0	0	0	0	0	0	0	false	202	0	9	286	50	94	299	183	0	790	48	33	0	215	0	0				Bankcard expense	Franchise Tax											
223331	650	0	0	0	CONF	192	101	0	502	332	265	0	0	0	0	0	0	0	0	0	0	false	286	0	0	97	85	354	516	320	0	1379	217	655	419	203	0	0	Mortgage Banking fees	Letter of Credit Income		Bank card and credit card expenses	Total Corporate Development expenses	Shares taxes										
223452	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
223751	0	0	29	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
223845	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	60	30	0	0	0	0	0	0	0	0																
224178	281	0	216	126	CONF	293	86	-733	127	0	0	0	0	0	0	0	0	28	0	0	0	false	189	0	43	375	28	89	629	192	0	301	140	79	113	88	0	0	Income from Joint Ventures	Rental Income	Net loss on interest rate caps	Now account expense						Transactions with ESOP & MRP						
224552	4	0	5	1	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	4	0	3	0	21	23	0	1	1	0	0	6	0	0																
224637	0	26	0	147	CONF	284	0	0	469	218	0	0	0	0	0	0	0	5035	0	0	0	false	0	0	0	139	0	0	156	0	0	184	97	144	154	186	0	0	Fees from residential mortgage activity			Other real estate expense	License and software expnese					Capital Infustion from Holding Company						
224655	162	0	0	0	CONF	0	0	0	2194	243	0	0	0	0	0	0	0	0	0	0	0	false	0	0	44	0	44	0	0	0	0	266	0	0	0	0	0	0				Corporate assessments and fees	Lending expenses											
224954	12	0	15	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	7	17	0	0	0	0	47	0	16	0	0	0																
225054	14	0	7	6	CONF	44	15	0	31	0	0	0	0	0	0	0	0	0	0	0	0	false	15	0	0	0	13	46	106	14	0	0	14	21	0	11	0	0	FEES AND COMMISSIONS	MISC. INCOME		ELECTRONIC BANKING												
225157	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
225241	11	0	15	20	CONF	1	10	0	4	7	0	0	0	0	0	0	0	0	0	0	0	false	5	0	3	0	1	4	19	6	0	0	31	0	10	75	0	0	TIME CD PENALITIES	LOAN DOCUMENTATION FEES		DEALER LOAN COMMISSION	SCHOOLING AND SEMINARS											
225250	8	0	13	1	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	4	0	5	36	36	20	0	0	8	0	18	8	0	0																
225335	0	0	0	0	CONF	78	619	0	1251	456	294	0	0	0	0	0	0	4000	0	0	0	false	0	0	0	0	27	0	631	0	0	120	0	0	0	0	0	0	Mortgage Origination Fees	BOLI Income		Expenses associated with nonperforming loans	Expenses associated with other real estate owned	Prepayment penalties on FHLB Advances				Additional Paid In Capital						
225559	0	0	0	0	CONF	27	41	0	200	194	96	0	0	0	0	0	0	0	0	-3	0	false	57	0	0	174	25	331	0	0	0	0	69	0	89	0	0	0	check cashing fees	fees on merchant services		collection expense	other insurance	other services						unfunded loan loss reserve				
225942	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0																
226659	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
226734	0	0	0	0	CONF	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0				Management Fees												
226752	15	0	19	28	CONF	0	0	0	16	15	0	0	0	0	0	0	0	0	0	-15	0	false	6	0	6	0	6	20	88	18	0	0	0	0	0	0	0	0				AUDIT AND ACCOUNTING	AUTO AND TRAVEL							ALL FOR UNUSED COMMITMENTS				
226949	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
227151	57	0	0	34	CONF	208	0	0	58	37	0	0	0	0	0	0	0	0	0	0	0	false	42	0	0	79	0	0	192	38	0	38	0	0	194	58	0	0	Debit & ATM interchange			Internet banking expense	Credit card expense											
227179	408	0	0	0	CONF	36	14	0	186	196	214	0	0	0	0	0	0	0	0	0	0	false	0	0	69	0	51	37	0	203	0	142	0	0	303	249	0	0	Wire Transfer Fees	Mortgage Processing Fees		B&O Taxes	Software Maintenance	Appraisal and Property Maintenance										
227357	80	0	35	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	33	0	28	30	0	57	323	41	0	108	29	145	89	62	0	0																
227656	6	0	7	3	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	3	0	3	39	0	0	0	0	24	0	34	44	0	0																
228000	103	0	79	0	CONF	33	78	60	167	0	0	0	0	0	0	0	0	0	0	0	0	false	90	0	0	0	27	43	302	69	0	200	0	192	0	60	0	0	MISC INCOME	MISC LOAN INCOME	LATE CHARGE FEES - LOANS	MISC LOAN EXPENSE												
228055	7	0	6	2	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	2	0	4	18	43	11	0	0	12	0	25	2	0	0																
228158	72	0	106	0	CONF	0	0	0	70	40	0	0	0	0	0	0	0	0	0	0	0	false	61	0	0	0	0	57	260	83	0	0	0	56	0	40	0	0				Business Development	Network Administration											
228345	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0																
229342	0	0	0	0	CONF	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	Merchang & ATM Fees															
229454	16	6	36	20	CONF	0	0	0	40	109	0	0	0	0	0	0	0	0	0	0	0	false	28	0	0	19	4	77	104	18	0	2	0	0	56	43	0	0				TIB + other expenses	professional fees											
229801	1880	0	177	2520	CONF	0	0	0	1465	0	0	0	0	0	0	0	0	0	0	0	0	false	2163	0	0	3311	752	2105	1956	900	0	3486	1824	251	0	2781	0	0				Bankcard & Credit Card Interchange Fees												
229913	0	0	0	0	CONF	3314	944	0	3260	1038	1043	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Commission received	Dividend - FRB stock		Other operating expenses	Restructure charge	Interest rate swap								2.o Cmmission paid 216K 2.p Other taxes paid 211K		
229940	11	0	8	8	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	1	18	5	2	19	24	0	0	12	0	0	6	0	0																
229959	0	0	0	0	CONF	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	US Treasury income tax refund															
230254	0	0	0	0	CONF	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	76	0	0	0	29	0	0	0	0	0				Other Real Estate Owned Expenses												
230357	0	0	0	40	CONF	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	30	0	0	0	26	0	0	46	0	0				31												
230423	48	0	82	0	CONF	0	0	0	109	233	67	0	0	0	0	0	0	0	0	0	0	false	0	0	13	86	10	0	226	56	0	78	87	44	66	0	0	0				Dr/Cr Card Expense	Ohio Franchise Tax	Sundry										
230535	0	0	0	214	CONF	227	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	63	0	0	302	0	0	143	0	0	0	0	0	0	RENTAL INCOME			EXPENSE ON OTHER REAL ESTATE												
230610	0	0	51	0	CONF	187	92	0	195	84	0	0	0	0	0	0	0	0	0	0	0	false	48	0	0	0	0	0	251	67	0	0	64	0	130	0	0	0	Credit Card Merchant Discount	Income on Bank Owned Life Insurance		Corporate Franchise Tax	Credit Card Processing Fees											
230740	0	0	0	28	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	30	0	0	28	0	0																
230759	211	0	0	0	CONF	241	123	129	474	236	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	325	0	213	1048	132	0	1232	185	0	0	0	0	0	FOREIGN EXCHANGE INCOME	LOBBY SERVICE INCOME	MISCELLANEOUS INCOME	CORP ADMIN EXPENSE	OPERATING EXPENSE CK CARD VISA											
231149	0	0	0	140	CONF	0	42	0	53	33	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	64	0	0	83	0	0	0	0	0	0	0	0	0		DEBITCARD AN ATM ACCESS INCOME		COMPUTER EXPENSES	OFFICER BLANKET PREMIUM											
231242	596	862	0	1438	CONF	356	526	285	2250	3106	0	0	0	0	0	0	0	0	0	0	0	false	0	0	95	0	0	0	525	0	0	1048	0	0	0	0	0	0	LETTER OF CREDIT FEES	WIRE TRANSFER FEES	MISCELLANEOUS INCOME	OREO EXPENSE	BAD DEBT EXPENSE											
231279	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	57	0	0	69	0	0	0	38	0	0	0	0	0																
231336	0	0	59	48	CONF	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	false	32	0	0	0	0	124	298	36	0	0	41	0	0	0	0	0					FRB and other Bank Service Charges											
232258	5	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0																
232847	54	0	20	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	31	0	3	75	20	7	45	44	0	29	23	0	12	15	0	0																
232856	49	0	42	0	CONF	0	0	0	39	77	0	0	0	0	0	0	0	0	0	0	0	false	89	0	31	113	0	50	87	76	0	283	69	51	161	87	0	0				Public Relations	Refinance Mortgage Expense											
233031	31988	0	0	0	CONF	18773	33310	0	73256	18116	52636	0	0	0	0	0	0	100000	-8448	0	0	false	19677	0	0	41486	0	0	0	0	0	177658	0	22383	0	26487	0	0	Termination of leveraged leases (net of income taxes of $18,156)	Commercial credit fee income		Mnagement fee paid to parent	Licenses and taxes	Early extinquishment of debt				Contributed capital from parent	FAS 123R adjustment					
233246	7	0	15	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	10	0	0	25	0	0	0	15	0	0	0	0	0	0	0	0																
233358	49	0	40	0	CONF	37	0	0	66	29	0	0	0	0	0	0	0	0	0	0	0	false	36	0	0	56	0	0	29	50	0	0	53	0	58	30	0	0	OTHER LOSSES RECOVERED			PROFESSIONAL FEES	DUE FROM BANK SERVICE CHARGES											
233442	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0																
233451	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
233527	0	0	47	0	CONF	48	0	0	31	0	0	0	0	0	0	0	0	1000	0	0	0	false	0	0	0	37	0	0	0	32	0	84	65	102	55	0	0	0	Management Fee-Page Valley Investments, LLC			Software Amortization						Transfer from Holding Company						
233554	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	427	0	0	45	0	0	0	0	0	0																
234056	0	0	0	0	CONF	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0				Bank Owned Life Insurance Expense												
234355	436	0	0	0	CONF	4504	1701	0	1760	0	0	0	0	0	0	0	0	0	0	-3	0	false	193	0	0	366	0	345	0	370	0	592	0	0	79	474	0	0	Gain on MSR Hedging	Gain on Mortgage Loan Commitments		Loss on Mortgage Pipeline Derivatives								Change in dda loss reserve				
234506	0	0	0	0	CONF	113	0	0	146	0	0	0	0	0	0	0	0	0	0	-9	0	false	0	0	0	0	0	0	101	0	0	0	31	0	0	0	0	0	ELECTRONIC BANKING			ELECTRONIC BANKING								Allowance for credit losses on off-balance sheet items				
234739	0	0	74	38	CONF	0	0	0	90	80	70	0	0	0	0	0	0	0	0	0	0	false	109	0	0	239	59	0	0	76	0	0	0	0	0	88	0	0				Courier Expenses	Travel Expenses	Reorganization Expenses										
234841	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0																
235017	0	0	41	40	CONF	0	0	0	47	0	0	0	0	0	0	0	0	850	0	0	0	false	25	0	0	0	0	26	93	27	0	69	54	25	47	0	0	0				corporate state tax						CAPITAL CONTRIBUTION FROM PARENT						
235231	33	0	33	0	CONF	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	28	0	0	107	0	0	125	57	0	59	54	0	38	54	0	0	Fees on loan origination															
235316	5	0	15	13	CONF	0	0	0	68	23	0	0	0	0	0	0	0	0	0	0	0	false	9	0	8	0	4	14	66	14	0	0	15	20	0	0	0	0				Expenses for other real estate owned	Ohio franchise taxes											
235446	56	0	66	27	CONF	58	0	0	55	25	0	0	0	0	0	0	0	0	0	0	0	false	35	0	0	0	20	89	69	45	0	0	54	0	42	27	0	0	Merchant Program			Merchant Program	Investment Center											
235530	175	0	0	87	CONF	0	0	0	107	129	68	0	0	0	0	0	0	0	0	0	0	false	72	0	0	0	0	119	189	0	0	400	106	165	116	71	0	0				CHECK CARD EXPENSE	OTHER REAL ESTATE EXPENSE	OCC ASSESSMENTS										
235558	0	0	2	11	CONF	0	0	0	5	4	4	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	1	0	10	4	0	0	5	0	6	5	0	0				Monthly Service Fees	Travel & Meetings	Surety Bonds & Other Insurance										
235950	20	15	24	5	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	5	0	6	6	77	12	0	0	10	0	0	0	0	0																
236050	16	0	22	8	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	5	8	60	9	0	8	20	0	13	5	0	0														NO		
236153	363	56	0	366	CONF	0	0	0	2066	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	147	218	0	398	0	343	0	400	0	0	0	240	0	0				Other Real Estate Expense												
236256	12	0	30	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	13	0	0	0	0	0	0	14	0	0	17	0	0	18	0	0																
236452	0	0	0	91	CONF	0	0	0	76	0	0	0	0	0	0	0	0	1000	0	0	0	false	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0				Management Fee Expense						Capital Contributions from Holding Company						
236603	0	0	70	29	CONF	106	0	0	125	33	28	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	61	0	34	0	0	64	0	136	0	0	0	DEBIT CARD INCOME			CONTRIBUTIONS	OCC ASSESSMENTS	INSURANCE EXPENSE										
236706	388	0	0	220	CONF	0	0	0	481	0	0	0	0	0	0	0	0	152	75	0	0	false	192	0	0	406	0	0	0	204	0	0	0	0	0	301	0	0				Professional Fees						Stock Option Expense	Restricted Stock Awards					
236751	0	133	0	852	CONF	168	0	0	3265	708	807	0	0	0	0	0	0	0	0	128	0	false	0	0	126	219	0	535	2406	0	0	1580	0	1121	0	682	0	0	MERCHANT DISCOUNT INCOME			OREO	MISC. LOAN EXPENSE	GENERAL INSURANCE EXPENSE						REDUCE PORTION TO OFF BALANCE SHEET CREDIT EXPOSURE				
236957	55	0	39	26	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	29	0	0	0	0	0	60	30	0	0	50	0	0	0	0	0																
237066	179	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	12781	0	0	0	false	96	0	0	251	48	100	538	107	0	400	132	168	182	261	0	0										Capital Contributions						
237150	76	0	0	0	CONF	0	0	0	43	28	0	0	0	0	0	0	0	0	0	0	0	false	32	0	0	0	0	237	137	40	0	0	0	0	59	0	0	0				Professional Fess	OCC Examination Fees											
237619	229	0	191	0	CONF	0	0	0	144	101	0	0	0	0	0	0	0	0	0	0	0	false	191	0	108	731	0	58	474	0	0	680	0	0	286	109	0	0				Online Banking Expenses	Insurance and Bond Premium											
237954	25	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	85	32	0	0	97	0	0	0	0	0																
238045	2	0	9	0	CONF	0	0	0	0	5	13	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	0	0	59	11	0	0	5	4	18	4	0	0					DUES AND SUBSCRIPTIONS	CORRESPONDENT FEES										
238139	13	0	26	32	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	0	8	15	216	36	0	84	32	22	52	0	0	0																
238241	85	0	93	79	CONF	72	0	0	636	0	0	0	0	0	0	0	0	250	0	0	0	false	16	0	27	0	12	43	0	40	0	181	68	0	77	41	0	0	BK OWNED DIR BENEFIT LIFE INS INC			INTERCOMPANY EXP						DIVIDEND						
238250	5	0	11	5	CONF	6	15	0	3	16	0	0	0	0	0	0	0	0	0	0	0	false	8	0	3	20	0	0	0	16	0	0	6	0	0	0	0	0	MISC FEES	CANADIAN EXCHANGE		DONATIONS	MISC FEES											
238737	34	30	113	142	CONF	77	41	-22	62	61	203	0	0	0	0	0	0	0	0	0	0	false	37	0	2	0	5	5	230	29	0	0	138	0	0	60	0	0	WIRE TRANSFER PAYMENT FEES	ACH ORIGINATION FEES	PROVISION FOR LLOAN OFF BALANCE SH	EXAMINATION FEES	D & O	ORE EXPENSES										
238755	31	0	1	0	CONF	3	5	19	13	16	0	0	0	0	0	0	0	0	0	0	0	false	6	0	6	19	6	16	99	35	0	48	36	25	26	14	0	0	Loan Origination   Commitment Fees	Agent Fees   Transfer	Deferred Compensation	Courier   Armored Trucks	Correspondent Bank Charges											
238812	0	0	0	37	CONF	0	0	0	138	347	32	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	38	128	0	0	47	0	0	34	0	0	0				Holding Co, Fees	Write Down on OREO	Other Real Estate Expenses								Other Non Interest Expense (from Schedule RI Item 7.d) - Collection Expense for Loans $36		
239015	35	0	116	0	CONF	103	76	0	51	32	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	81	0	0	114	0	0	WIRE TRANSFER FEES	LETTER OF CREDIT FEES		INSURANCE	BANK SERVICE CHARGES											
239042	0	0	0	46	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
239275	154	0	0	175	CONF	42	28	38	229	210	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	343	34	287	872	0	0	0	151	0	0	247	0	0	EFT/SC	Securities Commission	Other Income	Computer Software	Real Estate Owned											
239556	70	0	36	0	CONF	40	0	0	77	35	0	0	0	0	0	0	0	0	0	0	0	false	35	0	0	0	0	0	268	33	0	0	29	30	0	0	72	0	ORIGINATION FEES SECONDARY MARKET			DONATIONS	GENERAL EXPENSE OREO											
239613	333	54	0	281	CONF	382	299	0	1359	510	369	0	0	0	0	0	0	1520	0	0	0	false	0	0	0	383	0	0	987	209	0	119	0	482	0	176	0	0	Letter of Credit Fees	FNCB Check Card Fees		Expenses of ORE	Bank Shares Tax	Other Operating Expenses				Capital from Parent due to Subordinated Notes						
239640	0	0	0	0	CONF	0	0	0	824	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	31	0	0	124	0	0	72	64	59	72	0	0	0				OREO Expense												
239659	82	0	0	0	CONF	90	33	48	40	53	0	0	0	0	0	0	0	0	0	0	0	false	49	0	0	0	0	0	107	68	0	0	0	0	0	38	0	0	Credit Card Merchant Income	Gain on Sale of OREO	Increase in Value of Bank Owned Life Insurance	Internet Banking Expense	Public Relations Expense											
239752	21	0	9	4	CONF	0	0	0	10	25	0	0	0	0	0	0	0	0	0	0	0	false	24	0	0	8	11	13	127	20	0	36	19	0	6	10	0	0				Charitable Contributions	Exam Fees											
240356	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	43	0	104	86	0	0	0	0	0	48	0	0	0																
240459	0	0	30	0	CONF	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	EXCHANGE															
240468	14	0	8	19	CONF	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	false	14	0	8	0	10	41	37	34	0	0	0	0	26	0	0	0				DUE FROM BANKS	ARMORED SERVICES											
240954	50	0	66	31	CONF	0	0	0	50	32	36	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	63	40	0	73	26	0	26	0	0	0				Expenses - ORE	Comptroller of Currency	Undistributed Loss in Subsidiary										
241009	34	0	28	28	CONF	19	0	0	62	41	46	0	0	0	0	0	0	0	0	0	0	false	17	0	6	32	6	32	0	23	0	0	0	0	0	0	0	0	EXCHANGE			OPERATING INSURANCE	DUES, BOOKS AND SERVICES	PROFESSIONAL FEES										
241157	384	0	110	41	CONF	-11	161	0	348	118	122	0	0	0	0	0	0	0	0	0	0	false	153	0	0	105	40	67	756	126	0	420	99	6	0	69	0	0	Federated Fee	Cash Handling		Swap Interest Expense	Loan Collection	Other Bank Services										
241559	86	0	0	0	CONF	41	29	0	27	26	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	46	25	0	0	0	0	0	0	0	0	Data Processing Service Fee	Recovery of charged off loan		Other Real Estate Owned Expense	Dues and Subscriptions											
241607	382	0	0	0	CONF	257	94	90	90	94	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	250	0	50	372	136	0	317	238	0	212	325	0	0	SUBSIDIARY NONCOMMISSION INCOME	INCOME ON DEFERRED COMPENSATION OBLIGATIONS	REIMBURSEMENT OF EXPENSES BY MUTUAL HOLDING COMPANY	DIVIDEND PAID TO MUTUAL HOLDING COMPANY	EXPENSE OF DEFERRED COMPENSATION OBLIGATIONS											
242248	40	0	29	28	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	31	0	0	79	0	48	274	49	0	95	59	0	34	48	0	0																
242257	36	0	29	9	CONF	3	0	3	93	92	1	0	0	0	0	0	0	0	0	0	0	false	33	0	1	11	12	63	102	62	0	0	44	0	0	35	0	0	WIRE TRANSFER FEES	MASTERCARD VISA MERCHANT INCOME	MISC INCOME	FEES & DUES 69    SALES & USE  TAX 24	OTHER EXPENSE 82  INSURANCE 10	CDARS 1										
242444	668	0	153	175	CONF	245	1348	0	360	107	0	0	0	0	0	0	0	0	0	0	0	false	315	0	98	234	92	440	1693	390	0	1165	73	0	94	817	0	0	ATM Surcharge	OCC Assessment		Bankshares Management Fees	OCC Assessment											
242949	14	0	26	1	CONF	6	16	1	26	16	21	0	0	0	0	0	0	0	0	0	0	false	7	0	5	0	7	0	79	17	0	0	0	0	0	16	0	0	CREDIT CARD INCOME	MISCELLANEOUS INCOME	ATM/DEBIT CARDHOLDER FEES	BUSINESS PROMOTION	BANK S/C	COMPTROLLER OF THE CURRENCY										
242958	33	0	27	0	CONF	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	27	46	0	0	0	0	0	0	0	0	0				oreo & repo expense												
