"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD4635	RIAD4815	RIADB522	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	LOSSES CHARGED TO RESERVE	CHG IN ALLOW FOR LN&LS LOSS/ADJUSTMT	BEGIN BALANCE (MOST RECENT) IN ALLL	
955548	601	6	1	3	0	597	
955605	1752	70	93	0	0	1589	
955623	736	15	1	4	0	724	
955753	1039	15	2	0	0	1022	
955856	1607	0	2	1	0	1606	
955940	1668	27	4	68	0	1705	
955959	346	20	0	7	0	333	
956134	197	40	12	254	0	399	
956152	280	16	1	61	0	324	
956255	2098	45	2	2	0	2053	
956358	233	0	16	63	0	280	
956376	165	3	0	0	0	162	
956527	4400	75	1	176	0	4500	
956554	580	15	4	1	0	562	
956611	587	137	16	75	0	509	
956657	104	15	2	20	0	107	
956750	468	0	68	90	0	490	
956938	2311	203	26	108	0	2190	
956956	922	77	1	11	0	855	
957047	575	5	8	4	0	566	
957056	118	0	0	1	0	119	
957159	1493	30	1	9	0	1471	
957551	160	20	0	6	0	146	
957645	1009	15	21	5	0	978	
957757	1527	220	19	183	0	1471	
958053	220	9	0	0	0	211	
958204	7277	75	83	25	-320	7464	
958231	54	0	0	0	0	54	
958558	913	49	22	25	0	867	
958615	101552	29425	996	23196	0	94327	
958727	4937	262	40	111	0	4746	
958763	97	0	6	8	0	99	
959256	393	40	4	7	0	356	
959443	751	30	1	0	0	720	
959630	352	5	26	169	0	490	
959658	2154	30	5	95	0	2213	
959715	3564	197	0	0	0	3367	
959779	356	0	0	24	0	380	
959854	380	178	1	165	0	366	
959957	992	22	3	13	0	980	
960047	1215	200	71	353	0	1297	
960159	198	10	9	3	0	182	
960430	813	19	9	41	0	826	
960533	240	15	6	16	0	235	
960551	251	0	1	0	0	250	
960560	1	-1	1	0	0	1	
960609	2686	90	396	48	0	2248	
960702	0	0	0	0	0	0	
960748	371	60	1	294	0	604	
960841	1606	45	5	23	0	1579	
960935	3027	275	36	139	0	2855	
961259	2137	100	41	210	0	2206	
961343	1044	45	8	22	0	1013	
961400	1916	0	7	0	0	1909	
961446	546	21	3	5	0	527	
961811	1327	59	11	15	0	1272	
962041	970	45	3	64	0	986	
962108	1693	55	22	38	0	1654	
962256	65	1	0	6	0	70	
962265	515	60	2	98	0	551	
962313	382	16	9	67	0	424	
962854	1969	275	0	0	0	1694	
962966	462	27	1	24	0	458	
963002	757	44	6	0	0	707	
963543	8834	225	91	125	0	8643	
963730	359	15	0	0	0	344	
963945	60	1	2	3	0	60	
963954	360	25	2	16	0	349	
964157	1135	31	16	44	0	1132	
964250	790	20	2	0	0	768	
964344	2141	37	23	9	0	2090	
964353	368	0	50	0	0	318	
964362	839	0	0	0	0	839	
964643	510	37	0	2	0	475	
964700	7921	550	29	0	0	7342	
964755	8289	330	7	257	0	8209	
965051	365	0	22	27	0	370	
965163	1072	0	6	0	0	1066	
965220	1206	75	18	11	0	1124	
965800	1995	30	13	0	0	1952	
965855	514	18	5	144	0	635	
966179	3708	256	20	345	0	3777	
966245	431	9	14	21	0	429	
966254	153	30	1	0	0	122	
966348	1394	75	9	57	0	1367	
966357	825	30	7	4	0	792	
966656	137	6	2	8	0	137	
966722	575	60	6	25	0	534	
966731	1214	30	164	43	0	1063	
966919	876	15	14	0	0	847	
966946	743	45	35	13	0	676	
967046	1635	45	3	27	0	1614	
967411	836	36	6	17	0	811	
967877	626	15	3	49	0	657	
967943	291	10	4	16	0	293	
967952	675	0	6	11	0	680	
968155	307	3	1	0	0	303	
968249	1508	365	8	406	0	1541	
968267	1458	0	12	56	0	1502	
968351	496	6	1	2	0	491	
968436	4104	180	35	7	0	3896	
968557	197	0	0	4	0	201	
968605	91732	8039	30	3422	0	87085	
968678	599	45	0	40	-132	726	
968744	1080	151	29	116	0	1016	
969059	596	0	1	0	0	595	
969255	306	0	6	3	0	303	
969349	2199	105	0	2	0	2096	
969424	3028	430	45	378	0	2931	
969639	700	0	6	24	0	718	
969723	69048	2346	906	2968	0	68764	
969741	493	18	25	9	0	459	
969817	450	3	3	4	0	448	
969844	375	12	0	24	0	387	
969956	274	38	3	9	0	242	
970055	4867	300	55	62	0	4574	
970233	1212	105	2	27	0	1132	
970242	7442	538	28	206	0	7082	
971379	30	0	0	0	0	30	
971472	273	3	0	0	0	270	
971959	1359	330	3	1	0	1027	
972143	137	0	0	0	0	137	
972237	2971	335	36	297	0	2897	
972406	8	0	0	0	0	8	
972648	3190	150	18	45	0	3067	
972732	2699	121	86	99	0	2591	
972750	844	30	6	7	0	815	
972769	652	74	1	35	0	612	
972862	160	0	0	0	0	160	
972956	63	1	2	1	0	61	
973056	231	0	0	0	0	231	
973140	130	0	0	0	0	130	
973252	324	0	2	1	0	323	
973364	905	60	2	123	0	966	
974213	564	15	1	1	0	549	
974259	452	9	0	0	0	443	
974343	886	120	6	0	0	760	
974558	2482	0	7	1	0	2476	
974567	10971	412	85	62	0	10536	
974754	367	36	6	37	0	362	
974848	144094	7036	2207	8284	0	143135	
974866	4842	500	0	258	0	4600	
974950	718	0	1	24	0	741	
975153	707	17	2	4	0	692	
975256	590	17	16	10	0	567	
975452	153	5	1	0	0	147	
975555	493	71	48	67	0	441	
975751	0	0	0	0	0	0	
975845	952	0	1	16	0	967	
975854	626	15	105	100	0	606	
975911	1567	90	8	97	0	1566	
976057	268	-30	1	26	0	323	
976141	565	60	26	104	0	583	
976226	2650	100	36	40	0	2554	
976347	242	9	2	0	0	231	
976534	422	44	0	31	0	409	
976552	763	0	7	22	0	778	
976703	0	0	0	0	0	0	
976842	81	0	0	0	0	81	
976954	89	0	0	0	0	89	
977036	502	6	5	0	0	491	
977045	258	32	10	4	0	220	
977072	227	12	0	0	0	215	
977250	561	59	3	25	0	524	
977616	862	76	2	0	0	784	
977652	577	25	4	35	0	583	
977942	309	8	6	44	0	339	
977951	482	12	23	38	0	485	
978051	243	0	0	0	0	243	
978118	2944	75	154	62	0	2777	
978154	16676	2300	473	1790	0	15693	
978239	498	0	5	2	0	495	
978323	160	3	0	0	0	157	
978369	1207	50	0	35	0	1192	
978417	315	45	0	17	0	287	
978622	847	30	7	8	0	818	
978659	236	6	0	0	0	230	
978846	1626	75	62	152	0	1641	
979133	262	30	0	14	0	246	
979151	398	9	1	3	0	391	
979357	164	20	1	0	0	143	
979629	1124	90	44	79	0	1069	
979759	207	5	5	18	0	215	
980045	275	0	4	2	0	273	
980157	192	0	3	9	0	198	
980344	413	9	0	0	0	404	
980353	5472	50	3	0	0	5419	
980438	387	30	0	0	0	357	
980531	1345	120	39	106	0	1292	
980634	448	10	1	30	0	467	
980652	1170	12	0	0	0	1158	
980661	78714	14200	1392	8784	0	71906	
980951	791	0	17	13	0	787	
980960	547	0	47	70	0	570	
981350	104	0	2	0	0	102	
981453	117	16	1	77	0	177	
981855	307	16	0	20	0	311	
982142	2286	0	102	78	0	2262	
982151	839	0	42	41	0	838	
982263	972	60	1	0	0	911	
982348	848	35	0	0	0	813	
982553	235	0	1	0	0	234	
982731	1204	45	1	4	0	1162	
982937	1429	50	63	12	0	1328	
983055	184	0	6	3	0	181	
983130	519	0	3	22	0	538	
983158	245	0	0	1	0	246	
983215	339	15	4	10	0	330	
983233	567	9	6	7	0	559	
983448	149844	7751	705	4138	4626	140900	
983457	2921	150	141	493	0	3123	
983550	492	8	0	4	0	488	
984258	1605	90	30	56	0	1541	
984351	887	0	2	0	0	885	
984379	3226	120	78	59	0	3087	
984454	511	0	0	0	0	511	
984557	714	30	4	0	0	680	
984650	40	0	0	0	0	40	
984735	216	7	0	3	0	212	
984856	533	0	12	3	0	524	
985134	4520	4	17	21	0	4520	
985451	1396	0	6	5	0	1395	
985554	478	0	0	0	0	478	
985602	442	32	1	0	0	409	
985620	3937	151	33	141	0	3894	
985657	153	0	36	0	0	117	
985732	44134	3000	1878	3811	0	43067	
985844	90	6	5	0	0	79	
985871	7422	100	0	38	0	7360	
985956	2035	75	30	67	0	1997	
986159	295	25	7	19	0	282	
986551	450	0	85	21	0	386	
986739	335	0	0	0	0	335	
986757	323	0	0	3	0	326	
986850	1229	75	20	10	0	1144	
986935	472	30	6	12	0	448	
987053	1015	15	1	5	0	1004	
987231	324	20	6	37	0	335	
987259	312	22	1	60	0	349	
987352	1476	30	6	0	0	1440	
987651	312	0	0	115	0	427	
987848	438	0	3	0	0	435	
988144	802	0	3	17	0	816	
988153	2979	141	11	93	0	2920	
988229	1160	30	6	26	0	1150	
988256	242	2	0	0	0	240	
988452	759	19	12	1	0	729	
988470	1227	23	0	17	0	1221	
988658	450	12	2	0	0	436	
988845	2052	30	6	21	0	2037	
988957	249	0	1	0	0	248	
989141	727	0	15	2	0	714	
989253	75427	11	182	947	-346	76527	
989347	2111	120	11	267	0	2247	
989356	216	0	8	4	0	212	
989534	261	12	1	2	0	250	
989655	575	0	16	2	0	561	
989730	368	20	14	47	0	381	
989758	600	0	6	28	0	622	
989851	287	6	0	0	0	281	
990053	715	15	0	6	0	706	
990156	325	0	14	0	0	311	
990325	7150	300	105	304	0	7049	
990352	257	0	1	0	0	256	
990642	697	30	17	59	0	709	
991041	1652	90	51	284	0	1795	
991135	673	0	10	0	0	663	
991340	48189	7295	153	3218	-685	44644	
991359	486	30	31	14	0	439	
991555	913	54	28	64	0	895	
991621	2244	150	44	57	0	2107	
991715	2322	100	24	213	0	2411	
991854	144	0	0	0	0	144	
992057	29	2	0	0	0	27	
992253	175	6	1	9	0	177	
992758	404	0	3	4	0	405	
992851	293	0	1	2	0	294	
993250	747	18	2	5	0	732	
993335	485	0	0	0	0	485	
993353	103	0	4	9	0	108	
993652	283	0	0	0	0	283	
994435	2030	120	8	37	0	1939	
994565	1257	144	11	12	0	1114	
994716	919	90	15	46	0	860	
995076	1129	130	12	45	0	1032	
995151	277480	21038	5286	29303	20943	259516	
995450	7146	0	191	64	0	7019	
995517	1255	75	41	63	0	1202	
995674	159	3	0	0	0	156	
995955	88	7	2	4	0	83	
996251	132	0	2	0	0	130	
996260	15664	1000	63	1952	0	16553	
996354	8467	311	20	14	0	8150	
996457	273	6	1	3	0	269	
996466	1621	750	2	714	0	1583	
996840	99	0	0	0	0	99	
997052	126	3	0	6	0	129	
997155	522	0	8	3	0	517	
997333	1233	0	24	16	0	1225	
997472	221000	14000	1000	12000	0	218000	
997557	387	17	0	0	0	370	
997650	1882	0	19	46	0	1909	
997771	316	15	0	1	0	302	
997847	1988	30	0	15	0	1973	
997856	231	0	21	25	0	235	
998116	548	6	0	0	0	542	
998358	286	0	9	3	0	280	
998554	882	100	3	18	0	797	
998648	507	12	3	22	0	514	
998657	197	24	2	6	0	177	
998675	194	9	0	0	0	185	
998750	266	30	6	10	0	240	
998974	2674	349	0	210	0	2535	
999355	92	0	4	0	0	88	
999430	2509	119	5	0	0	2385	
999663	1375	150	6	20	0	1239	
999935	1603	112	15	125	0	1601	
1000052	1096	222	5	254	0	1123	
1000100	1609	86	6	18	0	1535	
1000276	693	15	0	33	0	711	
1000409	51174	-9958	670	1813	0	62275	
1000511	481	25	9	1	0	448	
1000557	120	0	0	0	0	120	
1000641	1129	55	5	47	0	1116	
1000726	997	60	1	4	0	940	
1000856	209	3	2	0	0	204	
1000959	990	0	16	1	0	975	
1001059	1281	0	2	0	0	1279	
1001152	27133	1819	175	1355	0	26494	
1001273	3369	93	7	68	0	3337	
1001451	315	0	2	2	0	315	
1001572	33	0	0	0	0	33	
1001639	8516	460	35	100	0	8121	
1001648	2468	42	2	12	0	2436	
1001705	0	0	0	0	0	0	
1001750	141	0	2	0	0	139	
1001817	701	45	7	28	0	677	
1001853	942	30	6	53	0	959	
1002355	1222	55	0	55	0	1222	
1002373	1227	5	0	7	0	1229	
1002430	3051	803	1	171	0	2418	
1002458	104	30	0	34	0	108	
1002524	210	102	5	96	16	183	
1002618	1649	45	10	80	0	1674	
1002850	904	75	23	182	0	988	
1002878	19206	1206	194	905	0	18711	
1002953	312	10	3	24	0	323	
1003455	398	15	0	0	0	383	
1003549	638	20	88	0	0	530	
1003558	1145	45	12	48	0	1136	
1003606	71716	600	522	1986	0	72580	
1003679	12535	200	0	6	0	12341	
1003839	1877	120	4	28	0	1781	
1003848	28794	2000	330	1986	0	28450	
1003950	319	0	7	3	0	315	
1004238	137	3	1	2	0	135	
1004256	232	7	2	8	0	231	
1004265	1156	80	19	0	0	1057	
1004368	24095	600	53	33	0	23475	
1004470	367	11	0	0	0	356	
1005262	537	35	1	2	0	503	
1005440	152	0	8	4	0	148	
1005459	214	0	0	0	0	214	
1005552	535	68	14	63	0	516	
1005655	215	0	9	1	0	207	
1005758	281	0	2	0	0	279	
1005833	57	2	1	0	0	54	
1005851	165	0	0	0	0	165	
1005860	658	19	6	11	0	644	
1006148	2212	150	24	35	0	2073	
1006157	685	3	0	0	0	682	
1006344	241	17	2	1	0	223	
1006513	668	-23	32	0	0	659	
1006559	417	17	0	2	0	402	
1006577	412	16	1	5	0	400	
1006652	992	0	10	13	0	995	
1006670	904	0	0	0	0	904	
1006858	169	6	2	0	0	161	
1006867	1896	0	2	0	20	1874	
1006951	242	35	26	35	0	216	
1007015	8153	618	146	580	0	7969	
1007051	646	0	22	0	0	624	
1007145	323	0	0	2	0	325	
1007154	1357	53	7	3	0	1300	
1007417	3993	262	0	0	0	3731	
1007444	1381	60	7	31	0	1345	
1007556	409	15	24	52	0	422	
1007659	68	2	0	0	0	66	
1007734	86	1	0	1	0	86	
1007752	229	35	0	0	0	194	
1007819	3400	328	40	232	0	3264	
1007846	45422	3458	575	3704	0	45093	
1007903	8011	-267	106	447	0	8619	
1007930	170	0	2	1	0	169	
1007958	449	185	1	16	0	279	
1008076	256	9	0	0	0	247	
1008133	551	30	2	34	0	553	
1008151	109	0	1	1	0	109	
1008209	459	15	5	0	0	439	
1008432	525	30	0	1	0	496	
1008450	123	0	0	0	0	123	
1008553	450	0	2	0	0	448	
1008647	636	3	3	6	0	636	
1008674	667	9	0	0	0	658	
1008731	514	48	3	0	0	463	
1008955	418	0	1	0	0	417	
1009055	200	0	0	0	0	200	
1009242	1024	0	0	10	0	1034	
1009354	7568	0	102	5	0	7471	
1009420	5828	370	48	448	188	5670	
1009541	1717	60	6	115	0	1766	
1009729	255	21	1	9	0	242	
1009756	571	0	0	0	0	571	
1009804	4992	750	12	0	0	4230	
1009813	124	9	4	8	0	119	
1009831	2866	3061	8	2036	0	1833	
1009840	201	30	2	23	0	192	
1009952	185	15	79	20	0	111	
1010015	484	15	1	11	0	479	
1010051	205	55	0	2	0	152	
1010471	1383	55	0	0	0	1328	
1010761	487	45	2	1	0	441	
1010930	27623	2499	414	2597	0	27307	
1011432	669	12	1	6	0	662	
1011526	36877	5700	698	8207	0	38686	
1011553	417	0	3	0	0	414	
1011638	1376	90	6	5	0	1285	
1011656	665	0	1	11	0	675	
1011740	154	0	0	0	0	154	
1011852	239	11	1	0	0	227	
1011955	981	30	4	15	0	962	
1012055	464	0	1	1	0	464	
1012251	352	0	41	1	0	312	
1012354	224	3	0	0	0	221	
1012457	459	48	1	52	0	462	
1012671	1901	150	0	0	0	1751	
1012859	324	6	4	6	0	320	
1013043	1801	60	220	53	0	1574	
1013070	2415	0	2	0	0	2413	
1013650	187	0	0	0	0	187	
1013735	614	15	3	3	0	599	
1013744	80	0	3	95	0	172	
1013753	320	9	0	0	0	311	
1013856	231	2	0	0	0	229	
1014040	1138	90	30	67	0	1085	
1014059	459	7	15	24	0	461	
1014125	1279	21	9	19	0	1268	
1014246	283	5	15	14	0	277	
1014255	147	0	9	3	0	141	
1014376	1000	34	7	52	0	1011	
1014451	232	0	6	1	0	227	
1014554	491	3	0	0	0	488	
1014657	1101	0	0	0	0	1101	
1014675	148	0	0	0	0	148	
1014778	1988	120	13	181	0	2036	
1014844	205	3	0	0	0	202	
1014853	685	169	10	7	0	513	
1014929	1166	21	9	46	0	1182	
1014956	566	45	3	35	0	553	
1014965	259	0	20	1	0	240	
1015056	559	0	18	0	0	541	
1015177	250	0	0	0	0	250	
1015243	5067	180	14	47	0	4920	
1015252	923	-265	59	8	0	1137	
1015458	198	10	7	0	0	181	
1015467	595	20	2	7	0	580	
1015560	1106	0	2	0	0	1104	
1015832	585	25	1	6	0	565	
1015841	384	20	3	11	0	372	
1015850	2258	125	16	45	0	2162	
1016062	1220	2	3	0	0	1215	
1016231	330	19	2	21	0	330	
1016259	2190	100	70	6	0	2026	
1016316	24420	1336	655	1788	0	24217	
1016558	409	0	0	17	0	426	
1016718	1400	53	21	34	0	1360	
1016754	152	0	1	0	0	151	
1016772	758	-17	11	1	0	765	
1016848	324	6	0	3	0	321	
1016857	1592	235	48	210	0	1519	
1016941	950	101	3	214	0	1060	
1017032	1347	135	18	31	0	1225	
1017256	700	33	2	55	0	720	
1017274	644	45	0	0	0	599	
1017425	2209	83	24	256	0	2358	
1017528	4539	357	29	413	0	4566	
1017555	236	0	1	0	0	235	
1017564	255	0	10	2	0	247	
1017649	1123	24	4	17	0	1112	
1017658	19837	1738	148	1507	0	19458	
1017854	427	0	25	0	0	402	
1017939	5956	398	27	270	0	5801	
1017957	999	30	8	4	0	965	
1028010	7397	40	117	0	0	7240	
1029325	61858	4700	4024	7509	0	60643	
1119909	0	0	0	0	0	0	
1156221	2080	120	3	38	0	1995	
1156388	961	85	10	47	0	913	
1156397	1335	95	0	24	0	1264	
1156539	14893	1093	0	437	0	14237	
1156874	432	15	6	8	0	419	
1157219	1011	75	0	33	0	969	
1157255	1984	120	34	175	0	2005	
1157415	1142	80	1	49	0	1110	
1158832	1052	100	3	52	0	1001	
1158878	751	71	7	3	0	676	
1159996	1430	60	4	16	0	1382	
1160152	6787	183	42	0	0	6562	
1160161	0	0	0	0	0	0	
1160424	2152	0	0	0	0	2152	
1160509	438	30	7	49	0	450	
1160545	11640	2500	198	729	0	9671	
1160732	287	0	7	119	0	399	
1160808	1674	15	3	0	0	1656	
1160853	0	0	0	0	0	0	
1161029	2049	84	1	5	0	1969	
1161216	2286	45	0	0	0	2241	
1162017	3757	375	7	398	0	3773	
1162099	156	3	0	20	0	173	
1162147	4726	225	1	8	0	4508	
1162530	1064	70	7	32	0	1019	
1162558	1538	50	3	34	0	1519	
1162914	1913	-30	0	0	0	1943	
1163153	0	0	0	0	0	0	
1163171	463	21	8	6	0	440	
1164329	2818	170	2	24	0	2670	
1164347	1404	129	21	58	0	1312	
1164730	3312	536	95	370	0	3051	
1165531	415	21	0	6	0	400	
1165540	2773	187	21	12	0	2577	
1166060	378	25	7	42	0	388	
1166435	428	6	0	2	0	424	
1166453	400	0	17	0	0	383	
1167263	633	0	0	57	0	690	
1167393	3046	200	33	328	0	3141	
1167889	14853	316	56	359	2022	12818	
1168439	753	54	3	15	0	711	
1169182	831	98	1	100	0	832	
1169650	772	0	7	0	0	765	
1169913	1603	75	3	0	0	1525	
1176881	16364	2197	878	581	0	13870	
1176920	257	36	0	15	0	236	
1186956	497	0	0	19	0	516	
1186965	978	38	4	14	0	950	
1187001	2841	0	2	6	0	2845	
1187029	3638	300	24	238	0	3552	
1187391	3440	50	11	21	0	3400	
1187494	1080	149	7	21	0	945	
1187551	276	6	0	0	0	270	
1187896	1195	81	19	109	0	1204	
1188594	1396	51	1	8	0	1352	
1188772	1572	70	12	7	0	1497	
1188987	699	450	6	277	0	520	
1189041	1739	120	7	137	0	1749	
1189993	7218	300	48	156	0	7026	
1190001	1525	66	107	144	0	1496	
1190074	3074	270	1	0	0	2803	
1190476	5046	195	28	42	0	4865	
1191352	841	11	0	0	0	830	
1191446	2199	70	9	1	0	2121	
1191482	510	0	0	1	0	511	
1192733	459	8	1	0	150	300	
1193516	1201	52	4	3	0	1148	
1193543	1193	60	6	8	0	1135	
1198605	982	106	12	51	0	915	
1198614	1475	200	25	78	0	1328	
1198641	3651	150	0	0	0	3501	
1211371	1359	81	13	24	0	1289	
1211429	3698	249	95	147	0	3501	
1211700	1530	66	0	1	0	1465	
1212631	5756	120	4	0	0	5632	
1212846	65307	7220	7596	31555	0	82046	
1213254	2980	286	4	106	0	2796	
1213768	371	5	7	0	0	359	
1213777	1578	108	0	4	0	1474	
1215726	633	75	18	70	0	610	
1216022	12891	2949	323	3503	3	13119	
1216059	311	9	1	0	0	301	
1216291	3742	45	179	3	0	3521	
1216321	3928	115	3	0	0	3810	
1216808	317	14	3	16	0	316	
1216826	522	0	0	0	0	522	
1216974	661	7	7	19	0	666	
1216992	1388	-5	4	0	0	1389	
1217485	1336	8	4	55	0	1379	
1217494	1048	48	8	52	0	1044	
1217832	1803	147	23	0	0	1633	
1218165	629	42	0	21	0	608	
1218446	383	60	11	53	0	365	
1218482	474	160	3	133	0	444	
1219144	701	60	0	32	0	673	
1219591	596	0	25	220	0	791	
1220524	1380	670	22	749	0	1437	
1221558	2429	360	16	134	0	2187	
1222519	1390	105	4	61	0	1342	
1222948	767	15	2	0	0	750	
1224812	12091	20281	142	18825	0	10493	
1225033	938	34	0	0	0	904	
1225734	2755	75	0	1	0	2681	
1225752	1291	115	7	19	0	1188	
1225761	10600	4464	332	2596	0	8400	
1225798	212	0	5	31	0	238	
1225800	50846	31630	133	4754	-21080	44917	
1228034	1418	188	31	47	0	1246	
1228249	13908	2454	184	2129	0	13399	
1229198	441	9	1	0	0	431	
1229228	1045	95	16	22	0	956	
1229424	1773	157	9	18	0	1625	
1293078	321	130	3	6	0	194	
1349890	22061	650	21	18	0	21408	
1356115	734	10	2	0	0	722	
1356526	972	60	7	43	0	948	
1356535	3138	100	20	42	2162	898	
1356683	2106	105	3	7	0	2005	
1356768	6460	210	49	19	0	6220	
1356852	1389	202	4	11	0	1194	
1357466	264	15	1	0	0	248	
1358696	787	23	5	7	0	766	
1360420	1943	158	157	61	0	1689	
1362237	1619	120	1	73	0	1571	
1362246	1046	160	17	1	0	870	
1363270	21429	600	91	598	0	21336	
1366909	2827	75	9	21	0	2764	
1367858	1450	24	2	102	0	1526	
1369870	0	0	0	0	0	0	
1377521	407	0	15	0	0	392	
1386251	23876	332	241	616	0	23919	
1390324	131	8	1	26	0	148	
1390342	3345	414	46	139	0	3024	
1391170	1372	115	1	95	0	1351	
1391415	1166	100	6	0	0	1060	
1391778	3224	-3167	4160	1852	0	4083	
1392542	601	15	5	39	0	620	
1393624	2935	180	4	32	0	2783	
1394621	1290	75	10	48	0	1253	
1394667	4534	50	38	280	0	4726	
1394676	486448	228938	15132	215067	8099	449346	
1396483	1031	105	39	62	0	949	
1396652	6187	960	59	433	0	5601	
1396700	966	30	29	36	0	943	
1396764	1819	10	10	0	691	1108	
1397190	1110	50	0	2	0	1062	
1397471	669	208	16	213	0	658	
1398580	6949	0	841	1773	0	7881	
1399215	333	10	0	1	0	324	
1399916	1308	90	0	143	0	1361	
1400540	2916	100	35	190	0	2971	
1401387	260	15	2	9	0	252	
1401529	15641	403	146	643	9612	6123	
1401547	767	45	12	47	0	757	
1401631	1903	150	2	41	0	1792	
1401686	1189	123	6	36	0	1096	
1401891	213	6	1	0	0	206	
1401903	1050	30	0	0	0	1020	
1401949	0	0	0	0	0	0	
1402384	729	90	60	84	0	663	
1402405	62	0	0	0	0	62	
1402610	4357	390	28	204	0	4143	
1402629	759	-16	16	23	0	782	
1402638	1084	66	6	5	0	1017	
1404463	1390	155	0	0	0	1235	
1404481	1177	62	3	62	0	1174	
1404847	599	213	3	46	0	429	
1404883	878	0	15	7	0	870	
1404931	48226	38894	262	21955	0	31025	
1404940	0	0	0	0	0	0	
1406980	188	0	0	5	0	193	
1407512	1070	75	2	4	0	997	
1407521	4838	255	11	50	0	4622	
1407530	2121	67	20	14	0	2048	
1407932	3727	180	67	314	0	3794	
1408069	3298	280	3	43	0	3058	
1411032	1529	135	1	232	0	1625	
1412598	1804	65	1	127	0	1865	
1412619	1194	60	1	0	0	1133	
1412712	6342	2942	196	2816	0	6020	
1413090	503	9	0	7	0	501	
1413139	448	0	50	0	0	398	
1414819	1259	90	0	0	0	1169	
1416082	2039	100	0	0	0	1939	
1416327	1456	90	3	29	0	1392	
1416381	3681	372	37	230	0	3502	
1417557	350843	189316	22263	158328	0	297592	
1418255	995	113	80	193	0	995	
1419234	867	25	0	0	0	842	
1421040	1096	45	10	7	0	1048	
1421095	1343	215	18	154	0	1264	
1421161	4548	540	50	482	0	4440	
1425020	2201	40	140	25	0	2046	
1427770	70	0	1	9	0	78	
1429028	535	0	7	0	0	528	
1434826	1562	0	6	0	0	1556	
1435092	519	30	8	5	0	486	
1435412	721	9	26	65	0	751	
1435421	809	35	1	5	0	778	
1436071	926	30	42	12	0	866	
1436099	1524	68	4	2	0	1454	
1436204	4453	250	8	19	0	4214	
1436464	1085	54	0	100	0	1131	
1436473	501	0	26	0	0	475	
1436884	2964	171	12	24	0	2805	
1437199	458	34	25	40	0	439	
1438217	1843	83	0	39	0	1799	
1438589	1872	0	0	0	0	1872	
1439054	399	0	1	0	0	398	
1439308	1540	90	11	62	0	1501	
1439456	3361	120	9	0	0	3232	
1440117	1017	80	1	64	0	1000	
1441600	681	48	0	25	0	658	
1442380	287102	78408	6911	90319	0	292102	
1442540	3934	730	8	55	0	3251	
1442661	1014	45	2	13	0	980	
1443266	154	0	0	0	0	154	
1443912	528	51	5	27	0	499	
1444003	1719	405	4	226	0	1536	
1444021	0	0	0	0	0	0	
1444580	1313	-77	234	0	0	1156	
1445037	971	-32	21	4	0	986	
1445121	289	0	4	0	0	285	
1445943	5153	162	12	30	0	5009	
1447639	3770	253	58	39	0	3498	
1447853	1751	120	1	0	0	1630	
1448636	1043	63	4	15	0	991	
1450620	2561	340	39	0	0	2182	
1451636	250	50	0	0	0	200	
1455063	1456	10	0	27	0	1473	
1456501	2400	1008	38	1044	0	2398	
1457003	3630	162	14	22	0	3476	
1458608	3932	628	283	486	0	3507	
1458989	2213	75	15	77	0	2200	
1459034	3850	86	10	52	0	3806	
1459191	709	9	0	0	0	700	
1459575	0	0	0	0	0	0	
1459717	1104	0	0	1	0	1105	
1459735	1385	300	40	183	0	1228	
1459799	405	15	4	24	0	410	
1460290	2425	95	0	2	0	2332	
1460302	119	3	3	20	0	133	
1462986	405	0	0	0	0	405	
1463086	3118	112	6	6	0	3006	
1463705	713	20	2	24	-152	867	
1463983	2230	225	40	122	0	2087	
1464122	13026	886	244	1130	0	13026	
1464177	0	0	0	0	0	0	
1466078	3522	225	24	139	0	3412	
1466489	2420	105	5	11	0	2321	
1469211	555	69	0	0	0	486	
1469677	1157	75	5	20	0	1097	
1470150	571	0	3	17	0	585	
1470655	1877	75	2	85	0	1885	
1471577	1372	47	3	4	0	1326	
1473496	853	46	0	0	0	807	
1474279	898	36	18	113	0	957	
1474288	905	75	22	354	0	1162	
1474309	518	21	3	18	0	512	
1478222	2895	128	2	45	0	2810	
1478231	455	12	0	57	0	500	
1478307	176	63	32	144	0	225	
1479470	962	27	0	0	0	935	
1479630	0	0	0	0	0	0	
1479667	0	0	0	0	0	0	
1479676	382	0	10	0	0	372	
1480207	0	0	0	0	0	0	
1481745	728	23	0	0	0	705	
1481754	685	35	0	3	0	653	
1484595	2861	75	10	28	0	2804	
1486704	1324	90	23	3	0	1214	
1492152	621	65	0	0	0	556	
1492817	284	0	0	26	0	310	
1494240	104466	7100	1674	8383	0	104075	
1494482	270	0	0	0	0	270	
1494914	1113	216	50	619	-21	1487	
1495331	1075	30	2	1	0	1044	
1496150	0	0	0	0	0	0	
1496178	1130	51	7	11	0	1083	
1516348	295	3	0	0	0	292	
1516423	4381	810	10	510	0	4071	
1629903	0	0	0	0	0	0	
1717622	0	0	0	0	0	0	
1718188	6370	360	20	218	0	6208	
1718517	667	150	0	7	0	524	
1764028	685	75	11	49	0	648	
1819049	159	6	1	0	0	152	
1819058	260	0	0	0	0	260	
