"IDRSSD"	RCFD0010	RCFD1350	RCFD1395	RCFD1651	RCFD1727	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD2243	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3819	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB528	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB613	RCFDB614	RCFDB616	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB645	RCFDB646	RCFDB647	RCFDB648	RCFDB649	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB674	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCON0010	RCON1350	RCON1395	RCON1651	RCON1727	RCON1754	RCON1773	RCON2170	RCON2221	RCON2243	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3819	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	
353359																																																																																																																																																																																	7361	2850	0	0	0	1119	311	59800	0	0	359	0	4426	57060	0	0	0	0	4782	0	0	0	101	0	0	0	359	359	1058	10374	20663	1171	28061	0	0	0.0775	0.1180	0.1092				4423	359	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
353546																																																																																																																																																																																	1044	950	0	0	0	0	7716	53572	0	0	264	0	6358	53106	0	0	0	0	6495	0	0	597	0	0	0	0	264	264	1163	8794	13197	3849	30555	0	0	0.1173	0.1644	0.1577	0.0000	0.0000	0.0000	6231	264	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
353555																																																																																																																																																																																	110024	129016	0	0	0	27164	174293	1332691	37	0	12834	0	121333	1319657	0	0	0	0	130427	6650	0	1029	7857	142257	0	0	12132	12169	69940	380795	145997	63355	745718	14755	0	0.0896	0.1345	0.1219	0.0000	0.0000	0.0000	118258	12169	2961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	697	
353724																																																																																																																																																																																	4816	14148	0	0	0	3146	686	120411	61	0	1013	0	15537	115819	0	0	0	0	16437	0	0	0	1924	0	0	0	1013	1074	1476	22155	33736	5196	63924	0	85	0.1327	0.1907	0.1783	0.0000	0.0000	0.0000	15363	1074	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
353751																																																																																																																																																																																	3082	5500	0	0	0	0	23889	105924	0	0	999	0	10531	105086	0	0	0	0	10811	0	0	300	0	2890	0	0	999	999	5298	24136	2864	4744	73876	0	0	0.0934	0.1332	0.1209	0.0000	0.0000	0.0000	9812	999	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
353957																																																																																																																																																																																	1339	475	0	0	0	0	18758	37662	0	0	821	0	7665	37013	0	0	0	0	7504	0	0	0	0	316	0	0	228	228	3197	19306	2424	523	13166	0	0	0.1966	0.4245	0.4116	0.0000	0.0000	0.0000	7276	228	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	
354057																																																																																																																																																																																	6868	9220	0	0	0	14204	29905	95743	0	0	356	0	14353	92298	0	0	0	0	14599	0	0	31	41	0	0	0	356	356	6480	49259	9875	5207	30355	0	0	0.1543	0.3230	0.3151	0.0000	0.0000	0.0000	14243	356	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
354132																																																																																																																																																																																	2242	1414	0	0	0	0	17996	68228	0	0	461	0	7345	65754	0	0	0	0	4151	0	0	0	0	0	0	0	461	461	2320	17973	15358	4314	32069	0	0	0.0588	0.0958	0.0851	0.0000	0.0000	0.0000	3690	461	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
354253																																																																																																																																																																																	685	237	0	0	0	744	3805	20136	0	0	332	0	2216	20503	0	0	0	0	2335	0	0	0	0	0	0	0	168	168	329	7754	1399	1453	10934	0	0	0.1057	0.1761	0.1634	0.0000	0.0000	0.0000	2167	168	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	
354310																																																																																																																																																																																	37496	30026	0	0	0	142179	143630	1044136	0	0	9799	0	95057	1021510	140	0	0	0	101687	30000	0	7118	10802	105434	193	0	9702	9702	12643	300876	125613	45771	611072	0	0	0.0902	0.1310	0.1185	0.0000	0.0000	0.0000	91985	9702	1583	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	97	
354552																																																																																																																																																																																	2286	875	0	0	0	0	19480	80627	0	0	634	0	7242	80673	0	0	0	0	7620	0	0	56	0	1209	0	0	634	634	2241	20374	18828	2868	39466	727	0	0.0867	0.1421	0.1303	0.0000	0.0000	0.0000	6986	634	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
354851																																																																																																																																																																																	448	781	0	0	0	0	5532	20922	0	0	199	0	2253	20356	0	0	0	0	2375	0	0	76	0	0	0	0	178	178	1664	5833	1032	931	12507	0	0	0.1079	0.1667	0.1542	0.0000	0.0000	0.0000	2197	178	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	
354954																																																																																																																																																																																	1060	2400	0	0	0	651	7245	26508	0	0	363	0	3355	26638	0	0	0	0	3441	0	0	3	0	130	0	0	208	208	942	9496	2877	772	13362	0	0	0.1214	0.2071	0.1946	0.0000	0.0000	0.0000	3233	208	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	
355120																																																																																																																																																																																	18452	21903	0	0	0	2975	18732	203172	0	0	1487	0	19914	193139	0	0	0	0	21353	0	0	672	0	0	0	0	1487	1487	4865	56904	14381	9103	128436	0	0	0.1029	0.1446	0.1345	0.0000	0.0000	0.0000	19866	1487	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
355559																																																																																																																																																																																	3402	0	0	0	0	0	18895	81676	0	0	399	0	7986	81339	58	0	0	0	8161	0	0	0	0	4166	0	0	399	399	1963	8514	41206	2886	30045	17150	0	0.0954	0.1499	0.1426	0.0000	0.0000	0.0000	7762	399	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
355737																																																																																																																																																																																	762	905	0	0	0	1013	0	8522	0	0	64	0	1513	8558	0	0	0	0	1568	0	0	0	0	0	0	0	55	55	647	2114	1462	196	4363	0	0	0.1768	0.2847	0.2747	0.0000	0.0000	0.0000	1513	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
355746																																																																																																																																																																																	2759	5000	0	0	0	11741	7749	67796	0	0	520	0	5871	68046	0	0	0	0	6306	0	0	7	0	0	0	0	508	508	4568	25041	5953	3039	32646	0	0	0.0852	0.1552	0.1427	0.0000	0.0000	0.0000	5798	508	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	
355821																																																																																																																																																																																	2753	13555	0	0	0	19493	29932	166650	0	0	1147	0	14455	161863	0	0	0	0	15523	0	0	941	0	0	0	0	1147	1147	7671	53898	33060	6743	73168	0	0	0.0888	0.1542	0.1428	0.0000	0.0000	0.0000	14376	1147	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
355858																																																																																																																																																																																	5450	3945	0	0	0	2773	5072	195640	0	0	17100	0	21026	191109	0	0	0	0	23015	0	0	1339	0	8593	0	0	2424	2424	5752	17120	9086	15459	180319	0	0	0.1080	0.1284	0.1149	0.0000	0.0000	0.0000	20591	2424	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14676	
356145																																																																																																																																																																																	1554	1574	0	0	0	1300	1930	16359	0	0	105	0	1996	16897	0	0	0	0	2082	0	0	0	10	0	0	0	105	105	850	5028	2938	318	7627	0	0	0.1170	0.2060	0.1956	0.0000	0.0000	0.0000	1977	105	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	
356239																																																																																																																																																																																	3343	3478	0	0	164	0	36811	121288	3	2050	790	0	11546	119037	0	0	0	0	10085	0	0	114	3	3077	0	0	790	793	2995	37103	14932	5460	64738	0	0	0.0795	0.1210	0.1115	0.0000	0.0000	0.0000	9292	793	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
356350																																																																																																																																																																																	3469	0	0	0	0	0	13583	137053	0	0	1397	0	11005	133048	0	0	0	0	12223	0	0	2006	0	2559	0	0	1397	1397	1110	17076	15546	4403	103544	672	0	0.0814	0.1036	0.0917	0.0000	0.0000	0.0000	10826	1397	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
356659																																																																																																																																																																																	1531	2200	0	0	0	55	12596	85066	0	0	707	0	8046	84224	158	0	0	0	8651	0	0	0	6	824	0	0	657	657	2314	14154	39819	1529	29401	0	0	0.0949	0.1647	0.1522	0.0000	0.0000	0.0000	7994	657	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	
356752																																																																																																																																																																																	2454	3150	0	0	0	0	18276	46359	0	0	432	0	6809	43814	0	0	0	0	6771	0	0	126	0	0	0	0	289	289	9438	6813	16830	1816	13215	0	0	0.1479	0.2947	0.2821				6482	289	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	
356930																																																																																																																																																																																	3362	13532	0	0	0	36	32434	83591	0	0	732	0	8592	81482	200	0	0	0	8863	0	0	0	0	0	0	0	514	514	2873	42700	12003	1540	26594	0	0	0.1026	0.2164	0.2038	0.0000	0.0000	0.0000	8349	514	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	
356949																																																																																																																																																																																	2978	600	0	0	0	6095	36392	85889	0	0	535	0	11864	84989	0	0	0	0	12137	0	0	207	0	400	0	0	506	506	12814	24722	26728	1539	21763	0	0	0.1369	0.3000	0.2875				11631	506	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	
357049																																																																																																																																																																																	14460	7740	0	0	0	809	69005	206362	0	0	1504	0	31931	207135	119	0	0	0	32596	0	0	0	0	4856	0	0	1504	1504	1000	79258	46992	6518	79347	1777	0	0.1501	0.2691	0.2566	0.0000	0.0000	0.0000	31092	1504	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
357058																																																																																																																																																																																	6555	6619	0	0	0	0	44341	118992	0	0	1379	0	12727	114211	0	0	0	0	7742	0	0	315	0	4792	0	0	814	814	27377	31151	11087	8928	50664	0	157	0.0639	0.1199	0.1073	0.0000	0.0000	0.0000	6928	814	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	
357151																																																																																																																																																																																	3380	3700	0	0	0	27906	0	103269	0	0	680	0	16896	101218	0	0	0	0	17576	0	0	358	0	175	0	0	680	680	3347	32806	9922	2401	57874	0	0	0.1669	0.2527	0.2429	0.0000	0.0000	0.0000	16896	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
357375																																																																																																																																																																																	24969	1792	0	0	0	0	69149	332444	0	0	6927	0	26735	326266	2720	0	0	0	29676	0	0	0	8288	0	0	0	3210	3210	2088	94748	52165	15824	190025	11652	0	0.0811	0.1173	0.1046	0.0000	0.0000	0.0000	26466	3210	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	3717	
357432																																																																																																																																																																																	7695	0	0	0	0	772	63736	200696	0	0	1071	0	14004	201616	0	0	0	0	15017	0	0	536	0	6664	0	0	1071	1071	21754	37249	37947	11791	104726	257	0	0.0690	0.1112	0.1033	0.0000	0.0000	0.0000	13946	1071	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
357526																																																																																																																																																																																	4153	11575	0	0	0	10359	7477	118035	0	0	951	0	19613	118134	0	0	0	0	19651	0	0	346	0	0	0	0	951	951	4288	20832	38805	1980	53677	0	0	0.1583	0.2533	0.2410	0.0000	0.0000	0.0000	18700	951	913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
357553																																																																																																																																																																																	1627	8375	0	0	0	0	28994	92034	0	0	835	0	14234	93895	0	0	0	0	14444	0	0	0	407	3993	0	0	690	690	7907	35505	3512	2731	45218	0	0	0.1479	0.2625	0.2499	0.0000	0.0000	0.0000	13754	690	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	
357610																																																																																																																																																																																	3419	5180	0	0	0	0	36556	150801	0	0	2345	0	12262	150620	0	0	0	0	13149	0	0	25	546	1260	0	0	1273	1273	3843	33950	41668	3666	73302	0	0	0.0788	0.1305	0.1178	0.0000	0.0000	0.0000	11876	1273	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1072	
357740																																																																																																																																																																																	6805	7900	0	0	0	0	46665	192904	0	0	1283	0	14594	185792	0	0	0	0	15120	0	0	0	237	17458	0	0	1283	1283	9467	31811	79631	4148	72131	0	0	0.0745	0.1189	0.1088				13837	1283	757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
357777																																																																																																																																																																																	8175	0	0	0	0	5965	3275	86312	0	0	605	0	11609	84599	0	0	0	0	12209	0	0	0	40	0	0	0	605	605	881	13779	46358	2242	25890	0	0	0.1372	0.2355	0.2238	0.0000	0.0000	0.0000	11604	605	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
357834																																																																																																																																																																																	1393	1790	0	0	0	17870	0	58165	0	0	370	0	5857	59119	0	0	0	0	6227	0	0	0	0	750	0	0	370	370	1072	20514	8721	1180	28228	0	0	0.0991	0.1688	0.1588	0.0000	0.0000	0.0000	5857	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
357937																																																																																																																																																																																	4722	4425	0	0	0	4707	6500	115394	0	0	919	0	13313	116138	244	0	0	0	14151	0	0	0	0	385	0	0	919	919	2272	17448	33656	7903	62920	0	0	0.1140	0.1695	0.1585	0.0000	0.0000	0.0000	13232	919	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
358112																																																																																																																																																																																	2497	7815	0	0	0	5202	30101	103276	0	0	634	0	11643	101946	0	0	0	0	8817	0	0	2022	0	0	0	0	634	634	3946	41761	23904	4982	30801	0	0	0.0830	0.1660	0.1540	0.0000	0.0000	0.0000	8183	634	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
358149																																																																																																																																																																																	631	1350	0	0	0	13197	0	22294	0	0	110	0	3136	22484	0	0	0	0	3246	0	0	0	0	0	0	0	110	110	2699	11032	707	408	7966	0	0	0.1395	0.3084	0.2979	0.0000	0.0000	0.0000	3136	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
358233																																																																																																																																																																																	4588	9401	0	0	0	0	65046	152707	0	0	540	0	13533	148638	0	0	0	0	13689	0	0	347	0	0	0	0	540	540	533	73477	27088	11487	51509	0	0	0.0885	0.1709	0.1642	0.0000	0.0000	0.0000	13149	540	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
358448																																																																																																																																																																																	2484	10535	0	0	0	261	16687	79334	0	0	875	0	7653	79632	10	0	0	0	7964	0	0	0	0	0	0	0	484	484	3224	23563	38383	1805	14777	0	0	0.0939	0.2080	0.1953	0.0000	0.0000	0.0000	7480	484	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	
358635																																																																																																																																																																																	42071	44010	0	0	0	0	112375	1133576	0	0	9551	0	87952	1093127	0	0	0	0	91049	0	0	8190	0	37019	0	0	9551	9551	34255	189706	202746	62047	709843	7785	0	0.0750	0.1040	0.0930	0.0000	0.0000	0.0000	81498	9551	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
358756																																																																																																																																																																																	747	1785	0	0	0	2342	2255	30571	0	0	310	0	3269	30880	276	0	0	0	3518	0	0	0	0	0	0	0	275	275	222	6076	7650	830	16907	0	0	0.1050	0.1601	0.1476	0.0000	0.0000	0.0000	3243	275	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	
359070																																																																																																																																																																																	2135	0	0	0	0	323	0	7010	0	0	38	0	664	6503	0	0	0	0	702	0	0	0	0	48	0	0	38	38	363	2095	4484	106	106	0	0	0.1131	0.2626	0.2484	0.0000	0.0000	0.0000	664	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
359324																																																																																																																																																																																	1849	1800	0	0	0	9773	0	33299	0	0	109	0	4315	32216	0	0	0	0	4424	0	0	0	5	0	0	0	109	109	4641	9279	9996	2182	9492	0	0	0.1339	0.2706	0.2640	0.0000	0.0000	0.0000	4315	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
359351																																																																																																																																																																																	1894	800	0	0	0	0	5837	33800	0	0	334	0	3480	34219	5	0	0	0	3488	0	0	0	0	0	0	0	324	324	754	7308	2551	1269	23164	0	0	0.0932	0.1347	0.1222	0.0000	0.0000	0.0000	3164	324	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	
359360																																																																																																																																																																																	816	3620	0	0	0	4593	0	22029	0	0	184	0	2475	20984	0	0	0	0	2657	0	0	2	0	0	0	0	182	182	468	6307	4258	937	11180	0	0	0.1179	0.1824	0.1699	0.0000	0.0000	0.0000	2475	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
359548																																																																																																																																																																																	3632	2375	0	0	0	0	23193	98641	0	0	997	0	9875	98398	136	0	0	0	10168	0	0	0	0	3549	0	0	829	829	8714	12511	31647	4626	46035	0	0	0.0951	0.1541	0.1415	0.0000	0.0000	0.0000	9339	829	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	
359650																																																																																																																																																																																	441	175	0	0	0	1063	2353	14471	0	0	127	0	1101	14543	0	0	0	0	1207	0	0	0	0	394	0	0	127	127	91	3909	2154	622	8412	0	0	0.0743	0.1153	0.1032	0.0000	0.0000	0.0000	1080	127	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
359744																																																																																																																																																																																	704	2750	0	0	0	0	12886	26379	0	0	168	0	5143	26021	0	0	0	0	5158	0	0	0	0	0	0	0	168	168	0	0	0	417	26315	0	0	0.1918	0.1960	0.1896	0.0000	0.0000	0.0000	4990	168	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
359838																																																																																																																																																																																	1945	2114	0	0	0	22835	21466	65632	0	0	325	0	9978	63853	0	0	0	0	10114	0	0	0	0	0	0	0	325	325	5091	28500	10024	1503	22153	0	0	0.1533	0.3077	0.2978	0.0000	0.0000	0.0000	9789	325	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
359847																																																																																																																																																																																	5890	1925	0	0	0	0	52930	137445	0	0	765	0	10241	134886	0	0	0	0	10442	0	0	419	0	614	0	0	765	765	4525	35713	28295	9706	68980	0	0	0.0717	0.1148	0.1063	0.0000	0.0000	0.0000	9677	765	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
359856																																																																																																																																																																																	1412	4800	0	0	0	10376	1156	20864	0	0	176	0	3412	21553	0	0	0	0	3403	0	0	0	0	0	0	0	85	85	2507	14732	458	544	3618	0	0	0.1539	0.5078	0.4951	0.0000	0.0000	0.0000	3318	85	-181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	91	
359959																																																																																																																																																																																	1192	895	0	0	0	0	1797	25271	0	0	234	0	2487	25349	0	0	0	0	2675	0	0	60	0	82	0	0	234	234	696	3605	6627	721	14533	0	0	0.0963	0.1432	0.1307	0.0000	0.0000	0.0000	2441	234	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
360777																																																																																																																																																																																	5131	0	0	0	0	0	1001	32085	0	0	101	0	4372	32038	0	0	0	0	3856	0	0	0	0	0	0	0	101	101	69	5062	21756	1088	4682	0	0	0.1172	0.2327	0.2266	0.0000	0.0000	0.0000	3755	101	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
360834																																																																																																																																																																																	4442	2031	0	0	0	5493	10228	73840	0	0	575	0	5744	73648	0	0	0	0	6300	0	0	32	0	0	0	0	575	575	1331	19938	15962	3691	37156	0	0	0.0777	0.1282	0.1165	0.0000	0.0000	0.0000	5725	575	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
360843																																																																																																																																																																																	1201	1125	0	0	0	0	21701	34527	0	0	278	0	3978	34734	0	0	0	0	3911	0	0	0	0	0	0	0	171	171	899	19088	8419	736	6038	0	0	0.1077	0.2802	0.2679	0.0000	0.0000	0.0000	3740	171	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	
360852																																																																																																																																																																																	29217	4044	0	0	0	3253	131280	838090	0	0	8590	0	73893	856656	0	0	0	0	71796	0	0	2624	0	38575	0	0	7996	7996	21279	208040	61432	32509	545440	2429	0	0.0753	0.1123	0.0998	0.0000	0.0000	0.0000	63800	7996	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594	
360955																																																																																																																																																																																	273	498	0	0	0	1	5687	15285	0	0	140	0	1321	15399	0	0	0	0	1381	0	0	0	0	71	0	0	107	107	2837	3347	2695	276	6468	0	0	0.0827	0.1627	0.1500	0.0000	0.0000	0.0000	1274	107	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	
361055																																																																																																																																																																																	19066	5925	0	0	0	0	201752	625700	0	0	3873	0	45725	594693	0	0	0	0	48668	0	0	3751	0	11211	0	0	3873	3873	31330	226677	70707	24248	299450	246	0	0.0753	0.1251	0.1151	0.0000	0.0000	0.0000	44795	3873	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
361121																																																																																																																																																																																	3895	40897	0	0	0	22956	46778	171149	0	0	396	0	18142	171307	0	0	0	0	10288	0	0	118	0	130	0	0	396	396	3842	107743	16433	5729	34826	0	0	0.0604	0.1588	0.1527	0.0000	0.0000	0.0000	9892	396	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
361167																																																																																																																																																																																	35565	450	0	0	0	0	603068	1184413	0	0	5435	0	89270	1180987	0	0	0	0	91102	0	0	475	0	16854	0	0	5435	5435	157403	442613	223703	32911	360696	0	0	0.0727	0.1598	0.1507	0.0000	0.0000	0.0000	85885	5435	3369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
361279																																																																																																																																																																																	10669	0	0	0	0	873	3272	50169	0	0	523	0	6554	48404	0	0	0	0	6873	0	0	0	31	0	0	0	363	363	958	13849	18039	1839	17839	0	0	0.1345	0.2331	0.2208	0.0000	0.0000	0.0000	6510	363	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	
361354																																																																																																																																																																																	1051	1366	0	0	0	0	33728	53949	0	0	668	0	9225	53695	0	0	0	0	9585	0	0	0	0	1400	0	0	520	520	3211	8186	8030	2137	35219	0	318	0.1702	0.2314	0.2188				9065	520	-283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	
361439																																																																																																																																																																																	6248	4871	0	0	0	0	14290	165042	0	0	1724	0	13083	161801	0	0	0	0	13909	0	0	190	0	100	0	0	1415	1415	0	22162	70896	6220	73071	0	0	0.0775	0.1232	0.1107	0.0000	0.0000	0.0000	12494	1415	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	
361457																																																																																																																																																																																	2964	3042	0	0	0	3015	11132	79342	0	0	673	0	7739	79768	0	0	0	0	5982	0	0	90	0	0	0	0	673	673	1145	18646	10761	3412	46987	0	0	0.0685	0.1065	0.0945	0.0000	0.0000	0.0000	5309	673	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
361541																																																																																																																																																																																	4608	6056	0	0	0	0	7991	61511	0	0	390	0	6362	58233	0	0	0	0	6628	0	0	236	0	0	0	0	390	390	0	17658	18549	1573	25570	0	0	0.1071	0.1717	0.1616	0.0000	0.0000	0.0000	6238	390	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
361653																																																																																																																																																																																	2424	2550	0	0	0	0	5098	29072	0	0	349	0	2584	28070	0	0	0	0	2360	0	0	225	0	678	0	0	236	236	2056	8875	3309	2456	14695	0	0	0.0768	0.1280	0.1152	0.0000	0.0000	0.0000	2124	236	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	
362007																																																																																																																																																																																	43830	6800	0	0	0	101889	843810	2169407	0	0	23290	0	349924	2142811	4745	0	0	0	361963	0	0	0	0	97851	0	0	17647	17647	57866	453534	798984	80743	877704	1576	0	0.1609	0.2574	0.2449	0.0000	0.0000	0.0000	344316	17647	3637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	997	5643	
362043																																																																																																																																																																																	345	7767	0	0	0	250	0	22363	0	0	34	0	3592	22394	0	0	0	0	3626	0	0	0	105	0	0	0	34	34	0	8362	4840	194	9195	0	0	0.1604	0.2726	0.2701	0.0000	0.0000	0.0000	3592	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
