"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF465	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB527	
330873	0	0	73	0	0	0	0	0	92	28	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	60	32	0	0	0	31	0	0	41				Student Loan fees	Foeclosure expense											
330949	45	0	54	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	false	36	0	0	0	0	0	99	57	0	0	0	0	0	0	45				Other Taxes												
331375	82	0	101	114	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	28	0	0	0	0	4	108	25	0	0	43	62	18	7	14																
331544	38	0	35	0	0	29	17	11	11	12	0	0	0	0	0	0	0	0	0	0	0	false	26	0	13	0	0	0	88	23	0	0	0	13	0	0	0	Secondary Fees	Debit Card Fees	Fees From Cashiers Checks and Money Orders	Correspondent Fees	Insurance											
331553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0																
331713	0	0	45	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	false	30	-151	0	158	0	0	124	0	0	0	0	46	0	0	39				Shares Tax											EITF Issue No 06-4	
332055	62	0	0	35	0	0	0	0	43	25	0	0	0	0	0	0	0	0	0	0	0	false	35	0	0	0	0	0	178	28	0	0	112	0	0	0	39				Lease Agreements	Internet Banking											
332224	296	0	108	119	11	0	0	0	109	0	0	1816	0	0	0	0	0	0	0	681	0	false	38	0	0	96	0	0	459	41	0	0	75	213	75	11	162				Travel & Ent			Credit Excess from Merger with Mutual Community Savings Bank					From merger with Mutual Community Savings Bank		Recovery of $122 shown in 3/31/08 call report should not have been a recovery Schedule RC-F previous  equity securities balance should be $0.		
332345	0	0	21	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0																
332402	104	0	83	86	23	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	70	-371	14	172	26	106	306	60	0	0	97	132	111	117	66	Residential Conduit Loan Fees														Prior Year Accounting Error Per External Auditors & Accounting for Split Dollar Ins.	
332756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
333034	0	0	59	0	0	56	0	0	110	50	50	0	0	0	0	0	0	0	0	0	0	false	40	0	0	0	0	55	250	77	0	0	0	0	39	33	0	Visa Check Income			Outside Services	Stateside Tax Amortization	Visa Check Expense										
333052	25	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0				Correspondent SC & Fees												
333203	112	0	74	0	0	245	30	30	105	69	102	0	0	0	0	0	0	0	0	0	0	false	114	0	41	78	32	393	0	151	0	0	0	0	0	0	113	Merchant Program	Credit Card Income	Gas Royalties	Debit Card Expenses	Training & Development	Trust Department Expenses								The following are additional items for RI-E.2 O. Contributions                                          60 P. Vermont Franchise Tax                         182 Q. Amortization Affordable Housing          194 R. OREO Expenses                                     61 S. Professional Fees                                   99		
333650	13	7	21	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	25	-31	8	0	14	5	56	19	0	0	18	2	0	1	0															-2008 ADDITIONAL PRIV TAX	
333856	14	0	10	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	30	0	2	0	7	73	132	30	0	0	0	10	0	48	30																
333940	8	0	18	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	9	-14	2	0	9	3	0	20	0	0	0	19	0	1	0															loan interest received should have been booked as loan principle	
334255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
334264	110	0	60	0	27	0	0	0	30	33	29	0	0	0	0	0	0	0	0	0	0	false	44	0	0	0	0	0	76	74	0	0	161	36	37	91	49				OCC ASSESSMENTS	CORRESPONDENT SERVICE CHARGES	SCHOOL AND SEMINAR FEES										
334648	66	0	0	0	0	58	0	0	58	36	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	41	0	0	51	0	0	0	0	Income Tax Service			Other Professional Services	Computer Software Expense											
334657	7	0	0	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	6	0	0	15	8	8	24	18	0	0	2	16	33	0	9																
335346	26	0	73	28	9	0	0	0	113	30	0	0	0	0	0	0	0	0	0	0	0	false	29	0	0	81	24	0	150	48	0	0	0	66	0	0	0				Insurance Agency Expense	OCC											
335355	58	0	0	0	0	0	0	0	35	36	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	61	0	0	133	36	0	0	0	42	0	0	0				Business Development	Donations											
335757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0																
336147	0	0	41	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0				Bank Franchise and Deposits Tax												
336361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	144	28	0	0	43	30	0	0	0																
336576	275	0	0	0	0	26	196	10	321	368	116	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	26	345	105	0	0	0	0	0	174	0	Misc Income	Serv Fees - Participations	Pecfa Loan Fees	ABF Loss	Consumer Loan Exp	REO Exp										
336950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
337247	7	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	2	4	38	5	0	0	0	2	0	3	2																
337340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	56	0	0	0	155	0	0	0	0	0	0	0	0																
337733	49	0	30	8	206	7	70	0	23	27	377	0	0	0	0	0	0	4141	0	0	0	false	34	0	0	28	8	8	236	27	0	0	0	124	91	47	45	Misk fees - wires etc	Income from Debit cards		State fees	bank service charges	OREO expenses				sale of stock in Holding company - cash pushed down to bank						
338178	67	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	76	0	0	94	0	0	0	0	42	28	0	0																
338646	41	0	61	17	4	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	32	0	24	0	15	10	86	34	0	0	106	71	6	68	15	Internet Service Provider															
338758	176	0	37	75	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	84	0	0	146	0	36	402	127	0	0	411	0	0	214	60																
338851	33	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0				Item processing												
338945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0																
339054	2	0	11	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	-22	1	28	5	3	30	10	0	0	0	0	0	0	0															Accounting change for post-retirement cost of split dollar life insurance	
339353	0	8	0	0	0	0	0	0	16	30	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	2	0	69	0	0	0	0	0	0	0	0				Correspondent Bank Service Charges	Management Fees											
339456	506	0	0	0	0	422	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	161	251	115	0	0	0	67	0	107	60	Mtg Service Release Fees	Mtg Price Differential														
339607	118	39	69	0	79	55	0	0	193	96	90	0	0	0	0	0	0	0	0	0	0	false	64	0	0	0	30	0	281	124	0	0	110	0	63	0	61	Miscellaneous Loan Fees			Donations	Miscellaneous Losses	Debit Card Processing										
339773	209	0	177	0	0	13	0	0	397	297	91	0	0	0	0	0	0	0	0	0	0	false	0	0	0	58	0	0	285	122	0	0	23	93	0	0	0	Term deposit penalties			Contributions	Oreo expense	Appraisal fee										
339858	5647	0	0	3140	0	5393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	2469	265	0	0	0	21496	30494	0	0	-202	23315	0	0	0	0	International fee income														Transition to FAS 123	
339951	311	0	109	0	87	55	0	0	149	395	517	0	0	0	0	0	0	0	0	0	0	false	108	0	27	0	73	288	629	111	0	0	46	85	0	199	85	Other			KS Equity Fund Exp	Other Property Exp	Other										
340135	324	0	112	0	139	211	2134	114	176	372	131	0	0	0	0	0	0	0	0	0	0	true	107	0	0	414	0	0	0	158	0	0	0	0	222	241	201	Debit Card Fee Income	BTIS Revenue	Mortgage Origination Income	Courier Service	Software Amortization & Maintenance	Lending expenses - Appraisals, Flood / Credit Fees & Recording Filing fees								The Bank entered into three structured repo transactions during the first quarter with CITI Global M arkets.  The three transactions totaled $35MM, increasing our securities portfolio, as well as repo  liability balance and associated income and expense items.		
340144	175	0	161	0	117	0	0	0	61	0	0	0	0	0	0	0	0	5	0	0	0	false	0	0	0	180	0	0	268	119	0	0	243	69	53	104	0				DDA & Debit Card Losses						Amortization of Restricted Stock						
340256	88	8	14	26	18	176	134	17	38	98	64	0	0	0	0	0	0	0	0	0	0	false	39	0	2	124	21	23	0	38	0	0	4	26	68	8	84	Mortgage Origination Fees and Points	Other Service Charges on Loans	Wire Transfer Fees	Donations	Business Development	Life Insurance										
340443	29	0	52	1	5	50	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	false	15	0	5	18	15	10	7	16	0	0	6	30	1	4	5	Management Fees due from Holding Co.			Comptroller's Exam Fees												
340555	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										Holding Company purchased additional stock						
340649	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	31	0	0	27	0	0	0	0	0	0	0	0																
340742	0	0	0	192	144	0	0	0	1007	278	0	0	0	0	0	0	0	0	0	525	0	false	0	-493	0	0	0	0	729	0	0	0	0	0	148	0	149				Affiliate professional fees	OREO expenses							Prior year adjustments			Prior year adjustments	
340751	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	68	0	0	0	0	0	0	83	0	0	84	0	0	0	0																
341178	32	0	0	157	0	37	0	0	70	140	0	0	0	0	0	0	0	1432	0	0	0	false	0	0	0	45	0	0	218	38	0	0	0	73	0	0	100	Document Preparation Fee			Insurance	Real Estate Owned -Associated Costs					Additional Capital Contributed by Holding Co						
341851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0																
341918	39	0	97	6	10	0	0	0	163	0	0	0	0	0	0	0	0	-200	0	0	0	false	47	0	12	133	17	78	42	51	0	0	100	85	41	86	26				PENNSYLVANIA STATE SHARES TAX						SPECIAL DIV FROM HOLDING COMPANY FOR GENERAL CORP PURPOSES						
341954	10	0	8	0	1	26	0	0	8	14	8	0	0	0	0	0	0	0	0	0	0	false	14	0	3	0	5	15	1	23	0	0	27	9	0	9	15	Service Release Premium-Real Estate Loans Sold			Clearing House Fees	Annual License & Software Fees	State Dept of Banking Assessment Fees										
341972	11	2	95	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	14	0	2	2	69	9	0	0	-22	13	0	7	9																
342054	119	0	40	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	false	72	0	0	0	49	0	0	50	0	0	266	0	155	56	39				Federal Reserve Bank Service Charges												
342175	434	65	164	107	0	32	0	0	148	150	0	0	0	0	0	0	0	0	0	0	0	false	165	0	0	0	0	231	422	192	0	0	457	0	0	281	104	Ordinary Income on Plexus Fund			Loss on Dealer Payoffs	I/L Loan Expense											
342362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	103	0	0	0	0	28	0	0	0																
342410	367	0	125	0	91	127	90	292	95	120	85	0	0	0	0	0	0	-263	0	0	0	false	159	0	0	305	53	235	97	325	0	0	1144	106	73	83	327	Fees-letters of credit	Loans-late fees	Loans-modification fees	DDA charge-offs	Collection Expense	Correspondent bank service charges				Recognize liability for postretirement cost of insurance for split dollar coverage						
342634	1721	0	0	0	0	1042	1100	5357	4054	0	0	0	0	0	0	0	0	0	0	0	0	false	2010	0	0	784	0	3204	1943	2195	0	0	6269	0	0	0	2722	Visa Redemption Proceeds - Class B Stock	Insurance Proceeds - Death Benefit	Sale of Mastercard shares	Software related expenses												
342643	0	0	31	0	0	10	0	0	79	51	42	0	0	0	0	0	0	0	0	0	0	true	54	0	21	49	9	38	49	46	0	0	83	57	142	72	62	DEPOSIT CHARGE-OFF RECOVERIES			COMPUTER SOFTWARE MAINTENANCE	COMPUTER SERVICES	BANK SERVICE FEES								ADDITIONAL ITEMS FOR RI-E 2: INTERNET BANKING EXPENSE - $31/MORTGAGE SERVICING RIGHTS AMORTIZATION - $51		
343051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-332	0	71	0	56	0	32	0	0	0	0	0	46	0															Recogniition of Liability for Postretirement Cost of Insurance for Split-Dollar Ins. Cvg.	
343248	12	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	0	8	4	0	0	0	19	13	0	2	COLL & EXCHANGE	MISC INCOME	FHLB INT & DIV													
343257	6	7	13	8	2	18	0	0	25	10	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	2	5	0	16	0	0	0	7	0	1	10	Gains/Losses Other R/E			Miscellaneous Expense	Educ., Dues & Subscriptions											
343341	0	0	188	0	0	411	708	187	1324	518	0	0	0	0	0	0	0	4500	0	0	0	false	0	-794	0	238	0	0	0	0	0	0	0	0	0	0	0	Fed Funds Agent Income	Digital Transit Monthly Service Charges	Digital Deposti Monthly Fees	FRB Chicago Processing Expense	Digital Transit Fees-Chase					Capital injection from parent holding company					Adoption of EITF Issued 06-4 and 06-10	
343770	6	0	35	2	2	1	0	0	4	8	2	0	0	0	0	0	0	0	0	0	0	true	3	0	1	0	0	1	34	14	0	0	0	9	0	3	3	Other misc. operating			Supervisory exam fees	Insurance & bond premium	Dues								RI-E 2. (Cont.) o- Courier- 3 p- Donations- 2 q- Other Operating - 5		
343903	100	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	27	0	0	0	0	0	280	0	0	0	55	73	51	0	0																
343958	13	0	0	14	56	51	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	8	0	0	37	14	0	0	0	0	98	0	0	Mortgage loan fees			Broker fees												
344236	49	0	0	42	43	34	0	0	55	76	0	0	0	0	0	0	0	0	0	0	0	false	35	0	0	68	0	40	211	45	0	0	53	66	0	38	0	Origination Fees - Secondary Market Loans			Other Outside Services	Deferred Compensation Expense											
344647	120	0	0	0	128	124	0	0	76	57	62	0	0	0	0	0	0	0	0	0	0	false	84	0	0	156	28	101	367	98	0	0	227	0	0	146	76	DATA PROCESSING SERVICES			DONATIONS	REGULATORY FEES - OCC	SERVICE FEES - CORRESPONDENT BANKS								NO		
344816	33	0	0	0	0	153	53	0	68	86	30	0	0	0	0	0	0	0	0	0	0	false	32	0	0	0	0	0	64	32	0	0	107	40	0	105	79	Seconday Market Loan Fee Income	Signing Bonus for ATM Processing Contract		Item Processing Charges	Kentucky Franchise Tax	Secondary Market Underwriting Expense										
344852	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	15	0	0	0	0	0	0	0	8	0	0	5																
345149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
345309	367	0	0	0	0	51	62	0	209	105	135	0	0	0	0	0	0	0	0	0	0	false	138	0	0	429	64	106	584	0	0	0	273	0	268	0	128	Merchant credit card fees	Redemption of VISA common stock - no book basis		PC Banking expense	Service fees deposit sweep accounts	Debit Card expense										
345345	42	33	21	0	52	0	0	0	106	57	31	0	0	0	0	0	0	0	0	0	0	false	27	0	0	0	0	0	140	37	0	0	0	0	0	0	0				management fee	occ assessment/directors exam	donations										
345747	181	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	427	0	0	0	0	105	0	0	104	Cash surrender value-Bank Owned Life Insurance															
345756	34	0	51	48	8	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	false	20	65	0	64	1	22	125	25	0	0	26	44	18	43	34				Item Processing Expense											2007 EOY Adjustment for Accrued Taxes	
346566	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	48	0	0	0	0	36	0	0	0																
347022	46	0	60	0	0	0	0	0	31	141	28	0	0	0	0	0	0	0	0	0	0	false	46	0	0	0	0	64	0	49	0	0	106	73	0	66	96				OCC assessments	Software Maintenance & Purchases	Federal Reserve Charges										
347639	112	0	79	97	59	0	52	51	49	93	51	0	0	0	0	0	0	0	0	-40	0	false	49	0	0	147	69	62	239	68	0	0	0	68	220	72	87		Mortgage Income	All Other	Insurance	Courier Expense	Correspondent Expense						Transfer to Other Real Estate Owned Reserve				
347657	10	0	21	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	10	0	2	0	1	6	42	12	0	0	1	8	0	2	8																
347956	14	0	22	19	10	24	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	false	21	0	5	0	8	4	113	23	0	0	42	24	72	42	22	rental income			occ assmt												
348159	11	0	10	43	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	1	0	2	1	59	10	0	0	0	7	4	23	17																
348207	175	0	143	36	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	37	0	0	219	0	26	222	56	0	0	0	42	70	0	34	Misc Income - Life Insurance premium rebate															
348458	0	10	53	67	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	5	0	5	13	125	0	0	0	0	0	0	42	0	Mtg origination loan fees															
348542	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	28	0	0	0	27	0	117	27	0	0	0	30	0	0	0																
348551	310	0	88	31	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	74	0	12	173	23	74	624	69	0	0	0	10	0	0	91																
348720	234	0	105	128	176	40	32	78	92	95	335	0	0	0	0	0	0	0	0	0	0	false	92	0	27	0	0	119	0	118	0	0	408	170	0	311	142	Mortgage fees / Service release	Income T/E official checks	Misc income (Visa stock redemption)	Depr expense software	Contributions	Service contracts - Software/General										
348748	0	0	36	0	0	0	0	0	28	36	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	52	0	46	188	43	0	0	0	70	0	89	0				Furnituyre and Equipment Maint	Telephone											
349129	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	111	36	0	0	0	0	0	0	0				ODP Service Fees												
349165	78	0	54	0	0	0	0	0	33	27	0	0	0	0	0	0	0	0	0	0	0	false	53	0	0	0	0	28	31	52	0	0	177	0	0	131	166				Travel	Insurance and Bonds											
349343	0	29	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	Data Processing															
349370	265	0	64	67	168	387	0	0	258	178	129	0	0	0	0	0	0	0	0	0	0	false	89	0	40	310	15	165	550	170	0	0	145	191	93	91	277	VISA DEBIT CARD INCOME			NOW ACCOUNT EXPENSE	SOFTWARE EXPENSE	B & O SALES TAX										
350433	0	0	70	0	0	8	0	0	54	26	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	271	0	0	0	0	34	0	0	30	Printed Checks			Debit Card Expense	Correspondent Bank Service Charge											
350657	0	0	40	0	0	31	0	0	31	98	30	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Misc Income			Correspondent Bank Ser Charg	Other Losses	Other Misc Operating Expens										
350750	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	false	0	0	0	0	10	0	0	39	0	0	0	0	0	14	0	ATM FEE									Infusion						
351131	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0				Insurance Other & FDIC Assessments												
351207	559	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	137	0	47	243	40	97	907	129	0	0	266	180	0	134	503																
351355	0	0	37	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
351560	0	0	72	36	0	0	0	0	27	32	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	53	0	0	0	35	0	0	0	61	0	0	43				AUTO EXPENSES	INSURANCE - GENERAL											
351850	0	14	26	31	0	0	0	0	45	27	27	0	0	0	0	0	0	0	0	0	0	false	0	0	5	0	13	0	65	47	0	0	0	0	0	0	0				Entertainment/Public Relations	Auto Exp	Employment services										
352035	94	0	43	82	80	27	0	0	40	41	55	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	133	60	0	0	0	77	0	0	0	Skip payment fees - Autos			Guard Expense	Item Processing	OREO Expense										
352651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
352745	37	0	0	0	0	27	71	49	46	45	0	0	0	0	0	0	0	0	0	0	0	false	44	0	0	0	0	48	164	63	0	0	0	0	0	0	0	MPF Closing Fee	MPF Servicing Fee	Income from Gas & Oil Wells	Acquisition Cost-Loans	Group Office Expense											
352772	3080	0	0	482	960	2709	-486	0	0	0	0	0	0	0	0	0	0	187	20000	0	0	false	534	-617	0	653	0	333	2353	643	-10434	0	1937	434	316	0	1874	Merchant Fees	Other CRA Investment								Stock Grants of Parent Company	Capital Infusion from Parent Company				Prior Year Adjustment	
352820	35	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	32	0	0	0	0	0	228	26	0	0	0	0	0	0	0																
353069	18	0	11	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	24	0	6	0	0	5	119	35	0	0	4	1	1	0	32																
353238	15	0	54	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	38	0	0	96	0	0	89	55	0	0	72	31	13	35	50																
353359	43	0	14	9	20	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	28	0	0	0	7	12	53	27	0	0	0	16	0	0	41	Other Misc Income															
353546	26	0	27	39	0	50	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	false	29	0	0	0	0	0	0	33	0	0	0	0	0	0	0	lease income			depreciation leased assets												
353555	887	0	0	0	0	909	305	448	562	1144	366	0	0	0	0	0	0	0	0	0	0	false	743	0	0	0	0	940	697	547	0	0	638	0	296	0	375	OTHER INCOME	COMMITMENT FEES	OIL AND GAS INCOME	REPOSSESSION EXPENSE	SOFTWARE	BANK EXAMINATION										
353724	40	40	35	57	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	false	53	-15	0	71	31	28	0	45	0	0	65	36	0	59	36				Bank Franchise Tax											2007 Federal Income Taxes	
353751	257	0	7	17	38	0	0	0	177	0	0	0	0	0	0	0	0	0	0	-207	0	false	47	0	0	0	20	38	339	99	0	0	0	20	314	102	82				Growth and Development Expense								Acquisition Adjustment				
353957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
354057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	57	140	0	0	0	0	0	0	0	0																
354253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
354310	477	0	0	118	108	0	0	0	6833	787	0	0	0	0	0	0	0	0	0	0	0	false	278	0	270	2698	128	113	130	309	0	0	930	0	0	0	426				Management Fees	Bank Shares Tax											
354552	78	0	22	72	97	0	0	0	172	41	0	0	0	0	0	0	0	0	0	0	0	false	66	0	1	0	12	9	200	59	0	0	80	0	0	39	0				CHARGE OFF & RECOVERY EXPENSES	DUES & SUBSCRIPTIONS											
354851	31	2	8	0	14	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	1	83	4	3	0	7	0	0	7	6	9	0	4				Key man life insurance premium												
354954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0																
355120	44	24	18	12	20	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	81	0	0	52	1	411	24	93	0	0	0	18	0	155	149	Income from sale of merchant services															
355559	57	0	53	0	40	59	0	0	31	36	0	0	0	0	0	0	0	0	0	0	0	false	35	0	0	0	0	0	50	34	0	0	0	0	0	50	60	DEBIT CARD INTERCHANGE INCOME			ORE EXPENSE	OCC ASSESSMENT											
355737	1	0	3	1	4	1	0	0	6	4	2	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	4	2	0	3	0	0	0	2	0	4	0	Cash Long			Correspondent Bank Charges	Insurance & Surety Bond	Education, Periodicals, Dues										
355746	61	0	30	0	0	38	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	false	34	-30	0	0	0	43	54	42	0	0	64	0	0	0	48	Cash Value Life Insurance - BOLI Investment			Management Fees											EIFT 06-4 Adjustment	
355821	0	0	0	0	0	115	0	0	67	102	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	115			67	102											
355858	0	0	0	0	0	28169	0	0	9630	3379	3720	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	978	0	0	0	0	Credit Card Fees			Processing Fees - Credit Card	FDR Fees - Credit Card	Acquisition Fees - Credit Card										
356145	4	0	11	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	0	2	1	0	5	0	0	0	0	0	3	0																
356239	0	0	0	0	45	0	0	0	60	29	0	0	0	0	0	0	0	0	0	0	0	false	34	0	0	0	0	0	0	38	0	0	31	0	0	0	0				Software maintenance	Investment Center expenses											
356659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0																
356752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	70	43	0	0	0	0	0	0	0																
