"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD5523	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
370758	0	0	9	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	false	0	6	0	0	0	0	0	0	22	6				audit & accounting                                                                                                                                                                               													
370833	0	0	0	9	5	0	0	0	8	10	18	0	0	0	0	0	0	0	0	0	0	false	0	10	0	0	0	0	0	0	73	9				License fees                                                                                                                                                                                     	Blanket Bond                                                                                                                                                                                     	Audit fees                                                                                                                                                                                       											
370954	0	0	22	0	0	0	0	0	11	14	0	0	0	0	0	0	0	0	0	0	0	false	0	9	0	0	0	0	0	0	31	15				ATM Expenses                                                                                                                                                                                     	Miscellaneous                                                                                                                                                                                    												
371223	0	0	0	0	0	45	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Check Card Fees                                                                                                                                                                                  	Servicing Rights Gain                                                                                                                                                                            															
371232	0	0	0	0	0	0	0	0	0	43	49		0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	92	0	52	0	48					SOFTWARE MAINTENANCE CONTRACTS                                                                                                                                                                   	OTHER OPERATING EXPENSES                                                                                                                                                                         											
371353	94	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	2449	0	0	0	false	0	0	0	0	0	0	0	0	543	0				holding company fees                                                                                                                                                                             						deposit to capital                                                                                                                                                                               							
371362	43	0	39	0	0	0	0	0	42	47	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	61	0	0	0	63				telephone                                                                                                                                                                                        	exam fees                                                                                                                                                                                        												
371559	6	0	26	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	5	0	0	0	0	6	10	63	10																	
371755	0	0	0	0	0	131	29	0	21	38	27	0	0	0	0	0	0	0	0	0	0	false	0	23	0	0	0	0	0	0	0	39	SERVICE CHARGES - R.E. LOANS                                                                                                                                                                     	LOAN DEPT. - LATE FEES & ORIGINATION                                                                                                                                                             		ACCOUNTING SERVICES                                                                                                                                                                              	TELEPHONE                                                                                                                                                                                        	BOND PORTFOLIO & SERVICE CHARGES                                                                                                                                                                 											
371849	15	0	12	0	0	0	0	0	35	13	0	0	0	0	0	0	0	0	0	0	0	false	0	35	0	0	0	0	0	0	0	23				outside service expense                                                                                                                                                                          	employee education                                                                                                                                                                               												
371858	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	false	0	34	0	0	0	34	0	0	32	0				Outside services                                                                                                                                                                                 													
371915	0	0	0	95	0	0	0	0	52	15	15	-8	0	0	0	0	0	0	0	0	0	true	0	10	0	0	0	0	0	0	9	11				Audit & Exams                                                                                                                                                                                    	Telephone Expense                                                                                                                                                                                	Consulting Fees                                                                                                                                                                                  	Settlement payment to law firm representing borrower                                                                                                                                             										
371924	147	0	0	0	88	101	0	0	186	125	108	0	0	0	0	0	0	0	0	0	0	false	0	89	0	0	0	0	0	0	139	83	visa check card fees                                                                                                                                                                             			equip repair, maintenance and rental                                                                                                                                                             	pa shares tax                                                                                                                                                                                    	contracted services                                                                                                                                                                              											
371942	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	15	0	0	0	0	0	0	0	17																	
372248	3	0	6	5	8	16	0	0	15	15	19	0	0	0	0	0	0	0	0	0	0	false	0	9	0	0	0	0	5	30	51	7	Merchant Incom                                                                                                                                                                                   			State Exam Expense                                                                                                                                                                               	Insurance Expense                                                                                                                                                                                	Merchant Expense                                                                                                                                                                                 											
372257	5	0	10	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	false	0	22	0	0	0	0	0	0	0	0				AUTO & TRAVEL EXPENSE                                                                                                                                                                            													
372444	27	0	23	18	6	32	0	0	19	6	15	0	0	0	0	0	0	0	0	0	0	false	0	31	0	0	1	0	9	10	6	23	Exchange & Misc. S. C.                                                                                                                                                                           			Comptroller of the Currency fees                                                                                                                                                                 	Courier                                                                                                                                                                                          	Telephone                                                                                                                                                                                        											
372538	0	0	0	0	0	149	103	0	224	182	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	198	Computer Fees                                                                                                                                                                                    	Mortgage Service Origination Fees                                                                                                                                                                		Sales/Use/Stock Tax Expense                                                                                                                                                                      	Inter-Branch Computer Service Charges                                                                                                                                                            												
372556	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	1200	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Management Fees                                                                                                                                                                                  						Capital Injection                                                                                                                                                                                							
372640	0	0	40	0	0	0	0	0	23	34	0	0	0	0	0	0	0	0	0	0	0	false	0	31	0	0	0	23	0	29	0	33				Telephone                                                                                                                                                                                        	ATM Expense                                                                                                                                                                                      												
372855	42	0	17	17	5	14	38	2	65	40	15	0	0	0	0	0	0	1000	0	0	0	false	0	11	0	0	10	0	17	15	159	25	Visa Debit/Credit card income                                                                                                                                                                    	Officer Insurance Income - ESI                                                                                                                                                                   	Merchant Credit Card Commission                                                                                                                                                                  	Collection Expense                                                                                                                                                                               	Credit Life/Dis. Insurance                                                                                                                                                                       	Insurance & Bonds                                                                                                                                                                                				Capital injection from Holding Co.                                                                                                                                                               							
373058	13	0	15	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	10	0	0	0	0	0	0	22	16																	
373115	200	0	72	133	26	0	221	0	221	209	0	0	0	0	0	0	0	0	0	0	0	false	0	121	0	0	0	0	19	101	35	89		DEBIT CARD INTERCHANGE INCOME                                                                                                                                                                    		OTHER TAXES                                                                                                                                                                                      	DEBIT CARD EXPENSES                                                                                                                                                                              												
373553	2	1	1	40	4	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	false	0	8	128	0	0	23	8	0	32	10				outside fees                                                                                                                                                                                     											premium adj for prior period on guaranteed loans                                                                                                                                                 		
373601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
374130	31	0	28	0	0	113	0	0	24	29	26	0	0	0	0	0	0	0	0	0	0	false	0	35	0	0	0	0	0	0	0	30	MORTGAGE DIVISION FEEES                                                                                                                                                                          			DONATIONS                                                                                                                                                                                        	INSURANCE                                                                                                                                                                                        	PROFESSIONAL FEES                                                                                                                                                                                											
374149	0	0	0	0	0	11512	0	0	3697	18312	17154	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	2879	0	0	0	0	Payments received/accrued for operating leases.                                                                                                                                                  			Fair Cash Value Shares Tax                                                                                                                                                                       	Other expense services allocation                                                                                                                                                                	Asset impairment loss of long-lived assets                                                                                                                                                       											
374354	8	0	12	0	3	2	0	0	20	38	17	0	0	0	0	0	0	0	0	0	0	false	0	9	0	0	3	0	6	1	6	17	Other inc wire transfer fees                                                                                                                                                                     			Acctg/Courier/Atm/Char Contr                                                                                                                                                                     	Assmt Fees/S Charges                                                                                                                                                                             	Auto/Emp Exp/Misc/Memberships                                                                                                                                                                    											
374653	0	0	0	0	788	1305	545	0	275	0	0	0	0	0	0	0	0	63902	0	106302	0	false	0	0	0	0	0	0	0	696	355	0	LOCKBOX PROCESSING                                                                                                                                                                               	ACH PROCESSING                                                                                                                                                                                   		CORRESPONDENT BANK FEES                                                                                                                                                                          						CAPITAL INJECTION                                                                                                                                                                                		TRANSFER CREDIT CARD LOSS LIABILITY FROM RELATED ORGANIZ                                                                                                                                         					
374774	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	62	0																	
374934	90	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	283	0																	
375034	575	0	0	0	0	910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	510	0	0	0	0	0	0	605	0	CREDIT CARD INTERCHANGE                                                                                                                                                                          																
375043	222	0	0	0	0	337	157	0	165	221	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	645	0	Loan Doc Fees                                                                                                                                                                                    	Basis Increase Life Insurance                                                                                                                                                                    		Consultant Fees                                                                                                                                                                                  	Loan Collection Expense                                                                                                                                                                          												
375155	0	0	0	10	0	0	0	0	9	9	10	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0				Computer Services & Supplies                                                                                                                                                                     	ATM Service & Supplies                                                                                                                                                                           	OCC                                                                                                                                                                                              											
375409	255	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	107	0	false	0	217	0	0	0	202	0	0	0	0				Telephone expenses                                                                                                                                                                               								Push down acctng adj - Acquisition by Chittenden Corp                                                                                                                                            					
375502	111	0	89	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	456	87	Visa Interchange Income                                                                                                                                                                          																
375566	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	3500	0	0	0	false	0	0	0	0	0	0	0	49	151	0	Mortgage Origination Fees                                                                                                                                                                        									Capital Injection                                                                                                                                                                                							
375650	4	0	14	9	0	0	0	0	9	6	8	0	0	0	0	0	0	0	0	0	0	false	0	6	0	0	0	16	3	0	11	4				Examination                                                                                                                                                                                      	Correspondent Service Charge                                                                                                                                                                     	Audit & Tax Prep                                                                                                                                                                                 											
375735	0	0	0	0	0	0	0	0	300	103	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	81	0	0	98	0				Management Fees to Holding Co.                                                                                                                                                                   	ORE Expense                                                                                                                                                                                      												
376068	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	16	0	0	0	0	11	0	0	16																	
376125	0	0	72	0	0	164	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	86	380	0	Income and fees from bankcard                                                                                                                                                                    			Bankcard expense                                                                                                                                                                                 													
376237	10	0	14	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	15	0	0	3	0	12	12	28	16																	
376433	29	0	0	0	0	0	0	0	46	27	0	0	0	0	0	0	0	0	0	0	0	false	0	34	0	0	0	52	0	38	0	40				ATM Processing Fees                                                                                                                                                                              	Telephone & Telegraph                                                                                                                                                                            												
376442	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	45	0	138	0	0																	
376657	0	52	0	0	0	0	0	0	11	39	16	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	16				Property and Liability Insurance                                                                                                                                                                 	Franchise Tax                                                                                                                                                                                    	Miscellaneous Expense                                                                                                                                                                            											
376947	23	0	23	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	false	0	28	0	0	0	0	0	0	0	30				BANKERS BOND AND VARIOUS INSURANCE                                                                                                                                                               													
377506	15	0	39	5	5	2	49	11	71	90	95	0	0	0	0	0	0	0	0	0	0	false	0	27	0	0	3	37	4	26	26	46	Wire Transfer Charges                                                                                                                                                                            	Merchant Income, Commissions, Capital Loss Income                                                                                                                                                	Home Equity, Credit Life & Disability, Foreign Exchange                                                                                                                                          	Credit Info, Home Equity, UCC, Repo, Little LTD, Holding                                                                                                                                         	Training,NH Business, Bank Charges,ATM, Telephone, Bank                                                                                                                                          	Courier,Insurance,Tuitions, Mileage,Contrib, Audits, For                                                                                                                                         											
377663	19	0	28	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	21	0	0	13	19	6	5	0	33																	
377850	21	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	8	0	0	0	0	0	37	94	14																	
377908	677	0	0	0	0	1687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	LOCKBOX PROCESSING FEES                                                                                                                                                                          																
378026	0	0	63	76	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	64	0	0	208	0				OHIO CORPORATE FRANCHISE TAX                                                                                                                                                                     													
378044	0	0	30	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	10	6				State bank department assessments                                                                                                                                                                													
378110	13	0	14	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	27	17	NSF Charges                                                                                                                                                                                      																
378259	28	0	46	0	0	0	0	0	30	25	0	0	0	0	0	0	0	0	0	0	0	false	0	23	0	0	0	0	0	0	62	30				Accounting                                                                                                                                                                                       	Misc Expense                                                                                                                                                                                     												
378549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1591	0	0	0	false	0	0	0	0	0	0	0	47	109	0										Capital Injection From FNB Holding Company                                                                                                                                                       							
378558	39	0	0	61	0	0	0	0	22	24	28	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	57	51				SOFTWARE MAINTENANCE                                                                                                                                                                             	EXPENSES ON OTHER R.E. OWNED                                                                                                                                                                     	OTHER SERVICE FEES                                                                                                                                                                               											
378642	0	0	0	0	0	0	0	0	19	36	16	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Service Charges                                                                                                                                                                                  	Prof. Services (Accounting)                                                                                                                                                                      	Telephone                                                                                                                                                                                        											
378651	0	0	85	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	53	0	Mortgage Department Fee Income                                                                                                                                                                   																
378950	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	48	0	0	0	0	0	0	0	43																	
379050	4	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	3	0	0	0	14	2	0	0	9																	
379153	0	0	23	0	0	0	0	0	16	10	17	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	26	8				MISCELLANEOUS EXPENSE                                                                                                                                                                            	INSURANCE & BONDS                                                                                                                                                                                	AUDITORS                                                                                                                                                                                         											
379359	113	0	4	6	29	9	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	127	0	0	29	0	7	79	348	112	Wire Transfer Fees                                                                                                                                                                               	Commission Income                                                                                                                                                                                															
379470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-24	0	false	0	0	0	0	0	0	0	0	0	0												Reserve adj. due to decrease in loans and decrease in cl                                                                                                                                         					
379649	7	0	13	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	27	0	0	8	129	13	23	0	30																	
379920	0	0	0	0	0	0	0	0	9530	2534	1774	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	1960	0	0	0	0				Inter-Company Charges-Customer Service Center                                                                                                                                                    	Inter-Company Charges-Corp.                                                                                                                                                                      	Services Provided Other                                                                                                                                                                          											
380038	0	0	0	41	0	0	0	0	45	41	27	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	57	0				Telecommunications Expense                                                                                                                                                                       	Financial News services                                                                                                                                                                          	OCC Assessment                                                                                                                                                                                   											
380346	0	0	0	0	0	14	25	0	14	14	26	0	0	0	0	0	0	0	0	0	0	false	0	12	0	0	0	0	0	0	0	17	Real Estate Mortgage Origination Fes                                                                                                                                                             	Loan Loss Recoveries                                                                                                                                                                             		Insurance                                                                                                                                                                                        	Examinations & Auditing                                                                                                                                                                          	Bank Fees                                                                                                                                                                                        											
380458	0	0	15	7	0	0	0	0	13	7	11	0	0	0	0	0	0	0	0	0	0	false	0	9	0	0	0	0	0	10	60	14				Accounting and auditing expenses                                                                                                                                                                 	Telephone expense                                                                                                                                                                                	Tx Dept of Banking Qtrly Assessment                                                                                                                                                              											
380533	0	0	13	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
380654	13	0	29	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	12	0	0	5	0	2	0	18	26																	
380841	17	0	0	0	0	39	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	15	0	0	0	0	0	22	0	15	Loan S/C Income & Fees                                                                                                                                                                           	Rental Income                                                                                                                                                                                    															
380944	7	0	18	35	6	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	12	0	0	0	43	8	0	7	14	MISCELLANEOUS/FM INCOME                                                                                                                                                                          																
381026	15	0	21	0	0				31	24	23		0		0		0					false	0	18			0	26	0	20	21	13				Franchise Tax                                                                                                                                                                                    	Consulting Fees                                                                                                                                                                                  	Processing Services                                                                                                                                                                              											
381259	26	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Management fees paid to UMBFC                                                                                                                                                                    													
381334	0	0	0	0	0								0		0		0					false	0	0			0	45	0	26	0	34																	
381343	305	0	0	202	0	738	49	40	174	367	211	0	0	0	0	0	0	0	0	0	0	false	0	148	0	0	0	0	49	0	281	170	Profit-Avondale                                                                                                                                                                                  	Rental Income                                                                                                                                                                                    	Profit-GFS                                                                                                                                                                                       	ORE Expense                                                                                                                                                                                      	Kemper Loan Expense                                                                                                                                                                              	Telephone Expense                                                                                                                                                                                											
381727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	-3	0	0	0	0	0	0	0															Final 2002 Federal Income Tax entry                                                                                                                                                              		
381754	1	1	7	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	5	0	0	0	0	0	2	4	4																	
381839	9	4	27	3	5	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	13	0	0	1	0	3	6	64	29	ACADEMY BANK PROCESSING                                                                                                                                                                          																
381857	0	0	57	48	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	22	0	0	50	0				OREO EXPENSE                                                                                                                                                                                     													
381950	0	0	0	0	0	0	0	0	71	86	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	71				maintenance agreements                                                                                                                                                                           	expenses-directors benefit plan                                                                                                                                                                  												
382050	74	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	209	0				SINGLE BUSINESS TAX                                                                                                                                                                              													
382069	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	90	0	0	308	0				Mortgage Services Fees                                                                                                                                                                           													
382256	16	5	10	0	2	0	0	0	10	6	5	0	0	0	0	0	0	0	0	0	0	false	0	5	0	0	1	0	1	2	66	10				Comptroller of the Currency assessment                                                                                                                                                           	Insurance and Surety Bonds                                                                                                                                                                       	Examination and audit expense                                                                                                                                                                    											
382443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	37	0	0	52	0																	
382537	0	0	52	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	39	0				Professional Services                                                                                                                                                                            													
382649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	59	0	0	0	0	0	0	146	0																	
382658	0	0	19	21	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	20	0	0	0	0	0	0	14	28																	
382667	249	0	199	200	135	527	0	0	433	336	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	841	204	Trade Fianance Fee Income                                                                                                                                                                        			Courier Service Expense                                                                                                                                                                          	Loan Referal Fee Expense                                                                                                                                                                         												
382742	0	4	30	0	0	31	24	0	27	31	22	0	0	0	0	0	0	0	0	0	0	false	0	24	0	0	0	0	7	31	0	28	Processing Fees                                                                                                                                                                                  	Miscellaneous Income                                                                                                                                                                             		Audit Fees                                                                                                                                                                                       	Services Rendered                                                                                                                                                                                	Michigan Single Business Tax                                                                                                                                                                     											
382751	19	1	21	6	5	0	0	0	11	11	18	0	0	0	0	0	0	0	0	0	0	false	0	19	0	0	11	0	4	5	36	17				exam,audit, tax                                                                                                                                                                                  	telephone                                                                                                                                                                                        	check printing                                                                                                                                                                                   											
382854	0	0	28	0	23	0	0	0	33	51	28	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	25	87	22				service charges to correspondant banks                                                                                                                                                           	expenses on other real estate owned                                                                                                                                                              	master card expense                                                                                                                                                                              											
383253	13	0	10	0	2	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	false	0	8	0	0	0	12	3	0	57	11	Miscellaneous                                                                                                                                                                                    			Miscellaneous                                                                                                                                                                                    													
383534	73	0	0	147	0	0	0	0	508	208	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	15	0				Intercompany Fees                                                                                                                                                                                	Institutional Overhead                                                                                                                                                                           												
384018	0	0	0	0	0	755	492	0	331	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	131	0	0	Trade Finance Service Charge                                                                                                                                                                     	Remittance Service Charge                                                                                                                                                                        		Amortization Exp - Software                                                                                                                                                                      													
