"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1289	RCFD1290	RCFD1291	RCFD1293	RCFD1294	RCFD1295	RCFD1297	RCFD1298	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG324	RCFDG325	RCFDG326	RCFDG327	RCFDG328	RCFDG329	RCFDG330	RCFDG331	RCFDG336	RCFDG337	RCFDG338	RCFDG339	RCFDG340	RCFDG341	RCFDG342	RCFDG343	RCFDG344	RCFDG345	RCFDG346	RCFDG347	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1289	RCON1290	RCON1291	RCON1293	RCON1294	RCON1295	RCON1297	RCON1298	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	
249153																																																																																																																																																						0	0	25062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37689	39316	6883	7134	0	0	0	711	716	0	0	486	0	0	0	486	230	0	0	0	0	0	0	0	0	0	24276	19831																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11067	11197	
249304																																																																																																																																																						0	0	4898	102	101	0	0	0	0	0	0	576	566	0	0	0	0	0	0	0	0	0	0	10713	10685	0	0	0	1243	1173	0	0	0	111	139	0	0	101	566	879	294	256	531	1948	3830	569	1572	0	0																									0	0	0	0	0	0	8681	8706	0	0	0	0	0	0	0	0	0	0	
249416																																																																																																																																																						0	0	12650	0	0	0	0	0	0	0	0	500	499	0	0	0	0	0	0	0	0	0	0	42487	42499	0	0	0	17082	16823	500	498	0	0	0	0	0	0	498	12556	4267	0	0	1539	9373	12942	889	433	0																									0	0	0	0	0	0	11731	11709	0	0	12757	13035	0	0	0	0	0	0	
249546																																																																																																																																																						0	0	4276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4909	4909	1969	1973	0	554	554	234	238	0	0	0	1709	1709	0	0	301	85	402	0	0	0	0	0	2532	1402	0	446																									0	0	0	0	1025	1025	0	0	2884	2884	26	26	0	0	0	0	446	446	
249564																																																																																																																																																						0	0	16173	0	0	0	0	8228	8495	0	0	7000	7084	0	0	0	0	0	0	0	0	0	0	104124	105237	0	0	0	19478	19617	2250	2275	1548	0	0	971	576	7550	4329	18358	3411	262	3246	5817	14399	39775	1131	5411	0																									0	0	0	0	0	0	23430	23385	0	0	40748	41245	0	0	0	0	0	0	
249612																																																																																																																																																						354421	382043	48	0	0	3000	2988	0	0	0	0	0	0	40037	40768	369623	370945	155675	156628	251491	251434	1342537	1390831	720745	726229	0	0	0	0	0	0	0	137391	40489	44132	838939	51584	334184	64835	150011	0	2199	1849	106	0	24387	290057	200754	65729	56639	56880	53498	53711	0	0	0	0	36096	36155	0	0	0	0	0	0	88056	89134	0	0	29540	29610	0	0	210331	53711	211779	53498	89968	93733	5644	6007	222622	234884	0	0	0	0	0	0	212486	214741	
249658																																																																																																																																																						0	0	37593	0	0	0	0	1396	1401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82772	76880	0	0	0	6467	5830	0	0	0	0	0	1401	0	0	0	4002	3204	0	0	0	2	172	73	57809	10217																									0	1376	0	1894	0	0	0	0	0	0	222	247	0	0	0	0	0	0	
249872																																																																																																																																																						0	0	286971	0	0	3	3	0	0	158440	158785	0	0	42455	42146	0	0	0	0	0	0	501176	499058	5501	5246	59804	25743	26044	0	0	96430	96075	24882	5501	5246	36800	7420	47875	74158	69184	4414	12501	32289	45186	54929	32154	4456	4403	67412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67150	67434	0	0	114366	115034	0	0	0	0	0	0	8737	8931	
249957																																																																																																																																																						0	0	5622	0	0	0	0	0	0	0	0	9125	9037	0	0	1183	1239	0	0	0	0	28	29	12509	12287	0	0	0	1884	1685	3850	3797	0	0	0	0	0	740	0	9813	1408	140	214	0	0	0	0	0	0																									0	0	0	0	0	0	294	302	28	29	23	24	0	0	0	0	0	0	
250047																																																																																																																																																						0	0	27839	0	0	0	0	0	0	0	0	12600	12833	0	0	0	0	0	0	0	0	10	10	56440	57263	0	10	10	11498	11312	500	509	496	0	0	230	266	621	3605	18375	1058	0	0	0	0	16684	14855	0	1579																									0	0	0	0	0	0	5602	5683	0	0	25147	25856	0	0	0	0	0	0	
250430																																																																																																																																																						0	0	10241	0	0	0	0	0	0	1003	1005	12102	12054	0	0	0	0	0	0	218	232	9988	10011	32226	32066	0	8985	9006	19376	19227	4684	4575	815	0	0	635	0	4560	5773	24238	6295	22	188	0	0	328	15	0	0																									0	0	0	0	0	0	43	46	0	0	487	507	0	0	0	0	0	0	
250850																																																																																																																																																						0	0	9291	0	0	0	0	0	0	0	0	835	860	0	0	1268	1354	0	0	0	0	0	0	21296	22003	0	0	0	5765	5856	312	321	1127	37	27	0	1271	1491	2408	2899	0	0	96	0	0	6306	2613	4129	763																									0	0	0	0	0	0	0	0	0	0	8638	9015	0	0	0	0	0	0	
251352																																																																																																																																																						0	0	44198	0	0	0	0	0	0	0	0	7551	7704	0	0	0	0	0	0	0	0	0	0	122399	123387	0	0	0	80989	80401	5353	5402	4056	1333	1333	0	4056	7840	6379	51963	17867	0	0	0	0	4781	29168	0	0																									0	0	0	0	0	0	16032	16760	0	0	16494	17189	0	0	0	0	0	0	
251558																																																																																																																																																						0	0	16617	0	0	0	0	1426	1446	0	0	12297	12480	0	0	8317	8046	0	0	0	0	0	0	71893	72187	0	0	0	43394	44101	0	0	3578	4114	3736	4527	3423	18195	12720	27285	750	65	238	0	1248	0	0	0	0																									0	827	0	862	0	0	16	16	0	0	1467	1535	0	0	0	0	0	0	
251745																																																																																																																																																						0	0	57693	0	0	0	0	0	0	0	0	76687	77133	0	0	0	0	0	0	0	0	27668	28021	97543	98314	0	27668	28021	0	0	0	0	17466	0	0	3272	14194	34355	36893	16087	0	0	0	0	0	21181	0	0	0																									0	0	0	0	0	0	20856	21181	0	0	0	0	0	0	0	0	0	0	
251857																																																																																																																																																						0	0	9255	0	0	0	0	0	0	0	0	24788	24847	0	0	0	0	0	0	0	0	0	0	24986	25048	0	0	0	0	0	0	0	1277	0	0	0	1277	11805	10803	962	0	0	0	0	0	0	0	150	51																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
252041																																																																																																																																																						0	0	18010	1006	1006	0	0	0	0	0	0	4554	4550	0	0	1099	1129	0	0	0	0	215	217	67570	68196	0	215	217	60911	61511	0	0	7702	0	0	500	7202	29411	23917	6973	408	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
252256																																																																																																																																																						0	0	610	0	0	0	0	0	0	0	0	900	909	0	0	0	0	0	0	0	0	0	0	955	964	0	0	0	55	55	0	0	204	0	0	0	204	760	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
252452																																																																																																																																																						0	0	6657	0	0	0	0	0	0	0	0	700	716	0	0	0	0	0	0	0	0	0	0	23398	23403	0	0	0	5409	5462	100	98	245	0	0	242	0	176	488	4885	387	0	0	0	163	8017	9045	0	0																									0	0	0	0	0	0	14748	14589	0	0	2541	2636	0	0	0	0	0	0	
252658																																																																																																																																																						0	0	13241	2248	2248	0	0	0	0	0	0	7899	7969	0	0	0	0	0	0	0	0	0	0	15153	15314	0	0	0	4454	4539	2750	2757	3164	0	0	1253	2159	2302	2835	5680	527	0	0	43	0	66	0	394	55																									0	0	0	0	0	0	0	0	0	0	103	109	0	0	0	0	0	0	
252836																																																																																																																																																						0	0	11947	0	0	0	0	0	0	0	0	31529	31644	0	0	0	0	0	0	0	0	0	0	36552	36747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11619	20025	287	1501	0	0	0	0	3315	0																									0	0	0	0	0	0	0	0	0	0	1725	1788	0	0	0	0	0	0	
253262																																																																																																																																																						0	0	47306	0	0	0	0	0	0	0	0	2646	2698	0	0	0	0	0	0	0	0	0	0	67708	66582	0	0	0	14185	13970	0	0	198	0	0	198	0	130	741	11521	4078	11	962	3000	5180	15989	1051	1532	22188																									0	0	0	0	0	0	15492	15350	0	0	10841	10844	0	0	0	0	0	0	
253356																																																																																																																																																						0	0	285270	0	0	0	0	0	0	0	0	118588	118689	768	768	7332	8016	0	0	0	0	13326	13162	346066	351263	0	12558	12394	16547	15986	6014	6097	1509	0	0	366	1143	21237	22538	99431	11302	0	0	0	1187	196386	10999	0	0																									0	0	0	0	0	0	62139	64145	0	0	141460	144427	0	0	0	0	0	0	
253440																																																																																																																																																						0	0	6641	502	507	0	0	0	0	0	0	8541	8472	0	0	0	0	0	0	0	0	0	0	18227	18042	0	0	0	238	260	1493	1441	1482	0	0	80	1402	2247	3998	1512	0	12	0	0	0	6814	0	0	1977																									0	0	0	0	0	0	0	0	0	0	6908	6826	0	0	0	0	0	0	
253468																																																																																																																																																						1700	1720	192128	0	0	0	0	0	0	0	0	101857	104075	0	0	32344	33188	0	0	0	0	1700	1720	351031	360100	0	0	0	31689	32882	8000	8166	51734	96	96	10187	39806	76518	21642	22310	1383	0	2726	3050	3626	117847	13207	32760	16642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3240	3548	0	0	134040	136909	0	0	0	0	0	0	
253646																																																																																																																																																						0	0	16109	0	0	0	0	0	0	0	0	4325	3910	0	0	0	0	0	0	0	0	0	0	32176	31768	0	0	0	10963	10891	0	0	206	0	0	0	206	557	206	9087	4745	0	0	0	0	0	0	13174	3793																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253730																																																																																																																																																						0	0	4712	0	0	0	0	0	0	0	0	1055	1082	0	0	0	0	0	0	0	0	0	0	6628	6727	0	0	0	450	454	0	0	454	0	0	0	454	0	0	1082	0	0	0	0	342	684	2732	917	516																									0	0	0	0	0	0	0	0	0	0	3705	3758	0	0	0	0	0	0	
253776																																																																																																																																																						0	0	0	0	0	0	0	850	831	0	0	4152	4019	0	0	0	0	0	0	0	0	55	59	5008	4852	0	0	0	0	0	1300	1274	0	6	2	0	0	0	0	4850	0	0	0	4	0	51	0	0	0																									0	0	0	0	26	29	0	0	29	30	0	0	0	0	0	0	0	0	
254317																																																																																																																																																						0	0	137227	0	0	1642	1663	0	0	10568	10697	0	0	457717	472970	0	0	84694	85770	0	0	694692	714694	36032	54011	5512	108972	111144	0	0	0	0	123881	36032	54011	52207	84881	309953	161631	53576	0	0	119	1140	0	16226	753	12861	0																									0	0	0	0	113	128	0	0	18125	19224	0	0	0	0	0	0	8351	8806	
254504																																																																																																																																																						0	0	27185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43033	43408	0	0	0	19107	19626	0	0	2925	0	0	1093	1932	4752	5268	6581	0	0	0	0	0	0	19042	2319	2421																									0	0	0	0	0	0	3741	3698	0	0	15352	15344	0	0	0	0	0	0	
254652																																																																																																																																																						0	0	4476	0	0	0	0	1	1	0	0	0	0	0	0	119	119	0	0	0	0	23587	25341	9638	10712	0	0	0	2831	2894	0	0	630	0	0	1	630	566	1217	604	0	52	256	3	0	0	0	13025	17949																									0	0	0	0	0	0	31	32	0	0	270	280	0	0	0	0	1390	1426	
254670																																																																																																																																																						0	0	5255	0	0	0	0	0	0	0	0	2500	2305	0	0	0	0	0	0	0	0	0	0	14399	14302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1830	475	1240	0	0	0	318	10439	0	0																									0	0	0	0	0	0	0	0	0	0	11899	11997	0	0	0	0	0	0	
254849																																																																																																																																																						0	0	15023	500	500	0	0	0	0	0	0	13019	13167	0	0	0	0	0	0	0	0	0	0	17164	17474	0	0	0	0	0	0	0	7088	0	0	1501	5512	4041	2613	0	0	0	75	0	459	1699	919	0	656																									0	0	0	0	0	0	0	0	0	0	3002	3151	0	0	0	0	0	0	
255136																																																																																																																																																						0	0	37166	0	0	0	0	0	0	0	0	29982	28495	0	0	0	0	0	0	0	0	0	0	50233	47664	0	0	0	18804	17681	0	0	0	1141	1167	0	0	541	466	24520	20649	54	114	0	0	153	0	0	0																									0	0	0	0	0	0	0	0	0	0	306	321	0	0	0	0	0	0	
255350																																																																																																																																																						0	0	3236	0	0	0	0	0	0	0	0	8396	8238	0	0	0	0	0	0	0	0	300	306	34994	34441	0	300	306	790	799	5000	4936	375	0	0	0	375	71	105	8786	0	0	0	0	0	21897	3507	0	0																									0	0	0	0	0	0	9664	9469	0	0	16144	15935	0	0	0	0	0	0	
255547																																																																																																																																																						0	0	3934	0	0	0	0	0	0	0	0	7699	7511	0	0	0	0	0	0	0	0	0	0	16150	15939	0	0	0	4519	4509	1305	1296	0	0	0	0	189	1178	338	9870	443	0	0	122	0	609	2913	275	0																									0	0	0	0	0	0	2913	2901	0	0	742	743	0	0	0	0	0	0	
255556																																																																																																																																																						0	0	30489	499	501	0	0	0	0	7632	7767	10465	10731	3000	3000	500	481	0	0	0	0	39385	40276	25806	26401	0	13180	13661	7947	8174	2000	2028	4809	0	0	2491	4817	11319	9989	15083	0	0	0	120	455	14915	5821	776	0																									0	0	0	0	12901	13060	3956	4010	2672	2788	1653	1728	0	0	0	0	0	0	
255574																																																																																																																																																						0	0	0	0	0	886	867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94477	98145	304550	304458	0	125	125	0	0	0	0	0	0	0	886	35	20	0	70	0	45647	135933	125784	38547	24007	28005	0	0																									0	0	0	0	20005	20203	298460	298179	73461	76950	6090	6279	0	0	0	0	0	0	
255659																																																																																																																																																						0	0	248850	0	0	0	0	238	242	0	0	452567	450957	0	0	0	0	0	0	0	0	0	0	600309	603598	0	0	0	111549	115397	44778	45359	6193	32	29	452	5982	124040	389523	46599	0	251	97	143	170	3491	0	30402	2419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	67	0	0	3863	4085	0	0	0	0	0	0	
255873																																																																																																																																																						0	0	0	0	0	0	0	541	561	0	0	1000	1002	0	0	0	0	0	0	0	0	98	100	4537	4477	0	0	0	0	0	1000	1002	0	1628	1615	561	0	0	1002	0	0	105	20	126	0	0	0	204	940																									0	0	0	0	98	100	0	0	0	0	147	155	0	0	0	0	0	0	
256049																																																																																																																																																						0	0	808	0	0	0	0	2475	2359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4652	4631	0	0	0	165	156	0	0	0	0	0	0	0	0	0	1163	1352	0	82	2034	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	2012	2116	0	0	0	0	0	0	
256058																																																																																																																																																						0	0	29041	2000	2013	0	0	0	0	0	0	9093	9198	0	0	6811	7204	0	0	0	0	1134	1134	105845	107693	0	1134	1134	37946	38013	600	600	5212	420	417	1402	4410	13152	14089	23603	906	1863	0	0	0	38377	5970	4609	29																									0	0	0	0	0	0	3196	3246	0	0	41882	42964	0	0	0	0	0	0	
256179																																																																																																																																																						0	0	0	0	0	0	0	468	459	250	250	2250	2229	0	0	0	0	0	0	0	0	4074	4207	3806	3836	0	1516	1535	0	0	1500	1484	16	0	0	0	467	2324	1142	521	0	433	145	195	0	441	2242	0	0																									0	0	0	0	305	321	66	67	2003	2101	1022	1081	0	0	0	0	0	0	
256553																																																																																																																																																						0	0	149482	12077	12100	0	0	0	0	0	0	223422	222912	500	500	50	50	0	0	0	0	521	521	273510	272240	0	21	21	25189	24137	13873	13875	6354	0	0	3864	4843	110266	129822	7653	3271	6	10	0	415	842	0	118	11651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1224	1273	0	0	0	0	0	0	
256964																																																																																																																																																						0	0	346	0	0	0	0	0	0	0	0	5992	6038	0	0	0	0	0	0	0	0	0	0	15174	15301	0	0	0	4719	4732	3995	3921	1534	706	706	276	966	2610	2063	4855	0	19	291	2	0	3512	0	0	0																									0	0	0	0	0	0	753	769	0	0	3004	3056	0	0	0	0	0	0	
257233																																																																																																																																																						0	0	89893	0	0	0	0	0	0	0	0	24584	24897	0	0	3624	3692	0	0	0	0	0	0	181292	179191	0	0	0	134425	130616	1995	1967	2814	0	0	1653	1161	2688	7237	83631	62835	9	37	36	197	2328	17379	0	0																									0	0	0	0	0	0	1070	1162	0	0	17589	18824	0	0	0	0	0	0	
257345																																																																																																																																																						0	0	9774	0	0	0	0	0	0	0	0	4505	4485	0	0	250	250	0	0	0	0	0	0	20700	20868	0	0	0	12834	12978	4005	3982	1849	0	0	503	1345	2023	4497	9108	237	80	23	0	12	0	0	730	2310																									0	0	0	0	0	0	27	29	0	0	85	86	0	0	0	0	0	0	
257466																																																																																																																																																						0	0	1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9253	9477	0	0	0	978	993	0	0	1254	0	0	323	100	517	125	0	0	921	2	3658	514	3317	0	0	0																									0	0	0	0	0	0	0	0	0	0	8275	8484	0	0	0	0	0	0	
257653																																																																																																																																																						0	0	7556	2021	2021	0	0	0	0	0	0	4241	4250	0	0	0	0	0	0	0	0	0	0	12387	12551	0	0	0	3067	3120	0	0	6425	0	0	1365	5337	1673	1043	249	0	141	98	18	0	2152	379	97	0																									0	0	0	0	0	0	677	682	0	0	2019	2105	0	0	0	0	0	0	
257756																																																																																																																																																						0	0	7299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9522	9660	0	0	0	525	546	0	0	0	0	0	0	0	393	153	0	0	749	3588	0	0	2243	1581	0	953																									0	0	0	0	0	0	905	916	0	0	7139	7245	0	0	0	0	0	0	
257868																																																																																																																																																						0	0	128447	0	0	0	0	31	31	0	0	3989	3894	0	0	0	0	0	0	0	0	22217	22112	184398	183081	0	22217	22112	5251	5229	3989	3894	758	0	0	31	297	336	3116	31796	11375	124	1519	0	92	17584	19784	69320	49924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16591	16826	0	0	21947	22277	0	0	0	0	0	0	
258146																																																																																																																																																						0	0	1743	0	0	0	0	0	0	0	0	2492	2515	0	0	0	0	0	0	0	0	0	0	6884	7006	0	0	0	2660	2694	1131	1139	268	0	0	0	268	636	1871	2434	0	29	23	55	0	1449	241	0	0																									0	0	0	0	0	0	390	401	0	0	1342	1396	0	0	0	0	0	0	
258306																																																																																																																																																						0	0	1000	0	0	0	0	2170	2184	1000	1021	12000	12050	0	0	0	0	0	0	0	0	1611	1653	14784	14836	0	510	529	0	0	0	0	1000	0	0	0	1000	12429	304	2011	0	57	44	0	0	602	0	0	0																									0	0	0	0	21	21	0	0	80	82	614	602	0	0	0	0	0	0	
258351																																																																																																																																																						0	0	5712	1004	1004	0	0	0	0	0	0	748	770	0	0	0	0	0	0	0	0	0	0	10776	10981	0	0	0	5371	5409	499	503	1185	0	0	0	1185	1214	1401	3153	229	37	67	1	0	1954	0	1739	0																									0	0	0	0	0	0	93	96	0	0	1865	1963	0	0	0	0	0	0	
258379																																																																																																																																																						0	0	386	0	0	0	0	0	0	0	0	2530	2460	0	0	0	0	0	0	0	0	0	0	12192	12293	0	0	0	0	0	1500	1435	0	0	0	0	0	301	0	2159	0	0	0	0	395	6244	3194	0	0																									0	0	0	0	0	0	0	0	0	0	9662	9833	0	0	0	0	0	0	
258445																																																																																																																																																						0	0	50116	0	0	0	0	0	0	69645	70421	0	0	0	0	0	0	0	0	0	0	69652	70428	0	0	0	0	0	0	0	0	0	27434	0	0	5422	22012	42211	0	0	0	6	0	0	0	1	0	0	0																									0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	
258539																																																																																																																																																						0	0	1894	0	0	0	0	0	0	0	0	14070	14179	0	0	0	0	0	0	0	0	0	0	49983	50550	0	0	0	18332	18404	5495	5489	2010	0	0	241	1907	8625	6347	15602	0	7993	7471	0	0	0	1269	1095	0																									0	0	0	0	0	0	10690	10843	0	0	5817	6029	0	0	0	0	0	0	
258632																																																																																																																																																						0	0	5596	0	0	0	0	0	0	0	0	1002	1014	0	0	0	0	0	0	0	0	0	0	7426	7364	0	0	0	1852	1756	500	511	0	0	0	0	0	0	1014	1756	0	590	702	1145	523	866	768	0	0																									0	0	0	0	0	0	1116	1112	0	0	3456	3482	0	0	0	0	0	0	
258771																																																																																																																																																						0	0	68563	70469	70428	0	0	0	0	0	0	0	0	202	202	0	0	0	0	0	0	202	202	310966	303595	0	0	0	6648	6549	0	0	71358	0	0	0	71357	311	960	1917	2634	660	925	0	0	0	3112	5901	216020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2915	3112	0	0	1519	1585	0	0	0	0	0	0	
259059																																																																																																																																																						0	0	10274	0	0	0	0	0	0	0	0	13147	13103	0	0	206	210	0	0	0	0	0	0	42104	42143	0	0	0	28637	28713	8046	7959	2758	0	0	0	2758	11133	14494	12057	1584	18	81	0	0	0	0	0	18																									0	0	0	0	0	0	96	99	0	0	0	0	0	0	0	0	0	0	
259330																																																																																																																																																						0	0	74071	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1210	1197	130296	135674	0	1210	1197	21797	22186	0	0	763	9	10	101	474	4017	1805	15931	10248	4624	813	3901	1503	56788	3995	25550	7124																									0	362	0	358	0	0	451	508	0	0	67025	71116	0	0	0	0	0	0	
259442																																																																																																																																																						0	0	8806	0	0	0	0	0	0	0	0	9064	8892	3550	3550	0	0	0	0	0	0	3550	3550	33929	33581	250	0	0	18149	17936	6913	6737	3018	23	23	2351	2584	2786	1819	19352	1486	0	133	0	0	3094	0	3503	0																									0	0	0	0	0	0	1042	1054	0	0	2199	2173	0	0	0	0	0	0	
259657																																																																																																																																																						0	0	132902	149	159	0	0	0	0	0	0	5095	5122	0	0	0	0	0	0	0	0	0	0	179602	182568	0	0	0	512	517	0	0	5122	20026	19927	101	5021	0	0	676	0	0	0	270	1075	95984	59494	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44725	45636	0	0	109076	111187	0	0	0	0	0	0	
259956																																																																																																																																																						0	0	6411	0	0	0	0	2818	2874	0	0	6629	6668	0	0	622	629	0	0	0	0	0	0	41087	41410	0	0	0	30249	30424	0	0	4075	0	0	1281	2794	14364	4901	17255	0	96	0	97	125	497	0	0	0																									0	0	0	0	0	0	0	0	0	0	769	815	0	0	0	0	0	0	
260055																																																																																																																																																						0	0	244516	0	0	502	502	0	0	45858	47151	79975	79914	0	0	0	0	0	0	0	0	328059	324169	80019	80086	0	267317	265532	0	0	91988	91696	6337	44	172	902	7891	11245	11626	269448	92071	395	46	52	132	597	5237	10	1870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	434	0	0	6044	6530	0	0	0	0	0	0	10	10	
260354																																																																																																																																																						0	0	8798	0	0	0	0	0	0	0	0	18208	18629	0	0	1002	1035	0	0	0	0	0	0	28476	29146	0	0	0	9235	9450	0	0	12374	0	0	3925	9444	8212	481	7052	0	0	32	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	31	32	0	0	0	0	0	0	
260831																																																																																																																																																						0	0	3916	0	0	0	0	0	0	0	0	6506	6590	0	0	1501	1175	0	0	0	0	0	0	9805	9640	0	0	0	0	0	1000	1002	1523	0	0	1301	1221	3259	1984	0	0	11	18	0	217	831	0	798	0																									0	0	0	0	0	0	29	30	0	0	997	1047	0	0	0	0	0	0	
260868																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	1750	1706	0	0	0	0	0	0	0	0	370	378	6969	6913	0	214	215	94	93	1000	956	6	0	0	0	6	151	87	1769	0	12	8	64	136	0	649	1421	2980																									0	0	0	0	8	8	0	0	148	155	712	713	0	0	0	0	0	0	
261070																																																																																																																																																						0	0	4085	0	0	0	0	0	0	0	0	8079	7932	0	0	0	0	0	0	0	0	0	0	10337	10259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4915	3017	26	0	0	0	935	1366	0	0																									0	0	0	0	0	0	0	0	0	0	2258	2327	0	0	0	0	0	0	
261146																																																																																																																																																						0	0	19310	0	0	0	0	0	0	0	0	10598	10585	0	0	0	0	0	0	0	0	0	0	22235	22523	0	0	0	9532	9748	8598	8572	370	0	0	0	370	3815	4289	11859	0	0	0	675	0	817	0	699	0																									0	0	0	0	0	0	0	0	0	0	1437	1492	0	0	0	0	0	0	
261258																																																																																																																																																						0	0	1350	0	0	0	0	0	0	13428	13465	0	0	0	0	0	0	0	0	0	0	31075	31679	0	0	0	8248	8385	0	0	1997	1983	840	0	0	900	440	540	3462	15292	1042	11	14	294	0	2918	4095	875	1192																									0	0	0	0	748	790	0	0	6584	7001	0	0	0	0	0	0	362	374	
261360																																																																																																																																																						0	0	95692	28851	29006	0	0	0	0	0	0	53640	54221	0	0	0	0	0	0	0	0	5455	5597	110794	112084	0	5455	5597	13586	13726	0	0	26962	0	0	240	23369	64092	6297	8410	0	1668	1685	7687	1703	2388	0	0	0																									0	0	0	0	0	0	0	0	0	0	14717	15131	0	0	0	0	0	0	
