"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ452	RCFDJ453	RCFDJ461	RCFDJ462	RCFN5513	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ452	RCONJ453	RCONJ461	RCONJ462	TEXT4087	
294779																														3109	12511	0	2587	59108	true	522	5199	0	1922	3939	1451	2544	1	2587	0	true	0	642	0	0	10000	0	45000	0	642	0	0	3466	0	4108	true	false	0	0	0	0	http://www.timberlandbank.com	
294827																														758	337	3050	0	3050	true	758	0	0	337	0	0	1537	1	0	0	false	0	0	0	3050	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.pioneercommunitybank.com	
295011																														0	136	0	0	20043	true	0	0	0	136	0	0	1008	0	0	0	false	0	0	0	41	5184	921	13897	0	0	0	0	0	0	0	false	false	0	0	0	0	www.greenvillenationalbank.com	
295057																														0	109	1500	0	2500	true	0	109	0	0	0	0	623	1	0	0	false	0	0	0	1500	1000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.securitybankmn.com	
295646																														0	0	0	0	0	false	0	0	0	0	0	0	873	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://fsbmedora@frontiernet.net	
296456																														0	350	3500	0	10500	true	0	0	0	298	0	52	4336	2	0	0	false	0	0	0	3500	2000	5000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.firstbank-ok.com	
296559																														3	198	0	0	5441	true	3	0	0	60	0	138	16863	6	0	0	false	0	441	0	5000	0	0	0	0	441	0	0	0	0	441	true	true	0	0	0	0	www.commercialbank.net	
296755																														0	125	0	0	0	true	0	0	0	0	0	125	1346	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.citizensstatebk.com	
296858																														0	244	0	0	0	true	0	0	0	52	0	192	130	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.fnblindsay.com	
297051																														165	1348	1820	0	3070	true	165	768	0	536	0	44	262	0	0	0	false	0	0	0	1820	950	300	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.patriotsbank.com	
297257																														0	205	0	0	0	true	0	4	0	201	0	0	44	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.thebankofweatherford.com	
297547																														0	0	0	0	0	true	0	0	0	0	0	0	68	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	rowleysavingsbank.com	
297631																														0	748	0	0	5550	true	0	0	0	160	0	588	200	0	0	0	false	0	0	0	3300	250	2000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.fsbarcadia.com	
297761																														61	28826	0	1	25289	false	0	18751	0	6854	0	3221	5037	3	9	60	false	0	0	0	6000	13000	5000	1000	0	289	0	0	0	0	0	false	false	0	0	0	0	http://montereycountybank.com	
298049																														585	0	0	0	0	true	585	0	0	0	0	0	262	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	http://www.scsbank.com	
298218																														905	503	0	0	0	true	905	0	0	503	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.watertownsavingsbank.com	
298245																														0	69	0	0	22759	true	0	0	0	69	0	0	2478	2	0	0	true	0	0	0	16440	3427	2254	638	0	0	0	0	0	3706	0	true	false	0	0	0	0	http://www.cnb-metropolis.com	
299046																														2559	2460	0	2559	0	true	0	1220	0	110	0	1130	41653	9	2712	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	www.boonebank.com	
299251																														0	459	0	0	0	true	0	99	0	360	0	0	285	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.fsbashby.com	
299644																														388	503	700	0	21700	true	388	0	0	0	0	503	7	0	0	0	true	0	0	0	700	4400	0	16600	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.bankiowabanks.com	
299653																														0	349	554	0	1318	true	0	0	0	92	0	257	229	1	0	0	false	0	0	0	554	403	175	186	0	0	0	0	0	500	0	true	false	0	0	0	0	www.atwaterstatebank.com	
299868																														0	12172	25000	0	45000	false	0	211	0	3351	1106	7504	0	0	0	0	false	0	0	0	25000	20000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.ccombank.com	
300009																														4691	940	6000	1856	45083	true	2835	60	0	202	0	678	5920	3	2000	0	false	0	0	0	6000	9000	7306	21441	0	0	0	0	1336	0	0	true	false	0	0	0	0	http://www.passumpsicbank.com	
300036																														2843	1810	0	2814	17958	true	29	1409	0	401	0	0	2283	1	4160	0	true	0	0	0	0	5747	10211	2000	2000	0	0	0	0	0	0	true	false	0	0	0	0	http://www.homestarbank.com	
300063																														0	0	0	0	3000	true	0	0	0	0	0	0	1016	1	0	0	false	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://omnibankna.com	
300157																														0	334	0	0	125	false	0	249	0	85	0	0	0	0	0	0	false	0	125	0	0	0	0	0	0	125	0	0	0	0	0	true	false	0	0	0	0		
300250																														0	420	0	0	0	true	0	0	0	20	0	400	1014	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.communitybank-na.com	
300353																														0	231	0	0	0	true	0	176	0	55	0	0	95	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.shamrockbank.com	
300456																														0	46	0	0	0	true	0	16	30	0	0	0	148	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://larrynelson@aceks.com	
300933																														0	5223	230	0	2794	true	0	3683	675	234	0	631	1293	1	0	0	false	0	0	0	230	1250	1255	59	1000	0	0	0	0	0	0	true	false	0	0	0	0	http://www.plantersfirst.com	
300942																														0	0	0	0	8630	true	0	0	0	0	0	0	505	0	0	0	true	0	0	0	0	0	0	0	0	669	0	3618	4343	0	8630	false	false	0	0	0	0	http://www.pioneerbanks.com	
300960																														0	4003	0	0	4607	true	0	513	932	1490	135	933	779	0	0	0	false	0	0	0	4000	0	0	0	0	607	0	0	0	0	0	false	false	0	0	0	0	www.bankofidaho.com	
301640																														710	276	0	0	14114	true	710	0	231	45	0	0	122	0	0	0	true	0	0	0	3100	3100	0	7914	0	0	0	0	0	0	0	false	false	0	0	0	0	bcsb.com	
301800																														9686	3946	3400	9615	3400	true	71	438	0	532	0	2976	1739	10	12478	0	true	23404	0	0	3400	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.ulstersavings.com	
302030																														0	73	0	0	0	true	0	0	0	73	0	0	2280	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.bankofbelleglade.com	
302133																														0	97	0	0	0	false	0	0	35	0	0	62	596	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0		
302450																														0	0	0	0	434	false	0	0	0	0	0	0	4899	3	0	0	false	0	0	0	0	434	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.fnbidabel.com	
302553																														408	102	0	0	0	true	408	0	0	0	0	102	1154	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.plainsstatebank.com	
302656																														0	19840	2700	0	29371	true	0	12798	0	0	2533	4509	318	0	0	0	false	0	123	0	12700	12500	1500	1700	10000	123	244	241	363	0	0	true	false	0	0	0	0	http://minnwestbank.com	
302665																														0	0	0	0	0	true	0	0	0	0	0	0	390	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	http://www.citizensnational.org	
303550																														2879	23520	2382	0	31791	true	2879	11233	375	4517	0	7395	1648	0	0	0	true	0	313	0	27382	2246	1000	0	26300	313	0	0	850	15400	1150	true	true	0	0	0	0	www.kleinbank.com	
303653																														0	124	0	0	0	true	0	0	0	124	0	0	114	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://fsbburnet.com	
303701																														0	0	6000	0	6500	true	0	0	0	0	0	0	919	0	0	0	false	0	0	0	6000	500	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.wellsriversavings.com	
303747																														0	0	0	0	0	true	0	0	0	0	0	0	925	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.fb-t.com	
303952																														0	720	50	0	8600	true	0	6	1	0	0	713	2744	2	0	0	true	0	0	0	50	100	100	8350	0	0	0	0	0	0	0	true	false	0	0	0	0	www.onlinefarmersbank.com	
304155																														0	0	0	0	0	true	0	0	0	0	0	0	310	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.burtonbank.com	
304173																														1764	1267	0	424	0	true	1340	0	0	1267	0	0	1492	0	424	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.marquettesavings.com	
304520																														0	2437	0	0	529	true	0	604	0	1739	94	0	1931	3	0	0	true	0	0	0	0	0	0	529	0	0	0	0	0	0	0	true	false	0	0	0	0	www.chesapeaketrust.com	
304762																														0	0	0	0	0	true	0	0	0	0	0	0	322	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.ssbwingate.com	
304913																														0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.db.com	
305059																														0	0	0	0	0	true	0	0	0	0	0	0	308	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.fsbabernathy.com	
305152																														744	61	0	0	4800	true	744	0	0	61	0	0	3640	1	0	0	true	0	0	0	0	0	0	0	0	4800	0	0	0	0	0	true	false	0	0	0	0	http://www.fnbpratt.com	
305237																														0	661	2000	0	4000	true	0	334	0	187	0	140	386	0	0	0	false	0	0	0	2000	2000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	WWW.GDWBANK.COM	
305433																														0	0	0	0	11340	true	0	0	0	0	0	0	848	0	0	0	false	0	0	0	5825	5515	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.escambiacountybank.com	
305442																														177	1938	2000	0	4000	true	177	1376	0	562	0	0	3234	2	0	0	true	0	0	0	2000	2000	0	0	3000	0	0	0	0	0	0	true	true	0	0	0	0	http://newwashbank.com	
305648																														0	17	0	0	2500	true	0	0	0	17	0	0	2535	2	0	0	false	0	0	0	0	500	500	1500	0	0	0	0	0	375	0	false	false	0	0	0	0	www.cnbshen.com	
305750																														0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.fhnb.com	
306056																														0	129	0	0	0	false	0	6	0	123	0	0	886	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0		
306140																														0	323	1500	0	8500	true	0	0	0	0	0	323	0	0	0	0	false	0	0	0	1500	3000	0	4000	0	0	0	0	0	0	0	true	false	0	0	0	0	http://securitystateonline.com	
306159																														0	20735	0	0	22694	true	0	7388	0	5509	0	7838	1120	1	0	0	false	0	0	0	0	8000	0	14694	0	0	0	0	0	0	0	false	false	0	0	0	0	http://anbmn.com	
306337																														3	540	0	0	514	true	3	0	0	27	0	513	16	0	0	0	false	0	0	0	0	0	0	0	0	514	0	0	0	0	0	false	false	0	0	0	0	www.caseystatebank.com	
306739																														0	0	0	0	0	true	0	0	0	0	0	0	217	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.thesbbm.com	
306908																														0	1816	0	0	15400	true	0	0	0	162	110	1544	3997	2	0	0	false	0	400	0	0	15000	0	0	0	400	0	0	0	0	0	false	false	0	0	0	0	www.jeffbank.com	
307062																														0	4882	0	0	0	true	0	426	0	316	0	4140	171	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.farmersnatlbank.com	
307334																														0	4303	0	0	0	false	0	1662	0	1473	300	868	663	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0		
307361																														0	45	0	0	2327	true	0	45	0	0	0	0	4739	1	0	0	false	0	0	0	0	172	536	1619	0	0	0	0	0	0	0	true	false	0	0	0	0	www.ambankwaco.com	
307679																														1303	6580	10500	0	21000	true	1303	4043	0	540	0	1997	1419	1	0	0	false	0	0	0	10500	10500	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	BANKOFTHEPACIFIC.COM	
307745																														253	58	0	0	2900	true	253	0	0	58	0	0	1928	1	0	0	true	0	0	0	100	2700	100	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.firstnationalbankiowa.com	
307932																														0	104	0	0	0	true	0	0	0	104	0	0	608	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.catlinbank.com	
307950																														18	562	1500	0	12000	true	18	0	0	94	0	468	1346	1	0	0	false	0	0	0	1500	1500	0	9000	0	0	0	0	0	0	0	true	true	0	0	0	0	http://heritagestatebank.com	
308256																														0	0	0	0	0	true	0	0	0	0	0	0	702	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.cenbank.com	
308340																														419	105	2000	419	8759	true	0	0	0	105	0	0	220	0	596	0	false	0	0	0	2083	4628	2048	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.bathstatebank.com	
308443																														0	14797	15115	0	48656	true	0	9333	1000	960	1850	1654	7418	3	0	0	true	0	0	0	15115	19613	5645	6317	0	1966	0	0	0	0	1966	true	false	0	0	0	0	www.bof.com	
308836																														0	91	0	0	2000	true	0	0	0	0	0	91	765	1	0	0	false	0	0	0	1500	0	500	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.bankofbourbonnais.com	
309150																														0	535	0	0	5000	true	0	535	0	0	0	0	11691	9	0	0	false	0	0	0	0	2500	0	2500	0	0	0	0	0	0	0	true	false	0	0	0	0	http://themissouribank.com	
309570																														1309	21186	82000	1309	115888	true	0	10647	0	7222	0	3317	4492	2	1309	0	true	0	0	0	107000	0	0	0	107000	0	0	0	8888	0	8888	true	true	0	0	0	0	http://www.1stmarinerbank.com	
309655																														0	1576	0	0	16000	true	0	1088	0	434	0	54	3044	2	0	0	true	0	0	0	0	16000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.bankregent.com	
309851																														0	0	0	0	0	true	0	0	0	0	0	0	159	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.rrsbchatfield.com	
310437																														0	10139	0	0	0	true	0	2251	0	0	2993	4895	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.sc-bank.com	
310754																														0	1141	0	0	0	true	0	0	0	0	0	1141	1572	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.equitybankmn.com	
310875																														3265	1879	5000	0	35217	true	3265	192	0	473	0	1214	5095	4	0	0	true	0	0	0	5000	25000	5217	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.shorebank.com	
310950																														0	0	9570	0	9867	false	0	0	0	0	0	0	0	0	0	0	false	0	62	0	9570	155	80	0	4070	62	0	0	0	0	62	true	false	0	0	0	0		
310978																														43	57752	0	43	372959	true	0	9926	0	28142	14903	4781	1099	0	43	0	false	0	0	0	0	0	0	350000	0	22959	0	0	0	0	0	true	false	0	0	0	0	www.wsbonline.com	
311050																														207	150	0	0	7500	true	207	0	0	0	0	150	1087	0	0	0	true	0	0	0	3000	4500	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.ahb-ok.com	
311144																														0	0	0	0	0	false	0	0	0	0	0	0	4054	4	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0		
311256																														0	458	1000	0	5000	true	0	458	0	0	0	0	983	1	0	0	true	0	0	0	1000	2000	2000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.fnbcs.com	
311265																														0	437	0	0	0	true	0	0	0	437	0	0	1454	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.yoakumnationalbank.com	
311452																														637	0	0	0	0	true	637	0	0	0	0	0	198	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	okemahnational.com	
311603																														1907	2412	0	1907	136624	true	0	237	0	2175	0	0	2369	2	2219	0	true	0	0	0	0	48152	30262	58210	40000	0	0	0	0	0	0	true	false	0	0	0	0	http://www.dime-bank.com	
311649																														0	0	2075	0	2075	true	0	0	0	0	0	0	640	1	0	0	true	0	0	0	2075	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.pinnbanksc.com	
311658																														0	70	0	0	0	true	0	0	0	0	0	70	118	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.ColeraineBank.com	
311845																														371940	86037	103904	358585	602060	true	13355	45371	3895	23745	1428	11464	175693	27	496616	0	true	0	28431	134	103904	149323	22824	167537	36193	28667	61797	27952	40056	0	0	false	false	195373	23701	0	0	www.arvest.com	
311939																														0	0	0	0	1552	true	0	0	0	0	0	0	237	0	0	0	false	0	0	0	0	0	0	1552	0	0	0	0	0	0	0	true	false	0	0	0	0	www.washingtonstatebankla.com	
312244																														385	42	9301	385	47454	true	0	0	0	42	0	0	1867	1	385	0	true	0	0	0	9301	17550	7400	11253	10000	0	0	0	1950	0	1950	true	false	0	0	0	0	www.bankofberne.com	
312356																														0	3731	0	0	0	false	0	0	523	1237	0	1971	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0		
312730																														277	43519	5000	0	13039	true	277	33613	0	3019	1924	4963	0	0	0	0	true	0	900	0	5000	0	5000	2139	2139	900	0	0	0	0	900	true	false	0	0	0	0	http://www.bridgeviewbank.com	
313009																														0	0	0	0	0	true	0	0	0	0	0	0	68	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.upstatebank.com	
313157																														0	0	0	0	1000	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.fnbseiling.com	
313223																														625	772	1000	565	4711	true	60	0	0	188	0	584	1208	0	565	0	true	0	0	0	1000	637	958	2116	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.osgoodbank.com	
313401																														0	74	2000	0	2000	true	0	0	0	0	0	74	4309	3	0	0	false	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.nubk.com	
313577																														3388	898	0	555	28500	true	2833	0	0	222	0	676	175	0	555	0	true	0	0	0	0	7800	12700	8000	8000	0	0	0	0	0	0	false	false	0	0	0	0	www.forwardbank.com	
314257																														1559	3318	1000	0	15157	true	1559	1307	0	174	0	1837	5139	4	0	0	false	0	0	0	1000	7500	0	6500	10000	5	0	152	0	0	152	true	false	0	0	0	0	www.deerwoodbank.com	
314444																														0	72	0	0	15800	true	0	0	0	0	0	72	844	1	0	0	false	0	0	0	4500	8000	3300	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.fordycebank.com	
315339																														0	0	1000	0	1000	true	0	0	0	0	0	0	122	0	0	0	false	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.brimfieldbank.com	
315357																														0	339	778	0	8373	true	0	339	0	0	0	0	1446	1	0	0	false	0	0	0	778	0	237	7358	5500	0	0	0	0	0	0	true	false	0	0	0	0	http://www.smsb.org	
315629																														303	12031	1500	0	14523	true	303	5002	0	77	2317	4635	3475	1	0	0	true	0	0	0	1500	3723	2500	6655	0	0	145	0	0	0	0	false	false	0	0	0	0	http://www.thebank.com	
315656																														0	2460	11095	0	26695	true	0	2460	0	0	0	0	2469	1	0	0	false	0	1000	0	11095	9600	5000	0	0	1000	0	0	0	0	0	false	false	0	0	0	0	http://www.febokc.com	
315674																														340	1503	0	0	0	true	340	0	0	1503	0	0	2317	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.hartfordsavingsbank.com	
315852																														3722	2357	2054	1739	12343	true	1983	1739	0	393	0	225	1688	2	1739	0	true	0	95	0	2054	8116	126	567	0	95	270	399	716	0	1480	true	false	0	0	0	0	http://www.eastwoodbank.com	
316354																														0	4961	5000	0	22100	true	0	0	0	73	4600	288	12074	6	0	0	false	0	0	0	5000	17100	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.bankrepublic.com	
316840																														7800	9835	75000	7800	564877	true	0	3543	0	3033	454	2805	4356	1	9967	0	false	0	0	0	195000	156000	188000	25877	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.republicbank.com	
316859																														0	2706	2000	0	4000	true	0	1038	0	1077	0	591	869	0	0	0	false	0	0	0	2000	0	2000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.exb-ok.com	
316934																														0	0	0	0	0	false	0	0	0	0	0	0	1278	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0		
317100																														600	3451	3770	600	31314	true	0	361	0	664	100	2326	2066	1	600	0	false	0	0	0	26020	3848	1210	0	24000	0	0	0	236	0	236	true	false	0	0	0	0	http://WWW.NMSB.COM	
317258																														403	50	0	403	3500	true	0	0	0	50	0	0	7013	4	403	0	false	0	0	0	0	3500	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.westplainsbank.com	
317342																														1785	5444	0	1785	97258	true	0	3496	0	1570	0	378	9873	3	1785	0	true	0	1998	0	0	20000	40000	441	0	1998	6635	456	27728	0	34818	false	false	0	0	0	0	www.syb.com	
317650																														0	0	0	0	0	true	0	0	0	0	0	0	447	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.csbjc.com	
318639																														0	128	0	0	0	true	0	0	0	128	0	0	560	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.bankofchestnut.com	
318835																														0	4760	1308	0	1308	true	0	1341	0	734	0	2685	11	0	0	0	true	0	0	0	1308	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.pilotbank.com	
319047																														470	298	300	470	3975	true	0	0	0	298	0	0	283	0	445	0	false	0	3075	0	300	600	0	0	0	3075	0	0	0	0	3075	true	false	0	0	0	0	http://riddellonline.com	
319458																														0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.fnbstigler.com	
319542																														0	504	0	0	1898	true	0	0	0	98	8	398	2171	2	0	0	true	0	0	0	0	1000	0	898	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.firsteconnect.com	
319551																														0	0	2500	0	13752	true	0	0	0	0	0	0	7577	3	0	0	false	0	252	0	2500	11000	0	0	0	252	0	0	0	0	0	false	false	0	0	0	0	http://www.ssbscott.com	
320034																														0	609	0	0	0	false	0	0	66	0	0	543	1582	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.peoplesbankofgreensboro.com	
320052																														0	9769	0	0	0	true	0	8763	0	0	0	1006	68	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.legacybank.com	
320070																														0	87	0	0	0	false	0	0	0	87	0	0	1325	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0		
320119	0	2628	44767	0	204053	true	0	10789	2	0	0	true	0	5580	44767	91527	14120	47919	0	5720	0	0	0	5110	0	0	0	0	0					199764			1768	0	0	0	860								0										0		false	true					www.idbny.com	
320155																														1423	18697	104	0	3211	true	1423	15844	41	169	0	2643	1630	1	0	0	true	0	0	0	104	1223	1334	550	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.coloeast.com	
320856																														0	586	0	0	300	false	0	586	0	0	0	0	29	0	0	0	false	0	0	0	0	300	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0		
321152																														0	23	0	0	22	false	0	23	0	0	0	0	341	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	22	0	0	false	false	0	0	0	0	http://www.citizensbankatwood.com	
321255																														0	0	0	0	0	true	0	0	0	0	0	0	59	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.fabstonewall.com	
321330																														0	1072	1000	0	1252	true	0	483	0	294	0	295	1746	1	0	0	false	0	252	0	1000	0	0	0	0	252	0	0	0	0	252	true	true	0	0	0	0	http://www.bushnellbank.com	
321947																														629	692	0	629	6805	true	0	0	0	692	0	0	2111	1	629	0	false	0	805	0	0	5000	1000	0	0	805	0	0	0	0	0	true	false	0	0	0	0	http://www.fcnbank.com	
322056																														57	4826	0	0	403	true	57	720	0	331	693	3082	226	0	0	0	true	0	403	0	0	0	0	0	0	403	0	0	0	0	403	true	true	0	0	0	0	www.natlbank.com	
322449																														0	0	0	0	0	false	0	0	0	0	0	0	1376	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0		
322476																														0	400	0	0	0	false	0	360	0	40	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0		
322551																														0	0	0	0	0	true	0	0	0	0	0	0	359	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://unionstar@firstsecuritybankmo.com	
322757																														0	287	1250	0	2000	true	0	0	0	32	0	255	202	0	0	0	false	0	0	0	1250	750	0	0	1000	0	0	0	0	0	0	false	false	0	0	0	0	http://farmersandmerchants.net	
322850																														0	392	0	0	5525	true	0	0	0	36	0	356	319	0	0	0	false	0	0	0	1647	2500	257	1121	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.bankofcommercestilwell.com	
323035																														2957	17168	0	0	0	true	2957	3896	0	5451	103	7718	5588	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.archerbank.com	
323204																														422	97	31800	422	36800	true	0	0	0	0	0	97	23311	4	422	0	true	0	0	0	31800	5000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.lyonsbank.com	
323651																														0	1157	0	0	0	true	0	0	0	1033	0	124	2609	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.gnbgilmer.com	
323718																														142	2448	0	142	10000	true	0	872	1324	28	0	224	6746	5	142	0	false	0	0	0	0	5000	5000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.fnbwyomingde.com/	
