"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG167	RCONG168	TEXTA545	
171133	406520	10995			10995			0	1924		0	0	147549		246052	1065					21568	33		
171656								0	4155		0	0	36586		28058	102	68799	0			5336	9		
171759								0	4416		0	0	46826		20663	90	71905	0			1928	5		
171768								0	5351		0	0	95381		17631	132	118363	0			4567	12		
172158								0	1820		0	0	32637		21319	91	55777	0			3092	6		
172251								0	1856		0	0	18758		6235	44	26849	0			259	1		
172457								0	6594		269	1	141959		120046	491	268868	0			15491	25		
172747								0	7735		552	2	60370		99181	245	167838	0			10736	19		
172859								0	4876		730	2	45577		20082	104	71265	0			1863	3		
173306								0	7627		0	0	118707		77907	326	204241	0			10085	18		
173342								0	4878		0	0	35531		24333	127	64742	0			2264	3		
173548								0	3462		254	1	29996		23293	113	57005	0			490	1		
173557								0	12797		275	1	199771		74262	399	287105	0			5835	12		
173575								0	22393		1290	4	255870		203674	932	483228	0			10081	22		
173641								0	7334		736	2	73963		66145	165	148178	0			3506	9		
173959								0	2054		0	0	34636		51321	197	88011	0			0	0		
174321								0	4508		2240	6	39377		13407	99	59532	0			0	0		
174367								0	1501		0	0	14483		8293	48	24277	0			0	0		
175056								0	3667		0	0	93242		60917	253	157826	0			1225	4		
175140								0	11064		839	3	129298		56211	177	197412	0			3202	7		
175458								0	1548		0	0	11716		3445	20	16709	0			0	0		
175609								0	2960		562	2	53698		54984	193	112204	0			0	0		
175672								0	8394		303	1	103764		63714	288	176175	0			1341	3		
176053								0	3988		0	0	35750		9448	57	49186	0			808	3		
176101								0	7895		968	2	163654		120469	507	292986	0			10012	20		
176325								0	5180		0	0	46791		20349	95	72321	0			0	0		
176437								0	6592		451	1	36783		12730	62	56556	0			0	0		
176464								0	20143		653	2	254915		135523	546	411234	0			58627	80		
176642								0	6771		406	1	40800		43647	125	91624	0			2325	4		
177135								0	0		0	0	4057		16858	37	20915	0						
177443								0	10264		0	0	87641		32603	160	130508	0			1942	5		
177500								0	1780		917	2	21577		7829	47	32104	0			461	1		
177546								0	5885		0	0	64902		33054	208	103841	0			1219	2		
177555								0	1428		0	0	10660		3512	19	15600	0			0	0		
177751								0	473		0	0	63517		276062	562	340052	0			58564	94		
177920								0	46900		3909	12	209022		89704	479	349535	0			8526	14		
177957								0	9903		1075	1	167228		133304	478	311513	2			12789	28		
178057								0	0		0	0	9489		2477	8	11966	0						
178150								0	11509		0	0	66029		44139	188	121677	0			3848	4		
178244								0	4411		0	0	37696		14651	69	56759	0			976	2		
178271								0	1774		0	0	31889		17001	72	50665	0			0	0		
178356								0	1056		0	0	35192		26961	114	63209	0			636	2		
178851								0	10697		0	0	123302		99317	483	233316	0	247005	0	13402	27		
179148								0	3466		373	1	49104		36515	143	89458	0			2646	6		
179335								0	11420		1332	4	81643		67425	351	161820	0						
179700								0	20779		372	1	175007		143006	660	339164	0	342386	0				
179755								0	6180		0	0	38559		33196	107	77935	0			560	1		
180041								0	5572		0	0	57319		24788	119	87679	0			2025	6		
180078								0	10348		808	3	162539		125586	469	299881	600			7337	18		
180144								0	9268		1319	3	28984		12197	70	51768	0						
180416								0	11655		988	3	110935		57266	289	180844	0			0	0		
180443								0	2824		0	0	28289		17903	64	49016	0			3307	4		
180537								0	5087		552	2	43802		22737	120	72178	0			2366	5		
180845								0	3447		0	0	32522		20104	94	56073	0						
181347								0	6111		0	0	126282		183708	338	316101	0			5222	11		
181459								0	24533		453	1	238293		176233	702	439512	0			9569	19		
181758								0	97		0	0	28812		25560	74	54470	0			8691	11		
181851								0	25854		1723	5	344896		161350	669	533823	0			7667	17		
181963								0	3193		0	0	76055		55207	247	134455	0			5379	8		
182157								0	551		0	0	22898		4646	33	28095	0			922	3		
182353								0	2064		827	2	18562		2737	19	24190	0						
182401								0	7250		850	2	55923		19892	108	83915	0			2513	6		
182652								0	981		0	0	6149		1624	11	8754	0						
182951								0	4331		266	1	83789		92542	253	180928	0			5020	13		
183042								0	10356		565	2	53930		26539	87	91390	0			1686	3		
183051								0	1250		0	0	19320		9632	55	30214	12			341	1		
183154								0	1313		0	0	23621		9347	45	34281	0			1041	3		
183668								0	3225		291	1	138020		182322	558	323859	0			40368	58		
183770								0	16696		550	2	145862		71401	359	234509	0			4544	8		
183846								0	17373		948	2	110193		39687	192	168201	0			2562	7		
183958								0	15273		0	0	71868		38197	128	125338	0			0	0		
184142								0	14487		0	0	149738		64381	337	228606	0			16000	39		
184245								0	8343		297	1	105434		81091	263	195165	0			5640	11		
184656								0	3106		0	0	52453		37079	151	92638	0			3400	10		
184759								0	1009		0	0	17604		8023	55	26636	0						
184937							396070	0	92345		8497	19	615278		333186	1172	1049306	0	1035946	0	30515	41		
185037								0	9327		0	0	257345		99830	451	366502	0			10820	26		
185251								0	0		0	0	11788		2329	13	14117	0			0	0		
185448								0	3708		319	1	37648		16765	84	58440	0						
185457								0	1548		0	0	14828		5631	28	22007	0			0	0		
185859								0	11203		251	1	117836		95123	330	224413	0			9318	18		
186221								0	30053		535	2	395632		223018	976	649238	0			50662	80		
186548								0	3532		0	0	37682		28006	90	69220	0			1683	3		
186557								0	962		0	0	14152		5116	15	20230	0			0	0		
186650								0	1773		0	0	32110		13727	85	47610	0			4355	9		
186717								0	39292		1409	5	317614		133556	645	491871	0			19406	22		
186744								0	32600		304	1	371510		211799	770	616213	0			18602	31		
186838								0	13893		1328	4	159267		102234	438	276722	0			18075	24		
186856								0	2841		0	0	25049		24219	126	52109	0			0	0		
187358								0	543		0	0	12242		4246	25	17031	0			701	2		
187451								0	2389		0	0	28423		17637	109	48449	0			719	1		
187648								0	0		0	0	9985		2775	23	12760	0			0	0		
187947								0	5450		284	1	55272		28053	113	89059	0			3063	8		
188056								0	14492		1447	3	106422		62265	226	184626	0						
188430								0	21889		1139	4	535029		311047	1441	869106	0			47493	49		
188449								0	1770		0	0	28706		15488	84	45964	0			0	0		
188720								0	11571		260	1	77796		42489	196	132116	0			3960	10		
188739								0	2130		1458	4	23712		15830	88	43130	0			0	0		
188757								0	551		0	0	10774		2278	10	13604	0			347	1		
188917								0	7196		318	1	81621		39544	200	128679	0						
188926								0	5992		0	0	41309		16817	99	64118	0			825	3		
189044								0	15345		1215	2	320006		181057	687	517623	0			49097	25		
189129								0	23989		641	2	199260		82390	368	306280	0			15004	25		
189352							441460	0	12029		694	2	455962		490731	2041	959416	0	968575	0	50838	93		
189549								0	9910		435	1	57575		25689	130	93609	0			1820	2		
189745							213562	0	30710		1233	4	400700		406828	1403	839471	0			14149	33		
189820								0	11385		0	0	88923		36031	187	136339	0						
189950								0	2357		0	0	39300		21767	116	63424	0			480	1		
190246								0	987		0	0	11548		3540	15	16075	0			0	0		
190451								0	8787		611	2	86615		62628	334	158641	0			1967	4		
190554								0	7247		0	0	83001		70356	244	160604	0						
190563								0	2353		0	0	32828		43651	159	78832	0			1460	4		
190639								0	0		0	0	92752		248082	207	352095	11261			170456	116		
190648								0	10891		251	1	86281		45000	141	142423	0			12240	18		
190947								0	6943		293	1	49967		22492	91	79695	0			2552	5		
190956								0	4351		713	2	56274		12873	67	74211	0			1115	4		
191355								0	8620		281	1	86275		70043	226	165219	0			4079	12		
191449								0	4528		253	1	25899		3284	17	33964	0			0	0		
191663							104714	0	45379		1123	4	772526		506757	2084	1325785	0	1359316	0	136233	177		
191935								0	17940		681	2	245207		278866	865	542694	0			27825	56		
192147								0	16671		1293	4	140157		129089	454	287210	0			18907	18		
192156								0	3759		259	1	104549		112549	343	221592	476						
192558								0	11121		538	2	102788		47314	200	161761	0			3324	6		
192651								0	758		0	0	13586		6317	33	20661	0			0	0		
192857								0	3278		0	0	41083		34236	135	78597	0			6730	9		
193162								0	980		299	1	17539		16300	81	35118	0			2977	5		
193247								0	998		0	0	26701		10520	27	38219	0			0	0		
193461								0	22360		2152	4	144332	6721	236821	1055	405665	0			35025	66		
193537								0	5927		276	1	31651		44503	174	82357	0			2017	1		
193649								0	11395		552	2	78003		61074	238	151024	0	149188	0				
193809								0	88132		11543	33	488056		213290	1234	801021	0			5054	11		
194253								0	7038		0	0	26719		25269	98	59026	0			4089	11		
194440								0	3362		945	1	51792		33546	129	89645	0			8187	15		
194936								0	3969		598	2	52919		103184	289	160670	0						
195111								0	14268		296	1	250214		125028	559	389451	-355			20519	28		
195157								0	3318		572	2	24442		12545	45	40877	0						
195456								0	2695		0	0	47157		19879	104	69730	0			261	1		
196257								0	0		0	0	10518		5569	45	16087	0			0	0		
196743								0	5025		0	0	107519		60346	304	172892	2			6848	17		
196752								0	0		0	0	2694		0	0	2694	0			0	0		
196800								0	15492		3414	7	171483		172211	659	362600	0			10976	16		
197142								0	11748		925	3	90831		53867	247	157371	0						
197254								0	806		0	0	13503		5669	39	19978	0			0	0		
197302								0	32746		2845	8	200919		136613	723	373123	0			3670	8		
197357								0	1346		0	0	15251		13970	56	30567	0			7670	11		
197478	8184105	129783	7756451	93478	129783	93478	2449812	0	77769		2336	7	3530085		4444131	17422					573722	753		
197759								0	11384		0	0	108352		46467	178	166203	0			5400	11		
198046								0	3981		0	0	28349		14947	89	47277	0			365	1		
198103								0	3375		433	1	29116		18018	92	50942	0			0	0		
198149								0	22391		1130	2	128631		70534	298	222686	0	215681	0	10998	10		
198251								0	4682		0	0	37461		18810	103	60953	0	62085	0	564	2		
198831								0	21386		2445	8	216208		133144	646	373182	0			11609	14		
198859								0	2805		0	0	35518		25192	89	63515	0			5959	6		
198961								0	3919		0	0	49165		36056	184	89140	0			10581	19		
199052								0	2256		530	2	30477		9687	44	42950	0			450	1		
199137								0	1042		336	1	35472		13089	50	49939	0						
199351								0	41		0	0	4215		1057	7	5313	0			0	0		
199436								0	11212		555	2	72350		38367	211	122484	0			5364	10		
199454								0	1295		0	0	11020		7861	30	20176	0						
199463								0	608		0	0	19638		38976	169	59223	0			0	0		
199940								0	12154		263	1	118210		59111	390	189738	0			2232	7		
200042								0	2254		0	0	17742		9968	33	29964	0						
200435								0	24521		3022	7	223947		265782	866	517272	0			33017	25		
200640								0	16337		821	3	181453		453431	1292	652043	1	661027	28	61650	95		
201049								0	5968		0	0	63495		29916	130	99379	0			1200	3		
201254								0	2047		0	0	95972		61577	247	159596	0			2018	5		
201441								0	1845		0	0	29383		18267	77	49495	0			551	1		
201638								0	23862		2142	4	140764		183073	543	349841	0			6501	14		
201647								0	8920		0	0	47917		20015	81	76852	0			0	0		
201834								0	10217		1745	4	390202		463282	1326	865446	0			93868	87		
202251								0	4065		255	1	48910		58567	261	111798	0			6697	14		
202514								0	2296		0	0	61039		71010	202	134345	0			9336	8		
202541								0	5701		1354	2	72186		27762	145	107003	0			1732	6		
202550								0	7317		0	0	93994		39168	218	140479	0			1610	5		
202907							1142645	0	212341		6373	15	2540354		1349145	4463	4108213	0	3932598	0	110621	279		
203052								0	2359		0	0	29996		16380	84	48736	0			432	1		
203418								0	14944		272	1	141491		69073	321	225780	0			2693	7		
203575								0	6938		320	1	45612		8576	60	61447	0			0	0		
204004							1683350	0	299506		6598	21	1623075		2323802	6410	4252981	0	4186578	0	44122	50		
204237								0	9850		2792	4	120509		125284	245	258435	0			7259	11		
204826								0	8694		256	1	97155		50639	183	156744	0			3869	7		
205159								0	3422		0	0	19094		10119	51	32635	0			382	1		
205243								0	13673		1032	3	88175		51793	213	154673	0			3645	6		
205346								0	13800		304	1	109370		57482	241	180956	0			4133	9		
205458								0	2031		520	1	16222		13253	65	32026	0			0	0		
205542								0	8825		558	2	77590		44797	188	131770	0			4246	9		
205654							481092	0	65610		7076	16	559968		628860	1753	1261514	0	1229650	0	56370	96		
206156								0	1829		735	1	59480		64253	187	126297	0			10217	8		
206174								0	32975		935	2	92956		53411	271	180277	0			1885	3		
206772								0	1416		0	0	39372		30501	189	71289	0			270	1		
206950								0	1739		0	0	10342		13514	43	25595	0			0	0		
207041								0	2244		0	0	16227		5793	28	24264	0			0	0		
207050								0	7088		0	0	103249		85369	282	195706	0						
207452								0	6194		0	0	44268		77601	237	128063	0			15169	29		
207555								0	7592		0	0	73789		36995	154	118375	0			0	0		
207564								0	841		0	0	9163		3696	31	13700	0			298	1		
207845								0	30912		1537	5	243068		243244	697	518761	0			36215	36		
207872								0	5911		256	1	147586		175963	681	329716	0			22235	19		
207957								0	0		0	0	10602		4551	17	15153	0						
208057								0	19555		0	0	161215		173316	480	354087	0			15306	24		
208169							635480	0	11404		2453	7	223272		934482	2075	1171612	0	1108440	0	91136	141		
208244	5464143	1207	6323121	698	0	0	1674931	0	244699		11901	34	3117824		2088512	6741					295557	398		
208347								0	3200		0	0	23309		10989	75	37498	0			0	0		
208440								0	4493		279	1	43130		24687	118	72589	0			254	1		
208459								0	1227		263	1	17435		22378	131	41303	0			651	1		
208655								0	8194		341	1	108408		30757	160	147700	0			4301	10		
208972								0	12035		963	3	41029		6700	44	60727	0			0	0		
209148								0	7754	507	0	0	148697	18557	65339	309	221790	0			0	0		
209335								0	25278		3584	9	321131		288020	1203	638013	0			15426	28		
209362								0	1946		440	1	20935		13895	88	37216	0			0	0		
209447								0	5807		0	0	31170		15741	99	52718	0			2285	3		
209559								0	3298		0	0	20511		14593	45	38403	0	34544	0	0	0		
209830								0	7812		653	2	55603		72889	192	136957	0			1559	3		
209858								0	5241		254	1	70250		88716	258	164461	0			7734	13		
210238								0	18890		558	2	187040		147746	435	354234	0			20275	27		
210256								0	7184		758	3	54946		38509	102	101397	0			1360	3		
210434	64927827	48486447	60010337	49172748	48481491	49171759	7278319	0	173232		32673	67	1937371		14298104	11579					10083585	1504		
210452								0	2006		399	1	13629		3424	20	19472	14			0	0		
210555								0	9724		870	2	69382		17820	74	97796	0			5577	9		
211114								0	9503		587	2	50853		39528	132	100471	0			7325	13		
211338								0	6301		954	3	59486		36191	198	102932	0			3363	5		
211851								0	5707		0	0	30921		12984	71	49612	0			0	0		
211954								0	2004		0	0	20205		7560	50	29769	0			1235	4		
212018								0	28573		391	1	177720		56573	323	263257	0			7264	11		
212335								0	3925		0	0	39014		26952	127	69891	0			5470	7		
212344								0	7544		0	0	42295		11639	70	61479	0			857	3		
212465	49548819	3606533	45419554	3697403	3370937	3472164	25134365	0	606726		75793	165	10457536		34802231	44811					9473730	7132		
212522								0	41605		3555	10	208965		159446	537	413571	0			23385	42		
213538								0	4936		511	1	59750		55324	276	120521	0			11987	19		
213912								0	992		0	0	57248		18528	90	76768	0			6886	12		
213958								0	1792		287	1	29480		26836	70	58395	0						
214414								0	54124		2599	6	366705		193620	637	617048	0			8206	15		
214722								0	10237		405	1	246066		173617	737	430325	0			11764	17		
214807	23169000	10077000	22802000	10436000	10077000	10436000	10663000	0	0		0	0	95000		12997000	2129					7343000	1046		
214843								0	13798		265	1	108660		40474	167	163197	0			1452	4		
215130								0	1101		0	0	786163		74813	265	862077	0			14472	15		
215251								0	1863		0	0	20636		6496	31	28995	0			578	1		
215345								0	16383		1405	4	107256		44695	197	169739	0			909	3		
215354								0	5519		375	1	54906		41601	207	102401	0			5143	9		
215653								0	1819		0	0	11839		2995	15	16653	0			358	1		
215662								0	17873		882	2	254321		319590	1406	593032	366			45298	79		
215710								0	29715		626	2	262706		64978	345	358025	0			12588	19		
215756								0	10282		298	1	135536		106064	426	252180	0			3472	8		
216164								0	2099		251	1	53426		43338	151	99114	0			19990	22		
216230								0	2893		0	0	34269		59100	210	96262	0			3766	8		
216445								0	12408		0	0	45128		28337	115	85873	0			1032	3		
216632								0	8709		0	0	103991		62974	307	175674	0			0	0		
216922							618899	0	139901		10701	30	1005137		927456	3445	2083195	0	2041425	0	36059	64		
217059								0	6903		258	1	74941		39411	174	121513	0			3762	10		
217620								0	9522		0	0	175403		84734	392	269659	0			12656	22		
218131								0	15382		1320	3	150433		86880	480	254015	0						
218261								0	693		0	0	26549		57512	259	84754	0						
218757								0	99		272	1	6738		5331	6	12439	0			0	0		
218775								0	2446		0	0	37761		9638	72	49845	0			0	0		
218850								0	549		0	0	14773		5039	34	20361	0			709	2		
218878								0	11490		0	0	107578		35887	185	154955	0			2963	6		
219044								0	971		0	0	10966		7571	37	19508	0			0	0		
219138								0	564		0	0	17767		10928	55	29259	0			254	1		
219259								0	3288		790	2	59361		62706	345	126145	0			2195	7		
219343							319365	0	52708		1585	5	480445		439974	596	974712	0	943104	0	53200	80		
219651								0	10154		897	3	76316		97081	318	184448	0			2062	3		
219857								0	687		0	0	10293		5839	22	16819	0						
220059								0	14258		0	0	133193		90238	265	237689	0			5339	10		
220527								0	40545		3936	10	418542		289431	1254	752454	0			21845	44		
220545								0	15471		540	2	336161		314699	938	666871	0			23792	38		
220844								0	3306		0	0	52796		13220	100	69322	0			0	0		
221476								0	12945		2311	6	176609		74655	328	266520	0			0	0		
222053								0	1658		544	1	47998		17586	94	67786	0			0	0		
222147							2216574	0	310980		7615	23	5277838		3325666	11124	8922099	0	8888822	0	420816	549		
222156								0	12365		0	0	66015		39540	163	117920	0			0	0		
222446								0	32050		4273	11	188478		83374	421	308174	0	296233	0				
222558								0	1031		512	1	28817		50918	83	81278	0			7253	14		
222754								0	4610		0	0	67458		83512	316	155580	0			13170	25		
223238								0	3696		0	0	41647		21024	91	66367	0			4248	4		
223322								0	31556		912	3	454626		338588	1064	825682	0			97004	68		
223331								0	8235		0	0	349276		411584	1347	769095	0			56337	108		
223452								0	3401		0	0	32790		16509	92	52700	0			0	0		
223751								0	3913		747	1	36072		9158	62	49890	0			0	0		
223845								0	4885		312	1	44608		30286	100	80091	0			0	0		
224178							72042	0	83350		2846	7	574255		222595	1011	883046	0	876214	0	20157	33		
224552								0	647		0	0	9903		5133	31	15683	0			1593	4		
224637								0	14410		2126	6	202025		140666	618	359227	0			14688	18		
224655								0	9387		600	2	225898		141319	492	377204	0	363333	0	26816	41		
224954								0	3752		0	0	33568		13351	51	50671	0			0	0		
225054								0	2326		0	0	30294		17822	92	50442	0			871	2		
225157								0	1884		341	1	39017		37895	162	79137	0			2827	4		
225241								0	2461		0	0	16199		24806	55	43466	0			551	2		
225250								0	4471		297	1	43492		39161	141	87421	0			1254	4		
225335							229783	0	56345		0	0	470710		282298	799	809353	0	763686	0	12300	47		
225559								0	10936		0	0	227599		133743	646	372279	0			13974	31		
225942								0	1574		0	0	16097		10658	64	28329	0			0	0		
226659								0	0		0	0	5476		3074	11	8550	0						
226734								0	1354		0	0	19370		3918	24	24642	0	24466	0	296	1		
226752								0	2263		277	1	42212		13054	110	57806	0			0	0		
226949								0	0		0	0	9226		4714	26	13940	0			0	0		
227151								0	13314		267	1	93711		55697	240	162989	0			4180	10		
227179								0	16374		254	1	255378		198530	838	470536	0			27050	45		
227357								0	6001		0	0	101514		69206	295	176721	0			11007	19		
227656								0	4691		299	1	36615		27118	107	68723	0			3582	2		
228000								0	18817		1511	4	143185		61962	324	225475	0			2988	6		
228055								0	1111		0	0	17168		10593	38	28872	0			875	2		
228158								0	8101		0	0	81200		100467	403	189768	0	191391	0	4814	13		
228345								0	16199		796	3	65139		28706	34	110840	0						
229342								0	4170		0	0	52575		38256	151	95001	0			4894	7		
229454								0	2452		365	1	44000		25945	127	76984	4222						
229801							3456535	0	537530		28609	85	4363174		4628208	15528	9557521	0	9368667	0	1020358	1387		
229913	2099276	1862897	1864442	1759294	1862897	1759294	220940	0	0		0	0	5072		231307	126					153675	72		
229940								0	4392		0	0	32657		12206	60	49255	0			928	3		
229959								0	0		0	0	8810		5507	21	14317	0			0	0		
230254								0	6603		573	2	32227		15693	75	55096	0						
230357								0	0		0	0	20210		11653	72	31863	0			1377	4		
230423							59314	0	14938		1189	4	93552		57980	228	167660	0			3594	6		
230535								0	6752		0	0	139526		164694	809	310972	0			17622	14		
230610								0	6514		0	0	98579		63975	226	169068	0			4959	10		
230740								0	803		0	0	47365		31158	197	79326	0			529	2		
230759								0	3139		0	0	222573		301480	1047	529148	1956			23411	63		
231149								0	12114		638	2	93390		30186	120	136328	0			0	0		
231242							1527801	0	62365		1082	4	1696914		897113	2977	2657474	0	2680598	0	241009	357		
231279								0	7795		251	1	34901		15925	54	58872	0						
231336								0	7915		380	1	70303		33155	146	111754	0			4115	4		
232258								0	531		0	0	9525		3636	21	13692	0			0	0		
232847								0	9317		568	2	79902		26819	124	116606	0			4708	8		
232856								0	5786		795	3	117839		122604	260	247024	0			8707	11		
233031	111176580	21671250	107348932	20785475	21671250	20785475	27367858	0	4176494		274447	733	44362742		40691647	143919					5794549	6621		
233246								0	1284		0	0	33385		7329	32	41998	0			1225	2		
233358								0	4365		0	0	84406		80278	232	169049	0			28450	19		
233442								0	525		0	0	8410		4846	31	13781	0			0	0		
233451								0	3864		317	1	16736		5213	28	26130	0			0	0		
233527								0	5895		0	0	63604		12582	77	82081	0			2688	6		
233554								0	12981		0	0	246894		95134	325	355009	0			11409	21		
234056								0	1320		334	1	19961		32098	114	53713	0			6063	8		
234355								0	33583		811	3	478740		297812	844	810946	0			71507	49		
234506								0	6562		0	0	84387		76680	220	167629	0						
234739								0	38484		1360	4	333708		192627	787	566179	0			13289	24		
234841								0	14236		2247	5	53919		50447	212	120849	0						
235017								0	5007		506	1	61117		20218	93	86848	0						
235231								0	12965		2037	6	79797		41561	192	136360	0						
235316								0	170		0	0	22697		5060	25	27927	0						
235446								0	4384		0	0	88677		49685	219	142747	0						
235530								0	3923		891	2	151555		78974	361	235343	0			11535	19		
235558								0	923		0	0	6845		1677	15	9445	0			0	0		
235950								0	1384		0	0	23020		28137	104	52541	0			7156	9		
236050								0	2481		0	0	24007		9150	52	35638	0			297	1		
236153								0	29991		515	2	389719		349340	1279	769565	0			42339	71		
236256								0	4595		0	0	39038		12606	63	56239	0						
236452								0	5012		0	0	118483		42261	207	165756	0			6685	16		
236603								0	10192		0	0	82311		47217	163	139720	0						
236706							316270	0	38912		838	3	351575		849520	2113	1240845	0	1206317	0	67063	73		
236751							527622	0	93431		2826	10	1148355		1284064	4487	2528676	0	2498552	0	173949	299		
236957								0	5269		268	1	60966		62171	218	128674	0			6322	9		
237066								0	8891		0	0	183714		294221	698	486826	0			143239	127		
237150								0	4246		685	2	56303		77377	315	138612	0	143286	0	14939	25		
237619								0	51810		2314	4	413752		142212	671	610088	0	603866	0	6980	15		
237954								0	2542		1296	2	32595		33161	149	69594	0			875	3		
238045								0	0		0	0	13756		5326	24	19082	0			0	0		
238139								0	5659		266	1	69240		39457	166	114622	0			4861	11		
238241								0	6891		251	1	91745		46497	219	145384	0			1687	5		
238250								0	1771		0	0	20388		33002	59	55161	0			16573	19		
238737								0	6154		968	2	92203		99124	458	198449	0			4289	8		
238755								0	1882		0	0	30040		36388	152	68310	0			3257	6		
238812								0	4482		0	0	50660		16458	98	71599	0			1536	4		
239015								0	1257		279	1	33266		215866	362	250668	0			34608	50		
239042								0	2103		0	0	18367		4673	19	25143	0			372	1		
239275							20307	0	31720		2295	8	312300		371784	1117	718099	0	721918	0	11739	22		
239556								0	4495		0	0	48106		63588	237	116189	0			3288	10		
239613							505706	0	36555		1037	3	437929		481091	1098	956612	0	940856	0	23702	44		
239640								0	5429		273	1	60766		49230	175	115698	0			2055	6		
239659								0	5615		331	1	85979		98113	459	190038	0			43716	65		
239752								0	3179		0	0	51718		27877	132	82774	0			3131	5		
240356								0	2891		0	0	32164		25844	120	60899	0			0	0		
240459								0	3893		0	0	20389		9278	57	33560	0			0	0		
240468								0	1480		0	0	36463		20508	75	58451	0			0	0		
240954								0	5425		0	0	68856		80072	281	154388	35			13248	21		
241009								0	3100		0	0	39019		41962	100	84081	0	86811	0	4409	10		
241157								0	20975		2233	6	182193		154810	596	360211	0			19067	39		
241559								0	3913		464	1	36088		27023	101	67488	0			2003	5		
241607								0	29561		354	1	298903		164665	741	493483	0			17218	21		
242248								0	4752		295	1	63934		27961	83	96942	0			2390	4		
242257								0	13125		1585	3	91719		40629	187	147926	868						
242444								0	17970		0	0	380548		283387	781	681905	0			26798	32		
242949								0	1221		0	0	43464		25730	90	70415	0			1677	5		
242958								0	3747		0	0	34074		22163	125	59984	0			0	0		
243375								0	1105		0	0	12143		14731	79	27979	0			1787	5		
243414								0	3753		848	2	49705		36157	135	90463	0			3664	7		
243647								0	951		0	0	15978		9310	63	26239	0			0	0		
243955								0	1768		0	0	8801		6034	40	16602	0			0	0		
244037								0	2324		0	0	27741		18945	80	49010	0			0	0		
244149								0	4746		0	0	52856		81052	296	138654	0			9321	20		
244158								0	9427		263	1	96696		70810	378	177196	0			10498	17		
244251								0	8686		383	1	106030		147621	384	262720	0			14832	47		
245016	430647	79612			79612			0	3533		0	0	86574		260928	804								
245276							365207	0	283339		3353	10	944273		574517	2133	1805482	0	1638356	0	17395	32		
245351								0	7143		368	1	99915		78109	322	185535	0			4296	10		
245557								0	21459		908	2	173879		84066	426	280312	0			5000	11		
245856								0	1599		0	0	18786		2544	13	22929	0			0	0		
246022								0	1265		0	0	73158		141692	381	216114	0			36207	52		
246134								0	15432		1033	3	126126		130785	394	273376	0			5391	13		
246237								0	845		0	0	12574		4880	24	18299	0			1810	4		
246451								0	3146		0	0	28352		20621	80	52119	0			3295	4		
246657								0	22616		2058	3	184943		186269	428	395886	0			16593	21		
246947								0	2978		334	1	36424		14726	63	54462	0						
246956								0	6145		353	1	87499		52102	300	146099	0			6564	14		
247140								0	10774		264	1	72609		91785	195	175432	0			10436	10		
247355								0	11893		565	1	238492		224031	908	474981	0			33132	71		
247449								0	2781		0	0	30032		8891	61	41704	0	40412	0	270	1		
247476								0	879		0	0	30298		8205	58	39382	0			639	1		
247551								0	3070		0	0	44198		25881	143	73149	0			4928	7		
247645								0	5904		0	0	42946		16101	71	64951	0			2802	5		
247908								0	37105		2638	6	379768		240046	1235	659557	0			44524	80		
248147								0	4466		0	0	7313		10269	64	22048	0			0	0		
248240								0	6742		0	0	236163		217760	663	460665	0			3075	6		
248352								0	1029		299	1	14128		6918	42	22374	0						
248455								0	5795		262	1	89403		105903	371	201363	0			15891	21		
248633								0	14267		2014	6	74971		48367	89	139619	0			1209	2		
248745								0	12280		285	1	72650		23436	127	108707	56			4331	7		
248950								0	3887		357	1	42137		27560	121	73941	0			10746	15		
248969	112210	20653			20653			0	0		0	0	23756		67801	178								
249153								0	2415		0	0	44566		14928	77	61909	0			320	1		
249304								0	4361		0	0	35563		31095	123	71019	0			2077	5		
249416								0	9515		0	0	60767		33391	138	103673	0			6987	4		
249546								0	1553		0	0	30599		15842	39	47994	0			0	0		
249555								0	4253		0	0	54709		40904	105	99866	0			4750	8		
249564								0	776		658	2	37179		75043	234	113656	0			6764	15		
249612							1897551	0	412359		13574	28	2866316		2900651	10031	6192900	0	6138092	0	151991	130		
249658								0	131		0	0	21628		174780	126	196539	0			119680	16		
249872							90965	0	190559		6383	19	1038625		260806	1438	1496373	0	1487334	0	10474	24		
249957								0	2003		0	0	15600		8249	29	25852	0			0	0		
250047								0	834		0	0	63429		65203	204	129466	0			2530	6		
250430								0	6123		0	0	50634		17258	62	74015	0			331	1		
250850								0	1443		0	0	23728		24051	128	49222	0			3017	7		
251352								0	7686		0	0	94736		119148	369	221570	0			13454	30		
251558								0	9660		310	1	90717		81676	239	182363	0			4517	10		
251745								0	15907		647	2	135041		83491	365	235086	0			26936	27		
251857								0	1341		0	0	29075		18587	81	49003	0			5005	3		
252041								0	2713		605	2	87069		69507	263	159894	0			7275	12		
252256								0	882		0	0	9182		2683	15	12747	0			639	2		
252452								0	2123		0	0	26443		9145	41	37711	0						
252658								0	1446		0	0	27798		28529	105	57773	0			5743	9		
252836								0	9826		1705	4	249984		127366	658	388881	0			9029	15		
253262								0	3776		482	1	78711		125499	399	208468	0			4744	10		
