"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	
223751																																																																																																																																																																																				1880	0	0	0	9989	48758	0	369	0	6399	49342	0	0	0	0	6814	0	0	0	2787	0	0	369	369	1152	13411	5888	1034	28746	0	0	0.1306	0.1905	0.1802	0	0	0	6445	369	-46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35766	
223845																																																																																																																																																																																				1185	0	0	14068	21078	74581	0	485	0	9257	75676	0	0	0	0	9493	0	0	0	0	0	0	485	485	587	28631	24874	3000	21285	0	0	0.1197	0.2406	0.2283	0	0	0	9008	485	-195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39458	
224178																																																																																																																																																																																				23543	0	0	0	1068731	1793593	0	4864	0	163618	1790681	0	0	0	0	130318	0	0	5216	73244	-632	0	4864	4864	35341	997334	251816	77645	476684	0	0	0.071815	0.154351	0.14859	0	0	0	125454	4864	-4528	381	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631	0	0	844299	
224552																																																																																																																																																																																				732	0	0	761	0	12876	0	80	0	943	12882	0	0	0	0	1002	0	0	140	154	0	0	80	80	40	2424	1492	679	8979	0	0	0.0717	0.0958	0.0881	0	0	0	922	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10462	
224637																																																																																																																																																																																				6774	0	0	15000	15622	404562	0	4153	0	34475	381842	0	0	0	0	38641	0	0	4110	65872	0	0	4153	4153	1700	49557	60856	19287	296704	2212	0	0.0904	0.1039	0.0927	0	0	0	34488	4153	-142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372049	
224655																																																																																																																																																																																				21263	0	0	29327	98187	459976	0	3330	0	31628	453981	1452	0	0	0	36069	2429	0	0	22744	0	0	3531	3531	53523	102851	27968	9384	280470	1135	0	0.0717	0.1098	0.099	0	0	0	32538	3531	-910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328632	
224749																																																																																																																																																																																				4216	0	0	70	12336	53068	0	309	0	4129	52998	0	0	0	0	4601	0	0	0	0	0	0	309	309	595	18311	18813	2480	15821	0	0	0.080984	0.159259	0.148564	0	0	0	4292	309	-163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28890	
224954																																																																																																																																																																																				1858	0	0	13512	0	59056	0	431	0	6475	56007	0	0	0	0	6906	0	0	0	0	0	0	431	431	475	13063	23312	1889	22637	0	0	0.1156	0.1871	0.1754	0	0	0	6475	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36906	
225054																																																																																																																																																																																				1643	0	0	0	5435	47700	0	281	0	4808	51087	80	0	0	0	5138	0	0	0	1573	0	0	281	281	1147	7385	17602	4020	21929	479	0	0.095073	0.15565	0.147137	0	0	0	4857	281	-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33010	
225157																																																																																																																																																																																				3341	0	0	0	140	55111	0	481	0	4381	54715	0	0	0	0	4862	0	0	0	0	0	0	481	481	723	12885	3133	2767	38851	0	0	0.0801	0.1117	0.1006	0	0	0	4381	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43536	
225241																																																																																																																																																																																				1277	0	0	0	6260	26448	0	179	0	2998	26358	0	0	0	0	3077	0	0	0	552	0	0	179	179	522	4825	8529	654	12794	0	0	0.1099	0.1681	0.1584	0	0	0	2898	179	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18300	
225250																																																																																																																																																																																				3038	0	0	475	0	78373	0	728	0	7364	74645	0	0	0	0	8092	0	0	0	5256	0	0	728	728	993	3109	5545	2512	69454	0	0	0.0987	0.1063	0.0967	0	0	0	7364	728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76122	
225335																																																																																																																																																																																				20902	0	0	0	172429	1003375	0	10052	0	93771	996023	0	0	0	0	102726	0	0	48242	112562	0	0	10052	10052	2386	168946	55798	39839	784888	0	0	0.093	0.1108	0.1	0	0	0	92674	10052	1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	926978	
225559																																																																																																																																																																																				13547	0	0	422	140100	451825	0	2564	0	33590	442326	0	0	0	0	37047	0	0	1996	34808	0	0	2791	2791	7445	145549	39177	29729	261145	3363	0	0.0774	0.1127	0.1042	0	0	0	34256	2791	-666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328806	
225942																																																																																																																																																																																				1102	0	0	0	14529	35566	0	182	0	2703	35238	0	0	0	0	3108	0	0	0	0	0	0	182	182	314	14106	8473	653	13089	0	0	0.083	0.1526	0.1437	0	0	0	2926	182	-223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20361	
226659																																																																																																																																																																																				333	0	0	0	4522	9502	0	28	0	891	9841	0	0	0	0	1006	0	0	0	0	0	0	28	28	159	3916	1124	492	4434	0	0	0.0994	0.1741	0.1692	0	0	0	978	28	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5779	
226734																																																																																																																																																																																				2818	0	0	1065	4442	30383	0	790	0	2362	28565	0	0	0	0	2671	0	0	0	143	0	0	250	250	446	9306	6934	1020	14596	0	0	0.0848	0.1373	0.1244	0	0	0	2421	250	-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	19456	
226752																																																																																																																																																																																				1439	0	0	12291	74	58026	0	700	0	5210	55509	300	0	0	0	5661	0	0	0	0	0	0	450	450	3159	12549	11445	2740	31573	0	0	0.0939	0.1429	0.1315	0	0	0	5211	450	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	39616	
226949																																																																																																																																																																																				365	0	0	62	4338	12257	0	79	0	1103	12311	3	0	0	0	1263	0	0	0	0	0	0	79	79	220	4882	3055	290	4302	0	0	0.0962	0.1855	0.1739	0	0	0	1184	79	-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6807	
227151																																																																																																																																																																																				1688	0	0	0	14313	78096	0	815	0	7566	78002	0	0	0	0	7908	0	0	0	2104	0	0	707	707	1662	18607	15248	3678	43028	0	0	0.0931	0.1401	0.1276	0	0	0	7201	707	-251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	56443	
227179																																																																																																																																																																																				24984	0	0	29196	69853	521935	0	5178	0	65373	524615	0	0	0	0	70268	0	0	2123	8760	0	0	4525	4525	6965	173027	53438	14393	294244	0	0	0.1253	0.1945	0.1819	0	0	0	65743	4525	-370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653	361351	
227357																																																																																																																																																																																				23894	0	0	0	49888	184438	0	1488	0	16388	181402	0	0	0	0	18196	0	0	10	0	0	0	1430	1430	3707	68841	26307	10011	87448	0	0	0.0924	0.1592	0.1467	0	0	0	16766	1430	-378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	114317	
227656																																																																																																																																																																																				2159	0	0	0	11587	56780	0	670	0	5258	55713	0	0	0	0	5872	0	0	0	821	0	0	490	490	859	17219	8595	3126	30963	0	0	0.0966	0.1505	0.138	0	0	0	5382	490	-124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	39008	
228000																																																																																																																																																																																				6914	0	0	0	19245	292933	0	2415	0	64905	294526	0	0	0	0	67591	0	0	0	0	0	0	2570	2570	3041	25872	107118	13185	159517	132	0	0.220799	0.309412	0.297647	0	0	0	65021	2570	-162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218450	
228055																																																																																																																																																																																				1083	0	0	300	7953	27306	0	396	0	2731	27107	0	0	0	0	3016	0	0	0	0	0	0	218	218	530	10851	2540	739	13962	0	0	0.1032	0.1751	0.1624	0	0	0	2798	218	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	17224	
228158																																																																																																																																																																																				5127	0	0	0	10105	171356	0	1521	0	16521	172641	0	0	0	0	18247	0	0	50	11362	0	0	1521	1521	3308	18419	31595	7879	119759	0	0	0.096883	0.127263	0.116655	0	0	0	16726	1521	-205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143380	
228345																																																																																																																																																																																				1336	0	0	10583	0	112958	0	860	0	12974	110944	0	0	0	0	13834	0	0	16	513	0	0	860	860	3574	8889	35112	2104	66243	0	0	0.1169	0.16	0.1501	0	0	0	12974	860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86452	
228952																																																																																																																																																																																				1548	0	0	0	10645	22710	0	127	0	2668	22829	0	0	0	0	3051	0	0	0	0	0	0	127	127	1091	12136	2482	630	7494	0	0	0.1281	0.2733	0.262	0	0	0	2924	127	-256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11162	
229342																																																																																																																																																																																				4192	0	0	0	46483	112964	0	852	0	11035	116064	0	0	0	0	12336	0	0	0	4192	0	0	908	908	1264	26488	30324	3170	56364	0	0	0.0985	0.1521	0.1409	0	0	0	11428	908	-393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81128	
229427																																																																																																																																																																																				27946	0	0	600	190259	1343521	0	11303	0	152008	1332531	0	0	0	0	151903	0	0	7763	75107	0	37000	11303	48303	36268	184608	64195	32209	1022731	0	0	0.0808	0.1333	0.0909	0	0	0	103600	48303	-2413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	1139217	
229454																																																																																																																																																																																				2956	0	0	0	15458	59456	0	563	0	6059	59297	8	0	0	0	7067	0	0	0	0	0	0	481	481	1454	18549	11578	2497	28965	0	0	0.1111	0.1841	0.1716	0	0	0	6586	481	-527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	38384	
229801																																																																																																																																																																																				259915	0	0	1130488	2027186	12400428	0	75188	0	1038148	12375937	25063	0	0	4208	1042339	300000	251	34733	581019	-1773	100000	75188	175188	248255	2775215	2146530	622270	7142074	3497	0	0.071215	0.11251	0.0936	0	0	0	867151	175188	-21991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9264426	
229913	34920	0	0	416665	303561	3098436	0	17837	0	953734	2865642	0	0	0	0	972179	9300	0	0	809613	0	0	18850	18850	374985	232544	58673	32219	2449446	0	0	0.3327	0.2775	0.2721	0	0	0	953329	18850	346	1850	123742	51862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3247	36	0	3503436	2865619	0	0	0	0	0	2192749	0	0	0	574864	574864	0	9767	0	565097	0	0	23	0	0	0	0	0	0	2999	31921	0	0	310327	102474	3500	364	625	0	0	0	302936	0	0	0	0	0	0	500	23149	55173	2113927	0	0	0	0	0	93378	0	61159	0	0	-17212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12173	12173	0	0	0	12173	404807	0	8170	0	396637	0	3247	0	374985	253728	58673	3423353	0	50746	29337	3423353	3503436	0	75000	75000	953329	0	0	34920					3072406																																																								
229940																																																																																																																																																																																				2160	0	0	0	8286	53919	0	502	0	6262	52170	361	0	0	0	4753	0	0	0	0	0	0	490	490	395	12416	16061	2242	23585	0	0	0.0851	0.1171	0.105	0	0	0	4263	490	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	40584	
229959																																																																																																																																																																																				732	0	0	9456	0	16162	0	83	0	2197	16769	0	0	0	0	2280	0	0	0	346	0	0	83	83	146	10215	580	179	5304	0	0	0.131	0.2919	0.2813	0	0	0	2197	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7810	
230254																																																																																																																																																																																				8016	0	0	6033	0	62882	0	487	0	8743	63265	0	0	0	0	9230	0	0	48	0	0	0	487	487	485	14858	17303	2685	30723	0	0	0.1382	0.2178	0.2063	0	0	0	8743	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42371	
230357																																																																																																																																																																																				1724	0	0	2697	1955	27347	0	242	0	2603	27584	0	0	0	0	1849	0	0	0	528	0	0	0	0	4393	8516	741	1411	13251	0	721	0.068831	0.117823	0.117823	0	0	0	1849	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	15693	
230423																																																																																																																																																																																				4345	0	0	0	54631	221980	0	1787	0	34493	225038	0	0	0	0	35656	0	0	194	7066	0	0	1778	1778	4129	52153	76999	10142	89658	0	0	0.1507	0.2507	0.2382	0	0	0	33878	1778	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	142210	
230508																																																																																																																																																																																				19182	0	0	0	4619	70113	0	753	0	7094	73380	0	0	0	0	7578	0	0	0	0	0	0	467	467	6400	23466	16881	1470	24150	0	0	0.096907	0.204369	0.191775	0	0	0	7111	467	-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	37080	
230535																																																																																																																																																																																				7797	0	0	0	37317	209197	0	2900	0	24400	203616	0	0	0	0	23001	0	0	0	7917	0	0	2140	2140	1406	20638	48858	24976	137873	0	12	0.1054	0.1349	0.1237	0	0	0	21078	2140	-286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	170452	
230553																																																																																																																																																																																				11836	0	0	1263	100578	281901	0	2938	0	37997	287254	50	0	0	0	43010	0	0	0	17287	0	0	2262	2262	11200	108434	43136	7479	124801	0	0	0.141854	0.237567	0.225072	0	0	0	40748	2262	-2751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	676	181044	
230610																																																																																																																																																																																				4952	0	0	0	23530	166510	0	2331	0	16725	168239	82	0	0	0	18308	0	0	50	0	0	0	1435	1435	3487	25758	60503	10299	79317	0	0	0.1003	0.1608	0.1482	0	0	0	16873	1435	-148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	896	113866	
230740																																																																																																																																																																																				761	0	0	0	11140	40093	0	275	0	3041	40864	0	0	0	0	3377	0	0	0	2637	0	0	275	275	6956	6648	2476	345	24385	0	0	0.0759	0.1194	0.1097	0	0	0	3102	275	-61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28272	
230759																																																																																																																																																																																				9957	0	0	100	436450	761168	0	3980	0	64492	742512	0	0	0	0	71038	0	0	82	11412	0	0	3980	3980	92007	400843	44865	44018	232448	0	0	0.090552	0.208212	0.196547	0	0	0	67058	3980	-4547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	341181	
231149																																																																																																																																																																																				4620	0	0	0	37045	136939	0	1151	0	16189	134586	0	0	0	0	15195	0	0	0	1921	0	0	1116	1116	4404	28861	29198	5038	73510	0	0	0.1062	0.1603	0.1485	0	0	0	14079	1116	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	94807	
231242																																																																																																																																																																																				64410	0	0	44114	379452	2019923	0	18796	0	145063	1974161	1579	0	0	0	168570	20000	0	2986	165977	0	0	18796	18796	243673	308577	108515	69455	1377954	3420	0	0.0759	0.1052	0.0934	0	0	0	149774	18796	-4711	0	50000	145000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2395	0	0	1602921	
231279																																																																																																																																																																																				3385	0	0	50307	0	100261	0	452	0	8764	97251	0	0	0	0	9216	0	0	0	0	0	0	452	452	967	60485	25398	4494	13863	0	0	0.0901	0.2384	0.2267	0	0	0	8764	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38659	
231336																																																																																																																																																																																				4876	0	0	0	58664	125172	0	911	0	14933	123662	0	0	0	0	16059	0	0	100	0	0	0	775	775	4717	54894	30998	7590	35474	0	0	0.1236	0.2596	0.2471	0	0	0	15284	775	-351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	61866	
232258																																																																																																																																																																																				627	0	0	0	9564	16440	0	329	0	4083	16369	0	0	0	0	4175	0	0	0	0	0	0	115	115	246	8580	736	146	7173	0	0	0.248	0.4617	0.449	0	0	0	4060	115	-382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	214	9043	
232744																																																																																																																																																																																				1031	0	0	0	9866	49809	0	431	0	4577	49598	0	0	0	0	5250	119	0	0	993	0	0	431	431	931	11856	8506	2910	29202	0	0	0.0972	0.1454	0.1334	0	0	0	4819	431	-242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36115	
232847																																																																																																																																																																																				4313	0	0	0	32614	128272	0	646	0	13612	129163	0	0	0	0	12352	0	0	0	11009	0	0	646	646	12593	25003	18115	5317	71302	0	0	0.0921	0.1288	0.1221	0	0	0	11706	646	-214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95886	
232856																																																																																																																																																																																				7198	0	0	0	25119	169573	0	1343	0	18106	171827	0	0	0	0	18554	0	0	319	6724	0	0	1343	1343	3795	38175	27667	9364	100383	0	0	0.100945	0.147989	0.137277	0	0	0	17211	1343	-434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125374	
233022																																																																																																																																																																																				11076	0	0	0	27498	264261	0	2238	0	26192	269588	0	0	0	0	28406	0	0	691	11471	0	0	2238	2238	5104	42315	43571	12229	175472	0	0	0.097067	0.134115	0.123549	0	0	0	26168	2238	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211803	
233031	2377750	0	0	7753	11249303	81074402	75	783536	0	11180501	80879829	72834	0	0	390513	7996316	2542007	67064	116183	14709120	-4254	110786	784267	1045128	1194564	14469536	16261736	2403848	45283301	1621832	0	0.0909	0.12	0.1043	0	0	0	6951188	1045128	-90023	327311	8159867	7966103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488272	0	0	66661638	76451426	0	0	0	0	0	58474257	21374	176186	176186	3179250	3179250	0	62765	0	3116485	0	104813	4389679	38724	0	0	150000	0	0	696250	1681500	0	0	0	7753	0	0	-144902	224989	10987894	148566	32755	0	0	0	1457789	164043	0	0	1266558	14525045	42682655	382650	7863	0	0	0	7612849	4411053	265462	402150	130336	3865265	58092	0	0	0	58092	14567	0	0	0	14567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	867218	867218	0	0	867218	0	0	0	0	0	0	0	7354560	0	0	2113253	5241307	0	0	488272	1194564	14532301	19730479	53889938	0	2906460	9865240	53889938	66661638	0	123681	123681	6989912	0	0	2377605					76631579																																																								
233246																																																																																																																																																																																				2777	0	0	0	12900	53809	0	380	0	5828	53343	0	0	0	0	5137	0	0	0	6510	0	0	380	380	12995	4027	4231	2605	31877	0	0	0.0914	0.135	0.125	0	0	0	4757	380	-232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38053	
233358																																																																																																																																																																																				5916	0	0	275	25066	145117	0	919	0	17026	145206	0	0	0	0	18264	0	0	0	0	0	0	919	919	1766	42430	7491	7107	94698	0	0	0.1195	0.1696	0.1611	0	0	0	17345	919	-349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107664	
233442																																																																																																																																																																																				510	0	0	540	2553	14393	0	202	0	2303	14501	0	0	0	0	2497	0	0	0	0	0	0	159	159	0	3294	540	200	10806	0	0	0.1612	0.2102	0.1968	0	0	0	2338	159	-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	11881	
233451																																																																																																																																																																																				5587	0	0	0	2188	25314	0	218	0	3107	26128	0	0	0	0	3347	0	0	0	998	0	0	218	218	45	7623	2836	608	15062	0	0	0.1198	0.1809	0.1691	0	0	0	3129	218	-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18504	
233527																																																																																																																																																																																				4129	0	0	13597	24171	87906	0	591	0	5434	87674	0	0	0	0	6299	0	0	0	496	0	0	520	520	1785	41278	25788	4628	20169	0	0	0.0659	0.1518	0.1393	0	0	0	5779	520	-345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	41496	
233554																																																																																																																																																																																				2157	0	0	0	26334	245492	0	7347	0	28143	244394	0	0	0	0	30847	0	0	0	8213	0	0	2815	2815	1034	31637	15924	10134	204257	752	0	0.1148	0.1398	0.127	0	0	0	28032	2815	-194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4532	220656	
234056																																																																																																																																																																																				886	0	0	1848	6883	35390	0	350	0	3671	34521	0	0	0	0	4109	0	0	15	0	0	0	338	338	892	9905	0	1962	25043	0	0	0.1092	0.1521	0.1396	0	0	0	3771	338	-100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	27020	
234355																																																																																																																																																																																				25453	0	0	0	169975	696575	0	5315	0	62495	674118	0	0	0	0	61280	14000	0	0	20293	0	0	5315	5315	28903	210232	61347	51679	395546	8669	0	0.084	0.1277	0.1166	0	0	0	55965	5315	-1316	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	480041	
234506																																																																																																																																																																																				11411	0	0	0	38948	150380	0	1358	0	17698	155970	0	0	0	0	19082	0	0	0	0	0	0	1154	1154	3005	35126	59031	4569	54958	0	0	0.1149	0.2071	0.1946	0	0	0	17928	1154	-230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	92134	
234645																																																																																																																																																																																				10298	0	0	1975	15165	334769	0	2911	0	43373	341614	0	0	0	0	35082	0	0	2474	27994	0	0	2911	2911	1521	34059	109935	13716	181026	1278	0	0.0974	0.136	0.1247	0	0	0	32171	2911	-120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258040	
234739																																																																																																																																																																																				18421	0	0	5	68232	506925	0	4320	0	45202	502994	0	0	0	0	48332	0	0	297	7682	0	0	4320	4320	6562	94928	75925	37545	334229	0	0	0.08779	0.121566	0.1107	0	0	0	44012	4320	-474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397579	
234841																																																																																																																																																																																				964	0	0	0	84416	129237	0	442	0	15565	128643	144	0	0	0	15082	0	0	0	0	0	0	442	442	0	0	0	2020	128204	0	0	0.1138	0.1176	0.1142	0	0	0	14640	442	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128233	
235017																																																																																																																																																																																				4065	0	0	0	38977	103278	0	97	0	8764	104533	0	0	0	0	8032	0	0	0	0	0	0	97	97	8716	37425	27250	3617	29430	0	0	0.0769	0.1589	0.157	0	0	0	7935	97	-533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50557	
235231																																																																																																																																																																																				3349	0	0	4	49405	139844	0	1019	0	15960	140747	0	0	0	0	17487	0	0	216	0	0	0	1019	1019	1384	55148	28618	8487	56586	0	0	0.1171	0.2128	0.2004	0	0	0	16468	1019	-587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82171	
235316																																																																																																																																																																																				1938	0	0	83	2369	32901	0	507	0	3357	33399	0	0	0	0	3667	0	0	225	789	0	0	286	286	363	4416	14341	1290	14324	111	0	0.1012	0.1618	0.1492	0	0	0	3381	286	-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	22666	
235446																																																																																																																																																																																				5940	0	0	1577	44516	137191	0	698	0	15858	138431	197	0	0	0	17401	0	0	0	0	0	0	698	698	5135	43677	22467	3133	67452	0	0	0.1207	0.199	0.191	0	0	0	16703	698	-855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87460	
235521																																																																																																																																																																																				8919	0	0	9147	83085	173190	0	1267	0	9190	177581	0	0	0	0	14499	0	0	0	1516	0	3500	1051	4551	3555	105080	9437	9071	57558	150	0	0.056023	0.172891	0.118623	0	0	0	9948	4551	-770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	216	83862	
235530																																																																																																																																																																																				11135	0	0	0	63133	247853	0	3643	0	25279	242450	0	0	0	0	27371	0	0	0	15437	0	0	2407	2407	3240	67566	20032	4664	160343	642	0	0.102966	0.143082	0.130499	0	0	0	24964	2407	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1236	191296	
