"IDRSSD"	RCFD0010	RCFD1350	RCFD1395	RCFD1651	RCFD1727	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD2243	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3819	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB528	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB613	RCFDB614	RCFDB616	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB645	RCFDB646	RCFDB647	RCFDB648	RCFDB649	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB674	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCON0010	RCON1350	RCON1395	RCON1651	RCON1727	RCON1754	RCON1773	RCON2170	RCON2221	RCON2243	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3819	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	
35842																																																																																																																																																																																	2807	5852	0	0	0	0	11540	63747	0	0	375	0	6232	63512	0	0	0	0	6137	0	0	97	0	0	0	0	375	375	1358	18229	9682	2920	34299	400	0	0.0912	0.1431	0.1344	0.0000	0.0000	0.0000	5762	375	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35851																																																																																																																																																																																	1185	3300	0	0	0	0	7105	34550	0	0	212	0	4416	35289	0	0	0	0	2804	0	0	0	0	0	0	0	212	212	2236	9129	2849	1774	18640	0	0	0.0771	0.1281	0.1184	0.0000	0.0000	0.0000	2592	212	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35936																																																																																																																																																																																	200	135	0	0	0	6790	0	13410	0	0	29	0	2493	13539	0	0	0	0	2522	0	0	0	0	0	0	0	29	29	781	4119	3489	227	5050	0	0	0.1841	0.3310	0.3272	0.0000	0.0000	0.0000	2493	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36054																																																																																																																																																																																	23807	18114	0	0	0	13812	31601	541006	0	0	5161	0	45232	539249	0	0	0	0	49956	0	0	1121	3834	16901	0	0	5161	5161	9348	83609	53561	23760	398950	6148	0	0.0831	0.1100	0.0987	0.0000	0.0000	0.0000	44795	5161	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36344																																																																																																																																																																																	5306	4297	0	0	0	843	55712	185884	0	0	2153	0	17592	185604	0	0	0	0	18291	0	0	949	0	0	0	0	1431	1431	13873	50629	37957	5009	84458	830	0	0.0909	0.1607	0.1482	0.0000	0.0000	0.0000	16860	1431	612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722	
36456																																																																																																																																																																																	1556	1225	0	0	0	805	3183	35670	0	0	469	0	3206	35723	0	0	0	0	3573	0	0	81	0	296	0	0	378	378	306	4919	3756	1348	27141	0	0	0.0897	0.1189	0.1064	0.0000	0.0000	0.0000	3195	378	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	
36830																																																																																																																																																																																	3498	2217	0	0	0	0	13150	41855	0	0	340	0	5597	41246	0	0	0	0	5682	0	0	73	0	0	0	0	294	294	0	11931	17802	2089	12144	0	0	0.1306	0.2422	0.2297	0.0000	0.0000	0.0000	5388	294	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	
36858																																																																																																																																																																																	3477	2925	0	0	0	0	32980	144986	0	0	1635	0	12562	143254	34	0	0	0	13442	0	0	56	0	9043	0	0	1550	1550	2722	17855	18851	5649	106523	3417	0	0.0833	0.1085	0.0960	0.0000	0.0000	0.0000	11892	1550	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	
36933																																																																																																																																																																																	2508	10161	0	0	0	0	11333	69345	0	0	624	0	6751	68495	0	0	0	0	7222	0	0	128	0	0	0	0	537	537	3999	20003	14229	3693	31738	0	0	0.0976	0.1684	0.1558	0.0000	0.0000	0.0000	6685	537	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	
37051																																																																																																																																																																																	1159	6971	0	0	0	4644	0	34116	0	0	324	0	2765	31887	0	0	0	0	3027	0	0	0	0	498	0	0	262	262	3843	9366	4780	1028	16451	0	0	0.0867	0.1448	0.1323	0.0000	0.0000	0.0000	2765	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	
37341																																																																																																																																																																																	1044	664	0	0	0	1406	705	21728	0	0	337	0	1739	21157	0	0	0	0	1936	0	0	0	0	0	0	0	197	197	0	3709	6673	815	11678	0	0	0.0822	0.1240	0.1114	0.0000	0.0000	0.0000	1739	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	
37350																																																																																																																																																																																	744	1200	0	0	0	0	2015	18831	0	0	525	0	2375	18886	0	0	0	0	2509	0	0	0	50	0	0	0	180	180	0	3150	4848	454	11311	0	0	0.1233	0.1786	0.1658	0.0000	0.0000	0.0000	2329	180	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	
37378																																																																																																																																																																																	2932	6545	0	0	0	420	3039	75235	0	0	568	0	6000	74402	0	0	0	0	6541	0	0	0	0	1562	0	0	568	568	1349	24031	3979	4352	46405	0	0	0.0803	0.1212	0.1106	0.0000	0.0000	0.0000	5973	568	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37435																																																																																																																																																																																	29849	0	0	0	0	2645	100608	476036	0	0	5808	0	52985	473059	1745	0	0	0	53515	0	0	0	0	55192	0	0	4339	4339	29882	101517	99712	23089	249030	3507	0	0.1045	0.1548	0.1423	0.0000	0.0000	0.0000	49176	4339	1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1469	
37640																																																																																																																																																																																	74235	0	0	0	0	12293	49926	407982	6	0	3015	0	33184	409023	0	0	0	0	35491	0	0	3758	1094	36469	0	0	3015	3021	6574	101323	112641	14283	189379	0	0	0.0794	0.1230	0.1125	0.0000	0.0000	0.0000	32470	3021	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37659																																																																																																																																																																																	1131	2346	0	0	0	2707	2689	30871	0	0	452	0	2732	30288	0	0	0	0	3002	0	0	153	85	0	0	0	281	281	1281	5327	6990	1306	17711	0	0	0.0898	0.1346	0.1220	0.0000	0.0000	0.0000	2721	281	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	
37743																																																																																																																																																																																	1966	42	0	0	0	0	14038	54520	0	0	667	0	5904	55084	25	0	0	0	6395	0	0	0	0	490	0	0	490	490	587	8277	17764	1754	28417	0	0	0.1072	0.1639	0.1513				5905	490	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	
37949																																																																																																																																																																																	5807	200	0	0	0	0	51613	147844	0	0	1155	0	13006	139349	0	0	0	0	12760	0	0	273	0	0	0	0	1155	1155	5086	45237	26481	7359	70794	1078	0	0.0838	0.1367	0.1243				11605	1155	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
38441																																																																																																																																																																																	1613	125	0	0	0	0	9353	25507	0	0	299	0	2499	25603	0	0	0	0	2552	0	0	28	0	505	0	0	213	213	2194	3062	8430	1272	11853	0	0	0.0914	0.1512	0.1386	0.0000	0.0000	0.0000	2339	213	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	
38478																																																																																																																																																																																	17798	0	0	0	0	581	37845	176031	0	0	1759	0	19970	175128	0	0	0	0	21248	0	0	0	0	0	0	0	1339	1339	2292	56894	44876	5824	73728	0	0	0.1137	0.1983	0.1858	0.0000	0.0000	0.0000	19909	1339	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	
38526																																																																																																																																																																																	6215	0	0	0	0	14815	73405	242302	0	0	1676	0	23295	242712	0	0	0	0	24719	0	0	0	145	0	0	0	1676	1676	50740	35360	22986	8395	134640	603	0	0.0949	0.1613	0.1503				23043	1676	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
38535																																																																																																																																																																																	13597	18900	0	0	0	0	45500	226371	0	0	3098	0	15620	217814	0	0	0	0	17066	0	0	144	2194	0	0	0	1886	1886	2378	75751	31179	6636	119443	0	0	0.0697	0.1140	0.1014	0.0000	0.0000	0.0000	15180	1886	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1212	
38740																																																																																																																																																																																	4012	17475	0	0	0	0	49033	186123	0	0	1173	0	15257	177774	0	0	0	0	16045	0	0	1048	0	1124	0	0	1173	1173	10552	55963	51949	6885	68195	0	0	0.0837	0.1500	0.1390	0.0000	0.0000	0.0000	14872	1173	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39327																																																																																																																																																																																	14090	40134	0	0	0	60991	2371	289640	0	0	2131	0	49720	281053	0	0	0	0	51357	0	0	0	2564	0	0	0	1868	1868	46478	70421	80797	6451	93698	0	0	0.1761	0.3442	0.3317	0.0000	0.0000	0.0000	49489	1868	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	
39420																																																																																																																																																																																	25698	0	0	0	0	36008	88140	631544	0	0	5195	0	52063	623815	0	0	0	0	56584	0	0	1181	0	57009	0	4000	5195	9195	21076	132341	153794	24151	325031	9122	0	0.0764	0.1234	0.1034	0.0000	0.0000	0.0000	47389	9195	1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39475																																																																																																																																																																																	24706	0	0	0	0	0	23483	593315	0	0	5134	0	62002	565458	0	0	313	0	61945	0	0	514	1675	12247	0	0	5134	5134	25338	18119	57028	25613	492710	0	0	0.1013	0.1155	0.1059	0.0000	0.0000	0.0000	56811	5134	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39756																																																																																																																																																																																	6651	18787	0	0	0	0	7964	159852	0	0	685	0	10391	157175	0	0	0	0	10979	0	0	77	858	9169	0	0	685	685	4152	31070	13807	10622	111361	0	0	0.0655	0.0851	0.0798	0.0000	0.0000	0.0000	10294	685	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39934																																																																																																																																																																																	7234	0	0	0	0	6044	42512	153502	0	0	1318	0	15649	151102	120	0	0	0	16541	0	0	0	0	0	0	0	1136	1136	3114	35574	64114	7219	51647	0	0	0.1020	0.1824	0.1699	0.0000	0.0000	0.0000	15405	1136	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	
40033																																																																																																																																																																																	4081	1950	0	0	0	3668	17489	71473	0	0	1079	0	6093	70441	0	0	0	0	6692	0	0	191	0	0	0	0	586	586	1219	21410	15133	5344	34802	0	0	0.0865	0.1441	0.1315	0.0000	0.0000	0.0000	6106	586	-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493	
40051																																																																																																																																																																																	24899	5000	0	0	0	0	163107	421628	0	0	3204	0	29033	403143	0	0	0	0	27401	0	0	4216	2186	29762	0	0	3031	3031	102188	73183	57700	6852	186644	0	0	0.0610	0.1131	0.1006	0.0000	0.0000	0.0000	24370	3031	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	
40305																																																																																																																																																																																	104330	70000	0	0	0	0	276463	2797175	0	0	29737	0	221882	2797973	733	0	0	0	238426	0	0	63082	2990	156411	0	0	27611	27611	35887	414815	752644	96983	1611032	34327	0	0.0756	0.1080	0.0955	0.0000	0.0000	0.0000	210815	27611	2723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2126	
40350																																																																																																																																																																																	736	1100	0	0	0	3442	1147	28762	0	0	253	0	3397	29147	15	0	0	0	3644	0	0	0	0	0	0	0	247	247	4461	2209	6231	414	16114	0	0	0.1165	0.1853	0.1727	0.0000	0.0000	0.0000	3397	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	
40707																																																																																																																																																																																	19741	0	0	0	0	7296	12000	173783	0	0	1510	0	14058	170179	0	0	0	0	15444	0	0	1048	271	0	0	0	1386	1386	5292	37464	60519	7471	72020	0	0	0.0826	0.1390	0.1270	0.0000	0.0000	0.0000	14058	1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	
40855																																																																																																																																																																																	611	1107	0	0	0	0	5344	33966	0	0	405	0	3292	34304	0	0	0	0	3521	0	0	0	0	0	0	0	356	356	173	4434	4054	759	25569	0	0	0.0923	0.1238	0.1113	0.0000	0.0000	0.0000	3165	356	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	
41245																																																																																																																																																																																	778	1995	0	0	0	3322	915	21372	0	0	161	0	2322	21331	0	0	0	0	2474	0	0	0	0	0	0	0	161	161	1355	3260	8775	413	8128	0	0	0.1084	0.1879	0.1757				2313	161	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41553																																																																																																																																																																																	2583	8073	0	0	0	9629	19103	59849	0	0	572	0	12199	60078	0	0	0	0	12109	0	0	110	0	731	0	0	293	293	22533	13373	7177	1478	16699	0	0	0.1967	0.5228	0.5102				11816	293	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	
41629																																																																																																																																																																																	9902	6080	0	0	0	1325	6874	107123	0	0	1014	0	8788	103254	0	0	0	0	9206	0	0	0	10	848	0	0	871	871	5755	16316	39227	3598	46386	0	0	0.0810	0.1324	0.1198				8335	871	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	
41647																																																																																																																																																																																	13415	8129	0	0	0	0	47386	428255	0	0	4003	0	39177	412785	0	0	0	0	41472	0	0	5988	5	19035	0	0	4003	4003	6617	67327	102738	16356	253521	2553	0	0.0910	0.1242	0.1122				37469	4003	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41759																																																																																																																																																																																	1726	1162	0	0	0	0	8634	26920	0	0	290	0	3441	26059	0	0	0	0	3510	0	0	79	0	0	0	0	249	249	210	6305	4012	905	16485	0	0	0.1251	0.1774	0.1648	0.0000	0.0000	0.0000	3261	249	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	
41825																																																																																																																																																																																	4966	7461	0	0	0	38688	0	114712	0	0	2310	0	23782	111917	0	0	0	0	24391	0	0	750	98	1931	0	0	609	609	24224	27449	47708	3465	17641	0	0	0.2125	0.5184	0.5055	0.0000	0.0000	0.0000	23782	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1701	
41937																																																																																																																																																																																	1698	1069	0	0	0	0	9755	36596	0	0	371	0	4281	35758	0	0	0	0	4535	0	0	0	0	0	0	0	308	308	2948	9404	2969	1537	21558	0	0	0.1182	0.1824	0.1700	0.0000	0.0000	0.0000	4227	308	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	
41955																																																																																																																																																																																	1075	3711	0	0	0	269	10216	36550	0	0	320	0	6426	36521	0	0	0	0	6614	0	0	27	0	0	0	0	306	306	149	15004	209	1234	21390	0	0	0.1727	0.2699	0.2574	0.0000	0.0000	0.0000	6308	306	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	
42037																																																																																																																																																																																	2589	2802	0	0	0	100	4498	38746	0	0	173	0	4672	38101	0	0	0	0	4800	0	0	153	0	0	0	0	173	173	701	8689	7072	792	22413	0	0	0.1214	0.1726	0.1664	0.0000	0.0000	0.0000	4627	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	
42055																																																																																																																																																																																	1334	2900	0	0	0	647	14957	45934	0	0	299	0	6181	45639	0	0	0	0	5662	0	0	0	338	0	0	0	299	299	5721	13891	5649	2633	20152	0	0	0.1195	0.2184	0.2069				5363	299	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42354																																																																																																																																																																																	2460	10860	0	0	0	371	20982	80940	0	0	596	0	11837	79203	0	0	0	0	12238	0	0	40	0	0	0	0	585	585	3244	30492	13921	2211	33695	0	0	0.1471	0.2616	0.2491	0.0000	0.0000	0.0000	11653	585	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	
42420																																																																																																																																																																																	67735	0	0	0	0	226497	967184	3503181	858	0	26189	0	270500	3442564	0	0	0	0	292040	0	0	18776	10097	100167	0	0	26189	27047	385868	574197	702354	146109	1864133	0	0	0.0770	0.1219	0.1102	0.0000	0.0000	0.0000	264993	27047	2389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42448																																																																																																																																																																																	6028	3225	0	0	0	12565	66783	294571	0	0	1673	0	42230	277038	0	0	0	0	43559	0	0	81	0	0	0	0	1673	1673	2282	77679	104323	7498	111438	0	0	0.1512	0.2431	0.2337	0.0000	0.0000	0.0000	41886	1673	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42457																																																																																																																																																																																	1708	3540	0	0	0	4991	1423	24340	0	0	614	0	4791	24112	0	0	0	0	4945	0	0	0	0	0	0	0	169	169	5593	6643	1002	0	11692	0	0	0.1981	0.3781	0.3652	0.0000	0.0000	0.0000	4776	169	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	
42541	773951	2087872	0	0	0	0	1141407	17650194	0	0	159736	0	1299999	16625443		0	0	3	1407865	251437	0	880183	27477	986792	0	0	159736	159736	234689	5522312	2020588	939407	9980470	323230	0	0.0752	0.1047	0.0928	0.0751	0.0927	0.1045	1248129	159736	20964	859	571885	482400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10954	0	0	13444401	16594537	0	2986	1864	4408	12464832	0	0	30906	0	0	0	0	0	0	212886	561065	0	0	0	0	0	0	32253	2739	1015043	72272	19100	0	2087872	0	0	0	0	323230	0	0	0	1817786	1625086	9021960	0	0	0	0	3	1018635	19618	19064	40546	0	-107865	880183	0	33786	0	846397	13739	0	5103	0	8636	1297	0	0	0	1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493396	0	13150	0	480246	0	10954	0	234689	5585305	2020588	11317046	0	1117061	1010294	11317046	13444401	773951	2087872						17648460																																																									
43052																																																																																																																																																																																	1331	2898	0	0	0	0	11620	74996	0	0	420	0	11081	75362	0	0	0	0	11438	0	0	324	0	0	0	0	420	420	1174	10458	12338	1535	51227	0	0	0.1462	0.1912	0.1842	0.0000	0.0000	0.0000	11018	420	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43155																																																																																																																																																																																	13845	100	0	0	0	2312	19318	158629	0	0	1448	0	10284	153706	0	0	0	0	11535	0	0	581	212	330	0	0	1354	1354	2357	33952	46645	8008	76967	0	0	0.0662	0.1064	0.0939	0.0000	0.0000	0.0000	10181	1354	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	
43173																																																																																																																																																																																	26322	75800	0	0	0	45820	540681	2742349	0	0	30693	0	176848	2655058	18154	0	0	0	210021	0	0	3470	0	85902	0	0	23979	23979	112780	425392	935321	47588	1315504	0	0	0.0701	0.1099	0.0973	0.0000	0.0000	0.0000	186042	23979	-9335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6714	
43324																																																																																																																																																																																	3790	9473	0	0	0	100	13022	108163	0	0	801	0	9931	108239	0	0	0	0	10403	0	0	0	0	0	0	0	801	801	4310	21249	30241	4523	52709	0	0	0.0888	0.1443	0.1332				9602	801	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43351																																																																																																																																																																																	559	2500	0	0	0	2524	0	6008	0	0	45	0	2147	6154	0	0	0	0	2162	0	0	0	0	0	0	0	15	15	2312	3059	222	85	460	0	0	0.3489	1.8751	1.8621	0.0000	0.0000	0.0000	2147	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	
43454																																																																																																																																																																																	2280	1575	0	0	0	120	1910	17547	0	0	280	0	2230	17302	0	0	0	0	2354	0	0	1	0	768	0	0	143	143	1019	5583	2651	461	8545	0	0	0.1278	0.2095	0.1968	0.0000	0.0000	0.0000	2211	143	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	
43511																																																																																																																																																																																	7151	0	0	0	0	13132	77482	295312	0	0	1969	0	23709	292934	0	0	0	0	25212	0	0	468	1750	19123	0	0	1969	1969	16883	55528	88354	11511	135811	0	0	0.0793	0.1248	0.1151	0.0000	0.0000	0.0000	23243	1969	466	15	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	
43641																																																																																																																																																																																	9751	4450	0	0	0	5401	0	66173	0	0	460	0	7036	63898	0	0	0	0	7496	0	0	0	0	0	0	0	460	460	0	8621	31680	2780	26332	0	0	0.1101	0.1707	0.1603	0.0000	0.0000	0.0000	7036	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43669																																																																																																																																																																																	40572	23400	0	0	0	0	159630	684219	0	0	11896	0	51862	685476	2336	0	0	0	54952	0	0	9254	49	72632	0	0	6040	6040	133842	137944	16460	22311	404569	0	2200	0.0716	0.1151	0.1024	0.0000	0.0000	0.0000	48902	6040	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5856	
43744																																																																																																																																																																																	2303	2918	0	0	0	0	3342	52505	0	0	425	0	3755	52097	0	0	0	0	4173	0	0	92	0	358	0	0	425	425	513	8427	10668	1935	33322	435	0	0.0719	0.1028	0.0923	0.0000	0.0000	0.0000	3748	425	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43856																																																																																																																																																																																	3261	2850	0	0	0	673	6404	36879	0	0	259	0	4219	35230	0	0	0	0	4414	0	0	178	0	0	0	0	260	260	649	11557	7887	1695	16946	0	0	0.1179	0.1893	0.1781	0.0000	0.0000	0.0000	4154	260	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43959																																																																																																																																																																																	2990	2390	0	0	0	0	16908	85283	0	0	804	0	7914	86338	0	0	0	0	8493	0	0	87	0	138	0	0	763	763	1078	22616	11410	3234	50703	0	0	0.0895	0.1391	0.1266	0.0000	0.0000	0.0000	7730	763	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	
44040																																																																																																																																																																																	5848	2427	0	0	0	0	49368	162218	0	0	1164	0	14811	156664	0	0	0	0	15948	0	0	78	14	2323	0	0	1164	1164	1706	51844	36667	5969	73150	0	0	0.0944	0.1546	0.1433	0.0000	0.0000	0.0000	14784	1164	-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	
44134	47184	92571	0	0	0	0	146234	1377505	0	0	12295	0	104489	1312999		0	0	0	114565	300136	0	127745	8226	27988	0	0	12295	12295	8734	310373	221699	40319	845528	185556	0	0.0779	0.1000	0.0893	0.0000	0.0000	0.0000	102270	12295	1990	648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648	0	0	1145274	1312770	0	0	0	0	873529	0	0	229	0	0	0	0	0	0	4804	42380	0	0	0	0	0	0	3237	3903	123531	15548	15	0	92571	0	0	0	36408	149148	0	0	0	11537	56798	805194	0	0	0	0	0	44726	229	27	3946	205	-8829	127745	0	21878	0	105867	4113	0	0	4113	0	1022	0	1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13994	0	0	0	13994	0	0	648	8734	333273	226460	965389	0	66655	113230	965389	1145274	47184	92569						1374136																																																									
44433																																																																																																																																																																																	21800	5700	0	0	0	0	50405	268568	0	0	2019	502	23050	255025	0	0	0	0	25021	0	0	0	136	0	0	0	2019	2019	1410	58479	101626	6126	109072	0	0	0.0902	0.1443	0.1326	0.0000	0.0000	0.0000	23002	2019	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	
44451																																																																																																																																																																																	4175	4175	0	0	0	0	2246	52788	0	0	453	0	5190	50066	0	0	0	0	5599	0	0	0	572	601	0	0	453	453	810	12667	8703	1156	30995	0	0	0.1028	0.1456	0.1338	0.0000	0.0000	0.0000	5146	453	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44602	158099	1884418	0	0	0	7372	9664	5224079	0	0	5570	0	576146	5657383		0	9474600	0	356257	0	0	6890	0	63886	0	0	5570	5570	183600	1883924	2001289	294242	935377	2003787	3893	0.0646	0.1499	0.1476				350687	5570	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2375900	5432221	0	0	0	0	635335	0	0	221269	0	0	0	0	0	0	123991	34108	0	0	0	4239	3133	0	297	0	9367	0	0	49209	1835209	0	0	0	0	1987587	16200	0	10400	0	0	624935	0	0	0	0	0	530974	225162	0	1001	10569	219889	6890	0	0	0	6890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9474600	9402500	59800	0	12300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31943	0	0	0	31943	0	0	0	9586100	1943724	2001289	986510	0	388745	1000645	986510	2375900	115640	1884418						5161844																																																									
