"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4522	RIAD4769	RIAD5523	RIAD6373	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
152253	52	0	2	9	6	0	0	0	11	9	16	0	0	0	0	0	0	0	0	false	0	0	13	0	0	7	6	16	0	18	39				Education, Dues, & Subscriptions                                                                                                                                                                 	ATM                                                                                                                                                                                              	Telephone                                                                                                                                                                                        									
152431	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
152440	28	0	5	68	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	30	0	0	0	0	2	0	0	48	Exchange                                                                                                                                                                                         														
152673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	110	0															
152712	148	0	0	0	0	307	0	0	263	704	0	0	0	0	0	0	19000	0	872	false	0	0	0	0	0	0	0	0	0	227	0	FEE INCOME FROM INVESTMENT MANAGEMENT AFFILIATE                                                                                                                                                  			FEE EXPENSE FROM INVESTMENT MANAGEMENT AFFILIATE                                                                                                                                                 	HOLDING COMPANY SHARED SERVICES MANAGEMENT FEES                                                                                                                                                  				CAPITAL INFUSION - BRANCH ACQUISITION                                                                                                                                                            		VALUATION ADJUSTMENT ON LOANS PURCHASED WITH BRANCH AQUI                                                                                                                                         				
152851	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Non-compete fee                                                                                                                                                                                  											
153054	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				ACCOUNTING FEES                                                                                                                                                                                  											
153353	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	174	0															
153652	12	0	45	35	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	15	0	0	1	0	4	6	21	14															
154154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
154220	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				operations center expense                                                                                                                                                                        											
154257	0	0	0	0	0	0	0	0	14	12	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	28	0				CPA Fees                                                                                                                                                                                         	Item Processing Fees                                                                                                                                                                             										
154770	120	0	25	4	18	21	0	0	134	24	20	0	0	0	0	0	0	0	0	false	0	0	22	0	0	33	150	0	18	177	28	Income debit card processing                                                                                                                                                                     			Professional services(audit,tax and consulting)                                                                                                                                                  	Telephone                                                                                                                                                                                        	Memberships and Dues                                                                                                                                                                             									
155049	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	31	15															
155245	65	0	73	1	16	0	0	0	61	61	0	0	0	0	0	0	0	0	0	false	0	0	31	0	0	14	0	19	0	88	34				Loan Servicing Expense                                                                                                                                                                           	EXPENSES FOR ATMS !!!                                                                                                                                                                            										
155263	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	148	515	0				ARMORED CAR MESSANGER                                                                                                                                                                            											
155441	38	0	15	15	5	3	1	3	22	14	6	0	0	0	0	0	750	0	0	true	0	0	18	0	0	3	49	4	23	85	34	Service Charge Credit Cards                                                                                                                                                                      	Towne Credit Fee Income                                                                                                                                                                          	Admin Fee Invest Sub                                                                                                                                                                             	Telephone Expense                                                                                                                                                                                	Investment Consulting Fees                                                                                                                                                                       	Correspondent Bank Fees                                                                                                                                                                          			Funds Borrowed to Increase Capital                                                                                                                                                               						
155517	17	0	10	6	17	110	29	5	12	35	17	0	0	0	0	0	0	0	0	false	0	0	3	0	0	0	19	0	0	1	10	Agency Fed Funds Fees                                                                                                                                                                            	Community Mortgage Network Fees                                                                                                                                                                  	Misc. other operating income                                                                                                                                                                     	Conventions & Meeting Expenses                                                                                                                                                                   	Misc. other operating expenses                                                                                                                                                                   	Telephone expense                                                                                                                                                                                									
155759	1	0	2	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	false	0	0	7	0	0	0	0	3	7	0	6				State Banking Department Assessment                                                                                                                                                              											
156055	8	0	3	0	4	3	3	3	4	4	5	0	0	0	0	0	0	0	0	false	0	0	17	0	0	2	0	3	3	20	11	Misc customer service fees                                                                                                                                                                       	MC/VISA fee income                                                                                                                                                                               	Misc Inc.                                                                                                                                                                                        	Employee travel                                                                                                                                                                                  	Dealer contract fees                                                                                                                                                                             	Correspondent bank service charges                                                                                                                                                               									
156457	8	3	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	3	0	0	0	0	0	0	0	5															
156635	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	4	0	0	0	0	0	0	27	13															
156877	47	0	49	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	41	0				Management and Consulting Services                                                                                                                                                               											
156916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	882	0	0	0	0															
156952	30	0	108	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	2	0	3	0	77	0				BCI CONSULTING                                                                                                                                                                                   											
157155	10	2	8	17	7	0	0	0	33	0	0	0	0	0	0	0	0	0	0	false	0	0	15	0	0	2	0	7	1	0	8				Suplies & Expense - Credit Cards                                                                                                                                                                 											
157379	8	0	43	0	5	0	0	0	35	21	0	0	0	0	0	0	0	0	0	false	0	0	5	0	0	3	0	9	0	77	20				BANK SERVICE CHARGES                                                                                                                                                                             	AUDIT EXPENSE                                                                                                                                                                                    										
157605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	1500	0															
157650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	17	0	0	0	0	0	39	0	34															
157744	0	0	0	0	17	0	0	0	33	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	8	4	2	0	61	0				Dues and Fees                                                                                                                                                                                    											
157838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	false	0	0	0	0	0	0	0	0	0	814	0									YTD Income SIS of Alabama                                                                                                                                                                        						
157856	32	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	21															
157904	237	0	50	44	19	0	0	0	38	31	41	0	0	0	0	0	0	0	0	false	0	0	57	0	0	14	0	0	0	378	16				Telephone expense                                                                                                                                                                                	Contributions                                                                                                                                                                                    	Meetings & Seminars                                                                                                                                                                              									
158554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
158741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	100	0															
158750	1	0	2	2	4	2	1	0	4	6	3	0	0	0	0	0	0	0	0	false	0	0	4	4	0	0	0	0	0	46	5	MISC/OTHER                                                                                                                                                                                       	Rent-Affiliated Agency                                                                                                                                                                           		External Audit/CPA                                                                                                                                                                               	Website                                                                                                                                                                                          	Due&Memberships/Business publication                                                                                                                                                             							Unposted expense account deposit                                                                                                                                                                 		
158947	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	79				Profitability, Sales & Service Study                                                                                                                                                             											
158974	39	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	90	0															
159243	0	0	6	15	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	4	0	0	0	9	0	0	0	3	Interest on amended 1997 tax return                                                                                                                                                              														
159476	0	0	29	0	0	54	0	0	27	0	0	0	0	0	0	0	0	0	0	false	0	0	0	213	0	0	47	0	0	93	0	Options Income                                                                                                                                                                                   			Audit Fees                                                                                                                                                                                       									Change in Accounting Method for Taxes from Cash Basis to                                                                                                                                         		
159627	17	0	24	10	17	4	9	0	13	13	94	0	0	0	0	0	0	0	0	false	0	0	18	0	0	0	0	5	23	55	36	Credit Life Insurance on Loans                                                                                                                                                                   	Exchange                                                                                                                                                                                         		Audits & Examinations                                                                                                                                                                            	Courier & Express                                                                                                                                                                                	Other Operating Expenses                                                                                                                                                                         									
159636	268	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Data Processing Income                                                                                                                                                                           														
159645	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	22	0															
159953	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
160360	40	0	0	0	0	0	0	0	39	38	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	37	63				ACCOUNTANT FEES                                                                                                                                                                                  	DEFERRED COMPENSATION                                                                                                                                                                            										
160454	17	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
160557	2	0	1	0	1	0	0	0	17	8	0	0	0	0	0	0	0	0	0	false	0	0	4	0	0	0	0	4	0	24	0				Contributions                                                                                                                                                                                    	Accountant & Professsional Fees                                                                                                                                                                  										
160614	0	0	0	0	0	1045	0	0	1246	783	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1207	0	FX Income                                                                                                                                                                                        			Consulting Fees                                                                                                                                                                                  	Business Travel & Lodging                                                                                                                                                                        										
160650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
160959	32	0	35	23	20	56	35	175	185	102	0	0	0	0	0	0	0	0	0	false	0	0	46	0	0	13	0	9	81	62	65	credit card income                                                                                                                                                                               	other service fees                                                                                                                                                                               	other loan fees                                                                                                                                                                                  	other loan fees                                                                                                                                                                                  	depreciation of intangible assets                                                                                                                                                                										
161022	0	0	0	0	0	0	0	0	699	448	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	443	0	678	3400	0				FCPRI - Professional Services Expense                                                                                                                                                            	PA Shares Tax                                                                                                                                                                                    										
161031	3	0	6	2	3	5	1	0	6	16	4	0	0	0	0	0	0	0	0	false	0	0	5	10	0	1	0	2	5	21	5	Late Fees                                                                                                                                                                                        	CD early withdrawal penalty                                                                                                                                                                      		Courier service                                                                                                                                                                                  	Consulting                                                                                                                                                                                       	Correspondent Bank SC                                                                                                                                                                            							Unpostable Items                                                                                                                                                                                 		
161107	246	0	0	0	0	135	0	0	112	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	264	0	Other Deposit Fees                                                                                                                                                                               			Consultant Fees                                                                                                                                                                                  											
161273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	171	0															
161415	0	0	0	0	0	0	0	0	256000	253000	0	0	0	0	0	0	0	0	13000	false	0	0	0	0	0	0	0	0	0	0	0				TECHNOLOGY RELATED COSTS                                                                                                                                                                         	RESTRUCTURING COSTS                                                                                                                                                                              						ATRR + $17 MILLION,FOREIGN CURRENCY TRANSLATION ADJUSTME                                                                                                                                         				
161433	46	0	11	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	31	27	0	0	0	0	0	30	47															
161527	0	0	0	0	0	0	0	0	729	2214	750	0	0	0	0	0	0	0	0	false	0	0	4	0	0	0	0	0	675	1595	0				Management Fee-FVBI                                                                                                                                                                              	Operation Center Expense                                                                                                                                                                         	Loan Servicing Exp                                                                                                                                                                               									
161602	417	0	97	9	50	240	0	0	276	0	0	0	0	0	0	0	900	0	0	false	0	0	202	0	0	0	0	45	355	0	292	Credit Card Income                                                                                                                                                                               			Telephone                                                                                                                                                                                        					Investment from holding company                                                                                                                                                                  						
162337	70	0	62	29	0	27	122	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	89	0	0	0	105	24	40	188	100	Other Miscellaneous                                                                                                                                                                              	After tax subsidiary                                                                                                                                                                             													
162878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	26	0															
163343	6	1	8	25	7	13	3	5	11	8	20	0	0	0	0	0	0	0	0	true	0	0	21	0	0	6	16	2	0	5	20	FHLB STOCK DIVIDENDS                                                                                                                                                                             	CD PENALTY INCOME                                                                                                                                                                                	MISC                                                                                                                                                                                             	ATM EXPENSE                                                                                                                                                                                      	DIRECTOR/DEFERRED COMPENSATION                                                                                                                                                                   	ACCOUNTING & consulting fees                                                                                                                                                                     									
163370	0	0	91	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	165	0				ATM expenses                                                                                                                                                                                     											
163549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
163745	39	0	45	289	24	31	61	23	0	0	0	0	0	0	0	0	0	0	0	false	0	0	42	0	0	9	0	11	0	373	54	OPERATING LEASES                                                                                                                                                                                 	MORTGAGE FEES                                                                                                                                                                                    	CREDIT LIFE                                                                                                                                                                                      												
163857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	false	0	0	0	-35	0	0	0	0	0	77	0									TAX ADJUSTMENT WITH HOLDING CO                                                                                                                                                                   				PER JUDY SMITH @ FRBKC PRIOR YEAR ADJ                                                                                                                                                            		
163923	278	0	59	-27	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	251	0	0	137	0	201	667	490	292															
164032	8	0	36	24	6	8	0	0	35	0	0	0	0	0	0	0	0	0	0	false	0	0	12	0	0	0	0	4	2	48	9	FHLB Dividends                                                                                                                                                                                   			Consulting Fees                                                                                                                                                                                  											
164153	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	33	0	0	0	0	0	0	127	0															
164331	32	0	26	18	33	0	0	0	170	50	31	0	0	0	0	0	0	0	0	false	0	0	56	0	0	11	0	25	13	212	81				DONATIONS                                                                                                                                                                                        	FEDERAL RESERVE CHARGE                                                                                                                                                                           	TELEPHONE                                                                                                                                                                                        									
164377	57	0	0	86	0	0	0	0	94	54	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	179	0				fhlb svc charges                                                                                                                                                                                 	atm network charges                                                                                                                                                                              										
164742	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	26	0															
164854	77	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	92	0	Income and fees on Freddie Mac loans less servicing fees                                                                                                                                         														
164957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	65	0															
164975	0	0	0	27	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	58	0				Consultant fees                                                                                                                                                                                  											
165039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	63															
165356	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	27	0	Equipment/Facility lease                                                                                                                                                                         			Courier                                                                                                                                                                                          											
165628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	6555	0															
165758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	19	0															
165806	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	38	0	0	false	0	0	141	0	0	0	0	0	0	0	147				Telephone                                                                                                                                                                                        					Tax Benefit-Stock Options                                                                                                                                                                        						
166072	10	0	7	22	6	9	4	43	43	69	0	0	0	0	0	0	0	0	0	false	0	0	7	0	0	3	0	2	8	137	13	C.D. Early Withdrawal Penalties                                                                                                                                                                  	Credit Card Fees                                                                                                                                                                                 	Miscellaneous                                                                                                                                                                                    	Audit & Exam Fees                                                                                                                                                                                	Administrative Fees                                                                                                                                                                              										
166111	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	-29	0	0	0	0	0	156	0													9/30/99 Business combination error in reporting (formula                                                                                                                                         		
166531	12	0	15	4	9	1	1	13	54	16	15	0	0	0	0	0	0	0	0	false	0	0	20	0	0	4	27	8	1	0	29	OTHER INCOME (DRINK SALES IN BREAK ROOM)                                                                                                                                                         	WIRE FEE INCOME                                                                                                                                                                                  	CREDIT LIFE INSURANCE SALES                                                                                                                                                                      	DIRECTORS BENEFIT PLAN                                                                                                                                                                           	VISA CHECK CARD EXPENSES                                                                                                                                                                         	LOSS ON CHECKS AND DEPOSIT ACCOUNTS                                                                                                                                                              									
166652	69	3	17	5	24	25	31	0	97	69	37	0	0	0	0	0	0	0	0	false	0	0	69	0	0	15	0	17	5	363	77	Fee Travelers Express/Cashier s Check                                                                                                                                                            	Service Fees from Affiliate Banks                                                                                                                                                                		Telephone                                                                                                                                                                                        	Customer Entertainment                                                                                                                                                                           	Freight & Armored Express                                                                                                                                                                        									
166737	0	0	0	0	0	69	0	0	222	0	0	0	0	0	0	0	4	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Income on Sold Loans                                                                                                                                                                             			Other Outside Services                                                                                                                                                                           					STOCK BASED COMPENSATION                                                                                                                                                                         						
166803	720	0	0	379	0	1107	0	0	559	1134	372	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	717	372	0	Credit Card Merchants Discount                                                                                                                                                                   			Professional Fees                                                                                                                                                                                	Assessment Credit Card                                                                                                                                                                           	VT Franchise Tax                                                                                                                                                                                 									
166849	7	0	19	4	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	false	0	0	7	0	0	1	0	2	5	18	6				other oper                                                                                                                                                                                       											
167060	193	0	75	30	76	465	10	0	331	225	0	0	0	0	0	0	0	0	0	false	0	0	137	0	0	0	76	21	109	189	185	Credit Card Merchant discount                                                                                                                                                                    	Wire transfer fees                                                                                                                                                                               		Credit Card Merchant interchange                                                                                                                                                                 	Outside professional services                                                                                                                                                                    										
167453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
167556	11	0	34	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	23	0	0	0	0	0	0	40	23															
167565	1207	0	0	0	0	397	16649	0	218	1868	222	0	0	0	0	0	-337	0	0	false	0	0	183	0	0	0	0	0	0	0	0	Miscellaneous income                                                                                                                                                                             	Fee based commission income                                                                                                                                                                      		Dues and Memberships                                                                                                                                                                             	Travel Expenses                                                                                                                                                                                  	Professional Services                                                                                                                                                                            			Equity Adjustment                                                                                                                                                                                						
167752	4	0	0	4	2	0	0	0	7	2	0	0	0	0	0	0	0	0	0	false	0	0	8	0	0	0	0	2	0	25	5				Compt. Exams                                                                                                                                                                                     	Dues & Memberships                                                                                                                                                                               										
167855	0	0	0	0	0	0	0	0	46	34	130	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	32	44	0				Accounting/Audit/Exam                                                                                                                                                                            	ATM Expense                                                                                                                                                                                      	Item Processing                                                                                                                                                                                  									
167864	0	0	62	0	0	73	67	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	92	DATA PROCESSING FEES                                                                                                                                                                             	COMPUTER EQUIPMENT SALES                                                                                                                                                                         													
168320	0	0	0	0	0	0	0	0	628	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				operations center expense                                                                                                                                                                        											
168366	0	0	25	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	36	0	0	0	47															
168441	33	0	86	35	7	0	0	0	104	0	0	0	0	0	0	0	0	0	0	false	0	0	45	0	0	13	0	12	41	41	40				Professional fees                                                                                                                                                                                											
168571	16	3	25	26	20	86	0	0	49	13	9	0	0	0	0	0	0	0	46	false	0	0	11	0	0	11	0	3	17	118	28	LIFE INSURANCE PROCEEDS-DIRECTOR                                                                                                                                                                 			CONVERSION EXPENSE                                                                                                                                                                               	INSURANCE EXPENSE                                                                                                                                                                                	TELEPHONE EXPENSE                                                                                                                                                                                					CHANGE IN THE REPORTING OF THE PORTION OF RESERVE ALLOCA                                                                                                                                         				
168731	68	0	28	5	12	0	0	0	83	0	0	0	0	0	0	0	0	0	0	false	0	0	34	0	0	17	0	19	20	287	60				Telephone & Communications                                                                                                                                                                       											
168759	2	0	29	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	12	0	0	0	0	3	0	14	19															
169073	37	0	0	430	167	61	0	0	2976	760	137	0	0	0	0	0	0	0	0	false	0	0	54	0	0	0	0	2	66	837	99	Late charges on loans                                                                                                                                                                            			Deposit losses                                                                                                                                                                                   	Miscellaneous accounting reconcilements                                                                                                                                                          	Telephone                                                                                                                                                                                        									
169233	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	127	0															
169251	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-31	true	0	0	0	0	0	0	0	0	0	0	4											Provision 1/01/01 - 3/02/01                                                                                                                                                                      				
169327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	47	0	0	0	0	0	0	0	54															
169354	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	HANDLING FEES NSF & OD                                                                                                                                                                           														
169569	0	0	39	0	0	0	0	0	47	38	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	116	0				Milage and Travel                                                                                                                                                                                	Telephone and Telegraph                                                                                                                                                                          										
