"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD5523	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADC231	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
283858	39	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	71	0	0				COMPUTER FEES                                                                                                                                                                                    												
283867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	176	0	0																
284154	0	0	26	26	0				39			0		0		0					false	0	0			0	0	0	0	0	23	0				Misc Oreo Expenses                                                                                                                                                                               												
284239	4	0	9	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	8	0	0	0	0	0	0	50	25	0																
284248	0	0	0	0	0	0	0	0	62	59	56	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	33	0	0	0				software main 036 deprec software 026                                                                                                                                                            	professional fees 024   tyme fees 035                                                                                                                                                            	s/chg  correspondent banks 027 telephone 029                                                                                                                                                     										
284257	23	0	45	75	0	1028	86	139	0	0	0	0	0	0	0	0	0	0	0	0	false	0	74	0	0	0	0	5	0	85	89	0	KC MTG DIV FEES                                                                                                                                                                                  	KC COMM DIV FEES                                                                                                                                                                                 	ANTIOCH BLDG LEASE INC                                                                                                                                                                           													
284332	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	false	0	0	0	0	0	0	0	0	384	0	0									Capital Infusion                                                                                                                                                                                 							
284408	0	0	0	0	0				16	17		0		0		0					false	0	0			0	0	0	0	20	18	0				TELEPHONE                                                                                                                                                                                        	AUDITING                                                                                                                                                                                         											
284556	72	0	0	0	0	46	36	0	49	0	0	0	0	0	0	0	1900	0	0	0	false	0	0	2	0	0	0	0	0	0	34	0	LOAN DOCUMENTATION FEES                                                                                                                                                                          	HOME MORTGAGE ORIGINATION FEES                                                                                                                                                                   		STRUNK AND ASSOCIATES                                                                                                                                                                            					TRUST PREFERRED SECURITY                                                                                                                                                                         					INT PD TO FHBL FOR IPCD                                                                                                                                                                          		
284743	17	0	8	2	7	5	7	0	5	6	7	0	0	0	0	0	0	0	0	0	false	0	10	0	0	0	0	6	2	41	9	0	Sale of Bank Drafts, Money Orders, Etc.                                                                                                                                                          	Commissions Received                                                                                                                                                                             		Directors  Expenses                                                                                                                                                                              	Courier Service                                                                                                                                                                                  	Service Charges                                                                                                                                                                                  										
284819	0	0	0	0	0	0	0	0	1144	1727	0	0	0	0	0	0	-600	0	0	0	false	0	0	0	0	0	887	0	0	0	0	0				Deferred Compensation                                                                                                                                                                            	Residual Insurance                                                                                                                                                                               				Dividend to Holding Company                                                                                                                                                                      							
284958	0	0	0	4	7	0	0	0	4	7	3	0	0	0	0	0	0	0	0	0	false	0	4	0	0	0	0	2	0	0	5	0				DUES AND SUBSCRIPTIONS                                                                                                                                                                           	DEBIT CARD EXPENES                                                                                                                                                                               	TELEPHONE & CELLULAR                                                                                                                                                                             										
285151	15	0	20	4	4							0		0		0					false	0	1			6	0	4	0	32	18	0																
285348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
285544	0	0	0	0	0	0	0	0	70	208	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	176	0	0				State single business tax                                                                                                                                                                        	Management/admin fees                                                                                                                                                                            											
285553	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	false	0	0	-1	0	0	0	0	0	0	0	0				CREDIT CARD EXPENSE                                                                                                                                                                              										OVERSTATE 01 FED INC. TAX REC. 12-01                                                                                                                                                             		
285740	56	0	28	33	23	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	false	0	78	0	0	0	157	28	127	17	116	0				Tax-Bank Shares                                                                                                                                                                                  												
285759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
285777	7	0	9	0	2	0	0	0	3	21	2	0	0	0	0	0	0	0	0	0	false	0	2	0	0	0	0	0	1	3	9	0				Supervisory exams                                                                                                                                                                                	Other Operating                                                                                                                                                                                  	ATM Expense                                                                                                                                                                                      										
285852	0	0	0	0	0				95			0		0		0					false	0	0			0	0	0	0	0	0	0				Off Premise Posting                                                                                                                                                                              												
285928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	63	0	0	133	0	0																
285937	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				AUTOMATED BOOKKEEPING                                                                                                                                                                            												
286251	15	0	16	1	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	false	0	8	0	0	0	26	0	0	4	9	0				Misc                                                                                                                                                                                             												
286457	20	0	0	0	0	0	0	0	15	20	13	0	0	0	0	0	0	0	0	0	false	0	2	0	0	0	0	0	0	71	14	0				Freight                                                                                                                                                                                          	ATM Program Expense                                                                                                                                                                              	ATM Maintenance Expense                                                                                                                                                                          										
286466	55	0	65	56	12	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	false	0	29	0	0	14	0	15	58	172	72	0				ATM & debit card interchange expense\                                                                                                                                                            												
286840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
286952	0	0	0	0	0	66	108	0	47	57	86	0	0	0	0	0	0	0	0	0	false	0	49	0	0	0	0	0	0	111	0	0	Visa Check Card Income                                                                                                                                                                           	Secondary Mortgage Fee Income                                                                                                                                                                    		Telephone                                                                                                                                                                                        	Visa Check Card Expense                                                                                                                                                                          	Data Processing                                                                                                                                                                                  										
287007	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	63	0	0				Loan Expenses                                                                                                                                                                                    												
287155	0	0	22	0	0	19			13			0		0		0					false	0	0			0	0	0	0	0	12	0	OTHER NON-INTEREST - NON-TAXABLE                                                                                                                                                                 			AUDITING AND ACCOUNTING                                                                                                                                                                          												
287324	28	0	16	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	12	0	0	8	0	12	7	99	22	0																
287342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	15	0	0																
287351	54	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	60	0	0	0	37	0				Item Processing                                                                                                                                                                                  												
287445	134	0	0	0	0	321	0	0	1038	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	276	0	0	Fees from affiliates - mtge ln orig                                                                                                                                                              			Holding Co. Admin & Processing Fees                                                                                                                                                              												
287539	22	0	6	22	11	75	0	0	103	0	0	0	0	0	0	0	0	0	0	0	false	0	35	0	0	9	0	13	103	75	44	0	Mtg release release fees                                                                                                                                                                         			ATN expense                                                                                                                                                                                      												
287650	0	0	28	0	0							0		0		0					false	0	0			0	16	0	0	0	15	0																
287856	10	0	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	13	17	11	0																
287922	3	0	13	18	5	3	0	0	27	7	6	0	0	0	0	0	0	0	0	0	false	0	10	0	0	0	0	0	0	0	17	0	Misc. Income                                                                                                                                                                                     			Franchise Tax                                                                                                                                                                                    	Misc. Expense                                                                                                                                                                                    	Telephone                                                                                                                                                                                        										
287959	0	0	0	34	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	225	34	0				ATM Expense                                                                                                                                                                                      												
288152	3	0	6	0	1	0	0	0	7	5	2	0	0	0	0	0	0	0	0	0	false	0	2	0	0	0	16	0	0	1	3	0				EXAMINATION FEES                                                                                                                                                                                 	INSURANCE                                                                                                                                                                                        	ACCOUNTANT FEES                                                                                                                                                                                  										
288358	43	0	0	0	0	0	0	0	63	50	67	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	52	0				Computer expense                                                                                                                                                                                 	Donations & public relations                                                                                                                                                                     	Misc exp-ck fraud & trust dept liab                                                                                                                                                              										
288376	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	false	0	0	0	0	0	141	0	18	0	0	0											an entry was made at year end and after the Dec call was                                                                                                                                         					
288750	0	0	0	0	0	23	0	0	26	0	0	0	0	0	0	0	0	0	0	0	false	0	18	0	0	0	0	0	0	0	25	0	Other Income                                                                                                                                                                                     			Insurance                                                                                                                                                                                        												
288853	277	0	0	195	0	1664	501	0	964	236	0	0	0	0	0	0	0	0	0	0	false	0	102	0	0	153	0	0	859	1572	225	0	Debit Card Fee                                                                                                                                                                                   	Credit Card Fee                                                                                                                                                                                  		Credit Card Processing                                                                                                                                                                           	Debit Card Processing                                                                                                                                                                            											
289056	0	0	27	0	0	0	0	0	25	23	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Equipment Maint & Repair                                                                                                                                                                         	Exams & Audits                                                                                                                                                                                   											
289065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	64	34	0																
289225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	26	0	0	0	0	0																
289449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
289515	241	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	false	0	169	0	0	0	279	0	0	312	0	0				Capital Stock Tax                                                                                                                                                                                												
289542	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	126	0	0																
289702	265	0	68	51	40	8	0	0	270	0	0	0	0	0	0	0	0	0	0	0	false	0	230	0	0	11	0	39	188	51	232	0	Gain on Call Contracts                                                                                                                                                                           			Professional Expense                                                                                                                                                                             												
289739	0	0	33	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	45	0	0				Computer and software maintenance                                                                                                                                                                												
289757	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	95	0	0	0	35	0				Other Expense (charge off "other asset")                                                                                                                                                         												
290052	133	70	19	100	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	139	0	0	88	0	58	130	1173	86	0																
290230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	54	0																
290249	184	22	88	104	37	193	258	0	207	0	0	0	0	0	0	0	0	0	0	0	false	0	172	0	0	21	0	73	138	113	145	0	DATA PROCESSING INCOME                                                                                                                                                                           	DEBIT CARD INCOME                                                                                                                                                                                		OTHER SERVICE FEES                                                                                                                                                                               												
290838	1	0	0	0	2	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	false	0	5	0	0	1	0	0	0	4	5	0				Dues, subscriptions, & memberships                                                                                                                                                               	Telephone                                                                                                                                                                                        											
290847	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	18	23	0																
290922	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	60	0	0																
291059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	14	0	0	44	0	0																
291152	101	0	0	86	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	59	0	0	101	0	0	10	526	106	0	Debit Card Fees                                                                                                                                                                                  															
291273	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				INTANGIBLE FRANCHISE TAX                                                                                                                                                                         												
291330	3	0	18	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	20	0	0	0	0	0	0	0	15	0																
291611	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				pa share tax                                                                                                                                                                                     												
291732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
291910	47	0	0	0	0	49	0	0	54	40	40	0	0	0	0	0	1100	0	0	0	false	0	36	0	0	0	0	0	0	157	36	0	CREDIT CARD MERCHANT INCOME                                                                                                                                                                      			CREDIT CARD MERCHANT INCOME                                                                                                                                                                      	ATM EXPENSE                                                                                                                                                                                      	TELEPHONE EXPENSE                                                                                                                                                                                			DIVIDEND DOWNSTREAM FROM PARENT COMPANY                                                                                                                                                          							
292234	31	0	42	27	17	104	0	0	93	238	0	0	0	0	0	0	0	0	500	-175	false	0	31	0	0	0	112	17	13	241	48	0	PROFIT  ON SALE OF FIXED ASSETS                                                                                                                                                                  			CHARGE OFF ACCOUNTS                                                                                                                                                                              	ONE TIME PENSION COST ADJUSTMENT                                                                                                                                                                 						BUSINESS COMBINATION                                                                                                                                                                             	TSF TO SPECIFIC RESERVE                                                                                                                                                                          				
292467	0	0	24	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	false	0	17	0	0	0	0	0	0	33	19	0				MICELLANEOUS EXPENSE                                                                                                                                                                             												
292524	0	0	0	0	0	118			311			0		0		0					false	0	0			0	0	0	0	0	0	0	ORIGINATION FEES                                                                                                                                                                                 			PROFESSIONAL/CONSULTING FEES                                                                                                                                                                     												
292850	11	0	38	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	9	0	0	3	0	3	1	0	1	0																
292908	0	0	0	0	0	0	0	0	137	108	279	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	109	0				OTHER INSURANCE                                                                                                                                                                                  	EVANS BANCORP                                                                                                                                                                                    	PROFESSIONAL SERVICES                                                                                                                                                                            										
293026	121	0	0	0	0	377	182	0	106	87	66	0	0	0	0	0	1000	0	0	0	false	0	0	41	0	0	0	0	0	121	103	0	Loan Fees                                                                                                                                                                                        	Management Fees                                                                                                                                                                                  		Telephone                                                                                                                                                                                        	Loan Expenses                                                                                                                                                                                    	Other Real Estate Owned Expenses                                                                                                                                                                 			Capital Contribution From Holding Company in the Form of                                                                                                                                         					Adjusted 2001 Net Income Per External Auditors                                                                                                                                                   		
293053	71	0	162	0	0	151	0	0	90	75	0	0	0	0	0	0	0	0	300	0	false	0	96	0	0	0	0	0	0	0	128	0	Service release fees                                                                                                                                                                             			Consultant                                                                                                                                                                                       	Overdrafts - written off                                                                                                                                                                         						PURCHASE ACCOUNTING ADJUSTMENT TO ALLL                                                                                                                                                           					
293352	0	0	11	0	0	0	0	0	10	11	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	15	0	0	0	10	0				OFFICER LIFE INSURANCE                                                                                                                                                                           	INSURANCE                                                                                                                                                                                        											
293437	4	5	17	46	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	18	0	0	0	0	13	7	0	25	0																
293558	43	0	26	27	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	52	0	0	27	0	14	93	264	70	0																
293651	8	0	9	20	0	0	0	0	7	13	0	0	0	0	0	0	0	0	0	0	false	0	7	0	0	0	0	3	0	0	9	0				TELEPHONE                                                                                                                                                                                        	MISCELLANEOUS                                                                                                                                                                                    											
293736	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	false	0	73	0	0	42	0	38	159	977	165	0									capital infusion                                                                                                                                                                                 							
293754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	58	0	0																
294023	57	0	40	60	0	43	0	0	54	54	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	MAC FEES                                                                                                                                                                                         			TAXES                                                                                                                                                                                            	TELEPHONE                                                                                                                                                                                        											
294153	8	0	11	17	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	false	0	11	0	0	0	29	1	5	0	9	0				MISC                                                                                                                                                                                             												
294256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	189	0	0																
294331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	-13	0	0	0	0	0	138	0	0														Adj for 2001 Taxes & Depr                                                                                                                                                                        		
294359	0	0	25	0	0	4	20		13			0		0		0					false	0	0			0	0	0	0	0	0	0	EXCHANGE                                                                                                                                                                                         	OTHER MISC. INCOME - TAXABLE                                                                                                                                                                     		AUDITING & ACCOUNTING                                                                                                                                                                            												
294564	0	0	93	0	0	896	389	0	0	0	0	0	0	0	0	0	500	0	0	0	false	0	81	0	0	0	0	0	0	101	91	0	Lease fee Income                                                                                                                                                                                 	Mortgage Production Income                                                                                                                                                                       							Capital Injection                                                                                                                                                                                							
294751	58	0	30	162	17	0	0	0	471	95	0	0	0	0	0	0	0	0	0	0	false	0	98	0	0	17	114	12	122	358	87	0				Retail Banking                                                                                                                                                                                   	Telephone                                                                                                                                                                                        											
294779	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	306	0	0	0																
294809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	294	0	0																
294827	24	0	21	6	4	63	0	0	15	22	19	0	0	0	0	0	0	0	0	0	false	0	15	0	0	0	0	0	14	83	28	0																
295011	40	2	61	23	20	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	false	0	47	0	0	18	0	40	15	140	80	0				Franchise Tax                                                                                                                                                                                    												
295057	0	0	0	0	0	58			40	36		0		0		0					false	0	0			0	0	0	0	85	43	0	Miscellaneous Other                                                                                                                                                                              			Management Fees                                                                                                                                                                                  	Correspondent Bank Charges                                                                                                                                                                       											
295356	0	0	0	0	0							0		0		0					false	0	0			0	0	0	0	28	10	0																
295552	11	0	27	31	2	20	0	0	20	63	25	0	0	0	0	0	0	0	747	0	true	0	2	-61	0	1	0	1	5	28	20	0	origination fees on secondary market mortgages                                                                                                                                                   			appraisal fees                                                                                                                                                                                   	core deposit premium amortization                                                                                                                                                                	audit fees                                                                                                                                                                                       					adjustment prior to acquisition of bank on 04/09/02                                                                                                                                              			TA ADJUSTMENT                                                                                                                                                                                    		
295628	0	0	0	0	0	0	0	0	265	160	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	620	0	0				Franchise tax                                                                                                                                                                                    	Trust department expense                                                                                                                                                                         											
295637	94	0	0	0	0	0	0	0	123	76	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	75	0				TELEPHONE SERVICE                                                                                                                                                                                	SOFTWARE MAINT AGMTS                                                                                                                                                                             											
295646	4	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	2	0	0	0	0	0	0	9	8	0																
295758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	24	0	0																
296102	0	0	41	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	49	65	0	0				State of Vermont - Franchise Taxes                                                                                                                                                               												
296438	8	0	7	13	4	0	0	0	0	0	0	0	0	0	0	0	3223	0	153	0	false	0	5	0	0	0	0	0	0	52	20	0									CAPITAL INFUSION FROM HOLDING COMPANY                                                                                                                                                            		ADJUSTMENT DUE TO PURCHASE OF BANK                                                                                                                                                               					
296456	48	0	0	0	0	0	0	0	131	46	43	0	0	0	0	0	0	0	0	0	false	0	42	0	0	0	0	0	0	0	110	0				Misc. NSF Check & Other Losses                                                                                                                                                                   	Filing Fees                                                                                                                                                                                      	Currency, Coin, Securities Fees                                                                                                                                                                  										
296559	62	1	11	31	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	39	0	0	20	0	23	92	39	78	0																
296755	16	0	14	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	11	-45	0	0	0	2	5	7	15	0														Adjustment to 2001 Income Tax Payable                                                                                                                                                            		
296858	22	0	22	5	2	1	0	0	13	9	3	0	0	0	0	0	0	0	0	0	false	0	4	0	0	3	0	7	0	15	11	0	Royalty Income                                                                                                                                                                                   			Insurance & Bonds                                                                                                                                                                                	OCC Assessments                                                                                                                                                                                  	Courier Expenses                                                                                                                                                                                 										
297042	67	0	12	54	7	85	18		40	25	14	0		0		0					false	0	27			0	0	9	0	0	41	0	DATA PROCESSING INCOME                                                                                                                                                                           	EMPLOYEE BENEFITS REIMBUSEMENT                                                                                                                                                                   		TELEPHONE EXPENSE                                                                                                                                                                                	SERVICE CHARGES PAID - BANK ACCOUNTS                                                                                                                                                             	EMPLOYEE TRAINING                                                                                                                                                                                										
297051	22	3	6	27	5	5	3	0	5	17	16	0	0	0	0	0	0	0	0	0	false	0	15	0	0	3	19	7	0	7	23	0	COMMISSIONS ON INSURANCE                                                                                                                                                                         	ORE                                                                                                                                                                                              		DELUXE                                                                                                                                                                                           	BANK SERVICE CHARGES                                                                                                                                                                             	SERVICE CONTRACTS                                                                                                                                                                                										
297257	20	0	0	23	0	0	0	0	22	15	0	0	0	0	0	0	0	0	0	0	false	0	12	-11	0	0	0	0	17	64	24	0				Contract Labor                                                                                                                                                                                   	Utilities                                                                                                                                                                                        									Audit Adjustments                                                                                                                                                                                		
297453	97	0	0	88	0	545	0	0	165	0	0	0	0	0	0	0	0	0	0	0	false	0	56	0	0	92	0	0	26	427	114	0	Debit Card Fees                                                                                                                                                                                  			Debit Card Processing                                                                                                                                                                            												
297547	0	0	0	0	0	0	0	0	7	9	8	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	6	0				EXAM & AUDIT FEES                                                                                                                                                                                	SOFTWARE MAINTENANCE AGGREEMENTS                                                                                                                                                                 	CORRESPONDENT BANK FEES                                                                                                                                                                          										
297631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	33	0	0	0	0	0	49	0	0														Year End Adjustments 2001                                                                                                                                                                        		
297734	23	0	9	24	9	0	5	0	0	21	0	0	0	0	0	0	0	0	0	0	false	0	39	0	0	0	0	6	0	43	34	0		CREDIT INSURANCE                                                                                                                                                                                 			ACCOUNTING & AUDITING                                                                                                                                                                            											
297761	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	false	0	0	0	0	0	61	0	0	167	0	0																
