"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD5523	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADC231	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
425975	153	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	117	0				Service Bureau                                                                                                                                                                                   												
426057	26	0	26	4	4	107	11	20	29	11	15	0		0		0					false	0	28	-98		30	0	0	10	100	50	0	COLLECTION & EXCHANGE FEES                                                                                                                                                                       	MERCHANT FEES BANK CARD                                                                                                                                                                          	FEES MORTGAGE LOAN ORIGINATION                                                                                                                                                                   	DUE FROM BANK SERVICE CHARGES                                                                                                                                                                    	TELEPHONE                                                                                                                                                                                        	BANK ASSESSMENTS REGULATORY                                                                                                                                                                      								AUDIT ADJUSTMENTS                                                                                                                                                                                		
426141	8	0	23	0	6				16			0		0		0					false	0	11			0	0	3	0	0	5	0				Examinations & Audits                                                                                                                                                                            												
426347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	10	0	0	0	0	0	0	0	0	13	0																
426534	314	2	36	91	81	533	245	134	442	152	317	0	0	0	0	0	8000	0	0	0	false	0	168	0	0	75	0	72	54	584	228	0	loan application fees                                                                                                                                                                            	document preparation fees                                                                                                                                                                        	VISA check card fees                                                                                                                                                                             	mortgage servicing fees                                                                                                                                                                          	telephone                                                                                                                                                                                        	appraisal fees                                                                                                                                                                                   			Capital Injection                                                                                                                                                                                							
426758	40	0	41	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	35	0	0	0	0	0	0	4	30	0																
426945	19	18	37	4	4	121	25	20	21	27	13	0	0	0	0	0	0	0	0	0	false	0	25	0	0	3	0	10	28	0	30	0	SECONDARY MARKET FEES                                                                                                                                                                            	MISC LOAN INCOME                                                                                                                                                                                 	FEES AND COMMISSIONS                                                                                                                                                                             	OTHER RE EXPENSE                                                                                                                                                                                 	CORRESPONDENT BANK SERVICE CHARGE                                                                                                                                                                	ATM EXPENSE                                                                                                                                                                                      										
427241	75	0	34	54	15							0		0		0	34				false	0	57			0	27	7	20	0	59	0									Change in Unearned ESOP                                                                                                                                                                          							
427353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	27	0	0	0	0	0	0	85	0														ADJUSTMENT FOR 2001 INCOME TAXES                                                                                                                                                                 		
427456	0	0	14	32	0	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	3	3	0	16	0				telephone                                                                                                                                                                                        	misc losses                                                                                                                                                                                      											
427719	617277	0	0	0	0	47704	32169	0	75787	82868	37920	0	0	0	0	0	0	0	1824	-16269	true	0	64767	0	0	0	0	0	0	91795	0	0	Credit card interchange fees                                                                                                                                                                     	Other income from purchased portfolio                                                                                                                                                            		Corporate administrative costs                                                                                                                                                                   	Credit card fraud losses                                                                                                                                                                         	Visa/MC authorization expense                                                                                                                                                                    					Business card portfolio acquisition                                                                                                                                                              	Finance chrg valuation allowance reclass                                                                                                                                                         				
427858	19	0	14	14	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	33	0	0	12	0	22	22	158	35	0																
427915	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	363	0	0				Other Tax Except on Income                                                                                                                                                                       												
427960	0	20	33	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	false	0	21	0	0	0	0	0	0	47	44	0				OCC Assessment                                                                                                                                                                                   												
428033	0	0	43	0	0	50	0	0	150	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	61	0	L/T Mtg RE Income                                                                                                                                                                                			Payment for non-compete                                                                                                                                                                          												
428060	0	0	0	0	0	176	226	0	224	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	440	0	0	Mortgage Loans Fee Income                                                                                                                                                                        	Bank Card Merchant Income                                                                                                                                                                        		Bank Card Loans Operating Expense                                                                                                                                                                												
428462	151	0	0	0	0	90						0		0		0					false	0	96			0	0	0	0	336	0	0	FEDERAL TAX REFUND                                                                                                                                                                               															
428547	0	0	0	0	0							0		0		0					false	0	0			0	192	0	0	352	0	0																
428631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	86	0	0																
428659	16	0	5	32	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	14	0	0	0	0	0	8	0	19	0																
428752	0	0	0	0	0	6345	5000	0	91599	0	0	0	0	0	0	0	0	0	-233	6961	false	0	0	0	0	0	0	0	0	4671	0	0	Loan Sale Premiums                                                                                                                                                                               	Servicing Fees                                                                                                                                                                                   		Intercompany Expense                                                                                                                                                                             							Paydowns of securitizations with affil                                                                                                                                                           	Purchase of Loans                                                                                                                                                                                				
428855	50	2	16	23	26	12	1	7	99	31	35	0	0	0	0	0	0	0	0	0	false	0	56	0	0	9	0	14	16	0	42	0	FILING FEES                                                                                                                                                                                      	VENDING MACHINE                                                                                                                                                                                  	CD INT PEN. AND COIN SALES                                                                                                                                                                       	DONATIONS AND CHARITY                                                                                                                                                                            	PHONE                                                                                                                                                                                            	CORR BANK S/CH                                                                                                                                                                                   										
428958	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	73	0	0																
429021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	130	0	0	0	0	0	0	350	0	0																
429526	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	639	0	0	1241	0	0				Depreciation-equipment                                                                                                                                                                           												
429535	67	0	0	0	0	0			50	36		0		0		0					false	0	0			0	0	322	0	101	0	0				Credit Card Expense                                                                                                                                                                              	Group Office Expense                                                                                                                                                                             											
429759	0	0	54	0	0	70	0	0	55	109	57	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	210	0	0	ATM/Debit Card income                                                                                                                                                                            			Employee & Officer Training                                                                                                                                                                      	Telephone                                                                                                                                                                                        	ATM/Debit Card expense                                                                                                                                                                           										
430036	69	0	40	56	36	10	16	24	64	57	0	0	0	0	0	0	0	0	0	0	false	0	105	0	0	0	14	10	22	119	60	0	Ck Cashing fees                                                                                                                                                                                  	Money orders and Misc                                                                                                                                                                            	Check Card                                                                                                                                                                                       	ATM Expense                                                                                                                                                                                      	Business Manager                                                                                                                                                                                 											
430054	0	0	0	0	0	0	0	0	60	22	19	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	85	0	0				Professional fees                                                                                                                                                                                	Telephone Expense                                                                                                                                                                                	Insurance Expense                                                                                                                                                                                										
430344	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	false	0	0	0	0	0	66	0	0	48	38	0											MERGER WITH ORANGEVILLE COMMUNITY BANK CERT #17701                                                                                                                                               					
430670	140	0	0	0	0	300	334	118	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	384	0	0	SBA loan fees                                                                                                                                                                                    	Other loan fees                                                                                                                                                                                  	Real estate finance fees                                                                                                                                                                         													
430858	6	0	10	18	3	0	0	0	17	6	6	0	0	0	0	0	0	0	0	0	true	0	11	-35	0	2	27	7	10	16	14	0				Audit Tax & Accounting Fees                                                                                                                                                                      	Telephone                                                                                                                                                                                        	Blanket Bond                                                                                                                                                                                     								DEFERRED TAX ASSETS FROM 1999                                                                                                                                                                    		
431323	0	0	119	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	false	0	44	0	0	0	0	0	44	105	57	0				OHIO FRANCHISE TAX                                                                                                                                                                               												
431350	53	0	37	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	false	0	23	10	0	0	0	0	0	0	0	0				misc exp and accrual for year end                                                                                                                                                                										adj books to tax return                                                                                                                                                                          		
431743	0	0	0	0	0	413	448	626	672	170	295	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Cash and Courier                                                                                                                                                                                 	Premium Income                                                                                                                                                                                   	Real Estate Commissions                                                                                                                                                                          	Intercompany Expense                                                                                                                                                                             	Commissions and Contract Services                                                                                                                                                                	Commissions on Sales                                                                                                                                                                             										
431846	1	0	3	4	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	false	0	15	0	0	0	0	5	0	10	8	0				Insurance & Blanket Bond                                                                                                                                                                         												
431958	2	2	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	11	0	0	0	0	3	0	35	14	0																
432012	7	0	33	12	2	0	0	0	24	10	22	0	0	0	0	0	0	0	0	0	false	0	6	0	0	0	0	0	0	9	4	0				Other Taxes                                                                                                                                                                                      	Other Insurance                                                                                                                                                                                  	Accounting                                                                                                                                                                                       										
432058	3	0	68	5	2	0	0	0	18	14	75	0	0	0	0	0	0	0	0	0	false	0	14	0	0	5	0	5	0	82	21	0				AUDIT EXPENSE                                                                                                                                                                                    	MISC LOAN EXPENSE                                                                                                                                                                                	BAD DEBT RESERVE                                                                                                                                                                                 										
432432	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	149	0	0	0	94	0	MORTGAGE ORIGINATION FEE                                                                                                                                                                         															
433158	0	0	0	0	0	0	0	0	24	24	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				EXAM & AUDIT FEES                                                                                                                                                                                	SOFTWARE EXPENSE                                                                                                                                                                                 											
433354	93	11	28	18	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	60	0	0	6	71	16	0	4	67	0																
433439	21	0	34	0	5	2	8	0	5	9	32	0	0	0	0	0	0	0	0	0	false	0	21	0	0	0	0	5	5	19	28	0	c.d. penalties                                                                                                                                                                                   	atm cards & misc income                                                                                                                                                                          		deferred directors comp                                                                                                                                                                          	loan repo & collection                                                                                                                                                                           	clearing house fee's                                                                                                                                                                             										
433505	212	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Consultant                                                                                                                                                                                       												
433550	76	0	38	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	75	0	0	0	43	22	34	0	133	0																
433608	763	0	0	0	0	559	609	0	649	0	0	0	0	0	0	0	240	0	0	0	false	0	0	0	0	0	798	0	0	0	0	0	Debit card income                                                                                                                                                                                	Merchant card income                                                                                                                                                                             		Software license and fees                                                                                                                                                                        					Tax benefit HC options exercised                                                                                                                                                                 							
433859	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	25	0	0	0	0	0	0	0	31	0	RENT RECEIVED FROM LEASED EQUIPMENT                                                                                                                                                              															
433943	0	0	0	0	0							0		0		0					false	0	0			17	0	24	0	0	0	0																
434203	236	0	0	0	0	713	0	0	135	127	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	188	0	0	0	151	0	Fees for originating loans for other banks                                                                                                                                                       			Telephone expense                                                                                                                                                                                	ATM expense                                                                                                                                                                                      											
434539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	267	0	0																
435059	78	0	0	48	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	41	-61	0	0	0	0	0	21	53	0	GAIN ON EQUITY MORT                                                                                                                                                                              															
435152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	57	0	0																
435255	8	0	15	37	5	6	8	0	15	8	18	0	0	0	0	0	0	0	0	0	false	0	14	0	0	5	0	0	0	16	20	0	REIMBURSE LEGAL FEES                                                                                                                                                                             	MISC OTHER                                                                                                                                                                                       		OTHER INSURANCE                                                                                                                                                                                  	TRAVEL, CONVENTIONS, SEMINARS                                                                                                                                                                    	MISC OTHER                                                                                                                                                                                       										
435349	208	0	0	0	0	429	1105	289	246	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Fee Income-Mortgage Center                                                                                                                                                                       	Service Release Fees-Mtg Center                                                                                                                                                                  	Benefits Income                                                                                                                                                                                  	Supplies, Stationery, & Printing                                                                                                                                                                 												
435358	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	62	39	0				ACCOUNTING & PROFESSIONAL FEES                                                                                                                                                                   												
435376	131	20	0	156	15	0	0	0	172	15	133	0	0	0	0	0	0	0	0	0	false	0	139	0	0	8	0	22	253	125	2	0				Meals & Entertainment                                                                                                                                                                            	Education and Training                                                                                                                                                                           	Travel & Lodging                                                                                                                                                                                 										
435666	18	15	52	33	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	35	0	0	10	0	17	6	305	36	0	LEASE INCOME ON CRAWFORD BUILDING                                                                                                                                                                															
435750	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	229	208	0				Professional Fees                                                                                                                                                                                												
436131	42	0	97	118	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	84	0	0	27	83	16	43	137	141	0																
436159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	979	0	0																
436252	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	104	263	72	0				Back Office Services                                                                                                                                                                             												
436467	178	0	32	72	41	0	0	0	829	0	0	0	0	0	0	0	0	0	0	0	false	0	123	0	0	16	31	12	0	590	80	0				MANAGEMENT FEES                                                                                                                                                                                  												
436542	44	5	10	5	11	36	9	17	21	6	11	0	0	0	0	0	0	0	0	0	false	0	24	0	0	3	19	8	16	61	28	0	Data Processing                                                                                                                                                                                  	Management Fees                                                                                                                                                                                  	Real Estate Fees                                                                                                                                                                                 	Correspondent Bank Charges                                                                                                                                                                       	Supervisory Fees                                                                                                                                                                                 	Telephone Expense                                                                                                                                                                                										
436711	0	0	0	0	0	0	0	0	972	0	0	0	0	0	0	0	155	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Professional Expenses                                                                                                                                                                            					Addl capital contribution                                                                                                                                                                        							
436739	67	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Mastercard/Visa Fees                                                                                                                                                                             															
436823	0	0	0	0	0	211	0	0	155	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Increase in NCSV of Bank Owned Life Insurance                                                                                                                                                    			Office Supplies                                                                                                                                                                                  												
436953	197	0	51	41	58	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	false	0	61	0	0	0	11	28	95	246	116	0				Accounting Expense                                                                                                                                                                               												
436971	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	152	0	0				Management Fees                                                                                                                                                                                  												
437044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
437053	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	133	149	0				MISC                                                                                                                                                                                             												
437138	0	0	0	46	0	63	0	0	52	0	0	0	0	0	0	0	0	0	0	0	false	0	79	0	0	0	0	0	0	0	67	0	GAIN/LOSS ON OTHER ASSETS                                                                                                                                                                        			ATM EXPENSE                                                                                                                                                                                      												
437231	36	0	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	51	0	0	31	0	13	14	150	30	0																
437455	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	67	45	0																
437521	6008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	2993	0	4019	10879	0	0																
438050	57	0	0	0	0	0	0	0	34	82	22	0	0	0	0	0	0	0	0	0	false	0	27	0	0	25	0	0	0	133	37	0				Outside Service Expense                                                                                                                                                                          	Other Operating Expense                                                                                                                                                                          	Check Printing Expense                                                                                                                                                                           										
438238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3640	0	0	0	false	0	0	0	0	0	0	0	0	929	0	0									Capital Infusion                                                                                                                                                                                 							
438265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
438434	0	0	0	99	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Recovery from loss on embezzlement                                                                                                                                                               															
438715	471	0	0	0	0	0	0	0	313	4117	0	0	0	0	0	0	7000	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Telephone                                                                                                                                                                                        	Corporate Management Fee                                                                                                                                                                         				Capital Contribution                                                                                                                                                                             							
439132	0	30	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	10	9	176	0	0																
439141	59	0	29	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	28	0	0	9	0	9	13	137	26	0																
439338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	5	0	0	0	0	0	0	0	0														Repo Loss from 2001 reflected as 2002 expense on RI-A. 4                                                                                                                                         		
439356	0	0	0	124	231	0	0	0	0	0	0	0	0	0	0	0	3425	0	0	0	false	0	0	0	0	0	0	0	0	0	143	0									CAPITAL INJECTION                                                                                                                                                                                							
439404	0	0	0	0	0	826	0	0	729	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Merchant Credit Card INcome                                                                                                                                                                      			Merchant Credit Card Expense                                                                                                                                                                     												
439459	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Management Fees                                                                                                                                                                                  												
439730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
439833	17	0	84	10	15	0	0	0	133	747	0	0	0	0	0	0	0	0	0	0	false	0	4	839	0	19	0	33	36	418	54	0				Amortized expense                                                                                                                                                                                	Management Fees                                                                                                                                                                                  									Pushdown Goodwill to bank                                                                                                                                                                        		
439860	53	0	56	0	0	0	0	0	73	35	0	0	0	0	0	0	0	0	0	0	false	0	39	0	0	0	0	0	61	166	63	0				Audit/Accounting & Consulting fees                                                                                                                                                               	Bank Service Charges                                                                                                                                                                             											
440110	8	0	33	6	3	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	false	0	14	0	0	2	0	4	10	49	12	0				Pennsylvania Shares Tax                                                                                                                                                                          												
440174	63	0	44	0	0	0	0	0	37	60	27	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	60	0	0	85	32	0				Bank franchise tax                                                                                                                                                                               	Corporate Administration                                                                                                                                                                         	Telephone                                                                                                                                                                                        										
440259	92	12	15	61	40	76	0	0	107	173	85	0	0	0	0	0	0	0	0	0	false	0	45	0	0	19	0	17	106	91	69	0	Merchant Card Income                                                                                                                                                                             			Telephone Expense                                                                                                                                                                                	Other Professional Fees                                                                                                                                                                          	ATM Daily Fee Expense                                                                                                                                                                            										
440352	475	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	985	0	0				I/C FNNI Admin Overhead                                                                                                                                                                          												
440446	0	0	0	0	0	22	0	0	29	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	52	18	0	Rental Income - Operating Leases                                                                                                                                                                 			Telephone/Communication Expense                                                                                                                                                                  												
440857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	50	0	0																
441050	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	128	0	0																
441078	0	0	61	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	46	0				FHLB & Other Bank Charges                                                                                                                                                                        												
441135	6	0	15	6	11	12	19	24	13	24	17	0	0	0	0	0	0	0	0	0	false	0	10	38	0	3	0	3	0	54	22	0	COMM & FEES                                                                                                                                                                                      	SECONDARY MARKET FEES                                                                                                                                                                            	VISA INCOME                                                                                                                                                                                      	EXAMS & AUDITS                                                                                                                                                                                   	VISA EXPENSE                                                                                                                                                                                     	DEALER RESERVE                                                                                                                                                                                   								'99 INCOME TAX REFUND                                                                                                                                                                            		
441256	415	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	400	0	false	0	0	0	0	42	0	27	60	337	250	0									Additional paid in capital surplus                                                                                                                                                               		Adj for provision for purchase of banks                                                                                                                                                          					
441359	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	52	0	0	0	0	0				Donations                                                                                                                                                                                        												
441434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	30	0	0	0	0	0	202	0	0														 AUDIT ADJUSTMENTS                                                                                                                                                                               		
