"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4522	RIAD4769	RIAD5523	RIAD6373	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
132741	19	0	22	461	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	43	0	0	0	0	0	0	89	46															
132778	0	0	73	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	127	0				Correspondent Bank Fees                                                                                                                                                                          											
132853	138	0	73	35	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	8	0	0	0	31	9	59	20	90															
132938	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	64	0	0	84	67				Professional Fees                                                                                                                                                                                											
133243	0	0	12	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	5															
133270	0	0	0	911	0	866	0	0	1061	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	BOLI Income                                                                                                                                                                                      			Bank Service Charges                                                                                                                                                                             											
133850	0	0	0	0	0	0	0	0	443	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	423	0	0	0	210				John Floyd Consulting Services                                                                                                                                                                   											
133971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
134156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
134400	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	834	0				Professional Fees                                                                                                                                                                                											
134437	79	0	124	29	36	41	18	9	55	54	57	0	0	0	0	0	0	0	-3	false	0	0	94	0	0	0	9	38	32	116	112	CREDIT CARD FEE INCOME                                                                                                                                                                           	CHECK CASHING FEE INCOME                                                                                                                                                                         	WIRE TRANSFER FEE INCOME                                                                                                                                                                         	CONTRIBUTIONS                                                                                                                                                                                    	TELEPHONE EXPENSE                                                                                                                                                                                	AUDIT AND ACCOUNTING EXPENSE                                                                                                                                                                     					UNPAID INTEREST ACCRUED IN PRIOR PERIOD                                                                                                                                                          				
134455	64	0	0	0	0	97	0	0	85	79	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	105	0	Management Fees                                                                                                                                                                                  			Other Taxes                                                                                                                                                                                      	Deferred Compensation Expense                                                                                                                                                                    										
134848	0	0	0	0	0							0		0		0				false	0	0	0	28		0	0	0	0	0	146													ADJUST UNDIVIDED PROFITS                                                                                                                                                                         		
135359	0	0	42	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	11	0	0	0	0	22				INSURANCE                                                                                                                                                                                        											
135751	21	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	18				ATM  AND BANK CARD EXPENSE                                                                                                                                                                       											
135836	0	0	102	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	95	0				AD VALOREM TAXES                                                                                                                                                                                 											
135854	11	0	14	18	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	26	0	0	0	0	2	0	0	34															
136048	19	0	36	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	15	0	0	6	47	8	0	0	18															
136338	165	4	145	0	0	0	0	0	157	160	167	0	0	0	0	0	0	0	0	false	0	0	0	0	0	17	0	22	436	0	205				TELEPHONE                                                                                                                                                                                        	PROPERTY TAX                                                                                                                                                                                     	PROFESSIONAL FEES                                                                                                                                                                                									
136459	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	78	0				HOLDING CO MGMT FEES                                                                                                                                                                             											
136655	0	0	98	65	0	0	0	0	0	0	0	0	0	0	0	0	1300	0	0	false	0	0	0	0	0	0	0	0	0	0	74									CASH FROM HOLDING CO TO CAPITAL                                                                                                                                                                  						
137120	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				sevicing expense                                                                                                                                                                                 											
137205	349	3	72	60	41	98	114	0	562	546	543	0	0	0	0	0	-2988	0	0	false	0	0	194	0	0	14	0	21	31	0	370	Canadian Exchange                                                                                                                                                                                	Misc Income                                                                                                                                                                                      		Outside Service Expense                                                                                                                                                                          	Loan Related Expense                                                                                                                                                                             	Other Operating Expense                                                                                                                                                                          			Dividend Limited Partnerships to Holding Co.                                                                                                                                                     						
137447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
137456	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	33	0	0	0	70	8	10	73	0															
137559	22	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	36	0	0	0	0	7	0	35	26															
137643	0	0	58	0	0	0	0	0	69	44	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	53	0	0	73	59				Group health & life ins                                                                                                                                                                          	Deferred comp exp                                                                                                                                                                                										
137652	112	0	0	0	0	0	0	0	142	83	228	0	0	0	0	0	0	0	0	false	0	0	118	0	0	0	0	0	0	190	148				Professional - Other                                                                                                                                                                             	Other Real Estate Owned Expense                                                                                                                                                                  	Telephone                                                                                                                                                                                        									
137821	32	0	29	44	27	50	0	0	30	79	58	0	0	0	0	0	0	0	0	false	0	0	34	0	0	17	0	8	74	60	30	OTHER MISC FEES - PENALITIES, ETC.                                                                                                                                                               			FR ACH CHARGES                                                                                                                                                                                   	FEES - OUTSIDE SERVICES                                                                                                                                                                          	FRANCHISE TAX                                                                                                                                                                                    									
137915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
138051	3	0	6	3	6	1	0	0	10	7	2	0	0	0	0	0	0	0	0	false	0	0	8	0	0	0	0	2	0	26	16	TELLER LONG                                                                                                                                                                                      			insurance/bonds                                                                                                                                                                                  	examinations state                                                                                                                                                                               	COURIER SERVICE                                                                                                                                                                                  									
138136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
138163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	134															
138211	0	0	0	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1857	false	0	0	0	0	0	0	466	0	584	0	0											MERGER                                                                                                                                                                                           				
138257	0	0	0	48	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Recoveries of prior years  charge offs                                                                                                                                                           														
138350	8	2	7	12	2	4	4	0	10	6	0	0	0	0	0	0	0	0	0	false	0	0	12	0	0	0	0	1	0	56	18	other income                                                                                                                                                                                     	misc income                                                                                                                                                                                      		misc expense                                                                                                                                                                                     	travel                                                                                                                                                                                           										
138510	0	0	0	0	0	2532	2633	4294	1906	2531		0		0		0				true	0	0	0			0	0	0	1412	4531	0	Mortgage loan fees                                                                                                                                                                               	International income fees                                                                                                                                                                        	From line 7 below                                                                                                                                                                                	Taxes and assessments                                                                                                                                                                            	Intercompany expense                                                                                                                                                                             										
138556	49	0	60	6	7	7	7	0	72	39	34	0	0	0	0	0	0	0	0	false	0	0	35	0	0	2	0	8	0	100	62	CREDIT LIFE INCOME                                                                                                                                                                               	CHECK CASH FEES/MORDERS/WIRES                                                                                                                                                                    		EXAM/AUDITS(37)ACCTING(28)OTHER INS(7)                                                                                                                                                           	PHONE(17)DEL(8)TRAVEL(6)STATE ASSESS(8)                                                                                                                                                          	CLUB DUES(13) CK AND OD LOSSES(21)                                                                                                                                                               									
138725	14	0	15	0	2	16	0	0	34	13	28	0	0	0	0	0	0	0	0	false	0	0	17	0	0	0	0	3	10	0	19	Cashier Checks & Money Order Fees                                                                                                                                                                			Business Franchise Tax                                                                                                                                                                           	License Fees                                                                                                                                                                                     	Audits & Examinations                                                                                                                                                                            									
138752	4	0	4	5	6	2	1	0	5	5	5	0	0	0	0	0	0	0	0	false	0	0	13	0	0	0	0	1	0	10	9	Money Order and Check cashing fees                                                                                                                                                               	Specialty coin sales                                                                                                                                                                             		Insurance                                                                                                                                                                                        	Accounting                                                                                                                                                                                       	Courier Service                                                                                                                                                                                  									
138930	104	0	43	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	62	0	0	21	0	25	28	125	113															
139133	71	14	105	45	20	10	15	9	87	57	17	0	0	0	0	0	0	0	0	false	0	0	54	0	0	11	0	20	38	160	108	Misc. Income                                                                                                                                                                                     	Credit Card Income                                                                                                                                                                               	Wire Transfer Fees                                                                                                                                                                               	Telephone Expense                                                                                                                                                                                	Insurance Premiums                                                                                                                                                                               	Audit & Consulting                                                                                                                                                                               									
139432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2500	0	0	false	0	0	0	0	0	0	0	0	0	94	48									Capital infusion - bank holding co.                                                                                                                                                              						
139478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	412	0	0	477	0															
139544	23	0	12	6	27	0	77	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	39	0	0	0	0	0	15	176	38		SEC MKT FEES                                                                                                                                                                                     													
139553	231	0	0	0	0	158	0	0	221	0	0	0	0	0	0	0	0	0	-12	false	0	0	0	0	0	0	0	0	0	153	0	Debit Card/Merchant Visa Income                                                                                                                                                                  			ATM Expenses                                                                                                                                                                                     							Adjustment taken March 2001 per new Instructions                                                                                                                                                 				
139656	38	0	0	19	27	42	24	0	16	0	0	0	0	0	0	0	0	0	0	false	0	0	42	0	0	0	0	9	18	201	36	Late fee income                                                                                                                                                                                  	Long term REM fees                                                                                                                                                                               		Embezzelment                                                                                                                                                                                     											
139740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	993	0															
139834	11	0	63	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	27	0	0	1	0	8	0	44	23															
139843	286	0	125	31	42							0		0		0				false	0	0	137			0	0	53	319	337	353															
139852	123	0	0	115	0	345	161	108	132	122	0	0	0	0	0	0	0	0	0	false	0	0	97	0	0	0	0	0	0	322	120	Origination and Loan Transfer Fees                                                                                                                                                               	SBA Premiums on Loans Sold                                                                                                                                                                       	Trust Fee Income                                                                                                                                                                                 	ATM Processing Expense                                                                                                                                                                           	Telephone                                                                                                                                                                                        										
139900	0	0	0	0	0	0	0	0	8029	0	0	0	-314	-110	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Affiliate Services Expense                                                                                                                                                                       			Penalty on early extinguishment of debt                                                                                                                                                          								
139955	23	0	0	0	0	145	0	0	21	0	0	0	0	0	0	0	0	0	0	false	0	0	28	0	0	0	0	0	0	26	34	Management  Fee  Income                                                                                                                                                                          			Telephone                                                                                                                                                                                        											
140018	672	0	104	92	129	529	0	265	0	0	0	0	0	0	0	0	0	0	0	false	0	0	477	0	0	174	0	143	288	1175	465	CHECK CARD FEES                                                                                                                                                                                  		GOODWILL                                                                                                                                                                                         												
140157	100	0	21	26	15	21	16	0	39	38	32	0	0	0	0	0	0	0	0	false	0	0	59	0	0	9	0	15	32	241	83	Credit Life & Disability                                                                                                                                                                         	Exchange & Collection                                                                                                                                                                            		Exam & Professional Fee                                                                                                                                                                          	ATM & Visa Debit Card                                                                                                                                                                            	Bank Club                                                                                                                                                                                        									
140362	314	0	0	194	0	0	0	0	734	379	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	556	233				Customer service expense                                                                                                                                                                         	Professional service expense                                                                                                                                                                     										
140513	0	0	0	212	0	150	0	0	200	208	0	0	0	0	0	0	0	0	-679	true	0	0	0	0	0	0	0	0	0	0	0	Letter of Credit Fees                                                                                                                                                                            			Regulatory Enforcement                                                                                                                                                                           	Trading Room Expenses                                                                                                                                                                            						See below for explanation of this amount                                                                                                                                                         				
140634	12	0	42	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	30	0	0	6	0	8	0	74	37	NIGHT DROP DEPOSIT                                                                                                                                                                               														
141211	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	151	0															
141341	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
141350	21	0	50	21	4	5	0	0	69	12	18	0	0	0	0	0	0	0	0	false	0	0	20	0	0	0	78	3	0	0	55	Collection & Exchange                                                                                                                                                                            			Other Insurance                                                                                                                                                                                  	Reference Books & Materials                                                                                                                                                                      	Freight                                                                                                                                                                                          									
141453	7	6	13	2	5	3	0	0	20	4	15	0	0	0	0	0	0	0	0	false	0	0	18	0	0	1	0	4	0	9	7	Exchange & Collection                                                                                                                                                                            			F & F Maintenance                                                                                                                                                                                	Forms                                                                                                                                                                                            	Goodwill and Advertising                                                                                                                                                                         									
141556	0	0	0	0	0	1169	0	0	1521	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Gain on Early Payoffs                                                                                                                                                                            			Management Fees                                                                                                                                                                                  											
141734	844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	579	true	0	0	0	0	0	0	0	0	1081	1401	0									Capital Infusion                                                                                                                                                                                 		Merger with Shorebank, Detroit 3/10/01                                                                                                                                                           				
141958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
142049	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	167	0				Donations                                                                                                                                                                                        											
142656	45	4	9	13	24	0	0	0	80	92	0	0	0	0	0	0	0	0	0	false	0	0	51	0	0	9	0	18	12	212	49				Telephone                                                                                                                                                                                        	Miscellaneous Expense                                                                                                                                                                            										
142955	648	0	0	0	0	400	0	0	393	1120	0	0	0	0	0	0	-237	0	0	false	0	0	0	0	0	0	0	0	0	0	0	misc income                                                                                                                                                                                      			telephone expense                                                                                                                                                                                	depreciation expense                                                                                                                                                                             				THERE WAS A $237M IN KIND DIVIDEND TO HOLDING COMPANY FR                                                                                                                                         						
143000	2242	0	0	2426	0	3837	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	3126	0	0	6585	0	Penalty Charges-DDA                                                                                                                                                                              														
143158	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	false	0	0	24	0	0	0	0	5	2	0	0				supplies                                                                                                                                                                                         											
143653	14	0	33	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	16	0	0	0	0	5	2	23	32															
143662	0	0	0	0	0	0	0	0	1984	6460	0	0	0	0	0	0	23	20414	4605	false	0	0	0	0	0	0	0	0	1299	0	1320				Service Contract - IFN                                                                                                                                                                           	Merger Expenses                                                                                                                                                                                  				Permanent tax benefit to bank:  STock Options Exercised                                                                                                                                          	Capital Contribution from Parent - (Linn Benton)                                                                                                                                                 	ACQUISITION OF LINN BENTON BANK AND INDEPENDENT                                                                                                                                                  				
143859	49	0	26	10	7	14	8	2	15	12	21	0	0	0	0	0	0	0	0	false	0	0	13	0	0	2	0	5	4	83	34	Gain on sale of securites                                                                                                                                                                        	Money orders, cashiers cks, tr cks                                                                                                                                                               	Record service fee                                                                                                                                                                               	Examination fees                                                                                                                                                                                 	Travel                                                                                                                                                                                           	Computer Software                                                                                                                                                                                									
143952	0	0	72	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	76				Other Outside Service Fees                                                                                                                                                                       											
144034	0	0	0	0	0	1134	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	INCOME-MORTGAGE ORIGINATION & SETTLEMENT                                                                                                                                                         														
144043	297	0	0	0	0	0	0	0	2215	0	0	22	0	0	0	0	0	0	0	false	0	65	0	0	0	0	0	0	0	291	0				Parent Company expense                                                                                                                                                                           											
144052	85	0	113	9	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	77	0	0	19	21	28	37	239	83															
144155	405	0	35	23	36	0	0	0	274	193	0	0	0	0	0	0	0	0	0	false	0	0	132	0	0	29	0	20	304	14	297				Telephone                                                                                                                                                                                        	Professional fees                                                                                                                                                                                										
144436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	95	0	0	0	0	0	0	194	118															
144856	132	0	77	121	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	37	0	0	7	0	37	21	210	119															
144913	0	0	0	107	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				PA SHARES TAX                                                                                                                                                                                    											
144959	38	0	37	37	10	22	13	17	33	121	60	0	0	0	0	0	0	0	0	false	0	0	30	0	0	5	0	8	36	119	51	Mortgage Program Fees                                                                                                                                                                            	Recovered Charge off Loan Interest                                                                                                                                                               	Collection  & Exchange Fees/ Letter of Credit Fees                                                                                                                                               	Comptroller of Currency                                                                                                                                                                          	Auditing & Consulting Fees                                                                                                                                                                       	Telephone Expense                                                                                                                                                                                									
144968	0	0	0	0	0	565	0	0	3394	480	304	0	0	0	0	0	3700	0	0	false	0	0	0	0	0	0	0	0	0	210	0	MERCHANT DISCOUNT FEES ON CREDIT CARDS                                                                                                                                                           			MANAGEMENT SERVICE FEE                                                                                                                                                                           	MERCHANT PROCESSING FEE                                                                                                                                                                          	CLIENT SERVICES-MESSENGER EXPENSE                                                                                                                                                                			CAPITAL CONTRIBUTION                                                                                                                                                                             						
145059	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	121	0				MANAGEMENT FEES                                                                                                                                                                                  											
145255	20	2	28	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	8	0	0	2	7	3	1	64	13															
145545	86	0	87	163	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	80	-37	-209	17	0	18	36	47	146													+adjustment for year 2000                                                                                                                                                                        	adjustment for years 1999 & prior                                                                                                                                                                	
145554	62	0	58	56	26	165	335	0	267	0	0	0	0	0	0	0	0	0	0	true	0	0	94	0	0	52	61	61	55	124	95	Debit Card Interchange Fees                                                                                                                                                                      	Pts Retained Mtg Banking                                                                                                                                                                         		Transfund Expense                                                                                                                                                                                											
145741	61	0	36	0	17	76	15	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	54	0	0	0	10	20	0	42	77	Other Income - prior years loan interest                                                                                                                                                         	Investment Gain - insurance stock                                                                                                                                                                													
145750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
145835	7	0	31	159	88	0	1290	0	79	104	65	0	0	0	0	0	150	0	0	false	0	0	14	-40	0	0	0	0	0	133	40		Credit Card Income                                                                                                                                                                               		Telephone                                                                                                                                                                                        	Internal Audit & CPA                                                                                                                                                                             	Credit Card Expenses                                                                                                                                                                             			Capital Downstream                                                                                                                                                                               				Accounting Error                                                                                                                                                                                 		
145844	0	0	0	0	0	548	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	100	Management Fees                                                                                                                                                                                  														
145956	27	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	21	0	0	0	0	0	0	0	0															
146056	0	0	18	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	4	0	0	0				OCC EXAMINATION FEES                                                                                                                                                                             											
146243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	157	0															
146458	22	0	0	26	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	false	0	0	27	0	0	0	0	0	0	33	0				TELEPHONE                                                                                                                                                                                        											
146533	3	0	10	7	15	0	0	0	23	5	0	0	0	0	0	0	0	0	0	false	0	0	22	0	0	0	0	0	0	0	18				MISC.                                                                                                                                                                                            	UTILITIES                                                                                                                                                                                        										
146618	32	5	65	16	9	0	11	10	134	44	25	0	0	0	0	0	0	0	0	false	0	0	50	0	0	18	0	10	0	60	63		BANK CARD FEE INCOME                                                                                                                                                                             	INCOME & FEES FROM ATMS                                                                                                                                                                          	KENTUCKY FRANCHISE TAX                                                                                                                                                                           	AUDITING EXPENSE                                                                                                                                                                                 	DONATION EXPENSE                                                                                                                                                                                 									
146654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	191	0															
146663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	203	0	318															
146850	62	0	0	0	0	0	0	0	28	64	22	0	0	0	0	0	375	0	0	false	0	0	28	0	0	0	0	0	0	49	24				TELEPHONE EXPENSE                                                                                                                                                                                	INSURANCE AGENCY EXPENSE                                                                                                                                                                         	ACCOUNTS RECEIVABLE EXPENSE                                                                                                                                                                      			CAPITAL INJECTION FROM BHC STOCK                                                                                                                                                                 						
