"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD4815	RIADB522	RIADC079	
294827	394	81	10	0	430	127	
295011	2090	312	35	0	1928	185	
295057	520	230	102	0	577	389	
295356	186	35	13	0	179	41	
295552	442	167	26	0	314	65	
295628	4364	615	188	0	3963	402	
295637	993	105	16	0	917	45	
295646	59	43	0	0	59	43	
295758	399	24	0	0	375	0	
296102	1035	225	68	0	1070	328	
296438	414	0	1	0	433	20	
296456	1471	30	541	0	1581	681	
296559	1533	298	44	0	1411	220	
296755	496	342	61	0	269	176	
296858	185	24	11	0	161	11	
297042	926	215	56	0	844	189	
297051	456	90	11	0	414	59	
297257	259	163	5	0	157	66	
297453	629	143	28	0	544	86	
297547	109	19	6	0	96	12	
297631	1627	241	29	0	2320	963	
297734	1738	460	79	0	1621	422	
297761	566	185	2	0	468	89	
298049	460	36	2	0	456	34	
298058	117	37	0	0	113	33	
298124	4123	165	154	0	3943	139	
298218	700	120	6	0	675	101	
298245	919	520	29	0	768	398	
299046	9108	2570	348	0	8885	2695	
299055	236	18	50	0	246	78	
299158	266	6	9	0	276	25	
299251	155	8	5	0	148	6	
299644	485	-665	32	0	1138	20	
299653	241	241	0	0	199	199	
299868	3908	654	276	0	3916	938	
300009	2891	360	54	0	2747	270	
300036	2118	1388	1412	0	963	1645	
300063	2092	0	49	0	2046	3	
300157	366	0	1	0	380	15	
300250	275	60	39	0	331	155	
300353	217	175	21	0	300	279	
300371	1114	288	34	0	1007	215	
300456	197	40	37	0	169	49	
300531	3385	1266	33	0	2503	417	
300559	491	42	9	0	496	56	
300933	3531	1004	464	0	2940	877	
300942	496	200	4	0	302	10	
300960	1470	1058	110	0	1542	1240	
301453	339	0	2	0	339	2	
301640	188	6	17	0	182	17	
301668	3878	1370	737	0	4692	2921	
301800	3911	1380	42	0	2825	336	
302030	189	0	2	0	187	0	
302133	72	0	0	0	72	0	
302450	282	0	1	0	295	14	
302553	550	0	3	0	559	12	
302656	2694	390	237	0	2568	501	
302665	372	23	4	50	314	19	
303345	2717	499	261	0	2717	760	
303550	404	52	20	0	388	56	
303653	635	357	34	0	608	364	
303701	844	10	26	0	904	96	
303747	423	39	29	0	414	59	
303952	2496	1050	229	0	2207	990	
304034	3042	1601	206	0	2340	1105	
304155	100	0	1	0	100	1	
304173	329	20	10	0	311	12	
304520	761	63	7	0	699	8	
304762	192	20	10	0	183	21	
304913	2100	500	0	-91	1699	8	
305059	429	1025	1	0	502	1099	
305152	408	69	17	0	349	27	
305237	799	198	86	0	742	227	
305433	244	50	27	0	223	56	
305442	2301	204	74	0	2192	169	
305648	356	177	15	0	358	194	
305750	437	585	70	0	268	486	
305835	990	383	109	0	783	285	
306056	74	50	6	0	93	75	
306140	450	15	3	0	496	64	
306159	3883	3220	83	0	2610	2030	
306337	690	0	62	0	690	62	
306739	181	0	26	0	205	50	
306908	2614	300	198	0	2435	319	
306962	1349	170	251	0	1275	347	
307053	296	75	3	0	255	37	
307062	2137	0	153	0	2378	394	
307231	95	0	0	0	96	1	
307334	466	270	37	0	442	283	
307361	1247	73	61	0	1218	105	
307679	2109	580	67	0	2026	564	
307745	982	420	5	0	1566	1009	
307932	142	45	35	0	111	49	
307950	506	120	2	0	431	47	
308247	256	9	9	0	275	37	
308256	211	0	4	0	207	0	
308340	709	163	2	0	632	88	
308443	2530	762	248	0	2122	602	
308649	5413	1225	99	0	5071	982	
308836	377	0	0	0	377	0	
309150	515	33	5	0	499	22	
309347	549	90	1	0	495	37	
309570	5524	1625	76	0	4341	518	
309655	805	-6	275	0	818	282	
309664	1150	896	23	0	730	499	
309758	1301	-21	70	0	1280	28	
309851	389	5	16	0	371	3	
309936	1551	250	11	0	1373	83	
310053	921	136	16	0	904	135	
310437	1129	100	20	-107	1248	132	
310727	36675	16034	2505	-230	36735	18369	
310754	195	21	0	-45	233	14	
310875	1326	310	15	0	1336	335	
310950	794	0	1	0	793	0	
310978	2322	1305	103	0	1877	963	
311050	1757	499	344	248	1425	759	
311144	147	12	0	0	137	2	
311256	414	50	15	0	395	46	
311265	494	68	7	0	459	40	
311331	3921	1771	10	0	2372	232	
311359	5695	-850	2791	0	4989	1235	
311452	403	39	51	0	362	49	
311603	4261	500	8	0	3839	86	
311649	296	0	0	0	296	0	
311658	271	30	1	0	254	14	
311845	12154	3612	549	5117	5290	2414	
311939	1013	420	199	0	1241	847	
312244	2363	0	323	0	2102	62	
312356	799	100	196	0	712	209	
312431	789	1400	164	0	1220	1995	
312730	9095	5475	127	2240	5262	4009	
312954	1138	390	19	0	941	212	
313009	1707	2085	30	185	1500	2093	
313157	640	535	46	0	306	247	
313223	608	180	100	0	418	90	
313241	2336	2656	104	0	2197	2621	
313401	508	230	14	0	469	205	
313531	1576	381	139	0	1286	230	
313577	483	150	4	0	404	75	
314033	1038	586	292	0	1149	989	
314257	929	190	50	0	852	163	
314444	610	200	18	0	472	80	
315339	320	43	5	0	285	13	
315348	142	42	16	0	129	45	
315357	541	140	18	0	437	54	
315629	3069	330	27	0	2839	127	
315656	1288	125	28	0	1267	132	
315674	595	36	5	0	566	12	
315852	1994	393	59	0	1809	267	
315973	569	125	64	-3	779	396	
316158	693	413	53	0	697	470	
316354	833	157	12	0	720	56	
316738	1027	726	93	0	808	600	
316840	8462	3347	1425	0	7862	4172	
316859	471	205	52	0	449	235	
316916	0	0	0	0	0	0	
316934	160	152	9	0	102	103	
317100	3082	282	69	0	2833	102	
317258	1877	180	38	0	1744	85	
317342	10964	4220	203	0	9331	2790	
317650	222	0	0	0	225	3	
317735	548	15	43	0	533	43	
318125	100	50	0	0	50	0	
318639	242	104	36	0	248	146	
318835	1058	535	15	0	838	330	
318947	23	21	0	0	4	2	
319047	927	269	96	0	903	341	
319458	297	70	58	0	228	59	
319542	819	60	67	0	705	13	
319551	2771	875	75	0	3031	1210	
320034	411	471	71	0	411	542	
320052	1846	4968	467	0	1209	4798	
320070	240	12	0	0	228	0	
320119	57131	9376	2721	-147	49178	3997	
320155	2038	1639	88	0	2047	1736	
320856	111	215	13	0	173	290	
321152	86	12	3	0	75	4	
321255	525	475	13	0	249	212	
321330	363	0	3	0	439	79	
321536	778	105	82	0	802	211	
321844	483	95	18	0	476	106	
321947	1031	345	215	0	928	457	
322056	2034	1104	431	0	1891	1392	
322449	185	36	1	0	156	8	
322458	954	251	83	0	743	123	
322476	145	71	6	0	134	66	
322551	171	19	2	0	150	0	
322757	296	117	34	0	323	178	
322850	841	730	124	0	632	645	
323035	1861	531	36	0	1301	7	
323204	1007	298	38	0	817	146	
323651	1002	523	65	0	865	451	
323718	1100	0	39	0	1153	92	
324153	1128	476	2	0	681	31	
324229	158	12	4	0	160	18	
324256	211	36	0	0	186	11	
324274	326	48	0	0	278	0	
324340	2012	1003	189	0	2101	1281	
324649	1366	59	47	0	1340	80	
324751	188	15	3	0	201	31	
324854	715	90	13	0	643	31	
324863	3080	600	39	0	2647	206	
324902	727	-1011	0	0	1738	0	
324975	83	14	17	0	80	28	
325141	1134	100	27	0	1279	272	
325459	229	114	14	0	104	3	
325534	547	59	10	0	508	30	
325824	518	128	72	0	445	127	
326054	422	30	10	0	502	120	
326250	291	120	28	0	281	138	
326344	1670	120	89	417	1102	58	
326670	162	157	26	0	177	198	
326858	5332	900	127	0	5136	831	
326979	745	123	18	0	709	105	
327015	489	55	3	145	420	134	
327220	514	60	46	0	487	79	
327305	2098	550	66	0	2277	795	
327435	2224	1179	65	0	2228	1248	
327453	2153	1734	76	0	1852	1509	
327556	449	45	17	0	417	30	
327855	844	240	94	0	884	374	
327949	975	160	10	-140	945	0	
328058	613	100	29	21	670	207	
328151	90	0	2	0	88	0	
328357	231	23	51	0	289	132	
328423	3810	1500	232	622	3802	2346	
328450	528	257	43	0	593	365	
328553	1180	398	62	0	969	249	
328656	367	36	0	0	331	0	
328777	6236	0	0	0	6456	220	
329149	450	112	35	0	377	74	
329345	396	245	14	0	329	192	
329550	5517	1890	768	-173	8396	5364	
329578	501	-109	77	0	537	4	
329756	363	215	1	0	245	98	
329952	730	253	43	0	546	112	
330239	699	575	129	0	702	707	
330248	588	0	5	0	608	25	
330417	420	116	17	0	387	100	
330453	230	30	1	0	205	6	
330659	556	100	2	0	484	30	
330855	2059	610	116	12	1634	313	
330873	230	-68	8	0	290	0	
330949	1293	637	103	0	1200	647	
331106	1683	350	10	0	1814	491	
331375	446	22	1	0	429	6	
331544	660	83	19	0	653	95	
331553	208	25	2	0	195	14	
331647	416075	298687	32875	-2490	389574	302571	
331656	136	10	2	0	132	8	
331713	1050	50	103	0	1142	245	
332055	313	56	9	0	278	30	
332224	1505	611	53	0	1748	907	
332345	62	0	8	0	56	2	
332402	1217	258	24	0	960	25	
332644	63	20	2	0	60	19	
332756	123	0	0	0	134	11	
332907	103364	17600	7752	6898	89365	18251	
332970	93	12	0	0	81	0	
333034	3364	904	502	716	2329	1087	
333043	140	100	0	0	232	192	
333052	228	9	4	0	217	2	
333203	1766	95	26	0	1792	147	
333249	1098	152	28	208	890	180	
333650	891	0	34	0	903	46	
333856	265	104	36	0	274	149	
333940	268	24	1	0	295	52	
334059	999	367	2	0	950	320	
334255	69	17	0	0	61	9	
334264	300	84	17	0	240	41	
334648	390	40	5	140	227	22	
334657	277	50	7	0	291	71	
334750	910	375	71	0	893	429	
335243	440	350	11	0	306	227	
335346	933	260	81	0	764	172	
335355	543	495	20	0	442	414	
335757	134	0	22	0	115	3	
336071	184	0	0	0	191	7	
336147	749	0	53	0	773	77	
336352	97	0	1	0	96	0	
336361	421	482	64	0	544	669	
336576	2465	584	716	0	1789	624	
336932	5195	5540	61	0	6002	6408	
336950	101	0	0	0	113	12	
337050	1728	1415	325	0	1106	1118	
337247	256	0	30	0	233	7	
337340	695	210	2	0	597	114	
337658	392	48	33	0	390	79	
337733	1166	1232	241	0	237	544	
337966	73	5	1	0	72	5	
338178	481	0	0	0	487	6	
338646	855	409	54	0	678	286	
338758	1950	282	52	0	1775	159	
338851	929	440	44	0	746	301	
338945	188	36	12	0	147	7	
339054	178	5	12	0	190	29	
339353	1032	90	10	0	1034	102	
339456	921	1011	129	0	1013	1232	
339607	2655	0	164	0	2504	13	
339773	2500	-734	1264	0	2210	240	
339858	76393	24200	2950	0	66060	16817	
339951	6447	0	665	0	6571	789	
340135	3810	388	141	0	4000	719	
340144	2968	890	2	0	2407	331	
340256	927	100	2	0	898	73	
340443	387	0	17	0	384	14	
340555	349	39	4	0	362	56	
340649	562	42	11	0	509	0	
340742	9522	1989	193	0	8120	780	
340751	1116	101	84	0	1094	163	
341310	417	280	25	0	427	315	
341356	3351	6594	148	0	805	4196	
341646	23021	3020	1750	0	24936	6685	
341851	378	0	0	0	379	1	
341918	1028	163	46	0	1008	189	
341954	156	0	4	0	162	10	
341972	124	42	14	0	110	42	
342054	1215	150	29	0	1156	120	
342175	3141	565	146	0	2837	407	
342362	458	60	9	0	410	21	
342410	3104	504	7	0	2691	98	
342634	71055	13200	7411	6731	65850	22137	
342643	1109	836	110	0	1070	907	
342960	1597	3188	591	0	2651	4833	
343051	353	90	38	0	333	108	
343248	139	20	3	0	130	14	
343257	254	0	6	0	294	46	
343314	487	-414	8	0	903	10	
343341	1500	290	0	0	1210	0	
343556	746	210	10	0	589	63	
343770	82	24	0	0	58	0	
343903	1338	48	52	0	1270	32	
343958	158	105	21	0	153	121	
344236	642	61	5	0	620	44	
344423	66	0	2	0	70	6	
344647	2312	660	38	0	1951	337	
344674	148	-18	4	0	185	23	
344816	1584	1313	140	0	1361	1230	
344852	248	0	40	0	217	9	
345149	267	36	2	0	231	2	
345309	5145	0	152	0	5050	57	
345345	1315	230	21	0	1187	123	
345747	1575	99	12	0	1508	44	
345756	1224	868	73	0	1381	1098	
346566	202	42	3	0	212	55	
347022	990	120	23	0	1069	222	
347639	2325	480	348	0	2149	652	
347657	284	104	65	0	284	169	
347956	737	150	11	0	701	125	
348159	388	96	0	0	302	10	
348207	901	128	4	-8	795	18	
348458	1277	149	40	0	1149	61	
348542	839	75	62	0	779	77	
348551	2910	1173	186	0	2030	479	
348720	3285	440	73	0	2931	159	
348748	718	125	20	0	610	37	
349129	650	142	10	0	586	88	
349165	632	50	43	0	599	60	
349343	583	175	51	0	480	123	
349370	2509	1070	4	0	1858	423	
350433	629	197	22	0	534	124	
350554	1570	1009	360	0	1136	935	
350657	90	0	30	0	110	50	
350750	494	292	49	0	397	244	
351122	16695	4718	1353	1878	15217	6471	
351131	324	759	13	0	404	852	
351207	2836	0	26	0	3020	210	
351355	452	78	22	0	444	92	
351560	1449	120	25	0	1428	124	
351850	1199	868	52	0	873	594	
352035	1264	819	32	0	1131	718	
352558	13161	1267	1364	0	13161	2631	
352651	46	1	0	0	45	0	
352745	450	41	44	0	450	85	
352772	17552	13959	142	1869	13445	11863	
352820	444	31	30	0	403	20	
352857	4375	800	131	0	4440	996	
353023	127	21	0	0	124	18	
353069	359	0	14	0	365	20	
353238	1098	589	114	0	830	435	
353322	147	24	10	0	127	14	
353359	511	225	4	0	335	53	
353546	326	87	11	0	250	22	
353555	11626	2008	1749	0	12877	5008	
353724	1005	240	49	0	1001	285	
353751	1071	120	14	0	971	34	
353957	1000	208	66	0	818	92	
354057	359	52	11	0	338	42	
354132	437	0	5	0	461	29	
354253	320	150	0	0	326	156	
354310	9386	703	511	-504	9793	1117	
354552	665	192	0	0	625	152	
354851	372	100	92	0	184	4	
354954	377	0	25	0	352	0	
355120	1423	250	31	0	1407	265	
355559	430	105	5	0	388	68	
355737	84	22	5	0	58	1	
355746	885	189	123	332	519	278	
355821	1277	442	8	196	1109	478	
355858	19528	16668	1997	0	18057	17194	
356145	104	23	2	0	103	24	
356239	913	180	25	0	776	68	
356350	1678	510	36	0	1309	177	
356659	682	120	163	0	625	226	
356752	430	147	201	0	430	348	
356930	747	65	2	0	737	57	
356949	518	1485	98	0	520	1585	
357049	1540	161	37	0	1490	148	
357151	756	200	59	0	724	227	
357375	6500	1126	2465	0	6731	3822	
357432	1518	942	118	0	1065	607	
357526	1020	120	7	0	926	33	
357553	943	0	161	0	855	73	
357740	1419	200	3	0	1251	35	
357777	673	120	15	0	601	63	
357834	370	13	1	0	370	14	
357937	1132	500	36	0	1007	411	
358112	632	145	30	0	645	188	
358149	110	15	1	0	110	16	
358233	792	759	86	0	524	577	
358448	913	70	86	0	847	90	
358635	12546	7454	445	0	8957	4310	
358756	322	95	4	0	265	42	
359070	38	0	0	0	38	0	
359324	133	33	15	1	106	22	
359351	334	2	0	0	336	4	
359360	186	34	22	0	158	28	
359548	1044	180	43	0	972	151	
359650	131	0	44	0	133	46	
359744	231	50	20	0	169	8	
359838	366	48	25	0	310	17	
359847	671	230	70	0	729	358	
359856	221	0	111	0	141	31	
359959	239	117	9	0	229	116	
360777	101	0	0	0	101	0	
360834	641	87	3	0	556	5	
360843	317	85	17	0	233	18	
360852	8445	10550	1185	0	9868	13158	
360955	124	18	16	0	148	58	
361055	4648	1692	635	0	3800	1479	
361121	325	288	150	0	471	584	
361167	5814	1667	498	0	5033	1384	
361279	883	491	0	0	510	118	
361354	638	20	171	0	659	212	
361439	1790	543	21	0	1688	462	
361457	648	20	35	0	682	89	
361541	431	38	63	0	351	21	
361653	430	168	192	0	239	169	
362007	21735	0	1184	0	23430	2879	
362043	34	0	0	0	34	0	
362052	1025	1295	1221	704	228	2423	
362155	607	312	132	0	327	164	
362445	200239	167904	24892	-45656	161350	108251	
362463	1552	878	100	0	1204	630	
362717	3346	695	238	0	3242	829	
362753	620	340	12	0	498	230	
362856	654	2	83	0	653	84	
362940	437	0	1	0	437	1	
363264	288	294	7	-37	496	472	
363415	45079	19031	395	3251	28422	6020	
363442	73	0	0	0	73	0	
363648	487	50	39	0	486	88	
363657	1512	330	62	0	1441	321	
363956	96300	104138	5448	0	73300	86586	
364056	150	44	15	0	141	50	
364131	845	400	52	0	779	386	
364337	427	140	13	0	380	106	
364430	683	180	23	0	640	160	
364449	13000	7400	1164	0	10600	6164	
364850	232	28	13	0	298	107	
364971	118	0	0	0	118	0	
365138	3413	876	376	0	2912	751	
365325	18270	0	571	4673	13225	199	
365455	447	185	2	0	452	192	
365558	287	0	50	0	292	55	
365651	1209	172	37	0	1119	119	
365745	410	15	4	0	408	17	
365848	345	155	5	0	292	107	
365941	377	16	3	0	446	88	
365950	251	24	0	0	233	6	
366078	1300	1056	47	0	804	607	
366238	2033	750	502	0	2352	1571	
366247	501	70	12	0	459	40	
366359	575	801	65	0	536	827	
366658	606	171	29	0	533	127	
366854	155	50	0	0	219	114	
367150	395	211	4	0	364	184	
367208	4151	360	74	0	3868	151	
367244	757	0	2	0	760	5	
367431	1012	875	128	0	873	864	
367543	1324	170	24	0	1227	97	
367552	107	-21	21	0	109	2	
367673	801	261	145	0	764	369	
367851	520	68	106	0	503	157	
367954	466	155	45	0	563	297	
368054	570	0	36	0	867	333	
368111	802	600	144	-17440	18535	1037	
368344	292	0	10	0	336	54	
368429	1309	25	45	0	1250	11	
368447	3430	180	12	0	3284	46	
368522	862	72	12	-13	982	191	
368755	108	9	2	0	107	10	
368933	351	30	31	0	365	75	
368951	1262	0	543	0	828	109	
369257	486	136	52	0	517	219	
369426	181	93	47	0	130	89	
369435	1085	240	8	0	869	32	
369453	422	105	17	0	433	133	
369659	1947	300	54	0	1738	145	
370020	960	120	15	0	928	103	
370150	280	39	20	0	248	27	
370338	1364	0	4	0	1364	4	
370347	296	84	1	0	274	63	
370646	483	0	34	0	563	114	
370721	1321	756	4	0	607	46	
370730	513	51	5	0	461	4	
370758	184	0	3	0	191	10	
370833	159	194	19	0	184	238	
370954	167	33	17	0	164	47	
371223	485	90	3	0	449	57	
371232	559	174	17	0	470	102	
371353	958	199	23	409	455	128	
371362	877	85	68	0	997	273	
371559	301	22	11	0	301	33	
371755	536	236	19	0	469	188	
371849	319	228	22	0	320	251	
371858	337	590	9	0	372	634	
371915	433	2160	0	0	1104	2831	
371924	1931	330	138	0	1984	521	
371942	289	36	11	0	278	36	
372109	0	0	0	0	0	0	
372248	752	135	21	-33	699	70	
372257	76	20	4	0	78	26	
372444	488	40	103	0	511	166	
372538	3573	82	356	0	3585	450	
372556	329	0	9	0	328	8	
372640	401	50	45	0	374	68	
372855	445	-40	2	0	533	50	
373058	407	36	2	0	370	1	
373115	3386	1068	76	0	3388	1146	
373553	365	0	137	0	245	17	
373601	629	0	0	0	629	0	
374130	899	60	79	0	914	154	
374149	99558	29803	6720	0	99558	36523	
374354	216	0	0	0	227	11	
374653	3952	2265	143	0	3359	1815	
374774	764	69	0	0	703	8	
374934	1391	450	61	0	1171	291	
375034	12262	2950	218	0	11399	2305	
375043	3460	1011	166	0	3190	907	
375155	305	11	28	0	310	44	
375409	8085	660	121	0	7854	550	
375502	1868	0	329	0	1545	6	
375566	868	420	14	0	735	301	
375650	103	3	0	0	100	0	
375735	1361	541	38	0	1222	440	
376068	485	0	11	0	525	51	
376125	1723	240	30	324	1281	152	
376237	264	12	31	0	244	23	
376433	758	284	35	0	554	115	
376442	1048	110	11	0	999	72	
376657	386	0	4	0	385	3	
376947	657	78	115	0	564	100	
377506	530	60	102	0	579	211	
377663	340	155	18	0	227	60	
377823	1386	60	19	0	1412	105	
377850	267	64	38	0	221	56	
377908	7112	1500	387	0	5662	437	
378026	1120	170	49	0	1080	179	
378044	89	75	1	0	106	93	
378110	136	19	2	0	167	52	
378259	365	193	25	0	328	181	
378549	698	284	10	0	509	105	
378558	784	240	75	0	814	345	
378642	939	98	20	0	853	32	
378651	1355	0	163	0	1253	61	
378950	1676	240	74	0	1483	121	
379050	212	91	24	0	263	166	
379153	267	0	27	0	336	96	
379359	3774	5277	340	0	4148	5991	
379470	441	0	3	0	438	0	
379573	908	60	29	-15	934	100	
379649	658	100	6	0	720	168	
379920	13842	3501	496	1309	12363	3827	
380038	0	0	0	0	0	0	
380346	226	74	8	0	222	78	
380458	148	119	4	0	58	33	
380533	184	54	0	0	138	8	
380654	547	24	22	0	580	79	
380841	266	39	2	0	257	32	
380944	493	66	1	0	489	63	
381026	358	78	49	0	280	49	
381259	279	225	30	0	204	180	
381334	579	160	121	0	593	295	
381343	7061	1535	1377	2810	4636	3297	
381727	69	104	3	0	51	89	
381754	79	61	4	0	99	85	
381839	586	210	18	0	595	237	
381857	528	125	2	0	430	29	
381950	786	120	104	0	998	436	
382050	1495	213	38	0	1340	96	
382069	554	119	37	0	567	169	
382256	252	1350	12	0	247	1357	
382443	584	100	12	0	555	83	
382537	603	339	56	0	500	292	
382649	852	335	92	0	758	333	
382658	518	52	73	0	502	109	
382667	5559	3935	88	0	4968	3432	
382733	280	84	0	0	300	104	
382742	501	72	8	0	561	140	
382751	530	77	7	0	547	101	
382854	1281	824	0	0	623	166	
383253	224	22	36	0	215	49	
383534	1963	1176	148	0	2078	1439	
384018	2113	0	458	0	1945	290	
384335	725	90	55	0	689	109	
384353	55	5	4	0	47	1	
384652	3156	1350	119	0	1997	310	
384830	460	73	25	0	484	122	
385350	395	60	5	0	333	3	
385547	487	84	31	0	447	75	
385631	159	0	1	0	158	0	
385976	270	48	0	0	245	23	
386049	319	43	2	0	274	0	
386142	430	77	3	0	404	54	
386357	75	24	6	0	75	30	
386432	489	90	47	0	548	196	
386731	651	189	90	0	654	282	
386825	319	25	6	0	333	45	
386852	993	170	12	0	862	51	
387000	5799	1200	209	0	5568	1178	
387055	167	168	4	0	159	164	
387336	756	15	29	0	773	61	
387345	444	0	12	0	434	2	
387457	390	836	2	0	388	836	
388155	1718	12	15	0	1724	33	
388258	253	85	1	0	253	86	
388557	36	0	0	0	35	0	
388744	1667	396	133	0	1645	507	
388753	202	95	1	0	211	105	
388931	678	254	16	0	506	98	
388940	374	265	2	0	268	161	
389059	313	0	26	0	332	45	
389358	20	0	1	0	19	0	
389657	154	0	22	0	154	22	
389826	114	20	13	0	95	14	
390167	0	0	0	0	0	0	
390336	1755	1013	116	0	1671	1045	
390457	920	661	2	0	566	309	
390505	5628	46	227	0	5682	327	
390765	686	190	0	0	496	0	
390840	1601	192	18	0	1400	9	
390925	6731	1278	143	0	6311	1001	
391137	3207	900	169	0	2673	535	
391249	1174	430	3	0	826	85	
391418	1682	1218	178	0	1386	1100	
391557	278	51	7	0	244	24	
391650	889	76	5	0	820	12	
391838	6982	1960	362	2345	2874	559	
391856	211	12	4	0	197	2	
391959	418	0	2	0	422	6	
391977	2092	180	49	0	1916	53	
392031	398	72	2	0	393	69	
392152	153	0	61	0	177	85	
392228	68593	21666	3263	10470	50444	17250	
392255	333	122	22	0	348	159	
392358	554	56	246	0	479	227	
392451	292	150	13	0	247	118	
392620	756033	123116	9598	-129078	807181	54784	
392778	310	28	13	0	277	8	
392844	44	18	23	0	94	91	
393252	835	62	1	0	835	63	
393355	337	210	32	0	281	186	
393757	507	59	40	0	453	45	
393850	653	268	75	0	588	278	
393953	741	158	25	0	661	103	
394053	517	416	45	0	536	480	
394156	391	0	59	0	349	17	
394259	2023	420	108	0	1768	273	
394352	185	25	7	73	98	18	
394932	217	73	4	0	176	36	
395238	30170	19875	1619	0	25566	16890	
395256	374	0	32	0	366	24	
395377	3381	890	480	0	2862	851	
395452	277	0	1	0	316	40	
395555	2970	420	17	0	2697	164	
395836	2526	1352	441	1655	884	1806	
396057	319	221	10	0	203	115	
396244	360	1263	778	0	351	2032	
396253	515	550	120	0	475	630	
396271	2255	500	0	0	1881	126	
396356	214	94	32	0	271	183	
396879	729	160	0	0	574	5	
396954	413	100	52	0	359	98	
397447	955	346	15	0	888	294	
397456	306	0	9	0	305	8	
397531	4699	2205	289	0	5249	3044	
397540	3481	4500	509	0	3448	4976	
397559	85	6	0	0	79	0	
397652	39	12	0	0	29	2	
397755	221	36	3	0	194	12	
397858	400	74	29	0	400	103	
398051	231	12	2	0	246	29	
398248	1184	0	10	0	1243	69	
398350	11492	4000	896	0	12125	5529	
398631	449	40	22	0	440	53	
398668	0	0	0	0	0	0	
398837	680	110	33	0	680	143	
399067	600	316	138	0	550	404	
399142	11001	11375	246	0	9917	10537	
399151	398	360	65	0	394	421	
399357	782	666	44	0	532	460	
399517	4095	1080	151	0	3879	1015	
399656	637	0	17	0	689	69	
399731	361	30	28	0	380	77	
400057	1057	306	101	0	1122	472	
400141	1387	800	236	0	1234	883	
400253	10318	2945	166	-385	8749	1157	
400356	681	135	72	0	563	89	
400365	1099	515	79	0	1297	792	
400552	134	0	16	0	123	5	
400758	714	171	66	0	491	14	
400767	397	211	12	0	400	226	
400945	1251	201	37	0	1160	147	
401148	4328	479	178	0	4032	361	
401447	501	668	0	0	189	356	
401559	610	0	70	0	541	1	
401755	410	337	3	0	415	345	
401906	3078	1513	81	0	3122	1638	
401951	111	15	12	0	128	44	
402462	83	-49	51	0	105	24	
402837	573	185	192	0	522	326	
402846	297	135	1	0	203	42	
402949	894	144	32	108	765	155	
403058	747	240	0	0	764	257	
403067	1123	0	50	0	1075	2	
403106	1143	252	1	0	973	83	
403151	2302	930	50	250	2629	1557	
403254	266	10	14	0	263	21	
403348	343	0	23	0	352	32	
403357	245	12	0	0	239	6	
403441	1583	4600	339	0	2848	6204	
403553	878	4	17	0	876	19	
403656	315	87	47	0	312	131	
403937	239	96	7	0	226	90	
403946	2288	640	65	0	1837	254	
404653	104	6	10	0	100	12	
404747	85252	79291	8192	0	63804	66035	
404774	47	0	0	0	47	0	
404943	629	60	45	0	607	83	
405061	569	6	1	0	568	6	
405641	1912	660	181	1201	954	1084	
405744	2606	510	71	0	2218	193	
405959	8901	3975	363	0	8175	3612	
406022	1127	185	31	0	969	58	
406059	517	72	90	0	388	33	
406255	637	35	1	0	604	3	
406349	1565	380	33	0	1640	488	
406554	125	0	0	0	125	0	
406666	687	480	65	0	675	533	
406974	839	52	65	0	1120	398	
407168	472	0	9	0	529	66	
407252	309	24	2	0	284	1	
407373	2396	946	0	0	1801	351	
407506	2829	45	74	0	2805	95	
407645	1460	470	23	0	1017	50	
407850	488	0	0	0	488	0	
408147	349	0	80	0	287	18	
408307	1862	240	12	0	1615	5	
408473	756	579	15	0	591	429	
408642	2503	1200	0	0	1303	0	
409265	163	0	65	0	155	57	
409555	899	201	45	0	751	98	
409649	252	0	0	0	252	0	
410056	402	80	1	0	380	59	
410159	143	0	4	0	142	3	
410337	476	30	40	0	423	17	
410560	711	100	28	0	652	69	
410748	1780	150	27	0	1732	129	
410917	2015	1540	174	0	1957	1656	
410944	232	0	4	0	240	12	
411053	240	0	5	0	243	8	
411062	99	8	12	0	98	19	
411231	459	150	20	0	566	277	
411240	365	-150	26	0	612	123	
411464	1266	1375	121	0	889	1119	
411512	634	74	10	0	551	1	
411549	204	0	14	0	275	85	
411576	78	0	0	0	78	0	
411624	718	149	7	0	607	45	
411651	595	472	19	0	637	533	
412135	31118	9700	847	0	29568	8997	
412153	754	0	8	0	752	6	
412452	115	18	0	0	114	17	
412555	290	128	4	0	297	139	
412667	271	72	3	0	270	74	
412751	7090	2200	95	0	5682	887	
412845	772	630	179	0	1373	1410	
413141	12747	8486	576	701	8213	5229	
413208	481706	238400	42171	-19340	499234	278759	
413347	111	7	4	0	107	7	
413543	761	38	4	257	465	3	
413570	205	18	8	0	198	19	
413646	1060	443	69	347	466	265	
413730	124	0	3	0	122	1	
413758	552	175	34	0	521	178	
413851	263	0	7	0	313	57	
414102	642	240	238	0	1063	899	
414652	544	262	14	0	603	335	
414728	142	65	6	0	120	49	
414764	1519	1429	61	0	1133	1104	
414858	566	847	39	0	450	770	
415051	103	30	0	0	88	15	
415444	202	62	2	0	171	33	
415855	116	18	0	0	109	11	
416245	13288	1550	106	2154	9829	351	
416272	457	0	0	0	465	8	
416339	239	195	3	0	210	169	
416348	3445	1953	23	0	2212	743	
416357	214	50	1	0	163	0	
