"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF465	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB527	
138556	60	0	98	0	0	171	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	110	52	0	0	other income recovery			Exams/Audits												
138725	7	0	24	0	0	13	0	0	13	47	50	0	0	0	0	0	0	0	0	0	0	false	12	0	2	19	3	21	36	20	0	0	Money Orders, Cashier Checks   Check Fees			Federal Reserve Charges, Telephone, Misc. Expenses	Audits-Exams, Blanket Bond, Credit Reports	Business Franchise Tax, Dues, License Fee										
138752	4	1	5	2	5	4	0	0	7	10	8	0	0	0	0	0	0	0	0	0	0	false	12	0	0	0	1	0	16	17	0	0	Check cashing			Accounting	Insurance	Other Real Estate Expense										
139133	206	18	88	78	19	16	11	8	124	76	108	0	0	0	0	0	0	0	0	0	0	false	62	0	0	0	24	67	259	117	0	0	Miscellaneous Income	Wire Transfer Fees	Line of Credit	Telephone Expenses	ATM	Service Contracts										
139432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1750	0	0	0	false	0	0	0	0	0	0	236	0	0	0										Capital Contribution from Parent Company						
139478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	488	0	0	541	0	0	0																
139553	0	0	0	0	0	646	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	false	0	0	0	0	0	0	584	0	0	0	Net debit/credit card incom											The First Bank of Haskell merger with CSB, FBH's allowance for loan loss 12/31/06				
139656	204	0	0	0	0	910	0	0	0	0	0	0	0	0	0	0	0	3300	0	595	0	false	0	0	0	0	0	0	309	0	0	0	Loan processing fees									Capital injection		Business combination adjustment				
139740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	890	0	0	1385	0	0	0																
139834	0	0	51	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
139843	442	0	183	56	148	0	0	0	0	0	0	0	0	0	0	0	0	13000	0	0	0	false	253	0	72	0	59	960	785	314	0	0										Trust Preferred Securities Issued						
139955	48	0	0	0	0	142	0	0	46	71	0	0	0	0	0	0	0	0	0	0	0	false	34	0	0	0	0	0	0	69	0	0	MANAGEMENT FEE INCOME			CORRESPONDENT BANK CHARGES	TELEPHONE LINE CHARGES								3324			
140018	0	0	0	0	0	1579	0	0	4211	1001	1889	0	0	0	0	0	0	5000	0	-513	0	false	0	0	0	0	0	0	929	0	0	0	FFA Revenue Passback			Management Fee Expense	State Taxes	FFA Expense Passback				Capital Contribution		Reclassification of provision for off-balance sheet credit losses to other liabilities				
140157	135	0	23	0	15	34	10	0	44	58	0	0	0	0	0	0	0	0	0	0	0	false	52	0	0	0	13	45	196	68	0	0	Visa Debit Card Income	Exchange & Collection		Exam & Professional Fee	ATM & Visa Debit											
140362	300	0	0	0	0	423	0	0	2734	797	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	567	0	0	0	BOLI			CUSTOMER SERVICE	PROFESSIONAL SERVICES											
140634	9	0	50	29	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	27	0	0	0	7	0	123	47	0	0	check charges															
141211	0	0	0	0	0	0	0	0	156	192	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	188	0	214	249	0	0	0				Taxes FICA	Taxes Shares Tax											
141341	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
141350	27	0	68	43	5	0	0	0	110	6	26	0	0	0	0	0	0	0	0	0	0	false	30	0	0	60	3	0	0	52	0	0				Other Insurance	Reference Books	Debit Card Expense										
141453	31	0	17	1	9	4	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	false	19	0	2	0	4	4	55	26	0	0	CD Penalty,Cashiers Checks, Travelers Cheques, Money Order Fees			Misc Expenses,Mileage,Donations,Education,Repo Expense,Accounting Fees,CorrSC												
141556	0	0	0	0	0	0	0	0	4053	0	0	0	0	0	0	0	0	0	0	9003	0	false	0	0	0	0	0	0	0	0	0	0				Management Fees								Merger of affiliate bank - Stearns Bank Arizona, NA #34431				
141734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	1898	0	0	0																
141958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	66	0	0	0	0	0	0	0	0	0																
142049	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	false	67	0	0	0	0	0	0	0	0	0				Donations												
142656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	210	0	0	0																
142955	1627	0	0	0	0	1177	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Debit card fees									Cash infusion from Holding Company						
143158	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	ATM															
143653	13	0	33	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	0	5	4	35	29	0	0	8															
143662	5077	0	0	0	0	0	0	0	5183	0	0	0	0	0	0	0	0	0	0	5078	0	false	0	0	0	0	0	6626	0	0	0	0				Accrual for VISA litigation								Allowance assumed from acquired BHC				
143859	48	0	31	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	15	0	0	10	4	4	61	22	0	0																
143952	0	0	100	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	415	0	false	0	0	0	0	0	0	0	0	0	0				Other Outside Service Fees								Acquired Institution's 12-31-2006 Loan Loss Reserve Amount				
144034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	false	0	0	0	0	0	0	0	0	0	0												Per FDIC field examination no longer allocating portion of ALL to LOC				
144052	86	0	126	67	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	102	0	32	19	27	40	231	86	0	0																
144155	208	0	58	26	25	0	0	0	162	158	0	0	0	0	0	0	0	0	0	0	0	false	100	0	21	0	45	31	436	195	0	0				Telepone	Professional Fees											
144436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-149	0	0	0	0	353	241	0	0															2006 Prior Year Adj	
144856	120	0	93	25	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	82	0	17	0	43	13	263	155	0	0																
144913	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Pa Shares Tax												
145059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	64	0	0	141	41	0	0																
145545	94	0	121	77	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	107	0	25	153	33	0	337	126	0	0																
145554	188	0	56	76	68	384	372	0	349	163	150	0	0	0	0	0	0	0	0	0	0	false	83	0	17	59	54	26	252	92	0	0	Debit Card Interchange Fees	Points Retained Mortgage Banking		Transfund Expense	Equipment Maintenance and Repairs	Consulting Fees										
145741	101	0	40	1	13	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	57	0	17	5	25	22	415	56	0	0	Secondary Market closing fees and premiums															
145750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
145844	0	0	0	0	0	269	0	0	125	146	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	171	0	0	Debit Card Interchange			Telephone	ATM & POS Expenses											
145956	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	42	0	0	0	0	0	0	0	0	0																
146056	0	0	19	0	0	0	0	0	16	11	0	0	0	0	0	0	0	0	0	0	0	false	0	-64	0	19	0	0	0	10	0	0				Audit and Tax accounting	Clearing House Fees										Record Deferred Retirement Compensation	
146533	0	0	7	0	0	0	0	0	36	10	20	0	0	0	0	0	0	0	0	0	0	false	21	0	0	0	0	0	28	10	0	0				exam & audit	blanket bond	correspondent bank fees										
146618	71	0	194	41	11	0	64	50	104	58	41	0	0	0	0	0	0	0	0	0	0	false	77	0	30	79	14	9	81	105	0	0		Bank Card Fee Income	Loan Late Payment Fee	KY Franchise Tax	Auditing Expense	Donation Expense										
146654	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0	0	0	9000	10000	0	0	false	0	-16	0	0	0	0	0	0	0	0				Collection Expense						CAPITAL PUSHDOWN	CAPITAL INJECTION				AMORTIZATION ACCELERATION	
146663	0	0	0	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	618	0	0	0	0																
146850	109	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	850	0	0	0	false	0	0	0	0	0	0	0	72	0	0				Telephone Expense						Capital Injection Trust Preferred Securities						
147053	33	0	10	28	41	171	0	0	72	42	23	-16	0	0	0	0	0	0	0	0	0	false	18	0	0	25	5	18	161	17	0	0	Secondary Market			Professional Fees	Management Fees	Mortgage Expenses	State Tax									
147174	0	0	0	0	0	242	392	0	162	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	89	0	0	450	0	0	0	Loan Fees	Capitalized Interest		Computer Software												
147633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	178	0	0	0																
147651	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	17	0	0	0	0	43	0	29	0	0																
147679	71	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	249	0	0	0																
147839	341	0	424	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1527	0	false	373	0	0	0	0	1051	0	558	0	0												Provision for Loan & Lease Loss - July Merger with FNBGA Reserve				
147857	89	0	34	18	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	26	0	15	0	7	5	89	37	0	0																
147923	0	0	116	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	113	0	0				ATM/VISA CHECK CARD EXPENSE												
148144	41	10	30	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	41	0	0	36	9	30	16	52	0	0																
148238	102	0	96	30	12	16	13	31	47	137	43	0	0	0	0	0	0	200	0	0	0	false	50	0	0	0	9	4	186	55	0	0	FEES & COMMISSIONS	OTHER INCOME	GAIN ON SUBSIDARY	AUDIT	MISCELLANEOUS	TELEPHONE				ADDITIONAL CAPITAL						
148340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	61	324	0	0	0																
148715	131	0	136	26	0	113	0	0	122	128	90	0	0	0	0	0	0	0	0	0	0	false	19	0	0	0	10	153	429	92	0	0	Secondary Market Fees			Franchise Tax	Telephone	Professional Fees										
148809	256	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	324	0	0	568	0	0	0																
148920	0	0	0	0	0	26	12	5	94	226	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	126	0	0	0	return items/od fees	collection fees	dr card fees	operating	misc expenses  OREO disposal costs											
149150	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	266	78	0	0																
149235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	759	0	0	0																
149253	245	0	0	0	0	364	0	0	842	207	232	0	0	0	0	0	0	0	0	0	0	false	140	0	0	1273	0	248	0	159	0	0	Guaranty settlement from Rural Development on Henry Edwards			Deferred compensation	ATM expense	Cultra Turf sod farm expenses (net of sod sales)										
149271	204	0	104	16	14	67	145	0	79	0	0	0	0	0	0	0	0	0	0	0	0	false	47	0	0	163	0	0	222	35	0	0	Misc. Loan Income	Misc. Income		Audit & Exams												
149945	0	0	0	0	0	40	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Miscellaneous Income			Management fee												
150035	882	0	787	0	0	0	0	0	794	635	0	0	0	0	0	0	0	0	0	0	0	false	576	-3761	0	581	0	0	2157	0	0	0				ATM Network Expense	Professional fees										Post Retirement Benefit Accounting	
150044	213	27	105	198	40	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	false	162	336	9	321	27	55	680	142	0	0				ORE expense											Deferred tax asset for deferred compensation	
150071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2983	0	false	0	0	0	0	0	0	0	0	0	0												Merger of Bank of Salem				
150156	0	0	0	0	0	0	0	0	16	13	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				DONATIONS	PROFESSIONAL FEES											
150334	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
150352	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	73	22	0	0				Exams												
150727	192	0	0	0	0	210	0	0	221	252	209	0	0	0	0	0	0	0	0	0	0	false	0	0	0	360	0	275	0	0	0	0	Merchant Fee Income			Other Taxes	Credit Card Expenses	ATM Expenses										
150754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	97	0	0	442	0	0	0																
151331	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Origination fees on mortgage loans sold															
151546	36	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	15	0	0	0	0	0	214	22	0	0																
151555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
151751	0	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	349	0	0	0	Computer Servicing Fees															
151818	705	0	427	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				PA CAPITAL SHARES TAX EXPENSE												
151957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950	0	0	0	false	0	0	0	0	0	0	275	0	0	0										Contribution to surplus						
152048	32	0	30	5	4	0	0	0	45	62	32	0	0	0	0	0	0	0	0	0	0	false	21	0	16	0	7	9	110	31	0	0				Other Professional Fees	Data Processing Other	Telephone										
152057	280	0	37	114	42	949	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	false	82	0	13	70	13	285	145	105	0	0	Other Mortgage Loan Income			ATM Network Expenses												
152235	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	false	0	0	0	0	0	0	0	0	0	0										Capital contribution from parent compamy						
152253	91	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	54	0	0	0	16	0	79	78	0	0																
152431	58	0	54	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Legal & Consulting												
152440	49	14	19	142	30	63	0	0	49	46	286	0	0	0	0	0	0	0	0	0	0	false	67	0	0	0	3	37	0	122	0	0	MISC			ACCOUNTING & AUDITING	TELEPHONE	MISC.										
152673	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	248	0	0	0				PROFESSIONAL SERVICES												
152851	0	0	0	0	0	0	0	0	55	51	0	0	0	0	0	0	0	45	0	0	0	false	0	0	0	0	0	0	104	49	0	0				Software amortization	Telephone expense					Contribution of fixed asset by parent holding company						
153054	0	0	0	0	0	0	0	0	365	657	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Accounting fees	Donations											
153353	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	230	0	0	542	0	0	0																
154154	380	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	109	0	false	0	0	0	0	0	787	0	0	0	0				ATM EXPENSES								ACQUIRED FROM CONTRIBUTED BANK				
154257	0	0	0	0	0	1698	0	0	186	56	50	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	456	0	0	0	Wire Transfer & Cashier's Check Fees			Corespondent Bank Charges	CPA Fees	Insurance										
154770	259	0	244	6	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	false	41	0	4	169	0	32	420	75	0	0				Professional Services												
155245	211	18	137	51	32	0	0	0	392	0	0	0	0	0	0	0	0	0	0	776	0	true	120	0	33	276	33	82	12	140	0	0				Bank Examination								Purchase City Saving Bank - allowance for loan loss		In December we had an USDA loan purchased at a premium pay off early which resulted in a $109,321.95 write off of the remaining amortization. This would help explain the error ID : R3765.2476. Also, on October 12,2007 LP Bancorp completed a public offering and purchased City Savings Bank ABA 271274115. All numbers reported in the 12/31/07 Call Report reflect the completed purchase. City Savings Bank was merged into LaPorte Savings Bank. Amended December 07 Call Report Income Statement changes are due to an increase in the tax expense, as a result of the City Savings acquisition and after the year-end audit and consultation with the external audit firm.		
155517	32	0	32	10	5	244	418	42	304	238	688	0	0	0	0	0	0	0	0	0	0	false	13	12	0	41	0	0	30	23	0	0	Agency Fed Funds Fees	Gain on Sale of MasterCard stock	CMN Fees	Item processing costs	Software & website maintenance	Visa USA Litigation Provision									Correction to FAS 115 value	
155759	11	0	21	0	7	0	0	0	32	22	0	0	0	0	0	0	0	0	0	0	0	false	23	0	12	0	9	19	0	23	0	0				Correspondent Bank Charges	Management fee											
156457	0	0	0	19	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	false	15	0	0	0	0	0	0	0	0	0				State Exam												
156635	3	0	6	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	4	0	7	5	118	23	0	0																
156877	230	0	60	137	43	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	false	30	0	1	108	0	26	228	109	0	0				Management and consulting Services												
156916	0	0	0	0	422	0	0	0	155	0	0	0	0	0	0	0	0	0	0	-9604	0	false	0	0	0	340	0	0	0	107	0	0				Communications								To record Reserve Relase on impaired loans - by PNC				
156952	109	0	244	69	0	0	0	0	118	84	58	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	155	0	0	0				BCI Consultants	Software Expense	WCB Expenses										
157155	0	0	0	0	0	45	-202	0	75	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	60	0	0	0	0	0	0	Real Estate Origination Fees	IPCD Market Adjust - own		Devaluation ORE - Current Year												
157379	8	0	96	1	7	43	0	0	67	32	0	0	0	0	0	0	0	0	0	0	0	false	26	0	5	0	24	4	161	34	0	0	DEBIT CARD INCOME			AUDIT EXPENSE	AMT DEBIT CARD EXPENSE											
157650	48	0	26	0	6	0	0	0	65	21	36	0	0	0	0	0	0	0	0	0	0	false	36	0	0	0	0	67	229	59	0	0				ATM EXPENSE	MISC INSURANCE	BANK SERVICE CHARGES										
157744	0	0	55	0	0	0	0	0	77	64	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	63	0	0	138	0	0	0				Dues & Fees	Ben Mark											
157838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	2286	0	0	0																
157856	0	0	34	0	0	0	0	0	46	29	55	0	0	0	0	0	0	0	0	0	0	false	0	0	0	60	0	49	40	30	0	0				ATM Processor Expense	Federal Reserve Bank Service Charge	Business Development										
157904	1009	0	254	524	41	46	0	0	116	98	51	0	0	0	0	0	0	487	0	0	0	false	154	0	0	317	54	306	890	198	0	133	Income from Financial Services			Telephone Expense	Seminars & Meetings	Armored Car/Courer				Change in ESOP						
158554	0	0	0	0	0	0	0	0	44	108	233	0	0	0	0	0	0	0	0	0	0	false	0	0	0	28	0	0	0	0	0	0				Audit and Accounting fees	Minority Int Exp - UAA	UAA Expenses										
158741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	345	0	0	0																
158750	18	0	0	0	0	0	0	0	0	18	20	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	44	0	0	0				CPA Audit	Insurance	Travel & Entertainment										
158947	243	0	0	235	0	232	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	false	0	0	0	0	0	0	905	0	0	0	Debit Card Income									Capital Injection						
158974	0	0	122	0	0	0	0	0	105	161	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	279	0	0	0				Consultant Fees	Directors Retirement Benefit											
159243	35	0	0	43	0	434	0	0	38	68	45	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	57	0	0	Mortgage Loan Fees			Telephone Expense	Collection & Repossession Expense	OREO Expenses										
159636	1344	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
159645	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
159953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
160360	0	0	0	0	0	205	0	0	163	236	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	218	0	190	0	0	Debit card income and fees			Telecommunications	ATM and debit card expenses											
160454	181	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	78	0	0	Mortgage Servicing Fees															
160557	0	0	0	0	0	15	0	0	56	16	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	41	0	0	0	Loan Fee Income			Contributions	Accountant & Professional Fees											
160614	1842	0	0	0	0	0	0	0	42376	17032	2670	0	0	0	0	0	0	7362	719	0	0	true	0	0	0	0	0	0	2074	0	0	0				Subadvisory Fees	Interunit Service Fees	Consulting Fees				Application of APB25	Captial Infusion due to transfer of FFS			Fiduciary income increased by approximately $3.5 million due to a non-accruable performance fee.		
160650	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	413	0	0	0																
160959	0	0	0	0	0	479	0	0	595	1689	0	0	0	0	0	0	0	2500	0	0	0	false	0	0	0	0	0	0	0	0	0	0	other loan fees			Other loan fees	student loan expenses					capital increase from holding co.						
161031	21	0	29	0	0	0	0	0	21	0	0	0	0	0	0	0	0	12	0	0	0	false	0	0	0	0	0	0	73	0	0	0				Bad Debt Expense						To record tax benefit for filing consolidated tax return with holding company						
161107	461	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	16	0	0	0	false	0	0	0	0	0	0	1139	0	0	0				Consultant Fees						Additional Paid In Capital						
161273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	617	0	0	0																
161433	134	4	61	4	10	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	false	44	9	5	0	14	49	111	67	0	0															Auditor adjustment	
161602	1250	0	0	0	0	0	0	0	1281	0	0	0	0	0	0	0	0	345	0	0	0	false	0	0	0	0	0	0	0	0	0	0				ATM Expense						Tax benefit to Bank fromexercising stock options						
162337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-233	false	0	0	0	0	0	0	535	0	0	0												Fair value adj on loans in '06.  Auditors said to net from  loans. Adj. carried over in beginning	balance resulting in negative adj in '07			
163343	0	0	0	0	0	45	0	0	66	66	42	0	0	0	0	0	0	0	0	0	0	false	35	121	0	43	0	43	134	30	0	0	MISC			TELEPHONE	INSURANCE	DIRECTOR LIFE INSURANCE									FEDERAL INCOME TAX ADJUSTMENT 2006	
163370	165	0	225	134	29	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	92	0	0	0	0	0	659	138	0	0	BOLI															
163549	661	0	250	0	232	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	false	0	0	0	595	0	0	0	251	0	0										equity infusion						
163857	0	0	0	359	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	25	0	false	0	0	0	0	0	108	255	72	0	0				Expenses from ATM's/Debit Cards								Reclassified accrued liability as allowance				
164032	0	0	73	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	175	0	0	0				accounting												
164153	94	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	67	0	0	0	0	0	217	0	0	0																
164331	59	0	75	44	35	68	0	0	57	55	58	0	0	0	0	0	0	0	0	0	0	false	93	0	106	0	43	41	660	128	0	0	Insurance Investment			Federal Reserve Charge	Telephone	Fidelity & Bond Premium										
164377	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	189	0	0	472	0	0	0																
164854	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	204	0	0	0																
164957	47	0	47	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	141	0	0	0	Real Estate Loan Fees															
164975	0	0	49	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	5	0	false	0	-17	0	0	0	0	132	0	0	0				Audit and Tax Preparation expense								Decreased allocation to unsused LOC, added to Allow. for loans and leases.			Change of accounting method, cash to accrual, for interest payable on FHLB advances	
165039	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	162	0	0	316	0	0	0				ATM												
165628	0	0	0	0	0	4608	0	5501	3229	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	2934	0	0	3455	0	0	0	Bankcard interchange income		Gain on sale of merchant payment processing portfolio	Communication Expense												
165758	77	3	23	20	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	25	0	7	23	7	56	99	60	0	0																
165806	0	0	0	0	0	578	0	0	3206	0	0	0	0	0	0	0	0	8	0	0	0	false	0	0	0	0	0	0	757	0	-469	-329	DEBIT CARD INCOME			AFFILIATE SERVICE CHARGES						TAX BENEFIT HC OPTIONS EXERCISED						
166111	246	0	0	0	0	232	0	0	459	217	0	0	0	0	0	0	0	0	0	0	0	false	206	0	0	0	0	0	495	172	0	0	31590000 E-Funds corp			42110200 checking misc exp-42110600 Home Banking Exp	42810300 Mortgage Origination Rolloff											
166531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	184	0	0	0																
166652	148	0	80	105	47	167	672	106	142	243	0	0	0	0	0	0	0	0	0	6531	0	false	148	0	40	26	36	73	1379	220	0	0	Check Card	Fraud Recovery	Letter of Credit Fees	Consulting Fees	Customer Entertainment							Due to Merger of New Ulm's - Loan Loss Provision				
