"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD5523	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADC231	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
338851	0	0	0	48	0	0	0	0	14	37	13	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	20	0	0				Loan collect and repo expense                                                                                                                                                                    	Employer pd ins and taxes                                                                                                                                                                        	Wells Fargo service fees                                                                                                                                                                         										
338945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	17	0	0																
339054	6	0	8	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	4	0	0	0	0	6	1	4	5	0																
339353	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	16	0	0				Management Fees                                                                                                                                                                                  												
339456	25	0	0	50	0	83	30	0	33	21	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	80	24	0	Service Release Fee (mtg)                                                                                                                                                                        	Price Differential (mtg)                                                                                                                                                                         		Auditing & Accounting Fees                                                                                                                                                                       	ATM Expense                                                                                                                                                                                      											
339607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
339773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
339858	1953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	6245	8067	0	0																
339951	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	268	0	0																
340135	96	0	0	0	0	413	0	0	130	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	85	0	Professional / service revenue                                                                                                                                                                   			Professional Other                                                                                                                                                                               												
340144	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
340256	8	0	6	18	4	66	26	30	8	7	12	0	0	0	0	0	0	0	0	0	false	0	17	0	0	0	0	7	13	0	12	0	mtg dept loan fees - sec mkt                                                                                                                                                                     	consulting services                                                                                                                                                                              	other service charges - loans                                                                                                                                                                    	business dev                                                                                                                                                                                     	donations                                                                                                                                                                                        	check processing                                                                                                                                                                                 										
340443	14	0	31	3	3	24	0	0	16	0	0	0	0	0	0	0	0	0	0	0	true	0	12	0	0	1	0	11	5	10	13	0	Management Fees from bank holding co.                                                                                                                                                            			Audit fees                                                                                                                                                                                       												
340555	6	0	7	13	1	0	0	0	3	3	5	0	0	0	0	0	0	0	0	0	false	0	3	0	0	1	0	1	0	0	12	0				Travel & Lodging                                                                                                                                                                                 	Education                                                                                                                                                                                        	Correspondent Bank Expnese                                                                                                                                                                       										
340649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
340742	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	566	0	0				Prof. fees - Parent Co. & Affil. Banks                                                                                                                                                           												
340751	35	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	37	0																
341310	63	0	28	6	6	53	7	7	0	0	0	0	0	0	0	0	0	0	0	0	false	0	31	0	0	9	0	1	51	105	24	0	DEBIT CARD FEE INCOME                                                                                                                                                                            	MISCELLANOUS INCOME                                                                                                                                                                              	APPRAISAL FEE INCOME                                                                                                                                                                             													
341356	52	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
341646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9196	0	false	0	0	0	0	0	0	0	0	0	0	0											AREA Bank was acquired by BB&T 3/21/2002                                                                                                                                                         					
341851	0	0	0	6	0	9	0	0	5	4	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	OTHER INCOME                                                                                                                                                                                     			DONATIONS                                                                                                                                                                                        	EXAM FEES                                                                                                                                                                                        											
341918	13	0	28	3	7	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	false	0	20	0	0	10	6	9	7	13	24	0				SHARES TAX                                                                                                                                                                                       												
341954	11	0	5	3	1	2	0	0	6	4	2	0	0	0	0	0	0	0	0	0	false	0	8	0	0	2	0	2	7	4	9	0	RECOVERY ON CHECK LOSS                                                                                                                                                                           			Telephone Expense                                                                                                                                                                                	Dues & Subscriptions                                                                                                                                                                             	Annual Software License Fees                                                                                                                                                                     										
341972	3	2	11	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	false	0	4	0	0	0	0	0	3	24	1	0				ATM Expense                                                                                                                                                                                      												
342054	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				OFFICE SUPPLIES                                                                                                                                                                                  												
342175	92	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	178	0	0	VISA Interchange Income                                                                                                                                                                          															
342362	0	0	0	0	0	0	0	0	19	30	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	24	0	0				EXAMINATIONS ASSESSMENTS                                                                                                                                                                         	BLANKET BONDS                                                                                                                                                                                    											
342410	0	0	0	0	0	79			69			0		0		0					false	0	0			0	70	0	0	0	0	0	INCOME & FEES-MERCHANT ACCOUNTS                                                                                                                                                                  			MERCHANT PROCESSING EXPENSES                                                                                                                                                                     												
342634	1502	0	0	0	0	2065	0	0	1856	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Credit Card Fee Income                                                                                                                                                                           			Software related expenses                                                                                                                                                                        												
342643	0	0	0	0	0	0	0	0	45	32	29	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	32	0	0	0				AUDIT AND EXAMINATION                                                                                                                                                                            	ATM EXPENSE                                                                                                                                                                                      	PROFESSIONAL SERVICES                                                                                                                                                                            										
342960	0	0	0	228	0				34	94		0		0		0					false	0	0			0	64	0	16	112	28	0				Telephone (communication) expenses                                                                                                                                                               	Othe prof., audit, accounting fees                                                                                                                                                               											
343051	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	false	0	12	0	0	0	26	0	0	0	11	0				Transfund Network Charges                                                                                                                                                                        												
343248	4	0	0	0	1	0	0	0	5	7	1	0	0	0	0	0	0	0	0	0	false	0	1	0	0	0	0	0	0	0	2	0				COMPTROLLER OF CURRENCY ASSESSEMENT                                                                                                                                                              	CPA FEES                                                                                                                                                                                         	DUES & SUBSCRIPTIONS                                                                                                                                                                             										
343257	4	4	5	3	1	0	0	0	6	3	3	0	0	0	0	0	0	0	0	0	false	0	8	0	0	7	0	2	1	0	12	0				TELEPHONE                                                                                                                                                                                        	ATM EXPENSE                                                                                                                                                                                      	EDUCATION, DUES, AND SUBSCRIPTIONS                                                                                                                                                               										
343314	6	0	17	21	4	4	3	2	34	16	18	0	0	0	0	0	0	0	0	0	false	0	13	0	0	4	0	4	21	9	23	0	CREDITORS INSURANCE                                                                                                                                                                              	WIRE TRANSFER FEES                                                                                                                                                                               	PAYROLL PROCESSING                                                                                                                                                                               	SHARES TAXES                                                                                                                                                                                     	ATM EXPENSES                                                                                                                                                                                     	BANK EXAMINATIONS                                                                                                                                                                                										
343341	0	0	0	0	0	149			715			0		0		0					false	0	0			0	0	0	0	0	0	0	Fed Funds Agent Fees                                                                                                                                                                             			FRB Chicago Processing Expense                                                                                                                                                                   												
343556	13	0	6	2	3	0	0	0	26	23	0	0	0	0	0	0	0	0	0	0	false	0	9	0	0	0	0	10	6	63	15	0				Consulting fees - FW Bancorp                                                                                                                                                                     	Correspondent bank service charge                                                                                                                                                                											
343770	2	0	13	1	1	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	true	0	1	0	0	0	0	0	0	11	4	0				Audit & Accounting Fees                                                                                                                                                                          	Supervisory Exam Fees                                                                                                                                                                            	Telephone                                                                                                                                                                                        										
343903	47	0	32	0	0	50	0	0	63	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	72	0	0	NSF Charges                                                                                                                                                                                      			Professional Fees                                                                                                                                                                                												
343958	2	0	3	11	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	false	0	2	0	0	0	0	0	0	1	3	0				accounting fees                                                                                                                                                                                  												
344236	0	0	0	0	0	41	0	0	36	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	13	39	13	0	Merchant ChargeCard Processing Income                                                                                                                                                            			Merchant ChargeCard Processing Income                                                                                                                                                            												
344423	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	false	0	2	0	0	0	0	0	0	17	0	0				miscellaneous                                                                                                                                                                                    												
344647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	89	0	0																
344674	0	0	8	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	16	0	0	21	0	0				Bank Expense                                                                                                                                                                                     	Audit Expense                                                                                                                                                                                    											
344816	0	0	0	0	0	0	0	0	53	58	38	0	0	0	0	0	0	0	0	0	false	0	22	0	0	0	0	0	0	38	0	0				Audit Exam &Accounting Exp                                                                                                                                                                       	Other Real Estate Expense                                                                                                                                                                        	Other Taxes                                                                                                                                                                                      										
344852	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	9	0	0	0	5	0																
345149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	57	0	0	0	0	0	0	7	0														ADOPTION OF FASB 109                                                                                                                                                                             		
345309	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	230	0	0	185	0	0																
345345	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	150	0	0	0	false	0	0	17	0	0	0	0	0	47	0	0	Loan Closing Fees                                                                                                                                                                                								Capital injection from Holding Company                                                                                                                                                           					Interest earned omitted in error in 12-31-01 call report                                                                                                                                         		
345747	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	85	45	0																
345756	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	46	0	0																
346566	2	0	24	3	4	3	0	0	13	7	6	0	0	0	0	0	0	0	0	0	false	0	8	0	0	1	0	7	6	0	8	0	Merchant Discount                                                                                                                                                                                			Audit, Taxes & Accounting Fees                                                                                                                                                                   	Exam Fees                                                                                                                                                                                        	ATM Expense                                                                                                                                                                                      										
347022	0	0	0	0	0	33	0	0	35	22	24	0	0	0	0	0	0	0	0	0	false	0	25	0	0	0	0	0	0	0	0	0	Miscellaneous Income                                                                                                                                                                             			Accounting and Consulting                                                                                                                                                                        	Telephone                                                                                                                                                                                        	Software Maintenance and Purchases                                                                                                                                                               										
347639	94	35	29	63	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	35	0	0	11	0	40	36	102	39	0																
347657	4	0	4	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	false	0	3	1	0	2	0	1	1	19	7	0	Sale of money orders, cashier's checks, wire transfer fe                                                                                                                                         			Educational                                                                                                                                                                                      										Overpayment of taxes                                                                                                                                                                             		
347956	7	0	5	17	12	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	10	0	0	2	0	4	9	60	13	0	mtg income fees                                                                                                                                                                                  															
348159	6	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	5	0	0	1	0	1	0	10	6	0																
348207	111	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	114	0	0	166	0	0																
348458	15	0	10	7	5	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	11	0	0	3	0	3	6	56	12	0	Mortgage Loan Origination Fees                                                                                                                                                                   															
348542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	41	0	0																
348551	75	0	30	96	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	35	0	0	8	4	17	38	224	42	0																
348720	0	0	0	0	0	0	0	0	180	85	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Service contracts                                                                                                                                                                                	Provision for O/D losses                                                                                                                                                                         											
348748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
349129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	27	23	0																
349165	34	0	27	0	0	20	0	0	18	17	0	0	0	0	0	0	0	0	0	0	false	0	19	0	0	0	0	0	0	0	0	0	Visa Check Card income                                                                                                                                                                           			ATM Processing                                                                                                                                                                                   	Cash Letter Processing                                                                                                                                                                           											
349343	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				PREPAID INSURANCE ADJUSTMENT                                                                                                                                                                     												
349370	83	2	24	8	12	30	8	4	46	45	35	0	0	0	0	0	0	0	0	0	false	0	31	0	0	12	0	7	18	193	55	0	Credit Card Income                                                                                                                                                                               	Fee Income Sold & Participations                                                                                                                                                                 	Bank Card Income/Merchant                                                                                                                                                                        	B & O Sales Tax                                                                                                                                                                                  	Now Account Expense                                                                                                                                                                              	Audit & Accounting Services                                                                                                                                                                      										
350433	0	0	36	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	54	0	0				Telephone expenses                                                                                                                                                                               												
350554	28	0	31	17	10	25	15	33	92	62	62	0	0	0	0	0	0	0	165	0	true	0	50	0	0	15	0	5	60	119	66	0	Lockbox/Merchant Fees                                                                                                                                                                            	Debit Card Fees                                                                                                                                                                                  	Intercomany Fee Income                                                                                                                                                                           	Telephone Expenses                                                                                                                                                                               	Audit & Accounting Fees                                                                                                                                                                          	Overdraft Privilege Losses                                                                                                                                                                       					rec Dayton St Bk shareholder escrow                                                                                                                                                              					
350657	1	0	19	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	6	0	0	1	0	3	0	1	4	0	IENC SECURITIES                                                                                                                                                                                  															
350750	19	0	38	0	0	0	0	0	32	18	19	0	0	0	0	0	0	0	0	0	false	0	18	0	0	0	0	0	0	0	21	0				ATM Expense                                                                                                                                                                                      	Professional Fees                                                                                                                                                                                	Telephone Expense                                                                                                                                                                                										
351122	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	false	0	0	0	0	0	409	0	0	0	0	0									MIscellaneous Rounding Difference                                                                                                                                                                							
351131	53	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	14	0				Social Security & Unemployment Tax                                                                                                                                                               												
351207	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	704	0	false	0	0	0	0	0	0	0	0	582	0	0											Addition due to merger of Lenox Sav Bank                                                                                                                                                         					
351355	0	0	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
351560	0	0	49	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Return check charges                                                                                                                                                                             															
351850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
352035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
352558	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Credit card fees                                                                                                                                                                                 															
352651	0	0	3	2	0				4	3	10	0		0		0					false	0	3	3		0	0	0	0	10	1	0				ARMORED CAR                                                                                                                                                                                      	EXAM FEES                                                                                                                                                                                        	OUTSIDE SERVICES/FICA/OTHER OPERAT. EXP                                                                                                                                                          								TAX ADJ. TO INTEREST INC PR YR PER K1                                                                                                                                                            		
352745	0	0	0	0	0	69	0	0	34	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	48	36	0	MPF Fees                                                                                                                                                                                         			Group Office Expenses                                                                                                                                                                            												
352772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-311	460	0	false	0	0	0	0	0	0	0	0	592	0	0									MRDP Accruals                                                                                                                                                                                    	Cost of excercising stock options                                                                                                                                                                	Acquisition of Oregon Business Bank                                                                                                                                                              					
352820	16	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	false	0	14	0	0	0	0	0	0	45	14	0				Accounting Expense                                                                                                                                                                               												
352857	0	0	0	0	0	1134	142	0	152	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Mortgage broker fees                                                                                                                                                                             	Merchant discounts                                                                                                                                                                               		Merchant card expense                                                                                                                                                                            												
353023	2	0	1	5	1	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	false	0	3	0	0	0	0	0	0	0	7	0				donations                                                                                                                                                                                        	misc. expense                                                                                                                                                                                    											
353069	6	0	4	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	7	0	0	1	0	0	2	30	8	0																
353238	0	0	0	0	0							0		0		0					false	0	0			0	0	0	0	47	0	0																
353322	1	0	8	2	1	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	false	0	7	0	0	0	3	3	4	4	4	0				CORRESPONDENT BANK SERVICE CHARGES                                                                                                                                                               	ATM EXPENSE                                                                                                                                                                                      											
353359	9	0	3	5	3							0		0		0					false	0	16			1	0	3	3	20	14	0																
353546	0	0	0	0	0	177	0	0	147	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	LEASE INCOME                                                                                                                                                                                     			DEPRECIATION LEASED ASSETS                                                                                                                                                                       												
353555	0	0	0	0	0	281	0	0	591	307	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	526	314	0	LOCK BOX FEES                                                                                                                                                                                    			PROCESSING & SERVICING FEES                                                                                                                                                                      	NET SHORTAGES & OPERATING LOSSES                                                                                                                                                                 											
353724	0	0	0	0	0	30	0	0	28	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	27	24	0	0	25	0	Income from Subsidiary                                                                                                                                                                           			State Stock Tax                                                                                                                                                                                  												
353751	29	0	7	2	4	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	false	0	10	0	0	0	0	5	3	53	19	0				Consulting fees - FW Bancorp                                                                                                                                                                     												
353957	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Securities Premium Amortization Expense                                                                                                                                                          												
354057	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	18	0	0	0	0	0	25	92	24	0																
354132	16	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	375	0	0	0	false	0	0	0	0	0	0	0	0	46	14	0				Professional Fees                                                                                                                                                                                					Add to Capital                                                                                                                                                                                   							
354253	0	0	0	0	0							0		0		0					false	0	0			0	8	0	0	0	7	0																
354310	0	0	0	0	0	359	283	0	2322	0	0	0	0	0	0	0	676	0	0	0	false	0	0	0	0	0	0	0	0	0	201	0	Bank owned life insurance                                                                                                                                                                        	Mastermoney fees                                                                                                                                                                                 		Management fees                                                                                                                                                                                  					Capital contribution                                                                                                                                                                             							
354552	20	0	5	31	13	60	0	0	13	30	9	0	0	0	0	0	0	0	0	0	false	0	26	0	0	2	0	0	10	41	27	0	FEES ON LOANS SOLD ON SECONDARY MARKET                                                                                                                                                           			TELEPHONE                                                                                                                                                                                        	IRA FEES WRITTEN OFF                                                                                                                                                                             	DUES & SUBSCRIPTIONS                                                                                                                                                                             										
354851	5	0	5	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	false	0	3	0	0	0	0	5	1	0	5	0				Audit, Tax and Acctg. fees                                                                                                                                                                       												
354954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
355120	14	14	27	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	41	0	0	0	0	1	88	32	41	0																
355559	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	CALUMET BK PROCESSING                                                                                                                                                                            															
355737	1	0	1	4	1	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	false	0	3	0	0	0	0	0	1	0	2	0				ATM EXPENSES                                                                                                                                                                                     	CORRESPONDENT BANK CHARGES                                                                                                                                                                       											
355746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
355821	0	0	0	0	0	46			30			0		0		0					false	0	0			0	0	0	0	0	0	0	Returned check fees                                                                                                                                                                              			Equipment Maint & Repair                                                                                                                                                                         												
355858	0	0	0	0	0	6641	0	0	2832	983	1475	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Credit Card Fees                                                                                                                                                                                 			Processing & Servicing Expenses - Credit Card                                                                                                                                                    	FDR Fees - Credit Card                                                                                                                                                                           	Acquisition Fees - Credit Card                                                                                                                                                                   										
356145	2	0	9	0	1	2	3	0	2	4	4	0	0	0	0	0	0	0	0	0	false	0	2	0	0	0	0	1	1	1	5	0	LATE CHARGE FEES                                                                                                                                                                                 	LOAN FEES                                                                                                                                                                                        		AUDIT                                                                                                                                                                                            	INSURANCE                                                                                                                                                                                        	LOAN ADMINISTRATION                                                                                                                                                                              										
356239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
356350	42	0	16	0	8							0		0		0					false	0	14			0	0	4	0	50	19	0																
356659	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	29	0	0				Other Real Estate Expense                                                                                                                                                                        												
356752	0	0	13	0	0	13			11			0		0		0					false	0	0			0	0	0	0	0	25	0	Commissions, Fees & Exchange                                                                                                                                                                     			Professional Service Expense                                                                                                                                                                     												
